#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-WT_Tfh_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-WT_Tfh_vs_Naive.up.bed
Merged-chr6-144066612-1	chr6	144066514	144066712	+	0.000	0.000	Merged-chr6-144066612-1
Merged-chr11-3155205-32	chr11	3154947	3155482	+	0.000	0.000	Merged-chr11-3155205-32
Merged-chr10-59919808-6	chr10	59919688	59919925	+	0.000	0.000	Merged-chr10-59919808-6
Merged-chr15-59707926-13	chr15	59707748	59708082	+	0.000	0.000	Merged-chr15-59707926-13
Merged-chr10-19209470-1	chr10	19209372	19209570	+	0.000	0.000	Merged-chr10-19209470-1
Merged-chr18-60624660-132	chr18	60624019	60625007	+	0.000	0.000	Merged-chr18-60624660-132
Merged-chr12-111160075-57	chr12	111159753	111160352	+	0.000	0.000	Merged-chr12-111160075-57
Merged-chr9-14248366-20	chr9	14248104	14248626	+	0.000	0.000	Merged-chr9-14248366-20
Merged-chr15-59541132-33	chr15	59540900	59541365	+	0.000	0.000	Merged-chr15-59541132-33
Merged-chr17-83353008-2	chr17	83352888	83353130	+	0.000	0.000	Merged-chr17-83353008-2
Merged-chr12-69446107-1	chr12	69446009	69446207	+	0.000	0.000	Merged-chr12-69446107-1
Merged-chr5-105192735-25	chr5	105192496	105192944	+	0.000	0.000	Merged-chr5-105192735-25
Merged-chr14-121937853-17	chr14	121937662	121938030	+	0.000	0.000	Merged-chr14-121937853-17
Merged-chr16-95985074-35	chr16	95984866	95985383	+	0.000	0.000	Merged-chr16-95985074-35
Merged-chr15-59669905-17	chr15	59669647	59670109	+	0.000	0.000	Merged-chr15-59669905-17
Merged-chr1-38694375-50	chr1	38694003	38694671	+	0.000	0.000	Merged-chr1-38694375-50
Merged-chr9-42097544-106	chr9	42097059	42097878	+	0.000	0.000	Merged-chr9-42097544-106
Merged-chr16-93576839-6	chr16	93576672	93577049	+	0.000	0.000	Merged-chr16-93576839-6
Merged-chr18-7702213-14	chr18	7702040	7702431	+	0.000	0.000	Merged-chr18-7702213-14
Merged-chr5-25760075-72	chr5	25759818	25760307	+	0.000	0.000	Merged-chr5-25760075-72
Merged-chr6-121017523-33	chr6	121017276	121017785	+	0.000	0.000	Merged-chr6-121017523-33
Merged-chr4-136570246-39	chr4	136570054	136570518	+	0.000	0.000	Merged-chr4-136570246-39
Merged-chr2-34961100-3	chr2	34960964	34961244	+	0.000	0.000	Merged-chr2-34961100-3
Merged-chr14-78448544-66	chr14	78447969	78449199	+	0.000	0.000	Merged-chr14-78448544-66
Merged-chr11-69795506-54	chr11	69795230	69795763	+	0.000	0.000	Merged-chr11-69795506-54
Merged-chr2-17711713-3	chr2	17711535	17711858	+	0.000	0.000	Merged-chr2-17711713-3
Merged-chr3-129830015-1	chr3	129829917	129830115	+	0.000	0.000	Merged-chr3-129830015-1
Merged-chr6-134124552-10	chr6	134124412	134124715	+	0.000	0.000	Merged-chr6-134124552-10
Merged-chr11-99386173-34	chr11	99385741	99386464	+	0.000	0.000	Merged-chr11-99386173-34
Merged-chr11-86966968-18	chr11	86966725	86967197	+	0.000	0.000	Merged-chr11-86966968-18
Merged-chr14-122754701-5	chr14	122754509	122754845	+	0.000	0.000	Merged-chr14-122754701-5
Merged-chr4-109476466-95	chr4	109475934	109476924	+	0.000	0.000	Merged-chr4-109476466-95
Merged-chr4-126989708-1	chr4	126989610	126989808	+	0.000	0.000	Merged-chr4-126989708-1
Merged-chr17-55952636-15	chr17	55952371	55952856	+	0.000	0.000	Merged-chr17-55952636-15
Merged-chr8-122304236-12	chr8	122304048	122304413	+	0.000	0.000	Merged-chr8-122304236-12
Merged-chr9-40348946-9	chr9	40348812	40349102	+	0.000	0.000	Merged-chr9-40348946-9
Merged-chr13-117311730-29	chr13	117311509	117311965	+	0.000	0.000	Merged-chr13-117311730-29
Merged-chr8-93981938-8	chr8	93981724	93982109	+	0.000	0.000	Merged-chr8-93981938-8
Merged-chr10-115439880-1	chr10	115439782	115439980	+	0.000	0.000	Merged-chr10-115439880-1
Merged-chr19-46349025-47	chr19	46348711	46349407	+	0.000	0.000	Merged-chr19-46349025-47
Merged-chr3-122245768-82	chr3	122245379	122245972	+	0.000	0.000	Merged-chr3-122245768-82
Merged-chr16-32609526-2	chr16	32609420	32609634	+	0.000	0.000	Merged-chr16-32609526-2
Merged-chr6-144015366-1	chr6	144015268	144015466	+	0.000	0.000	Merged-chr6-144015366-1
Merged-chr11-109363627-2	chr11	109363521	109363735	+	0.000	0.000	Merged-chr11-109363627-2
Merged-chr7-73517689-25	chr7	73517469	73517970	+	0.000	0.000	Merged-chr7-73517689-25
Merged-chr16-90331129-56	chr16	90330730	90331412	+	0.000	0.000	Merged-chr16-90331129-56
Merged-chr19-44283330-35	chr19	44283170	44283552	+	0.000	0.000	Merged-chr19-44283330-35
Merged-chr12-81860932-4	chr12	81860820	81861053	+	0.000	0.000	Merged-chr12-81860932-4
Merged-chr17-8233778-16	chr17	8233581	8234028	+	0.000	0.000	Merged-chr17-8233778-16
Merged-chr7-48790260-2	chr7	48790117	48790406	+	0.000	0.000	Merged-chr7-48790260-2
Merged-chr18-60643731-20	chr18	60643478	60644066	+	0.000	0.000	Merged-chr18-60643731-20
Merged-chr7-73520500-1	chr7	73520402	73520600	+	0.000	0.000	Merged-chr7-73520500-1
Merged-chr18-24178905-33	chr18	24178641	24179128	+	0.000	0.000	Merged-chr18-24178905-33
Merged-chr11-49203524-131	chr11	49203046	49203867	+	0.000	0.000	Merged-chr11-49203524-131
Merged-chrX-150817477-3	chrX	150817375	150817585	+	0.000	0.000	Merged-chrX-150817477-3
Merged-chr13-117260856-65	chr13	117260464	117261192	+	0.000	0.000	Merged-chr13-117260856-65
Merged-chr13-51964460-43	chr13	51964189	51964772	+	0.000	0.000	Merged-chr13-51964460-43
Merged-chr17-80809546-29	chr17	80809174	80810166	+	0.000	0.000	Merged-chr17-80809546-29
Merged-chr18-80495412-8	chr18	80495153	80495736	+	0.000	0.000	Merged-chr18-80495412-8
Merged-chr9-92230091-1	chr9	92229993	92230191	+	0.000	0.000	Merged-chr9-92230091-1
Merged-chr12-69102156-32	chr12	69101927	69102413	+	0.000	0.000	Merged-chr12-69102156-32
Merged-chr13-42077893-29	chr13	42077555	42078241	+	0.000	0.000	Merged-chr13-42077893-29
Merged-chr9-40342305-14	chr9	40342132	40342471	+	0.000	0.000	Merged-chr9-40342305-14
Merged-chr5-105849504-21	chr5	105849294	105849712	+	0.000	0.000	Merged-chr5-105849504-21
Merged-chr7-100699955-31	chr7	100699722	100700192	+	0.000	0.000	Merged-chr7-100699955-31
Merged-chr2-77341964-71	chr2	77341712	77342268	+	0.000	0.000	Merged-chr2-77341964-71
Merged-chr9-71897482-11	chr9	71897274	71897721	+	0.000	0.000	Merged-chr9-71897482-11
Merged-chr15-58733202-32	chr15	58732943	58733385	+	0.000	0.000	Merged-chr15-58733202-32
Merged-chr1-33757596-76	chr1	33757240	33758064	+	0.000	0.000	Merged-chr1-33757596-76
Merged-chr9-40321630-1	chr9	40321532	40321730	+	0.000	0.000	Merged-chr9-40321630-1
Merged-chr10-59947564-14	chr10	59947359	59947838	+	0.000	0.000	Merged-chr10-59947564-14
Merged-chr15-59009632-21	chr15	59009406	59009879	+	0.000	0.000	Merged-chr15-59009632-21
Merged-chr17-7889151-33	chr17	7888944	7889354	+	0.000	0.000	Merged-chr17-7889151-33
Merged-chr1-127349004-28	chr1	127348791	127349269	+	0.000	0.000	Merged-chr1-127349004-28
Merged-chr4-126967964-77	chr4	126967489	126968415	+	0.000	0.000	Merged-chr4-126967964-77
Merged-chr14-78458975-97	chr14	78458490	78459508	+	0.000	0.000	Merged-chr14-78458975-97
Merged-chr11-109376797-1	chr11	109376699	109376897	+	0.000	0.000	Merged-chr11-109376797-1
Merged-chr5-148502720-1	chr5	148502622	148502820	+	0.000	0.000	Merged-chr5-148502720-1
Merged-chr12-108646363-75	chr12	108646016	108646751	+	0.000	0.000	Merged-chr12-108646363-75
Merged-chr11-48869630-21	chr11	48869357	48869914	+	0.000	0.000	Merged-chr11-48869630-21
Merged-chr5-69557217-100	chr5	69556904	69557480	+	0.000	0.000	Merged-chr5-69557217-100
Merged-chr15-85956414-21	chr15	85956220	85956648	+	0.000	0.000	Merged-chr15-85956414-21
Merged-chr9-123366861-57	chr9	123366514	123367180	+	0.000	0.000	Merged-chr9-123366861-57
Merged-chr10-111298614-58	chr10	111298323	111298855	+	0.000	0.000	Merged-chr10-111298614-58
Merged-chr15-78428869-38	chr15	78428608	78429246	+	0.000	0.000	Merged-chr15-78428869-38
Merged-chr1-191964898-65	chr1	191964204	191965457	+	0.000	0.000	Merged-chr1-191964898-65
Merged-chr12-116048086-1	chr12	116047988	116048186	+	0.000	0.000	Merged-chr12-116048086-1
Merged-chr1-173419359-58	chr1	173418941	173420153	+	0.000	0.000	Merged-chr1-173419359-58
Merged-chr2-75704284-195	chr2	75703867	75704574	+	0.000	0.000	Merged-chr2-75704284-195
Merged-chr11-79122776-32	chr11	79122535	79123037	+	0.000	0.000	Merged-chr11-79122776-32
Merged-chr7-123188758-28	chr7	123188461	123189016	+	0.000	0.000	Merged-chr7-123188758-28
Merged-chr9-53771723-58	chr9	53771422	53772078	+	0.000	0.000	Merged-chr9-53771723-58
Merged-chr5-104508009-1	chr5	104507911	104508109	+	0.000	0.000	Merged-chr5-104508009-1
Merged-chr6-67531589-83	chr6	67531090	67532212	+	0.000	0.000	Merged-chr6-67531589-83
Merged-chr11-79142145-3	chr11	79142021	79142258	+	0.000	0.000	Merged-chr11-79142145-3
Merged-chr5-75660966-11	chr5	75660626	75661224	+	0.000	0.000	Merged-chr5-75660966-11
Merged-chr9-14185865-8	chr9	14185723	14186073	+	0.000	0.000	Merged-chr9-14185865-8
Merged-chr11-106666756-22	chr11	106666364	106667019	+	0.000	0.000	Merged-chr11-106666756-22
Merged-chr4-53178899-1	chr4	53178801	53178999	+	0.000	0.000	Merged-chr4-53178899-1
Merged-chr17-83307130-30	chr17	83306807	83307535	+	0.000	0.000	Merged-chr17-83307130-30
Merged-chr9-106476167-24	chr9	106475968	106476422	+	0.000	0.000	Merged-chr9-106476167-24
Merged-chr4-32132058-6	chr4	32131936	32132181	+	0.000	0.000	Merged-chr4-32132058-6
Merged-chr15-86034958-2	chr15	86034855	86035063	+	0.000	0.000	Merged-chr15-86034958-2
Merged-chr2-25620052-1	chr2	25619954	25620152	+	0.000	0.000	Merged-chr2-25620052-1
Merged-chr9-53381884-4	chr9	53381776	53382002	+	0.000	0.000	Merged-chr9-53381884-4
Merged-chr19-55099405-76	chr19	55099143	55099730	+	0.000	0.000	Merged-chr19-55099405-76
Merged-chr7-48760915-9	chr7	48760723	48761089	+	0.000	0.000	Merged-chr7-48760915-9
Merged-chr14-78482799-45	chr14	78482635	78483048	+	0.000	0.000	Merged-chr14-78482799-45
Merged-chr8-79491545-5	chr8	79491338	79491759	+	0.000	0.000	Merged-chr8-79491545-5
Merged-chr8-125725496-61	chr8	125725236	125725949	+	0.000	0.000	Merged-chr8-125725496-61
Merged-chr16-91555577-12	chr16	91555137	91555794	+	0.000	0.000	Merged-chr16-91555577-12
Merged-chr14-31401139-16	chr14	31400734	31401351	+	0.000	0.000	Merged-chr14-31401139-16
Merged-chr5-75662405-46	chr5	75662159	75663035	+	0.000	0.000	Merged-chr5-75662405-46
Merged-chr4-63859317-1	chr4	63859219	63859417	+	0.000	0.000	Merged-chr4-63859317-1
Merged-chr14-78447306-2	chr14	78447195	78447420	+	0.000	0.000	Merged-chr14-78447306-2
Merged-chr17-7929404-1	chr17	7929306	7929504	+	0.000	0.000	Merged-chr17-7929404-1
Merged-chr1-55431669-3	chr1	55431552	55431785	+	0.000	0.000	Merged-chr1-55431669-3
Merged-chr13-21366779-27	chr13	21366623	21366940	+	0.000	0.000	Merged-chr13-21366779-27
Merged-chr11-62508965-2	chr11	62508867	62509066	+	0.000	0.000	Merged-chr11-62508965-2
Merged-chr8-94005321-6	chr8	94005163	94005471	+	0.000	0.000	Merged-chr8-94005321-6
Merged-chr11-87679109-12	chr11	87678888	87679291	+	0.000	0.000	Merged-chr11-87679109-12
Merged-chr17-8210146-46	chr17	8209555	8210477	+	0.000	0.000	Merged-chr17-8210146-46
Merged-chr5-86778111-4	chr5	86777989	86778242	+	0.000	0.000	Merged-chr5-86778111-4
Merged-chr19-44069600-84	chr19	44069373	44070014	+	0.000	0.000	Merged-chr19-44069600-84
Merged-chr4-139616074-1	chr4	139615976	139616174	+	0.000	0.000	Merged-chr4-139616074-1
Merged-chr13-117217133-3	chr13	117217035	117217233	+	0.000	0.000	Merged-chr13-117217133-3
Merged-chr10-82083415-54	chr10	82083118	82083630	+	0.000	0.000	Merged-chr10-82083415-54
Merged-chr5-75518299-1	chr5	75518201	75518399	+	0.000	0.000	Merged-chr5-75518299-1
Merged-chr8-15014301-41	chr8	15013972	15014561	+	0.000	0.000	Merged-chr8-15014301-41
Merged-chr5-92349540-1	chr5	92349442	92349640	+	0.000	0.000	Merged-chr5-92349540-1
Merged-chr1-178337166-155	chr1	178336763	178337980	+	0.000	0.000	Merged-chr1-178337166-155
Merged-chr5-105738785-9	chr5	105738591	105738950	+	0.000	0.000	Merged-chr5-105738785-9
Merged-chr17-83312668-46	chr17	83312516	83312956	+	0.000	0.000	Merged-chr17-83312668-46
Merged-chr15-9596822-37	chr15	9596570	9597048	+	0.000	0.000	Merged-chr15-9596822-37
Merged-chr7-35745412-12	chr7	35745211	35745583	+	0.000	0.000	Merged-chr7-35745412-12
Merged-chr4-32248517-28	chr4	32248290	32248744	+	0.000	0.000	Merged-chr4-32248517-28
Merged-chr5-3968600-20	chr5	3968440	3968777	+	0.000	0.000	Merged-chr5-3968600-20
Merged-chr2-181443213-7	chr2	181443020	181443428	+	0.000	0.000	Merged-chr2-181443213-7
Merged-chr14-121710838-6	chr14	121710562	121711025	+	0.000	0.000	Merged-chr14-121710838-6
Merged-chr1-33757115-3	chr1	33756994	33757234	+	0.000	0.000	Merged-chr1-33757115-3
Merged-chr7-123120746-3	chr7	123120604	123120924	+	0.000	0.000	Merged-chr7-123120746-3
Merged-chr1-39969267-1	chr1	39969169	39969367	+	0.000	0.000	Merged-chr1-39969267-1
Merged-chr5-148500750-2	chr5	148500618	148500884	+	0.000	0.000	Merged-chr5-148500750-2
Merged-chr14-121830164-49	chr14	121829961	121830344	+	0.000	0.000	Merged-chr14-121830164-49
Merged-chr16-96032531-16	chr16	96032369	96032742	+	0.000	0.000	Merged-chr16-96032531-16
Merged-chr6-144037744-1	chr6	144037646	144037844	+	0.000	0.000	Merged-chr6-144037744-1
Merged-chr14-118674530-2	chr14	118674360	118674703	+	0.000	0.000	Merged-chr14-118674530-2
Merged-chr17-83352001-13	chr17	83351665	83352271	+	0.000	0.000	Merged-chr17-83352001-13
Merged-chr10-127586318-36	chr10	127586112	127586574	+	0.000	0.000	Merged-chr10-127586318-36
Merged-chr18-53903857-61	chr18	53903565	53904140	+	0.000	0.000	Merged-chr18-53903857-61
Merged-chr1-74791717-28	chr1	74791432	74792001	+	0.000	0.000	Merged-chr1-74791717-28
Merged-chr6-125482007-137	chr6	125480956	125482763	+	0.000	0.000	Merged-chr6-125482007-137
Merged-chr1-82830981-11	chr1	82830787	82831316	+	0.000	0.000	Merged-chr1-82830981-11
Merged-chr7-92420249-3	chr7	92420124	92420390	+	0.000	0.000	Merged-chr7-92420249-3
Merged-chr15-100180459-13	chr15	100180231	100180761	+	0.000	0.000	Merged-chr15-100180459-13
Merged-chr7-130828221-94	chr7	130827730	130828432	+	0.000	0.000	Merged-chr7-130828221-94
Merged-chr5-105306151-101	chr5	105305943	105306408	+	0.000	0.000	Merged-chr5-105306151-101
Merged-chr9-114496634-56	chr9	114496404	114497000	+	0.000	0.000	Merged-chr9-114496634-56
Merged-chr15-59645339-1	chr15	59645241	59645439	+	0.000	0.000	Merged-chr15-59645339-1
Merged-chr1-173441075-109	chr1	173440352	173441652	+	0.000	0.000	Merged-chr1-173441075-109
Merged-chr10-130340277-13	chr10	130340146	130340410	+	0.000	0.000	Merged-chr10-130340277-13
Merged-chr9-123377036-7	chr9	123376867	123377190	+	0.000	0.000	Merged-chr9-123377036-7
Merged-chr6-67459449-19	chr6	67459113	67459688	+	0.000	0.000	Merged-chr6-67459449-19
Merged-chr5-148554281-1	chr5	148554183	148554381	+	0.000	0.000	Merged-chr5-148554281-1
Merged-chr11-70595762-18	chr11	70595526	70596042	+	0.000	0.000	Merged-chr11-70595762-18
Merged-chr17-80727696-1	chr17	80727598	80727796	+	0.000	0.000	Merged-chr17-80727696-1
Merged-chr12-112947526-11	chr12	112947366	112947697	+	0.000	0.000	Merged-chr12-112947526-11
Merged-chr4-33261624-24	chr4	33261415	33261847	+	0.000	0.000	Merged-chr4-33261624-24
Merged-chr19-40271418-123	chr19	40271123	40271833	+	0.000	0.000	Merged-chr19-40271418-123
Merged-chr9-95151222-2	chr9	95151049	95151397	+	0.000	0.000	Merged-chr9-95151222-2
Merged-chr1-189991261-1	chr1	189991163	189991361	+	0.000	0.000	Merged-chr1-189991261-1
Merged-chr6-38809579-1	chr6	38809481	38809679	+	0.000	0.000	Merged-chr6-38809579-1
Merged-chr7-48789100-72	chr7	48788900	48789406	+	0.000	0.000	Merged-chr7-48789100-72
Merged-chr6-89418901-1	chr6	89418803	89419001	+	0.000	0.000	Merged-chr6-89418901-1
Merged-chr14-118700795-2	chr14	118700688	118700904	+	0.000	0.000	Merged-chr14-118700795-2
Merged-chr10-59932702-41	chr10	59932442	59932913	+	0.000	0.000	Merged-chr10-59932702-41
Merged-chr4-136140503-4	chr4	136140323	136140669	+	0.000	0.000	Merged-chr4-136140503-4
Merged-chr1-74800679-42	chr1	74800337	74800898	+	0.000	0.000	Merged-chr1-74800679-42
Merged-chr6-144028545-1	chr6	144028447	144028645	+	0.000	0.000	Merged-chr6-144028545-1
Merged-chr12-73875329-23	chr12	73875156	73875546	+	0.000	0.000	Merged-chr12-73875329-23
Merged-chr16-24093103-28	chr16	24092714	24093434	+	0.000	0.000	Merged-chr16-24093103-28
Merged-chr14-78321176-5	chr14	78321029	78321314	+	0.000	0.000	Merged-chr14-78321176-5
Merged-chrX-137050270-1	chrX	137050172	137050370	+	0.000	0.000	Merged-chrX-137050270-1
Merged-chr4-128711747-56	chr4	128711507	128712055	+	0.000	0.000	Merged-chr4-128711747-56
Merged-chr5-105844496-5	chr5	105844370	105844630	+	0.000	0.000	Merged-chr5-105844496-5
Merged-chr1-55446709-68	chr1	55446234	55447197	+	0.000	0.000	Merged-chr1-55446709-68
Merged-chr13-42113906-29	chr13	42113690	42114113	+	0.000	0.000	Merged-chr13-42113906-29
Merged-chr17-7931540-55	chr17	7931375	7931837	+	0.000	0.000	Merged-chr17-7931540-55
Merged-chr10-42934777-29	chr10	42934542	42935051	+	0.000	0.000	Merged-chr10-42934777-29
Merged-chr5-43824623-50	chr5	43824284	43824934	+	0.000	0.000	Merged-chr5-43824623-50
Merged-chr10-130324467-31	chr10	130324292	130324729	+	0.000	0.000	Merged-chr10-130324467-31
Merged-chr11-4463139-8	chr11	4463000	4463306	+	0.000	0.000	Merged-chr11-4463139-8
Merged-chr1-127425317-19	chr1	127425147	127425615	+	0.000	0.000	Merged-chr1-127425317-19
Merged-chr1-106712431-51	chr1	106712110	106712685	+	0.000	0.000	Merged-chr1-106712431-51
Merged-chr12-117680346-17	chr12	117679943	117680860	+	0.000	0.000	Merged-chr12-117680346-17
Merged-chr11-106672045-1	chr11	106671947	106672145	+	0.000	0.000	Merged-chr11-106672045-1
Merged-chr18-35553780-108	chr18	35553027	35554654	+	0.000	0.000	Merged-chr18-35553780-108
Merged-chr7-19320017-68	chr7	19319794	19320302	+	0.000	0.000	Merged-chr7-19320017-68
Merged-chr6-89421125-1	chr6	89421027	89421225	+	0.000	0.000	Merged-chr6-89421125-1
Merged-chr7-123124198-62	chr7	123123903	123124569	+	0.000	0.000	Merged-chr7-123124198-62
Merged-chr10-43004823-13	chr10	43004678	43005006	+	0.000	0.000	Merged-chr10-43004823-13
Merged-chr1-127205683-118	chr1	127204916	127206601	+	0.000	0.000	Merged-chr1-127205683-118
Merged-chr9-40994306-17	chr9	40994072	40994538	+	0.000	0.000	Merged-chr9-40994306-17
Merged-chr8-126614626-35	chr8	126614446	126614853	+	0.000	0.000	Merged-chr8-126614626-35
Merged-chr4-144916675-7	chr4	144916428	144916937	+	0.000	0.000	Merged-chr4-144916675-7
Merged-chr6-90369873-109	chr6	90369357	90370134	+	0.000	0.000	Merged-chr6-90369873-109
Merged-chr9-92249565-3	chr9	92249452	92249697	+	0.000	0.000	Merged-chr9-92249565-3
Merged-chr4-63860082-78	chr4	63859423	63860855	+	0.000	0.000	Merged-chr4-63860082-78
Merged-chr1-138618119-41	chr1	138617920	138618336	+	0.000	0.000	Merged-chr1-138618119-41
Merged-chr19-61226965-155	chr19	61226612	61227257	+	0.000	0.000	Merged-chr19-61226965-155
Merged-chr6-144330804-4	chr6	144330585	144330970	+	0.000	0.000	Merged-chr6-144330804-4
Merged-chr1-162557712-25	chr1	162557403	162557967	+	0.000	0.000	Merged-chr1-162557712-25
Merged-chr14-78436014-44	chr14	78435797	78436377	+	0.000	0.000	Merged-chr14-78436014-44
Merged-chr13-58215361-126	chr13	58214602	58216002	+	0.000	0.000	Merged-chr13-58215361-126
Merged-chr4-32425258-22	chr4	32424991	32425420	+	0.000	0.000	Merged-chr4-32425258-22
Merged-chr19-21272975-2	chr19	21272856	21273097	+	0.000	0.000	Merged-chr19-21272975-2
Merged-chr7-132686748-28	chr7	132686533	132686937	+	0.000	0.000	Merged-chr7-132686748-28
Merged-chr17-84226544-42	chr17	84226300	84226875	+	0.000	0.000	Merged-chr17-84226544-42
Merged-chr14-78474159-29	chr14	78473823	78474439	+	0.000	0.000	Merged-chr14-78474159-29
Merged-chr4-126850276-39	chr4	126850016	126850484	+	0.000	0.000	Merged-chr4-126850276-39
Merged-chr9-20576231-9	chr9	20576011	20576418	+	0.000	0.000	Merged-chr9-20576231-9
Merged-chr12-69447284-163	chr12	69446327	69448395	+	0.000	0.000	Merged-chr12-69447284-163
Merged-chr9-53384323-51	chr9	53384019	53384516	+	0.000	0.000	Merged-chr9-53384323-51
Merged-chr12-69471986-10	chr12	69471846	69472124	+	0.000	0.000	Merged-chr12-69471986-10
Merged-chr2-23572273-2	chr2	23572175	23572373	+	0.000	0.000	Merged-chr2-23572273-2
Merged-chr6-48083860-17	chr6	48083661	48084168	+	0.000	0.000	Merged-chr6-48083860-17
Merged-chr2-34945759-18	chr2	34945515	34946127	+	0.000	0.000	Merged-chr2-34945759-18
Merged-chr11-52109659-16	chr11	52109356	52109920	+	0.000	0.000	Merged-chr11-52109659-16
Merged-chr11-4367984-5	chr11	4367833	4368128	+	0.000	0.000	Merged-chr11-4367984-5
Merged-chr18-80461596-28	chr18	80461347	80461849	+	0.000	0.000	Merged-chr18-80461596-28
Merged-chr8-122285977-20	chr8	122285840	122286180	+	0.000	0.000	Merged-chr8-122285977-20
Merged-chr18-60375896-42	chr18	60375615	60376247	+	0.000	0.000	Merged-chr18-60375896-42
Merged-chr16-10723843-1	chr16	10723745	10723943	+	0.000	0.000	Merged-chr16-10723843-1
Merged-chr9-114455654-16	chr9	114455411	114455889	+	0.000	0.000	Merged-chr9-114455654-16
Merged-chr1-138584849-31	chr1	138584632	138585135	+	0.000	0.000	Merged-chr1-138584849-31
Merged-chr5-75473481-1	chr5	75473383	75473581	+	0.000	0.000	Merged-chr5-75473481-1
Merged-chr13-100670412-9	chr13	100670204	100670670	+	0.000	0.000	Merged-chr13-100670412-9
Merged-chr15-100018722-25	chr15	100018406	100018994	+	0.000	0.000	Merged-chr15-100018722-25
Merged-chr6-144202566-1	chr6	144202468	144202666	+	0.000	0.000	Merged-chr6-144202566-1
Merged-chr12-112956111-20	chr12	112955924	112956485	+	0.000	0.000	Merged-chr12-112956111-20
Merged-chr11-116380868-7	chr11	116380677	116381056	+	0.000	0.000	Merged-chr11-116380868-7
Merged-chr18-58676991-24	chr18	58676722	58677206	+	0.000	0.000	Merged-chr18-58676991-24
