#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_IV--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Th1.dn.bed
Merged-chr12-86046986-23	chr12	86046840	86047233	+	0.000	0.000	Merged-chr12-86046986-23
Merged-chr5-123019625-1	chr5	123019527	123019725	+	0.000	0.000	Merged-chr5-123019625-1
Merged-chr4-99829355-64	chr4	99829018	99829595	+	0.000	0.000	Merged-chr4-99829355-64
Merged-chr10-20966333-27	chr10	20966173	20966495	+	0.000	0.000	Merged-chr10-20966333-27
Merged-chr11-109362712-129	chr11	109362303	109363272	+	0.000	0.000	Merged-chr11-109362712-129
Merged-chr4-152153985-50	chr4	152153754	152154218	+	0.000	0.000	Merged-chr4-152153985-50
Merged-chr4-134746190-17	chr4	134745879	134746395	+	0.000	0.000	Merged-chr4-134746190-17
Merged-chr3-131134898-4	chr3	131134719	131135100	+	0.000	0.000	Merged-chr3-131134898-4
Merged-chr11-115641363-54	chr11	115641166	115641583	+	0.000	0.000	Merged-chr11-115641363-54
Merged-chr18-34860058-4	chr18	34859882	34860230	+	0.000	0.000	Merged-chr18-34860058-4
Merged-chr8-14961775-61	chr8	14961505	14961959	+	0.000	0.000	Merged-chr8-14961775-61
Merged-chr2-163285915-9	chr2	163285740	163286120	+	0.000	0.000	Merged-chr2-163285915-9
Merged-chr3-58691717-140	chr3	58691345	58692467	+	0.000	0.000	Merged-chr3-58691717-140
Merged-chr4-148591552-64	chr4	148591204	148591855	+	0.000	0.000	Merged-chr4-148591552-64
Merged-chr2-117438903-91	chr2	117438685	117439103	+	0.000	0.000	Merged-chr2-117438903-91
Merged-chr7-25129763-1	chr7	25129665	25129863	+	0.000	0.000	Merged-chr7-25129763-1
Merged-chr13-99385771-3	chr13	99385595	99385995	+	0.000	0.000	Merged-chr13-99385771-3
Merged-chr5-34210420-28	chr5	34210251	34210577	+	0.000	0.000	Merged-chr5-34210420-28
Merged-chr9-56209013-5	chr9	56208836	56209182	+	0.000	0.000	Merged-chr9-56209013-5
Merged-chr1-192778514-1	chr1	192778416	192778614	+	0.000	0.000	Merged-chr1-192778514-1
Merged-chr15-101254025-64	chr15	101253800	101254427	+	0.000	0.000	Merged-chr15-101254025-64
Merged-chr12-16134669-16	chr12	16134489	16134890	+	0.000	0.000	Merged-chr12-16134669-16
Merged-chr7-83600067-26	chr7	83599831	83600269	+	0.000	0.000	Merged-chr7-83600067-26
Merged-chr2-172407690-36	chr2	172407444	172407936	+	0.000	0.000	Merged-chr2-172407690-36
Merged-chr10-99221651-27	chr10	99221265	99221872	+	0.000	0.000	Merged-chr10-99221651-27
Merged-chrX-75130933-50	chrX	75130688	75131272	+	0.000	0.000	Merged-chrX-75130933-50
Merged-chr9-118718640-1	chr9	118718542	118718740	+	0.000	0.000	Merged-chr9-118718640-1
Merged-chr2-169515617-25	chr2	169515346	169515853	+	0.000	0.000	Merged-chr2-169515617-25
Merged-chr15-53130224-36	chr15	53129791	53130510	+	0.000	0.000	Merged-chr15-53130224-36
Merged-chr9-85873632-1	chr9	85873534	85873732	+	0.000	0.000	Merged-chr9-85873632-1
Merged-chr18-55398390-24	chr18	55397944	55398815	+	0.000	0.000	Merged-chr18-55398390-24
Merged-chr8-119575055-76	chr8	119574685	119575409	+	0.000	0.000	Merged-chr8-119575055-76
Merged-chr2-18911191-1	chr2	18911093	18911291	+	0.000	0.000	Merged-chr2-18911191-1
Merged-chr6-134794283-45	chr6	134794058	134794518	+	0.000	0.000	Merged-chr6-134794283-45
Merged-chrX-57183527-2	chrX	57183423	57183634	+	0.000	0.000	Merged-chrX-57183527-2
Merged-chr12-52824887-17	chr12	52824691	52825064	+	0.000	0.000	Merged-chr12-52824887-17
Merged-chr10-96621862-8	chr10	96621663	96622082	+	0.000	0.000	Merged-chr10-96621862-8
Merged-chr17-74779621-5	chr17	74779424	74779845	+	0.000	0.000	Merged-chr17-74779621-5
Merged-chr8-48123053-31	chr8	48122785	48123326	+	0.000	0.000	Merged-chr8-48123053-31
Merged-chr5-64435633-23	chr5	64435366	64435887	+	0.000	0.000	Merged-chr5-64435633-23
Merged-chr10-81255041-17	chr10	81254876	81255262	+	0.000	0.000	Merged-chr10-81255041-17
Merged-chr15-27796187-9	chr15	27795973	27796354	+	0.000	0.000	Merged-chr15-27796187-9
Merged-chr16-94402317-35	chr16	94401968	94402601	+	0.000	0.000	Merged-chr16-94402317-35
Merged-chr16-11054655-12	chr16	11054428	11054868	+	0.000	0.000	Merged-chr16-11054655-12
Merged-chr7-68179968-3	chr7	68179853	68180087	+	0.000	0.000	Merged-chr7-68179968-3
Merged-chr9-85671881-60	chr9	85671459	85672129	+	0.000	0.000	Merged-chr9-85671881-60
Merged-chr4-154483711-1	chr4	154483613	154483811	+	0.000	0.000	Merged-chr4-154483711-1
Merged-chr6-99401459-4	chr6	99401324	99401591	+	0.000	0.000	Merged-chr6-99401459-4
Merged-chr6-145211240-87	chr6	145210823	145211518	+	0.000	0.000	Merged-chr6-145211240-87
Merged-chr2-114392920-1	chr2	114392822	114393020	+	0.000	0.000	Merged-chr2-114392920-1
Merged-chr11-19920148-102	chr11	19919925	19920542	+	0.000	0.000	Merged-chr11-19920148-102
Merged-chr1-191277898-1	chr1	191277800	191277998	+	0.000	0.000	Merged-chr1-191277898-1
Merged-chr1-60017133-4	chr1	60016994	60017290	+	0.000	0.000	Merged-chr1-60017133-4
Merged-chr17-28177192-60	chr17	28176924	28177508	+	0.000	0.000	Merged-chr17-28177192-60
Merged-chr1-69655085-1	chr1	69654987	69655185	+	0.000	0.000	Merged-chr1-69655085-1
Merged-chr15-93715568-13	chr15	93715195	93715915	+	0.000	0.000	Merged-chr15-93715568-13
Merged-chr7-126776866-48	chr7	126776581	126777194	+	0.000	0.000	Merged-chr7-126776866-48
Merged-chrX-12045282-1	chrX	12045184	12045382	+	0.000	0.000	Merged-chrX-12045282-1
Merged-chr7-29155959-90	chr7	29155745	29156393	+	0.000	0.000	Merged-chr7-29155959-90
Merged-chr2-18958872-113	chr2	18958405	18959372	+	0.000	0.000	Merged-chr2-18958872-113
Merged-chr1-138299764-45	chr1	138299550	138299969	+	0.000	0.000	Merged-chr1-138299764-45
Merged-chr15-36456502-1	chr15	36456404	36456602	+	0.000	0.000	Merged-chr15-36456502-1
Merged-chr7-12881125-51	chr7	12880866	12881361	+	0.000	0.000	Merged-chr7-12881125-51
Merged-chr7-144439578-1	chr7	144439480	144439678	+	0.000	0.000	Merged-chr7-144439578-1
Merged-chr1-138303413-31	chr1	138303144	138303699	+	0.000	0.000	Merged-chr1-138303413-31
Merged-chr14-61687149-11	chr14	61686882	61687306	+	0.000	0.000	Merged-chr14-61687149-11
Merged-chr7-24316712-55	chr7	24316504	24316900	+	0.000	0.000	Merged-chr7-24316712-55
Merged-chr3-132979856-28	chr3	132979640	132980105	+	0.000	0.000	Merged-chr3-132979856-28
Merged-chr2-135848156-1	chr2	135848058	135848256	+	0.000	0.000	Merged-chr2-135848156-1
Merged-chr6-149375184-57	chr6	149374939	149375437	+	0.000	0.000	Merged-chr6-149375184-57
Merged-chr11-113574842-1	chr11	113574744	113574942	+	0.000	0.000	Merged-chr11-113574842-1
Merged-chr7-143005288-104	chr7	143005078	143005707	+	0.000	0.000	Merged-chr7-143005288-104
Merged-chr5-65856479-1	chr5	65856381	65856579	+	0.000	0.000	Merged-chr5-65856479-1
Merged-chr15-76757728-51	chr15	76757520	76757970	+	0.000	0.000	Merged-chr15-76757728-51
Merged-chr1-192493639-4	chr1	192493488	192493810	+	0.000	0.000	Merged-chr1-192493639-4
Merged-chr2-165923890-22	chr2	165923689	165924151	+	0.000	0.000	Merged-chr2-165923890-22
Merged-chr12-85686710-55	chr12	85686457	85686994	+	0.000	0.000	Merged-chr12-85686710-55
Merged-chr10-76802342-40	chr10	76802059	76802557	+	0.000	0.000	Merged-chr10-76802342-40
Merged-chr4-154964454-88	chr4	154964103	154964713	+	0.000	0.000	Merged-chr4-154964454-88
Merged-chr8-81702288-38	chr8	81702040	81702540	+	0.000	0.000	Merged-chr8-81702288-38
Merged-chr4-149954793-89	chr4	149953639	149955496	+	0.000	0.000	Merged-chr4-149954793-89
Merged-chr3-55415398-5	chr3	55415281	55415511	+	0.000	0.000	Merged-chr3-55415398-5
Merged-chr19-46500051-50	chr19	46499728	46500312	+	0.000	0.000	Merged-chr19-46500051-50
Merged-chr11-73031065-29	chr11	73030843	73031385	+	0.000	0.000	Merged-chr11-73031065-29
Merged-chr11-70021304-108	chr11	70020815	70021829	+	0.000	0.000	Merged-chr11-70021304-108
Merged-chr12-52830229-3	chr12	52830120	52830338	+	0.000	0.000	Merged-chr12-52830229-3
Merged-chr10-12964276-93	chr10	12963740	12964614	+	0.000	0.000	Merged-chr10-12964276-93
Merged-chr11-20643993-1	chr11	20643895	20644093	+	0.000	0.000	Merged-chr11-20643993-1
Merged-chr3-95697809-14	chr3	95697588	95698023	+	0.000	0.000	Merged-chr3-95697809-14
Merged-chr11-5261704-88	chr11	5261442	5262042	+	0.000	0.000	Merged-chr11-5261704-88
Merged-chr8-70696561-4	chr8	70696431	70696699	+	0.000	0.000	Merged-chr8-70696561-4
Merged-chr6-146410150-50	chr6	146409852	146410377	+	0.000	0.000	Merged-chr6-146410150-50
Merged-chr17-24895385-66	chr17	24894975	24896088	+	0.000	0.000	Merged-chr17-24895385-66
Merged-chr6-147546273-1	chr6	147546175	147546373	+	0.000	0.000	Merged-chr6-147546273-1
Merged-chr10-59296474-30	chr10	59296247	59296692	+	0.000	0.000	Merged-chr10-59296474-30
Merged-chr6-94804433-1	chr6	94804335	94804533	+	0.000	0.000	Merged-chr6-94804433-1
Merged-chr15-6554904-39	chr15	6554596	6555098	+	0.000	0.000	Merged-chr15-6554904-39
Merged-chr9-121669585-61	chr9	121669293	121669778	+	0.000	0.000	Merged-chr9-121669585-61
Merged-chr11-78703321-1	chr11	78703223	78703421	+	0.000	0.000	Merged-chr11-78703321-1
Merged-chr11-117873246-3	chr11	117873090	117873386	+	0.000	0.000	Merged-chr11-117873246-3
Merged-chr17-56717302-101	chr17	56717087	56717514	+	0.000	0.000	Merged-chr17-56717302-101
Merged-chrX-20704457-50	chrX	20704236	20704708	+	0.000	0.000	Merged-chrX-20704457-50
Merged-chr2-18953259-7	chr2	18953060	18953445	+	0.000	0.000	Merged-chr2-18953259-7
Merged-chr15-79039071-35	chr15	79038842	79039253	+	0.000	0.000	Merged-chr15-79039071-35
Merged-chr9-96299738-12	chr9	96299582	96299925	+	0.000	0.000	Merged-chr9-96299738-12
Merged-chr14-61692058-21	chr14	61691817	61692216	+	0.000	0.000	Merged-chr14-61692058-21
Merged-chr8-121570992-1	chr8	121570894	121571092	+	0.000	0.000	Merged-chr8-121570992-1
Merged-chr11-69266485-18	chr11	69266322	69266619	+	0.000	0.000	Merged-chr11-69266485-18
Merged-chr7-132347170-1	chr7	132347072	132347270	+	0.000	0.000	Merged-chr7-132347170-1
Merged-chr19-4839390-50	chr19	4839157	4839626	+	0.000	0.000	Merged-chr19-4839390-50
Merged-chr7-28379291-46	chr7	28379027	28379519	+	0.000	0.000	Merged-chr7-28379291-46
Merged-chr1-61050420-56	chr1	61050178	61050631	+	0.000	0.000	Merged-chr1-61050420-56
Merged-chr14-14707140-1	chr14	14707042	14707240	+	0.000	0.000	Merged-chr14-14707140-1
Merged-chr9-96630699-5	chr9	96630535	96630862	+	0.000	0.000	Merged-chr9-96630699-5
Merged-chr2-132014824-4	chr2	132014640	132014974	+	0.000	0.000	Merged-chr2-132014824-4
Merged-chr3-131134204-2	chr3	131134079	131134331	+	0.000	0.000	Merged-chr3-131134204-2
Merged-chr16-93615620-21	chr16	93615431	93615863	+	0.000	0.000	Merged-chr16-93615620-21
Merged-chr19-32107977-56	chr19	32107583	32108244	+	0.000	0.000	Merged-chr19-32107977-56
Merged-chr11-75337042-92	chr11	75336735	75337283	+	0.000	0.000	Merged-chr11-75337042-92
Merged-chr4-6950544-27	chr4	6950263	6950873	+	0.000	0.000	Merged-chr4-6950544-27
Merged-chr1-181232608-44	chr1	181232423	181232862	+	0.000	0.000	Merged-chr1-181232608-44
Merged-chr8-70699898-12	chr8	70699590	70700215	+	0.000	0.000	Merged-chr8-70699898-12
Merged-chr17-31077750-28	chr17	31077509	31077939	+	0.000	0.000	Merged-chr17-31077750-28
Merged-chr4-149991121-13	chr4	149990911	149991323	+	0.000	0.000	Merged-chr4-149991121-13
Merged-chr10-14044210-17	chr10	14043978	14044438	+	0.000	0.000	Merged-chr10-14044210-17
Merged-chr12-103341437-53	chr12	103341180	103341633	+	0.000	0.000	Merged-chr12-103341437-53
Merged-chr6-115539099-37	chr6	115538883	115539304	+	0.000	0.000	Merged-chr6-115539099-37
Merged-chr15-99370474-52	chr15	99369968	99370706	+	0.000	0.000	Merged-chr15-99370474-52
Merged-chr7-45415702-30	chr7	45415153	45416104	+	0.000	0.000	Merged-chr7-45415702-30
Merged-chr2-135774441-2	chr2	135774299	135774585	+	0.000	0.000	Merged-chr2-135774441-2
Merged-chr17-32402116-14	chr17	32401964	32402259	+	0.000	0.000	Merged-chr17-32402116-14
Merged-chr2-169766136-1	chr2	169766038	169766236	+	0.000	0.000	Merged-chr2-169766136-1
Merged-chr12-111691386-42	chr12	111691073	111691596	+	0.000	0.000	Merged-chr12-111691386-42
Merged-chr1-40052401-45	chr1	40052220	40052763	+	0.000	0.000	Merged-chr1-40052401-45
Merged-chr1-164494906-11	chr1	164494712	164495135	+	0.000	0.000	Merged-chr1-164494906-11
Merged-chr2-5063869-93	chr2	5063502	5064057	+	0.000	0.000	Merged-chr2-5063869-93
Merged-chr9-61755916-2	chr9	61755818	61756016	+	0.000	0.000	Merged-chr9-61755916-2
Merged-chr10-96081331-2	chr10	96081211	96081454	+	0.000	0.000	Merged-chr10-96081331-2
Merged-chr6-37448067-27	chr6	37447765	37448319	+	0.000	0.000	Merged-chr6-37448067-27
Merged-chr17-73109523-1	chr17	73109425	73109623	+	0.000	0.000	Merged-chr17-73109523-1
Merged-chr15-25796496-1	chr15	25796398	25796596	+	0.000	0.000	Merged-chr15-25796496-1
Merged-chr16-45305725-3	chr16	45305623	45305833	+	0.000	0.000	Merged-chr16-45305725-3
Merged-chr11-44476663-12	chr11	44476524	44476808	+	0.000	0.000	Merged-chr11-44476663-12
Merged-chr1-190764324-1	chr1	190764226	190764424	+	0.000	0.000	Merged-chr1-190764324-1
Merged-chr5-64814599-21	chr5	64814429	64814771	+	0.000	0.000	Merged-chr5-64814599-21
Merged-chr12-85969907-52	chr12	85969660	85970170	+	0.000	0.000	Merged-chr12-85969907-52
Merged-chr8-70699111-121	chr8	70698725	70699406	+	0.000	0.000	Merged-chr8-70699111-121
Merged-chr10-96549665-1	chr10	96549567	96549765	+	0.000	0.000	Merged-chr10-96549665-1
Merged-chr11-97018776-25	chr11	97018424	97019018	+	0.000	0.000	Merged-chr11-97018776-25
Merged-chr6-134247507-18	chr6	134247250	134247716	+	0.000	0.000	Merged-chr6-134247507-18
Merged-chr6-128799427-106	chr6	128798947	128799863	+	0.000	0.000	Merged-chr6-128799427-106
Merged-chr17-26090364-48	chr17	26090150	26090558	+	0.000	0.000	Merged-chr17-26090364-48
Merged-chr17-80290081-65	chr17	80289892	80290352	+	0.000	0.000	Merged-chr17-80290081-65
Merged-chr19-60756822-7	chr19	60756655	60757088	+	0.000	0.000	Merged-chr19-60756822-7
Merged-chr15-79932596-65	chr15	79932200	79933035	+	0.000	0.000	Merged-chr15-79932596-65
Merged-chr11-4849390-69	chr11	4849165	4849699	+	0.000	0.000	Merged-chr11-4849390-69
Merged-chr1-37022796-2	chr1	37022690	37022905	+	0.000	0.000	Merged-chr1-37022796-2
Merged-chr6-4601055-95	chr6	4600738	4601309	+	0.000	0.000	Merged-chr6-4601055-95
Merged-chr13-63604844-5	chr13	63604738	63604960	+	0.000	0.000	Merged-chr13-63604844-5
Merged-chr19-29228315-7	chr19	29228101	29228532	+	0.000	0.000	Merged-chr19-29228315-7
Merged-chr15-76795426-7	chr15	76795255	76795625	+	0.000	0.000	Merged-chr15-76795426-7
Merged-chr15-64299495-1	chr15	64299397	64299595	+	0.000	0.000	Merged-chr15-64299495-1
Merged-chr2-91984891-52	chr2	91984511	91985370	+	0.000	0.000	Merged-chr2-91984891-52
Merged-chr7-30299116-1	chr7	30299018	30299216	+	0.000	0.000	Merged-chr7-30299116-1
Merged-chr7-141437625-56	chr7	141437440	141437774	+	0.000	0.000	Merged-chr7-141437625-56
Merged-chr11-97021512-1	chr11	97021414	97021612	+	0.000	0.000	Merged-chr11-97021512-1
Merged-chr7-127024462-5	chr7	127024328	127024617	+	0.000	0.000	Merged-chr7-127024462-5
Merged-chr1-36797700-29	chr1	36797529	36797895	+	0.000	0.000	Merged-chr1-36797700-29
Merged-chr18-34855881-9	chr18	34855661	34856023	+	0.000	0.000	Merged-chr18-34855881-9
Merged-chr5-121606385-6	chr5	121606227	121606539	+	0.000	0.000	Merged-chr5-121606385-6
Merged-chr18-14774041-14	chr18	14773877	14774219	+	0.000	0.000	Merged-chr18-14774041-14
Merged-chr10-96481360-10	chr10	96481074	96481553	+	0.000	0.000	Merged-chr10-96481360-10
Merged-chr2-18914353-5	chr2	18914124	18914570	+	0.000	0.000	Merged-chr2-18914353-5
Merged-chr4-53845434-14	chr4	53845199	53845700	+	0.000	0.000	Merged-chr4-53845434-14
Merged-chr12-82208819-8	chr12	82208698	82208960	+	0.000	0.000	Merged-chr12-82208819-8
Merged-chr11-60811220-49	chr11	60810916	60811433	+	0.000	0.000	Merged-chr11-60811220-49
Merged-chr6-48629396-42	chr6	48628827	48629822	+	0.000	0.000	Merged-chr6-48629396-42
Merged-chr3-137879521-3	chr3	137879379	137879666	+	0.000	0.000	Merged-chr3-137879521-3
Merged-chr8-34807662-139	chr8	34806972	34808583	+	0.000	0.000	Merged-chr8-34807662-139
Merged-chr16-76549789-43	chr16	76549390	76550085	+	0.000	0.000	Merged-chr16-76549789-43
Merged-chr5-107399265-5	chr5	107399085	107399426	+	0.000	0.000	Merged-chr5-107399265-5
Merged-chr5-34187063-1	chr5	34186965	34187163	+	0.000	0.000	Merged-chr5-34187063-1
Merged-chr14-57769251-39	chr14	57769003	57769481	+	0.000	0.000	Merged-chr14-57769251-39
Merged-chr2-103640943-2	chr2	103640834	103641054	+	0.000	0.000	Merged-chr2-103640943-2
Merged-chr10-20855169-17	chr10	20855002	20855341	+	0.000	0.000	Merged-chr10-20855169-17
Merged-chr14-61648687-125	chr14	61648247	61649118	+	0.000	0.000	Merged-chr14-61648687-125
Merged-chr12-55488761-97	chr12	55488027	55489360	+	0.000	0.000	Merged-chr12-55488761-97
Merged-chr14-10526900-22	chr14	10526643	10527219	+	0.000	0.000	Merged-chr14-10526900-22
Merged-chr11-61111702-1	chr11	61111604	61111802	+	0.000	0.000	Merged-chr11-61111702-1
Merged-chr18-55653347-9	chr18	55653203	55653520	+	0.000	0.000	Merged-chr18-55653347-9
Merged-chr1-16747378-44	chr1	16747127	16747584	+	0.000	0.000	Merged-chr1-16747378-44
Merged-chr6-147444311-1	chr6	147444213	147444411	+	0.000	0.000	Merged-chr6-147444311-1
Merged-chr6-134615220-54	chr6	134614612	134615655	+	0.000	0.000	Merged-chr6-134615220-54
Merged-chr11-94260056-24	chr11	94259839	94260267	+	0.000	0.000	Merged-chr11-94260056-24
Merged-chr9-65188751-4	chr9	65188624	65188877	+	0.000	0.000	Merged-chr9-65188751-4
Merged-chr6-99241934-12	chr6	99241694	99242242	+	0.000	0.000	Merged-chr6-99241934-12
Merged-chr5-65910646-31	chr5	65910419	65910876	+	0.000	0.000	Merged-chr5-65910646-31
Merged-chr19-4000436-69	chr19	4000218	4000690	+	0.000	0.000	Merged-chr19-4000436-69
Merged-chr3-84324651-40	chr3	84324313	84324948	+	0.000	0.000	Merged-chr3-84324651-40
Merged-chr4-53920761-26	chr4	53920316	53921044	+	0.000	0.000	Merged-chr4-53920761-26
Merged-chr19-11601059-2	chr19	11600940	11601180	+	0.000	0.000	Merged-chr19-11601059-2
Merged-chr6-6217915-1	chr6	6217817	6218015	+	0.000	0.000	Merged-chr6-6217915-1
Merged-chr2-169393966-1	chr2	169393868	169394066	+	0.000	0.000	Merged-chr2-169393966-1
Merged-chr9-98295323-1	chr9	98295225	98295423	+	0.000	0.000	Merged-chr9-98295323-1
Merged-chr15-36361606-62	chr15	36361216	36361987	+	0.000	0.000	Merged-chr15-36361606-62
Merged-chr11-113016067-7	chr11	113015819	113016314	+	0.000	0.000	Merged-chr11-113016067-7
Merged-chr2-32852392-1	chr2	32852294	32852492	+	0.000	0.000	Merged-chr2-32852392-1
Merged-chr11-117954336-16	chr11	117954136	117954569	+	0.000	0.000	Merged-chr11-117954336-16
Merged-chr7-141194974-27	chr7	141194705	141195150	+	0.000	0.000	Merged-chr7-141194974-27
Merged-chr4-10940994-39	chr4	10940798	10941175	+	0.000	0.000	Merged-chr4-10940994-39
Merged-chr9-62838773-60	chr9	62838393	62839055	+	0.000	0.000	Merged-chr9-62838773-60
Merged-chr4-59626281-68	chr4	59625886	59626494	+	0.000	0.000	Merged-chr4-59626281-68
Merged-chr19-34583205-74	chr19	34582776	34583586	+	0.000	0.000	Merged-chr19-34583205-74
Merged-chr10-60106786-57	chr10	60106373	60107082	+	0.000	0.000	Merged-chr10-60106786-57
Merged-chr10-13061537-1	chr10	13061439	13061637	+	0.000	0.000	Merged-chr10-13061537-1
Merged-chr5-139384853-4	chr5	139384732	139384979	+	0.000	0.000	Merged-chr5-139384853-4
Merged-chr2-169702917-20	chr2	169702621	169703149	+	0.000	0.000	Merged-chr2-169702917-20
Merged-chr5-107303598-32	chr5	107303379	107303806	+	0.000	0.000	Merged-chr5-107303598-32
Merged-chr7-143004947-1	chr7	143004849	143005047	+	0.000	0.000	Merged-chr7-143004947-1
Merged-chr10-81256732-1	chr10	81256634	81256832	+	0.000	0.000	Merged-chr10-81256732-1
Merged-chr16-57500995-13	chr16	57500792	57501192	+	0.000	0.000	Merged-chr16-57500995-13
Merged-chr2-117374468-47	chr2	117374187	117374760	+	0.000	0.000	Merged-chr2-117374468-47
Merged-chr5-134295794-17	chr5	134295609	134295961	+	0.000	0.000	Merged-chr5-134295794-17
Merged-chr16-45197037-17	chr16	45196832	45197254	+	0.000	0.000	Merged-chr16-45197037-17
Merged-chrX-11999203-45	chrX	11998877	11999525	+	0.000	0.000	Merged-chrX-11999203-45
Merged-chr7-64048843-48	chr7	64048572	64049239	+	0.000	0.000	Merged-chr7-64048843-48
Merged-chr9-96631184-121	chr9	96630935	96631336	+	0.000	0.000	Merged-chr9-96631184-121
Merged-chr17-21489154-64	chr17	21488851	21489490	+	0.000	0.000	Merged-chr17-21489154-64
Merged-chr9-61713875-3	chr9	61713758	61713987	+	0.000	0.000	Merged-chr9-61713875-3
Merged-chr2-122485879-27	chr2	122485706	122486128	+	0.000	0.000	Merged-chr2-122485879-27
Merged-chr4-156203414-81	chr4	156202939	156203657	+	0.000	0.000	Merged-chr4-156203414-81
Merged-chr16-97271510-1	chr16	97271412	97271610	+	0.000	0.000	Merged-chr16-97271510-1
Merged-chr1-36807272-8	chr1	36807071	36807446	+	0.000	0.000	Merged-chr1-36807272-8
Merged-chr2-103600179-1	chr2	103600081	103600279	+	0.000	0.000	Merged-chr2-103600179-1
Merged-chr15-64311956-7	chr15	64311816	64312143	+	0.000	0.000	Merged-chr15-64311956-7
Merged-chr2-30547911-31	chr2	30547495	30548285	+	0.000	0.000	Merged-chr2-30547911-31
Merged-chr12-111694748-9	chr12	111694547	111694975	+	0.000	0.000	Merged-chr12-111694748-9
Merged-chr16-45016685-21	chr16	45016510	45016849	+	0.000	0.000	Merged-chr16-45016685-21
Merged-chr17-47225554-43	chr17	47225294	47225778	+	0.000	0.000	Merged-chr17-47225554-43
Merged-chr6-99389059-78	chr6	99388645	99389416	+	0.000	0.000	Merged-chr6-99389059-78
Merged-chr5-65871606-49	chr5	65871412	65871849	+	0.000	0.000	Merged-chr5-65871606-49
Merged-chr12-36039807-28	chr12	36039631	36040067	+	0.000	0.000	Merged-chr12-36039807-28
Merged-chr12-80116996-2	chr12	80116898	80117096	+	0.000	0.000	Merged-chr12-80116996-2
