#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TH1_Associated--ATAC_peaks.bed all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed
Merged-chr4-8799312-3	chr4	8799214	8799412	+	0.000	0.000	Merged-chr4-8799312-3
Merged-chr13-52635608-5	chr13	52635442	52635759	+	0.000	0.000	Merged-chr13-52635608-5
Merged-chr5-138186780-1	chr5	138186682	138186880	+	0.000	0.000	Merged-chr5-138186780-1
Merged-chr8-53681035-1	chr8	53680937	53681135	+	0.000	0.000	Merged-chr8-53681035-1
Merged-chr2-61754639-2	chr2	61754540	61754740	+	0.000	0.000	Merged-chr2-61754639-2
Merged-chr8-120736370-59	chr8	120736060	120736662	+	0.000	0.000	Merged-chr8-120736370-59
Merged-chr11-114884675-1	chr11	114884577	114884775	+	0.000	0.000	Merged-chr11-114884675-1
Merged-chr10-94523917-65	chr10	94523561	94524232	+	0.000	0.000	Merged-chr10-94523917-65
Merged-chr7-120101923-1	chr7	120101825	120102023	+	0.000	0.000	Merged-chr7-120101923-1
Merged-chr9-106281049-77	chr9	106280787	106281321	+	0.000	0.000	Merged-chr9-106281049-77
Merged-chr1-54907375-58	chr1	54906972	54907896	+	0.000	0.000	Merged-chr1-54907375-58
Merged-chr7-141481345-79	chr7	141480872	141481788	+	0.000	0.000	Merged-chr7-141481345-79
Merged-chr7-31208401-38	chr7	31208136	31208637	+	0.000	0.000	Merged-chr7-31208401-38
Merged-chr14-77905612-16	chr14	77905332	77905857	+	0.000	0.000	Merged-chr14-77905612-16
Merged-chr5-150406931-24	chr5	150406696	150407236	+	0.000	0.000	Merged-chr5-150406931-24
Merged-chr5-62752460-91	chr5	62751607	62753329	+	0.000	0.000	Merged-chr5-62752460-91
Merged-chr1-139454784-71	chr1	139454499	139455024	+	0.000	0.000	Merged-chr1-139454784-71
Merged-chr12-104222836-1	chr12	104222738	104222936	+	0.000	0.000	Merged-chr12-104222836-1
Merged-chr3-146127848-1	chr3	146127750	146127948	+	0.000	0.000	Merged-chr3-146127848-1
Merged-chr2-57238558-114	chr2	57238302	57238886	+	0.000	0.000	Merged-chr2-57238558-114
Merged-chr8-122461621-6	chr8	122461307	122461933	+	0.000	0.000	Merged-chr8-122461621-6
Merged-chr13-113991674-1	chr13	113991576	113991774	+	0.000	0.000	Merged-chr13-113991674-1
Merged-chr6-17071685-2	chr6	17071563	17071810	+	0.000	0.000	Merged-chr6-17071685-2
Merged-chr2-90667222-1	chr2	90667124	90667322	+	0.000	0.000	Merged-chr2-90667222-1
Merged-chr13-4190380-2	chr13	4190252	4190510	+	0.000	0.000	Merged-chr13-4190380-2
Merged-chr10-61301236-13	chr10	61301105	61301405	+	0.000	0.000	Merged-chr10-61301236-13
Merged-chr10-118057722-24	chr10	118057449	118058118	+	0.000	0.000	Merged-chr10-118057722-24
Merged-chr17-86778728-1	chr17	86778630	86778828	+	0.000	0.000	Merged-chr17-86778728-1
Merged-chr10-89443213-4	chr10	89443115	89443313	+	0.000	0.000	Merged-chr10-89443213-4
Merged-chr10-44444573-2	chr10	44444449	44444700	+	0.000	0.000	Merged-chr10-44444573-2
Merged-chr16-64873000-2	chr16	64872898	64873105	+	0.000	0.000	Merged-chr16-64873000-2
Merged-chr18-55714748-1	chr18	55714650	55714848	+	0.000	0.000	Merged-chr18-55714748-1
Merged-chr8-35498509-11	chr8	35498301	35498669	+	0.000	0.000	Merged-chr8-35498509-11
Merged-chr8-125052186-12	chr8	125051971	125052394	+	0.000	0.000	Merged-chr8-125052186-12
Merged-chr4-132463334-1	chr4	132463236	132463434	+	0.000	0.000	Merged-chr4-132463334-1
Merged-chr12-111933402-1	chr12	111933304	111933502	+	0.000	0.000	Merged-chr12-111933402-1
Merged-chr2-103719021-38	chr2	103718765	103719285	+	0.000	0.000	Merged-chr2-103719021-38
Merged-chr5-30666768-54	chr5	30666469	30667042	+	0.000	0.000	Merged-chr5-30666768-54
Merged-chr1-138952405-35	chr1	138952159	138952788	+	0.000	0.000	Merged-chr1-138952405-35
Merged-chr2-90475063-42	chr2	90474897	90475242	+	0.000	0.000	Merged-chr2-90475063-42
Merged-chr10-44442566-16	chr10	44442298	44442813	+	0.000	0.000	Merged-chr10-44442566-16
Merged-chr17-29032031-2	chr17	29031909	29032156	+	0.000	0.000	Merged-chr17-29032031-2
Merged-chr17-87036710-20	chr17	87036506	87036934	+	0.000	0.000	Merged-chr17-87036710-20
Merged-chr4-8903379-6	chr4	8903224	8903518	+	0.000	0.000	Merged-chr4-8903379-6
Merged-chr11-11788755-45	chr11	11788599	11788967	+	0.000	0.000	Merged-chr11-11788755-45
Merged-chr2-79294673-1	chr2	79294575	79294773	+	0.000	0.000	Merged-chr2-79294673-1
Merged-chr2-105428218-37	chr2	105427958	105428558	+	0.000	0.000	Merged-chr2-105428218-37
Merged-chr2-13672342-1	chr2	13672244	13672442	+	0.000	0.000	Merged-chr2-13672342-1
Merged-chr13-113795476-8	chr13	113795259	113795711	+	0.000	0.000	Merged-chr13-113795476-8
Merged-chr13-101694673-130	chr13	101694359	101695095	+	0.000	0.000	Merged-chr13-101694673-130
Merged-chr13-59672449-39	chr13	59672248	59672843	+	0.000	0.000	Merged-chr13-59672449-39
Merged-chr17-34981509-7	chr17	34981386	34981662	+	0.000	0.000	Merged-chr17-34981509-7
Merged-chr3-136744582-12	chr3	136744265	136744765	+	0.000	0.000	Merged-chr3-136744582-12
Merged-chr11-11809003-59	chr11	11808756	11809179	+	0.000	0.000	Merged-chr11-11809003-59
Merged-chr3-144252540-1	chr3	144252442	144252640	+	0.000	0.000	Merged-chr3-144252540-1
Merged-chr7-38106884-1	chr7	38106786	38106984	+	0.000	0.000	Merged-chr7-38106884-1
Merged-chr10-8237997-2	chr10	8237897	8238099	+	0.000	0.000	Merged-chr10-8237997-2
Merged-chr11-97112765-38	chr11	97112462	97113005	+	0.000	0.000	Merged-chr11-97112765-38
Merged-chr13-101975495-1	chr13	101975397	101975595	+	0.000	0.000	Merged-chr13-101975495-1
Merged-chr7-91974549-2	chr7	91974446	91974654	+	0.000	0.000	Merged-chr7-91974549-2
Merged-chr12-98269804-132	chr12	98269353	98270303	+	0.000	0.000	Merged-chr12-98269804-132
Merged-chr6-148914162-22	chr6	148913870	148914398	+	0.000	0.000	Merged-chr6-148914162-22
Merged-chr1-171646883-1	chr1	171646785	171646983	+	0.000	0.000	Merged-chr1-171646883-1
Merged-chr12-55015619-6	chr12	55015459	55015777	+	0.000	0.000	Merged-chr12-55015619-6
Merged-chr7-80583398-64	chr7	80583053	80583747	+	0.000	0.000	Merged-chr7-80583398-64
Merged-chr18-23753546-44	chr18	23753100	23753954	+	0.000	0.000	Merged-chr18-23753546-44
Merged-chr13-47104345-7	chr13	47104050	47104537	+	0.000	0.000	Merged-chr13-47104345-7
Merged-chr13-63249838-84	chr13	63249457	63250212	+	0.000	0.000	Merged-chr13-63249838-84
Merged-chr13-115103600-1	chr13	115103502	115103700	+	0.000	0.000	Merged-chr13-115103600-1
Merged-chr3-93598203-11	chr3	93598011	93598400	+	0.000	0.000	Merged-chr3-93598203-11
Merged-chr1-60936469-13	chr1	60936212	60936812	+	0.000	0.000	Merged-chr1-60936469-13
Merged-chr6-135066055-1	chr6	135065957	135066155	+	0.000	0.000	Merged-chr6-135066055-1
Merged-chr7-76035036-15	chr7	76034852	76035249	+	0.000	0.000	Merged-chr7-76035036-15
Merged-chr13-73863628-1	chr13	73863530	73863728	+	0.000	0.000	Merged-chr13-73863628-1
Merged-chrX-167212092-1	chrX	167211994	167212192	+	0.000	0.000	Merged-chrX-167212092-1
Merged-chr2-65214427-21	chr2	65214242	65214682	+	0.000	0.000	Merged-chr2-65214427-21
Merged-chr19-4191798-90	chr19	4191408	4192243	+	0.000	0.000	Merged-chr19-4191798-90
Merged-chr1-125434749-15	chr1	125434537	125434941	+	0.000	0.000	Merged-chr1-125434749-15
Merged-chr7-142478940-1	chr7	142478842	142479040	+	0.000	0.000	Merged-chr7-142478940-1
Merged-chr1-191835035-29	chr1	191834743	191835291	+	0.000	0.000	Merged-chr1-191835035-29
Merged-chr2-66144631-1	chr2	66144533	66144731	+	0.000	0.000	Merged-chr2-66144631-1
Merged-chr10-83093703-1	chr10	83093605	83093803	+	0.000	0.000	Merged-chr10-83093703-1
Merged-chr12-70826520-2	chr12	70826360	70826683	+	0.000	0.000	Merged-chr12-70826520-2
Merged-chr15-78607691-21	chr15	78607331	78607893	+	0.000	0.000	Merged-chr15-78607691-21
Merged-chr8-84664181-39	chr8	84663992	84664404	+	0.000	0.000	Merged-chr8-84664181-39
Merged-chr6-88084679-72	chr6	88084417	88084923	+	0.000	0.000	Merged-chr6-88084679-72
Merged-chr1-135679120-1	chr1	135679022	135679220	+	0.000	0.000	Merged-chr1-135679120-1
Merged-chr12-99326248-34	chr12	99326004	99326516	+	0.000	0.000	Merged-chr12-99326248-34
Merged-chr12-55061401-1	chr12	55061303	55061501	+	0.000	0.000	Merged-chr12-55061401-1
Merged-chr5-74260801-106	chr5	74260380	74261177	+	0.000	0.000	Merged-chr5-74260801-106
Merged-chr14-20938813-17	chr14	20938588	20939098	+	0.000	0.000	Merged-chr14-20938813-17
Merged-chr8-117498576-60	chr8	117498334	117498935	+	0.000	0.000	Merged-chr8-117498576-60
Merged-chr11-53707195-66	chr11	53706992	53707534	+	0.000	0.000	Merged-chr11-53707195-66
Merged-chr17-34980875-5	chr17	34980681	34981122	+	0.000	0.000	Merged-chr17-34980875-5
Merged-chr4-116448916-26	chr4	116448674	116449102	+	0.000	0.000	Merged-chr4-116448916-26
Merged-chr10-99035968-2	chr10	99035866	99036072	+	0.000	0.000	Merged-chr10-99035968-2
Merged-chr17-48586084-53	chr17	48585875	48586268	+	0.000	0.000	Merged-chr17-48586084-53
Merged-chr2-125738439-9	chr2	125738243	125738606	+	0.000	0.000	Merged-chr2-125738439-9
Merged-chr10-76531480-72	chr10	76531273	76531703	+	0.000	0.000	Merged-chr10-76531480-72
Merged-chr10-118494382-14	chr10	118494115	118494635	+	0.000	0.000	Merged-chr10-118494382-14
Merged-chr1-9848247-58	chr1	9848052	9848516	+	0.000	0.000	Merged-chr1-9848247-58
Merged-chr3-79445460-10	chr3	79445104	79445703	+	0.000	0.000	Merged-chr3-79445460-10
Merged-chr18-89241561-15	chr18	89241362	89241819	+	0.000	0.000	Merged-chr18-89241561-15
Merged-chr1-91539801-2	chr1	91539683	91539922	+	0.000	0.000	Merged-chr1-91539801-2
Merged-chr8-46640017-4	chr8	46639893	46640138	+	0.000	0.000	Merged-chr8-46640017-4
Merged-chr11-40718408-12	chr11	40718182	40718596	+	0.000	0.000	Merged-chr11-40718408-12
Merged-chr12-100876279-15	chr12	100875983	100876516	+	0.000	0.000	Merged-chr12-100876279-15
Merged-chr7-80294519-58	chr7	80294245	80294798	+	0.000	0.000	Merged-chr7-80294519-58
Merged-chr18-75426395-54	chr18	75426163	75426737	+	0.000	0.000	Merged-chr18-75426395-54
Merged-chr2-29889142-1	chr2	29889044	29889242	+	0.000	0.000	Merged-chr2-29889142-1
Merged-chr1-93342797-4	chr1	93342675	93342954	+	0.000	0.000	Merged-chr1-93342797-4
Merged-chr1-161734917-117	chr1	161734567	161735143	+	0.000	0.000	Merged-chr1-161734917-117
Merged-chr8-85624614-13	chr8	85624443	85624801	+	0.000	0.000	Merged-chr8-85624614-13
Merged-chr8-115237313-17	chr8	115237073	115237562	+	0.000	0.000	Merged-chr8-115237313-17
Merged-chr9-106289065-22	chr9	106288848	106289256	+	0.000	0.000	Merged-chr9-106289065-22
Merged-chr1-55049250-5	chr1	55049091	55049394	+	0.000	0.000	Merged-chr1-55049250-5
Merged-chr19-9938920-69	chr19	9938642	9939356	+	0.000	0.000	Merged-chr19-9938920-69
Merged-chr14-102824882-6	chr14	102824720	102825050	+	0.000	0.000	Merged-chr14-102824882-6
Merged-chr2-125731924-29	chr2	125731703	125732113	+	0.000	0.000	Merged-chr2-125731924-29
Merged-chr1-144330572-51	chr1	144330277	144330812	+	0.000	0.000	Merged-chr1-144330572-51
Merged-chr7-90131300-10	chr7	90131017	90131548	+	0.000	0.000	Merged-chr7-90131300-10
Merged-chr9-36726684-82	chr9	36726384	36727087	+	0.000	0.000	Merged-chr9-36726684-82
Merged-chr10-117836641-40	chr10	117836373	117836969	+	0.000	0.000	Merged-chr10-117836641-40
Merged-chr18-83870993-2	chr18	83870881	83871107	+	0.000	0.000	Merged-chr18-83870993-2
Merged-chr7-135715354-3	chr7	135715215	135715481	+	0.000	0.000	Merged-chr7-135715354-3
Merged-chr10-42029298-1	chr10	42029200	42029398	+	0.000	0.000	Merged-chr10-42029298-1
Merged-chr19-7234989-20	chr19	7234818	7235133	+	0.000	0.000	Merged-chr19-7234989-20
Merged-chr5-45676772-9	chr5	45676532	45676933	+	0.000	0.000	Merged-chr5-45676772-9
Merged-chr1-180335907-49	chr1	180335667	180336351	+	0.000	0.000	Merged-chr1-180335907-49
Merged-chr2-11635712-2	chr2	11635614	11635812	+	0.000	0.000	Merged-chr2-11635712-2
Merged-chr4-58986970-37	chr4	58986518	58987279	+	0.000	0.000	Merged-chr4-58986970-37
Merged-chr19-24301170-38	chr19	24300966	24301460	+	0.000	0.000	Merged-chr19-24301170-38
Merged-chr2-75603438-29	chr2	75603153	75603607	+	0.000	0.000	Merged-chr2-75603438-29
Merged-chr8-120752246-20	chr8	120751910	120752534	+	0.000	0.000	Merged-chr8-120752246-20
Merged-chr14-30715878-105	chr14	30715073	30716578	+	0.000	0.000	Merged-chr14-30715878-105
Merged-chr8-125034786-25	chr8	125034614	125034984	+	0.000	0.000	Merged-chr8-125034786-25
Merged-chr17-73724550-5	chr17	73724405	73724683	+	0.000	0.000	Merged-chr17-73724550-5
Merged-chr18-88971917-58	chr18	88971701	88972124	+	0.000	0.000	Merged-chr18-88971917-58
Merged-chr6-54151623-52	chr6	54151306	54151939	+	0.000	0.000	Merged-chr6-54151623-52
Merged-chr10-8130202-1	chr10	8130104	8130302	+	0.000	0.000	Merged-chr10-8130202-1
Merged-chr2-90580538-117	chr2	90579863	90580942	+	0.000	0.000	Merged-chr2-90580538-117
Merged-chr7-31177381-28	chr7	31177169	31177646	+	0.000	0.000	Merged-chr7-31177381-28
Merged-chr11-68447453-15	chr11	68447299	68447607	+	0.000	0.000	Merged-chr11-68447453-15
Merged-chr14-25461932-2	chr14	25461816	25462051	+	0.000	0.000	Merged-chr14-25461932-2
Merged-chr3-101238930-30	chr3	101238669	101239189	+	0.000	0.000	Merged-chr3-101238930-30
Merged-chr11-53784040-1	chr11	53783942	53784140	+	0.000	0.000	Merged-chr11-53784040-1
Merged-chr6-97353387-24	chr6	97353220	97353551	+	0.000	0.000	Merged-chr6-97353387-24
Merged-chr8-34108671-3	chr8	34108573	34108772	+	0.000	0.000	Merged-chr8-34108671-3
Merged-chr2-29812614-1	chr2	29812516	29812714	+	0.000	0.000	Merged-chr2-29812614-1
Merged-chr15-34238759-2	chr15	34238648	34238873	+	0.000	0.000	Merged-chr15-34238759-2
Merged-chr7-142387872-67	chr7	142387457	142388207	+	0.000	0.000	Merged-chr7-142387872-67
Merged-chr9-78845462-22	chr9	78845213	78845720	+	0.000	0.000	Merged-chr9-78845462-22
Merged-chr1-161809504-48	chr1	161809130	161809832	+	0.000	0.000	Merged-chr1-161809504-48
Merged-chr9-75515692-28	chr9	75515484	75515913	+	0.000	0.000	Merged-chr9-75515692-28
Merged-chr5-140506443-2	chr5	140506311	140506577	+	0.000	0.000	Merged-chr5-140506443-2
Merged-chr1-151644358-13	chr1	151644178	151644508	+	0.000	0.000	Merged-chr1-151644358-13
Merged-chr11-63924496-1	chr11	63924398	63924596	+	0.000	0.000	Merged-chr11-63924496-1
Merged-chr5-113548439-8	chr5	113548285	113548599	+	0.000	0.000	Merged-chr5-113548439-8
Merged-chr2-75585101-32	chr2	75584949	75585348	+	0.000	0.000	Merged-chr2-75585101-32
Merged-chr1-152768354-45	chr1	152768130	152768726	+	0.000	0.000	Merged-chr1-152768354-45
Merged-chr8-120596111-22	chr8	120595942	120596328	+	0.000	0.000	Merged-chr8-120596111-22
Merged-chr3-145950506-72	chr3	145950194	145950913	+	0.000	0.000	Merged-chr3-145950506-72
Merged-chr5-72203390-56	chr5	72203121	72203629	+	0.000	0.000	Merged-chr5-72203390-56
Merged-chr1-170167401-1	chr1	170167303	170167501	+	0.000	0.000	Merged-chr1-170167401-1
Merged-chr5-8996968-123	chr5	8996640	8997446	+	0.000	0.000	Merged-chr5-8996968-123
Merged-chr11-49901859-30	chr11	49901603	49902074	+	0.000	0.000	Merged-chr11-49901859-30
Merged-chr4-11914721-47	chr4	11914486	11914938	+	0.000	0.000	Merged-chr4-11914721-47
Merged-chr14-66805275-1	chr14	66805177	66805375	+	0.000	0.000	Merged-chr14-66805275-1
Merged-chr13-6191919-25	chr13	6191542	6192301	+	0.000	0.000	Merged-chr13-6191919-25
Merged-chr10-118121968-28	chr10	118121418	118122221	+	0.000	0.000	Merged-chr10-118121968-28
Merged-chr10-81544693-1	chr10	81544595	81544793	+	0.000	0.000	Merged-chr10-81544693-1
Merged-chr6-86784948-9	chr6	86784820	86785156	+	0.000	0.000	Merged-chr6-86784948-9
Merged-chr10-117829351-1	chr10	117829253	117829451	+	0.000	0.000	Merged-chr10-117829351-1
Merged-chr4-117189565-1	chr4	117189467	117189665	+	0.000	0.000	Merged-chr4-117189565-1
Merged-chr16-58534735-63	chr16	58534430	58534994	+	0.000	0.000	Merged-chr16-58534735-63
Merged-chr5-140201458-20	chr5	140201216	140201661	+	0.000	0.000	Merged-chr5-140201458-20
Merged-chrX-142380077-38	chrX	142379903	142380256	+	0.000	0.000	Merged-chrX-142380077-38
Merged-chr11-107459149-15	chr11	107458991	107459342	+	0.000	0.000	Merged-chr11-107459149-15
Merged-chr13-51645320-81	chr13	51644943	51645562	+	0.000	0.000	Merged-chr13-51645320-81
Merged-chr1-133053249-27	chr1	133053059	133053520	+	0.000	0.000	Merged-chr1-133053249-27
Merged-chr6-50536760-33	chr6	50536496	50536985	+	0.000	0.000	Merged-chr6-50536760-33
Merged-chr2-90563524-16	chr2	90563201	90563745	+	0.000	0.000	Merged-chr2-90563524-16
Merged-chr1-43501314-13	chr1	43501148	43501499	+	0.000	0.000	Merged-chr1-43501314-13
Merged-chr1-86487682-72	chr1	86487439	86487972	+	0.000	0.000	Merged-chr1-86487682-72
Merged-chr8-105851882-54	chr8	105851729	105852114	+	0.000	0.000	Merged-chr8-105851882-54
Merged-chr3-67344747-6	chr3	67344602	67344915	+	0.000	0.000	Merged-chr3-67344747-6
Merged-chr18-62176864-6	chr18	62176706	62177090	+	0.000	0.000	Merged-chr18-62176864-6
Merged-chr7-45916816-45	chr7	45916577	45917062	+	0.000	0.000	Merged-chr7-45916816-45
Merged-chr7-38271372-62	chr7	38271091	38271675	+	0.000	0.000	Merged-chr7-38271372-62
Merged-chr5-150157859-29	chr5	150157627	150158064	+	0.000	0.000	Merged-chr5-150157859-29
Merged-chr10-21791159-10	chr10	21790961	21791321	+	0.000	0.000	Merged-chr10-21791159-10
Merged-chr4-135114591-19	chr4	135114416	135114892	+	0.000	0.000	Merged-chr4-135114591-19
Merged-chr10-89443691-130	chr10	89443338	89444084	+	0.000	0.000	Merged-chr10-89443691-130
Merged-chr2-22895721-70	chr2	22895433	22896082	+	0.000	0.000	Merged-chr2-22895721-70
Merged-chr2-84957968-5	chr2	84957791	84958163	+	0.000	0.000	Merged-chr2-84957968-5
Merged-chr11-82195229-33	chr11	82195019	82195444	+	0.000	0.000	Merged-chr11-82195229-33
Merged-chr1-20825313-33	chr1	20825032	20825560	+	0.000	0.000	Merged-chr1-20825313-33
Merged-chr1-66897217-4	chr1	66897096	66897352	+	0.000	0.000	Merged-chr1-66897217-4
Merged-chr5-123782033-22	chr5	123781808	123782256	+	0.000	0.000	Merged-chr5-123782033-22
Merged-chr2-164938958-38	chr2	164938746	164939186	+	0.000	0.000	Merged-chr2-164938958-38
Merged-chr2-165329993-1	chr2	165329895	165330093	+	0.000	0.000	Merged-chr2-165329993-1
Merged-chr18-62151803-40	chr18	62151599	62152086	+	0.000	0.000	Merged-chr18-62151803-40
Merged-chr8-22537059-19	chr8	22536864	22537267	+	0.000	0.000	Merged-chr8-22537059-19
Merged-chr2-3749774-65	chr2	3749506	3750081	+	0.000	0.000	Merged-chr2-3749774-65
Merged-chr1-36462061-10	chr1	36461814	36462259	+	0.000	0.000	Merged-chr1-36462061-10
Merged-chr7-48876673-3	chr7	48876494	48876870	+	0.000	0.000	Merged-chr7-48876673-3
Merged-chr13-101885533-1	chr13	101885435	101885633	+	0.000	0.000	Merged-chr13-101885533-1
Merged-chr18-56711213-24	chr18	56710925	56711485	+	0.000	0.000	Merged-chr18-56711213-24
Merged-chr1-40473860-44	chr1	40473654	40474121	+	0.000	0.000	Merged-chr1-40473860-44
Merged-chr3-101280569-72	chr3	101280290	101280893	+	0.000	0.000	Merged-chr3-101280569-72
Merged-chr5-73648442-1	chr5	73648344	73648542	+	0.000	0.000	Merged-chr5-73648442-1
Merged-chr3-108721392-4	chr3	108721208	108721568	+	0.000	0.000	Merged-chr3-108721392-4
Merged-chr9-80305568-4	chr9	80305422	80305708	+	0.000	0.000	Merged-chr9-80305568-4
Merged-chr4-46611401-21	chr4	46611150	46611649	+	0.000	0.000	Merged-chr4-46611401-21
Merged-chr13-22015822-49	chr13	22015658	22016041	+	0.000	0.000	Merged-chr13-22015822-49
Merged-chr3-100999215-37	chr3	100999037	100999413	+	0.000	0.000	Merged-chr3-100999215-37
Merged-chr10-82763405-3	chr10	82763276	82763540	+	0.000	0.000	Merged-chr10-82763405-3
Merged-chr4-43009872-1	chr4	43009774	43009972	+	0.000	0.000	Merged-chr4-43009872-1
Merged-chr13-114189236-113	chr13	114188657	114189863	+	0.000	0.000	Merged-chr13-114189236-113
Merged-chr6-54119085-6	chr6	54118878	54119322	+	0.000	0.000	Merged-chr6-54119085-6
Merged-chr7-114020847-56	chr7	114020583	114021108	+	0.000	0.000	Merged-chr7-114020847-56
Merged-chr17-24162664-1	chr17	24162566	24162764	+	0.000	0.000	Merged-chr17-24162664-1
Merged-chr14-30716685-1	chr14	30716587	30716785	+	0.000	0.000	Merged-chr14-30716685-1
Merged-chr6-56568855-65	chr6	56568518	56569256	+	0.000	0.000	Merged-chr6-56568855-65
Merged-chr9-69095389-1	chr9	69095291	69095489	+	0.000	0.000	Merged-chr9-69095389-1
Merged-chr3-75579485-29	chr3	75579309	75579662	+	0.000	0.000	Merged-chr3-75579485-29
Merged-chr10-91177490-19	chr10	91177304	91177685	+	0.000	0.000	Merged-chr10-91177490-19
Merged-chr2-110018040-72	chr2	110017788	110018350	+	0.000	0.000	Merged-chr2-110018040-72
Merged-chr2-9770414-1	chr2	9770316	9770514	+	0.000	0.000	Merged-chr2-9770414-1
Merged-chr3-30868896-6	chr3	30868751	30869068	+	0.000	0.000	Merged-chr3-30868896-6
Merged-chr6-112700663-4	chr6	112700546	112700780	+	0.000	0.000	Merged-chr6-112700663-4
Merged-chr6-54119438-1	chr6	54119340	54119538	+	0.000	0.000	Merged-chr6-54119438-1
Merged-chr2-11672308-1	chr2	11672210	11672408	+	0.000	0.000	Merged-chr2-11672308-1
Merged-chr2-38472573-96	chr2	38471837	38473201	+	0.000	0.000	Merged-chr2-38472573-96
Merged-chr1-119836447-5	chr1	119836203	119836664	+	0.000	0.000	Merged-chr1-119836447-5
Merged-chr1-166379453-149	chr1	166379148	166379882	+	0.000	0.000	Merged-chr1-166379453-149
Merged-chr13-23701211-46	chr13	23701051	23701475	+	0.000	0.000	Merged-chr13-23701211-46
Merged-chr3-159509158-33	chr3	159508712	159509415	+	0.000	0.000	Merged-chr3-159509158-33
Merged-chr9-57521344-55	chr9	57521057	57521702	+	0.000	0.000	Merged-chr9-57521344-55
Merged-chr7-55960010-11	chr7	55959871	55960147	+	0.000	0.000	Merged-chr7-55960010-11
Merged-chr2-60872686-1	chr2	60872588	60872786	+	0.000	0.000	Merged-chr2-60872686-1
Merged-chr1-97576212-8	chr1	97576065	97576361	+	0.000	0.000	Merged-chr1-97576212-8
Merged-chr2-79259833-31	chr2	79259484	79260294	+	0.000	0.000	Merged-chr2-79259833-31
Merged-chr11-3557717-6	chr11	3557423	3557964	+	0.000	0.000	Merged-chr11-3557717-6
