#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_I--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_Naive.up.bed
Merged-chr4-8755555-15	chr4	8755414	8755737	+	0.000	0.000	Merged-chr4-8755555-15
Merged-chr4-8926844-63	chr4	8926590	8927277	+	0.000	0.000	Merged-chr4-8926844-63
Merged-chr3-84679609-16	chr3	84679300	84679868	+	0.000	0.000	Merged-chr3-84679609-16
Merged-chr19-9038318-39	chr19	9038148	9038489	+	0.000	0.000	Merged-chr19-9038318-39
Merged-chr9-122294367-85	chr9	122294163	122294647	+	0.000	0.000	Merged-chr9-122294367-85
Merged-chr9-106281049-77	chr9	106280787	106281321	+	0.000	0.000	Merged-chr9-106281049-77
Merged-chr8-122464115-42	chr8	122463704	122464514	+	0.000	0.000	Merged-chr8-122464115-42
Merged-chr9-44013875-7	chr9	44013697	44014073	+	0.000	0.000	Merged-chr9-44013875-7
Merged-chr13-47106094-91	chr13	47105191	47106361	+	0.000	0.000	Merged-chr13-47106094-91
Merged-chr6-109408727-2	chr6	109408620	109408836	+	0.000	0.000	Merged-chr6-109408727-2
Merged-chr11-117848914-89	chr11	117848679	117849142	+	0.000	0.000	Merged-chr11-117848914-89
Merged-chr1-131161352-21	chr1	131161084	131161629	+	0.000	0.000	Merged-chr1-131161352-21
Merged-chr13-63189715-33	chr13	63189440	63190013	+	0.000	0.000	Merged-chr13-63189715-33
Merged-chr2-90564722-22	chr2	90564565	90564931	+	0.000	0.000	Merged-chr2-90564722-22
Merged-chr2-129183897-50	chr2	129183718	129184155	+	0.000	0.000	Merged-chr2-129183897-50
Merged-chr8-122461621-6	chr8	122461307	122461933	+	0.000	0.000	Merged-chr8-122461621-6
Merged-chr5-77384295-58	chr5	77384027	77384569	+	0.000	0.000	Merged-chr5-77384295-58
Merged-chr1-88643278-11	chr1	88643093	88643530	+	0.000	0.000	Merged-chr1-88643278-11
Merged-chr14-103619496-1	chr14	103619398	103619596	+	0.000	0.000	Merged-chr14-103619496-1
Merged-chr6-50542752-2	chr6	50542647	50542859	+	0.000	0.000	Merged-chr6-50542752-2
Merged-chr1-191802759-25	chr1	191802503	191803214	+	0.000	0.000	Merged-chr1-191802759-25
Merged-chr14-16249561-61	chr14	16249293	16249837	+	0.000	0.000	Merged-chr14-16249561-61
Merged-chr10-44444573-2	chr10	44444449	44444700	+	0.000	0.000	Merged-chr10-44444573-2
Merged-chr4-135120412-50	chr4	135120159	135120652	+	0.000	0.000	Merged-chr4-135120412-50
Merged-chr11-104581782-46	chr11	104581377	104582448	+	0.000	0.000	Merged-chr11-104581782-46
Merged-chr6-67374872-3	chr6	67374717	67375009	+	0.000	0.000	Merged-chr6-67374872-3
Merged-chr5-114135675-30	chr5	114135483	114135885	+	0.000	0.000	Merged-chr5-114135675-30
Merged-chr1-138952405-35	chr1	138952159	138952788	+	0.000	0.000	Merged-chr1-138952405-35
Merged-chr3-86920469-86	chr3	86920105	86920924	+	0.000	0.000	Merged-chr3-86920469-86
Merged-chr10-44442566-16	chr10	44442298	44442813	+	0.000	0.000	Merged-chr10-44442566-16
Merged-chr14-103622465-10	chr14	103622328	103622616	+	0.000	0.000	Merged-chr14-103622465-10
Merged-chr4-8903379-6	chr4	8903224	8903518	+	0.000	0.000	Merged-chr4-8903379-6
Merged-chr2-79294673-1	chr2	79294575	79294773	+	0.000	0.000	Merged-chr2-79294673-1
Merged-chr17-83880471-24	chr17	83880113	83880647	+	0.000	0.000	Merged-chr17-83880471-24
Merged-chr14-121405440-45	chr14	121405106	121405860	+	0.000	0.000	Merged-chr14-121405440-45
Merged-chr12-113146338-6	chr12	113146157	113146481	+	0.000	0.000	Merged-chr12-113146338-6
Merged-chr14-25397223-1	chr14	25397125	25397323	+	0.000	0.000	Merged-chr14-25397223-1
Merged-chr4-11682819-29	chr4	11682523	11683337	+	0.000	0.000	Merged-chr4-11682819-29
Merged-chr13-101694673-130	chr13	101694359	101695095	+	0.000	0.000	Merged-chr13-101694673-130
Merged-chr13-59672449-39	chr13	59672248	59672843	+	0.000	0.000	Merged-chr13-59672449-39
Merged-chr17-34981509-7	chr17	34981386	34981662	+	0.000	0.000	Merged-chr17-34981509-7
Merged-chr15-99651629-44	chr15	99651335	99651908	+	0.000	0.000	Merged-chr15-99651629-44
Merged-chr14-60131750-51	chr14	60131556	60131981	+	0.000	0.000	Merged-chr14-60131750-51
Merged-chr11-97112765-38	chr11	97112462	97113005	+	0.000	0.000	Merged-chr11-97112765-38
Merged-chr7-123322591-57	chr7	123322300	123322845	+	0.000	0.000	Merged-chr7-123322591-57
Merged-chr14-61589696-23	chr14	61589457	61590005	+	0.000	0.000	Merged-chr14-61589696-23
Merged-chr9-110653379-2	chr9	110653281	110653479	+	0.000	0.000	Merged-chr9-110653379-2
Merged-chr1-171646883-1	chr1	171646785	171646983	+	0.000	0.000	Merged-chr1-171646883-1
Merged-chr14-20174978-2	chr14	20174868	20175091	+	0.000	0.000	Merged-chr14-20174978-2
Merged-chr7-80583398-64	chr7	80583053	80583747	+	0.000	0.000	Merged-chr7-80583398-64
Merged-chr19-18599034-106	chr19	18598413	18599453	+	0.000	0.000	Merged-chr19-18599034-106
Merged-chr17-12205392-1	chr17	12205294	12205492	+	0.000	0.000	Merged-chr17-12205392-1
Merged-chr8-106972963-3	chr8	106972852	106973084	+	0.000	0.000	Merged-chr8-106972963-3
Merged-chr18-21020432-11	chr18	21020241	21020650	+	0.000	0.000	Merged-chr18-21020432-11
Merged-chr13-47104345-7	chr13	47104050	47104537	+	0.000	0.000	Merged-chr13-47104345-7
Merged-chr3-93598203-11	chr3	93598011	93598400	+	0.000	0.000	Merged-chr3-93598203-11
Merged-chr13-43250604-89	chr13	43250439	43250991	+	0.000	0.000	Merged-chr13-43250604-89
Merged-chr9-57278495-40	chr9	57278284	57278866	+	0.000	0.000	Merged-chr9-57278495-40
Merged-chr2-163055342-8	chr2	163055173	163055581	+	0.000	0.000	Merged-chr2-163055342-8
Merged-chr3-109133281-24	chr3	109133078	109133523	+	0.000	0.000	Merged-chr3-109133281-24
Merged-chrX-167106124-35	chrX	167105795	167106403	+	0.000	0.000	Merged-chrX-167106124-35
Merged-chr7-142478940-1	chr7	142478842	142479040	+	0.000	0.000	Merged-chr7-142478940-1
Merged-chr11-87965934-51	chr11	87965348	87966539	+	0.000	0.000	Merged-chr11-87965934-51
Merged-chr6-35538541-3	chr6	35538394	35538709	+	0.000	0.000	Merged-chr6-35538541-3
Merged-chr2-180437608-75	chr2	180437260	180437896	+	0.000	0.000	Merged-chr2-180437608-75
Merged-chr12-70826520-2	chr12	70826360	70826683	+	0.000	0.000	Merged-chr12-70826520-2
Merged-chr5-77134250-1	chr5	77134152	77134350	+	0.000	0.000	Merged-chr5-77134250-1
Merged-chr6-86850884-40	chr6	86850668	86851095	+	0.000	0.000	Merged-chr6-86850884-40
Merged-chr17-31834133-9	chr17	31833874	31834374	+	0.000	0.000	Merged-chr17-31834133-9
Merged-chr13-43243430-54	chr13	43243224	43243771	+	0.000	0.000	Merged-chr13-43243430-54
Merged-chr2-32890467-14	chr2	32890279	32890658	+	0.000	0.000	Merged-chr2-32890467-14
Merged-chr12-55061401-1	chr12	55061303	55061501	+	0.000	0.000	Merged-chr12-55061401-1
Merged-chr1-138933520-5	chr1	138933395	138933639	+	0.000	0.000	Merged-chr1-138933520-5
Merged-chr8-115232618-16	chr8	115232444	115232809	+	0.000	0.000	Merged-chr8-115232618-16
Merged-chr8-117498576-60	chr8	117498334	117498935	+	0.000	0.000	Merged-chr8-117498576-60
Merged-chr18-56737571-43	chr18	56737308	56737837	+	0.000	0.000	Merged-chr18-56737571-43
Merged-chr10-44704331-20	chr10	44704093	44704587	+	0.000	0.000	Merged-chr10-44704331-20
Merged-chr6-135362816-51	chr6	135362599	135363114	+	0.000	0.000	Merged-chr6-135362816-51
Merged-chr8-46640017-4	chr8	46639893	46640138	+	0.000	0.000	Merged-chr8-46640017-4
Merged-chr19-11050339-12	chr19	11050025	11050571	+	0.000	0.000	Merged-chr19-11050339-12
Merged-chr18-56708324-161	chr18	56707560	56709378	+	0.000	0.000	Merged-chr18-56708324-161
Merged-chr14-47361851-69	chr14	47361170	47362364	+	0.000	0.000	Merged-chr14-47361851-69
Merged-chr8-115237313-17	chr8	115237073	115237562	+	0.000	0.000	Merged-chr8-115237313-17
Merged-chr9-106289065-22	chr9	106288848	106289256	+	0.000	0.000	Merged-chr9-106289065-22
Merged-chr15-12010583-97	chr15	12010275	12010981	+	0.000	0.000	Merged-chr15-12010583-97
Merged-chr1-191397050-148	chr1	191396617	191397612	+	0.000	0.000	Merged-chr1-191397050-148
Merged-chr5-92602490-1	chr5	92602392	92602590	+	0.000	0.000	Merged-chr5-92602490-1
Merged-chr11-109471194-35	chr11	109470899	109471375	+	0.000	0.000	Merged-chr11-109471194-35
Merged-chr9-52168033-3	chr9	52167850	52168186	+	0.000	0.000	Merged-chr9-52168033-3
Merged-chr15-78802314-1	chr15	78802216	78802414	+	0.000	0.000	Merged-chr15-78802314-1
Merged-chr2-129180345-59	chr2	129180184	129180713	+	0.000	0.000	Merged-chr2-129180345-59
Merged-chr11-104662635-2	chr11	104662524	104662748	+	0.000	0.000	Merged-chr11-104662635-2
Merged-chr10-83723178-1	chr10	83723080	83723278	+	0.000	0.000	Merged-chr10-83723178-1
Merged-chr17-35998211-34	chr17	35997954	35998658	+	0.000	0.000	Merged-chr17-35998211-34
Merged-chr3-136725551-46	chr3	136725111	136725786	+	0.000	0.000	Merged-chr3-136725551-46
Merged-chr19-56723654-50	chr19	56723137	56724312	+	0.000	0.000	Merged-chr19-56723654-50
Merged-chr15-99652729-6	chr15	99652586	99652852	+	0.000	0.000	Merged-chr15-99652729-6
Merged-chr11-76807341-17	chr11	76807137	76807525	+	0.000	0.000	Merged-chr11-76807341-17
Merged-chr7-135715354-3	chr7	135715215	135715481	+	0.000	0.000	Merged-chr7-135715354-3
Merged-chr11-46135000-55	chr11	46134479	46135348	+	0.000	0.000	Merged-chr11-46135000-55
Merged-chr13-43306774-11	chr13	43306656	43306893	+	0.000	0.000	Merged-chr13-43306774-11
Merged-chr11-87986440-12	chr11	87986222	87986772	+	0.000	0.000	Merged-chr11-87986440-12
Merged-chr19-12573740-90	chr19	12573237	12574443	+	0.000	0.000	Merged-chr19-12573740-90
Merged-chr2-129186538-4	chr2	129186325	129186705	+	0.000	0.000	Merged-chr2-129186538-4
Merged-chr4-72184753-17	chr4	72184529	72185025	+	0.000	0.000	Merged-chr4-72184753-17
Merged-chr18-88971917-58	chr18	88971701	88972124	+	0.000	0.000	Merged-chr18-88971917-58
Merged-chr7-119861539-102	chr7	119861037	119862176	+	0.000	0.000	Merged-chr7-119861539-102
Merged-chrX-167089139-46	chrX	167088797	167089469	+	0.000	0.000	Merged-chrX-167089139-46
Merged-chr16-46120183-68	chr16	46119802	46120485	+	0.000	0.000	Merged-chr16-46120183-68
Merged-chr7-140983161-18	chr7	140982861	140983388	+	0.000	0.000	Merged-chr7-140983161-18
Merged-chr1-38897909-54	chr1	38897617	38898219	+	0.000	0.000	Merged-chr1-38897909-54
Merged-chr11-109472394-32	chr11	109472129	109472750	+	0.000	0.000	Merged-chr11-109472394-32
Merged-chr2-129180074-1	chr2	129179976	129180174	+	0.000	0.000	Merged-chr2-129180074-1
Merged-chr10-8130202-1	chr10	8130104	8130302	+	0.000	0.000	Merged-chr10-8130202-1
Merged-chr11-99024246-49	chr11	99023938	99024506	+	0.000	0.000	Merged-chr11-99024246-49
Merged-chr17-44718728-1	chr17	44718630	44718828	+	0.000	0.000	Merged-chr17-44718728-1
Merged-chr14-56776913-10	chr14	56776738	56777037	+	0.000	0.000	Merged-chr14-56776913-10
Merged-chr4-43968747-2	chr4	43968587	43968910	+	0.000	0.000	Merged-chr4-43968747-2
Merged-chr2-90580538-117	chr2	90579863	90580942	+	0.000	0.000	Merged-chr2-90580538-117
Merged-chr4-11684265-15	chr4	11683976	11684571	+	0.000	0.000	Merged-chr4-11684265-15
Merged-chr11-53784040-1	chr11	53783942	53784140	+	0.000	0.000	Merged-chr11-53784040-1
Merged-chr10-111445646-2	chr10	111445474	111445821	+	0.000	0.000	Merged-chr10-111445646-2
Merged-chr11-115423290-9	chr11	115423171	115423442	+	0.000	0.000	Merged-chr11-115423290-9
Merged-chr1-80213878-49	chr1	80213560	80214103	+	0.000	0.000	Merged-chr1-80213878-49
Merged-chr16-33053250-22	chr16	33053091	33053445	+	0.000	0.000	Merged-chr16-33053250-22
Merged-chr8-117482001-12	chr8	117481780	117482213	+	0.000	0.000	Merged-chr8-117482001-12
Merged-chr4-132345366-82	chr4	132344780	132345851	+	0.000	0.000	Merged-chr4-132345366-82
Merged-chr12-100725063-69	chr12	100724758	100725363	+	0.000	0.000	Merged-chr12-100725063-69
Merged-chr5-140506443-2	chr5	140506311	140506577	+	0.000	0.000	Merged-chr5-140506443-2
Merged-chr9-52168586-71	chr9	52168302	52169055	+	0.000	0.000	Merged-chr9-52168586-71
Merged-chr19-56647541-17	chr19	56647395	56647691	+	0.000	0.000	Merged-chr19-56647541-17
Merged-chr2-128451749-44	chr2	128451545	128451938	+	0.000	0.000	Merged-chr2-128451749-44
Merged-chr8-115729318-9	chr8	115728976	115729548	+	0.000	0.000	Merged-chr8-115729318-9
Merged-chr11-53849961-1	chr11	53849863	53850061	+	0.000	0.000	Merged-chr11-53849961-1
Merged-chr5-113548439-8	chr5	113548285	113548599	+	0.000	0.000	Merged-chr5-113548439-8
Merged-chr8-84104784-84	chr8	84104454	84105237	+	0.000	0.000	Merged-chr8-84104784-84
Merged-chr5-124540957-76	chr5	124540482	124541393	+	0.000	0.000	Merged-chr5-124540957-76
Merged-chr9-69452655-1	chr9	69452557	69452755	+	0.000	0.000	Merged-chr9-69452655-1
Merged-chr13-46043341-15	chr13	46043105	46043563	+	0.000	0.000	Merged-chr13-46043341-15
Merged-chr3-142545607-21	chr3	142545422	142545844	+	0.000	0.000	Merged-chr3-142545607-21
Merged-chr11-104571569-15	chr11	104571362	104571750	+	0.000	0.000	Merged-chr11-104571569-15
Merged-chr17-44612310-71	chr17	44611611	44612781	+	0.000	0.000	Merged-chr17-44612310-71
Merged-chr13-101707362-90	chr13	101706870	101707977	+	0.000	0.000	Merged-chr13-101707362-90
Merged-chr19-53530430-22	chr19	53530178	53530671	+	0.000	0.000	Merged-chr19-53530430-22
Merged-chr2-32607511-97	chr2	32606773	32608092	+	0.000	0.000	Merged-chr2-32607511-97
Merged-chrX-167101450-1	chrX	167101352	167101550	+	0.000	0.000	Merged-chrX-167101450-1
Merged-chr13-51645320-81	chr13	51644943	51645562	+	0.000	0.000	Merged-chr13-51645320-81
Merged-chr2-90563524-16	chr2	90563201	90563745	+	0.000	0.000	Merged-chr2-90563524-16
Merged-chr1-133801271-79	chr1	133800994	133801590	+	0.000	0.000	Merged-chr1-133801271-79
Merged-chr14-102806505-76	chr14	102806089	102806829	+	0.000	0.000	Merged-chr14-102806505-76
Merged-chr1-86487682-72	chr1	86487439	86487972	+	0.000	0.000	Merged-chr1-86487682-72
Merged-chr5-150157859-29	chr5	150157627	150158064	+	0.000	0.000	Merged-chr5-150157859-29
Merged-chr4-135114591-19	chr4	135114416	135114892	+	0.000	0.000	Merged-chr4-135114591-19
Merged-chr2-84957968-5	chr2	84957791	84958163	+	0.000	0.000	Merged-chr2-84957968-5
Merged-chr11-82195229-33	chr11	82195019	82195444	+	0.000	0.000	Merged-chr11-82195229-33
Merged-chr18-4351234-31	chr18	4350915	4351524	+	0.000	0.000	Merged-chr18-4351234-31
Merged-chr3-9826362-60	chr3	9825974	9826684	+	0.000	0.000	Merged-chr3-9826362-60
Merged-chr10-8176500-34	chr10	8176223	8176693	+	0.000	0.000	Merged-chr10-8176500-34
Merged-chr18-84082032-1	chr18	84081934	84082132	+	0.000	0.000	Merged-chr18-84082032-1
Merged-chr12-103057140-1	chr12	103057042	103057240	+	0.000	0.000	Merged-chr12-103057140-1
Merged-chr7-143724096-15	chr7	143723911	143724282	+	0.000	0.000	Merged-chr7-143724096-15
Merged-chr1-40473860-44	chr1	40473654	40474121	+	0.000	0.000	Merged-chr1-40473860-44
Merged-chr14-100308241-13	chr14	100308024	100308465	+	0.000	0.000	Merged-chr14-100308241-13
Merged-chr13-30692026-10	chr13	30691822	30692193	+	0.000	0.000	Merged-chr13-30692026-10
Merged-chr6-127152156-113	chr6	127151445	127152798	+	0.000	0.000	Merged-chr6-127152156-113
Merged-chr13-22015822-49	chr13	22015658	22016041	+	0.000	0.000	Merged-chr13-22015822-49
Merged-chr5-99974081-2	chr5	99973917	99974248	+	0.000	0.000	Merged-chr5-99974081-2
Merged-chr6-56568855-65	chr6	56568518	56569256	+	0.000	0.000	Merged-chr6-56568855-65
Merged-chr3-136941432-82	chr3	136940990	136941682	+	0.000	0.000	Merged-chr3-136941432-82
Merged-chr3-96262408-4	chr3	96262256	96262537	+	0.000	0.000	Merged-chr3-96262408-4
Merged-chr4-135108844-32	chr4	135108587	135109036	+	0.000	0.000	Merged-chr4-135108844-32
Merged-chr17-56304020-73	chr17	56303620	56304443	+	0.000	0.000	Merged-chr17-56304020-73
Merged-chr16-91793603-12	chr16	91793407	91793838	+	0.000	0.000	Merged-chr16-91793603-12
Merged-chr2-180473104-38	chr2	180472738	180473466	+	0.000	0.000	Merged-chr2-180473104-38
Merged-chr15-85859649-49	chr15	85859422	85859863	+	0.000	0.000	Merged-chr15-85859649-49
Merged-chr4-43964445-9	chr4	43964309	43964615	+	0.000	0.000	Merged-chr4-43964445-9
Merged-chr10-91177490-19	chr10	91177304	91177685	+	0.000	0.000	Merged-chr10-91177490-19
Merged-chr15-102231455-101	chr15	102230835	102232229	+	0.000	0.000	Merged-chr15-102231455-101
Merged-chr1-134067296-40	chr1	134067015	134067523	+	0.000	0.000	Merged-chr1-134067296-40
Merged-chr3-30868896-6	chr3	30868751	30869068	+	0.000	0.000	Merged-chr3-30868896-6
Merged-chr19-43524654-33	chr19	43524465	43524902	+	0.000	0.000	Merged-chr19-43524654-33
Merged-chr2-9796210-5	chr2	9796101	9796349	+	0.000	0.000	Merged-chr2-9796210-5
Merged-chr18-65802610-12	chr18	65802224	65802850	+	0.000	0.000	Merged-chr18-65802610-12
Merged-chr16-3976353-94	chr16	3975885	3976697	+	0.000	0.000	Merged-chr16-3976353-94
Merged-chr14-70798760-56	chr14	70798485	70798947	+	0.000	0.000	Merged-chr14-70798760-56
Merged-chr14-62353676-8	chr14	62353457	62353835	+	0.000	0.000	Merged-chr14-62353676-8
Merged-chr2-180740505-20	chr2	180740286	180740764	+	0.000	0.000	Merged-chr2-180740505-20
Merged-chr16-32431022-65	chr16	32430712	32431308	+	0.000	0.000	Merged-chr16-32431022-65
Merged-chr2-153649783-79	chr2	153649512	153650074	+	0.000	0.000	Merged-chr2-153649783-79
Merged-chr2-128367839-63	chr2	128367408	128368225	+	0.000	0.000	Merged-chr2-128367839-63
Merged-chr10-70033163-33	chr10	70032940	70033398	+	0.000	0.000	Merged-chr10-70033163-33
Merged-chr18-65801894-18	chr18	65801578	65802206	+	0.000	0.000	Merged-chr18-65801894-18
Merged-chr1-40466298-3	chr1	40466200	40466398	+	0.000	0.000	Merged-chr1-40466298-3
Merged-chr14-103654020-23	chr14	103653839	103654213	+	0.000	0.000	Merged-chr14-103654020-23
Merged-chr11-53841703-6	chr11	53841579	53841820	+	0.000	0.000	Merged-chr11-53841703-6
Merged-chr9-32506357-7	chr9	32506125	32506526	+	0.000	0.000	Merged-chr9-32506357-7
Merged-chr3-88087940-2	chr3	88087827	88088056	+	0.000	0.000	Merged-chr3-88087940-2
Merged-chr18-13010968-6	chr18	13010795	13011146	+	0.000	0.000	Merged-chr18-13010968-6
Merged-chr6-112696519-84	chr6	112696272	112696812	+	0.000	0.000	Merged-chr6-112696519-84
Merged-chr8-94172741-53	chr8	94172268	94173602	+	0.000	0.000	Merged-chr8-94172741-53
Merged-chr14-100210718-16	chr14	100210598	100210898	+	0.000	0.000	Merged-chr14-100210718-16
Merged-chr8-115136921-34	chr8	115136693	115137126	+	0.000	0.000	Merged-chr8-115136921-34
Merged-chr1-130996507-33	chr1	130996265	130996673	+	0.000	0.000	Merged-chr1-130996507-33
Merged-chr17-23969178-28	chr17	23968888	23969534	+	0.000	0.000	Merged-chr17-23969178-28
Merged-chr10-95563387-9	chr10	95563257	95563544	+	0.000	0.000	Merged-chr10-95563387-9
Merged-chr16-44331796-3	chr16	44331657	44331944	+	0.000	0.000	Merged-chr16-44331796-3
Merged-chr19-20390603-26	chr19	20390312	20390804	+	0.000	0.000	Merged-chr19-20390603-26
Merged-chr3-136742959-57	chr3	136742716	136743201	+	0.000	0.000	Merged-chr3-136742959-57
Merged-chr4-135168211-13	chr4	135168047	135168437	+	0.000	0.000	Merged-chr4-135168211-13
Merged-chr18-73623200-49	chr18	73622925	73623416	+	0.000	0.000	Merged-chr18-73623200-49
Merged-chr7-118491793-99	chr7	118491326	118492398	+	0.000	0.000	Merged-chr7-118491793-99
Merged-chr4-134468670-124	chr4	134468221	134469331	+	0.000	0.000	Merged-chr4-134468670-124
Merged-chr4-136172878-4	chr4	136172723	136172997	+	0.000	0.000	Merged-chr4-136172878-4
Merged-chr11-105626038-5	chr11	105625893	105626165	+	0.000	0.000	Merged-chr11-105626038-5
Merged-chr7-102441849-49	chr7	102441543	102442069	+	0.000	0.000	Merged-chr7-102441849-49
Merged-chr11-109497188-14	chr11	109497001	109497388	+	0.000	0.000	Merged-chr11-109497188-14
Merged-chr11-55023207-51	chr11	55022951	55023435	+	0.000	0.000	Merged-chr11-55023207-51
Merged-chr2-113905137-3	chr2	113905012	113905253	+	0.000	0.000	Merged-chr2-113905137-3
Merged-chr1-131038548-61	chr1	131038152	131038994	+	0.000	0.000	Merged-chr1-131038548-61
Merged-chr4-72200027-3	chr4	72199869	72200210	+	0.000	0.000	Merged-chr4-72200027-3
Merged-chr4-8648442-8	chr4	8648202	8648669	+	0.000	0.000	Merged-chr4-8648442-8
Merged-chr19-41803519-16	chr19	41803378	41803724	+	0.000	0.000	Merged-chr19-41803519-16
Merged-chr10-120189510-27	chr10	120189321	120189831	+	0.000	0.000	Merged-chr10-120189510-27
Merged-chr3-142560586-84	chr3	142560209	142561041	+	0.000	0.000	Merged-chr3-142560586-84
Merged-chr5-112286717-1	chr5	112286619	112286817	+	0.000	0.000	Merged-chr5-112286717-1
Merged-chr5-139325406-99	chr5	139324905	139325785	+	0.000	0.000	Merged-chr5-139325406-99
Merged-chr11-55031517-56	chr11	55031317	55031807	+	0.000	0.000	Merged-chr11-55031517-56
Merged-chr1-131910348-5	chr1	131910218	131910521	+	0.000	0.000	Merged-chr1-131910348-5
Merged-chr2-128377722-57	chr2	128377134	128378480	+	0.000	0.000	Merged-chr2-128377722-57
Merged-chr5-112271148-61	chr5	112270878	112271363	+	0.000	0.000	Merged-chr5-112271148-61
Merged-chr2-84939915-5	chr2	84939801	84940025	+	0.000	0.000	Merged-chr2-84939915-5
Merged-chr6-8712206-28	chr6	8711944	8712550	+	0.000	0.000	Merged-chr6-8712206-28
Merged-chr5-140521372-2	chr5	140521251	140521495	+	0.000	0.000	Merged-chr5-140521372-2
Merged-chr10-70040122-43	chr10	70039885	70040332	+	0.000	0.000	Merged-chr10-70040122-43
Merged-chr17-44614795-1	chr17	44614697	44614895	+	0.000	0.000	Merged-chr17-44614795-1
Merged-chr14-70286358-3	chr14	70286253	70286463	+	0.000	0.000	Merged-chr14-70286358-3
Merged-chr10-44565261-15	chr10	44565059	44565513	+	0.000	0.000	Merged-chr10-44565261-15
Merged-chr3-142530437-70	chr3	142530179	142530674	+	0.000	0.000	Merged-chr3-142530437-70
Merged-chr11-67580687-16	chr11	67580435	67580865	+	0.000	0.000	Merged-chr11-67580687-16
Merged-chr1-167374640-30	chr1	167374405	167374843	+	0.000	0.000	Merged-chr1-167374640-30
