#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/TFH_Associated--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_Naive.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_Naive.dn.bed
Merged-chr6-145090956-22	chr6	145090666	145091326	+	0.000	0.000	Merged-chr6-145090956-22
Merged-chr3-137879521-3	chr3	137879379	137879666	+	0.000	0.000	Merged-chr3-137879521-3
Merged-chr16-76549789-43	chr16	76549390	76550085	+	0.000	0.000	Merged-chr16-76549789-43
Merged-chr14-121545671-6	chr14	121545555	121545814	+	0.000	0.000	Merged-chr14-121545671-6
Merged-chr13-58388216-46	chr13	58388014	58388589	+	0.000	0.000	Merged-chr13-58388216-46
Merged-chr1-36260674-2	chr1	36260495	36260855	+	0.000	0.000	Merged-chr1-36260674-2
Merged-chr12-17737331-11	chr12	17737084	17737671	+	0.000	0.000	Merged-chr12-17737331-11
Merged-chr13-109821879-3	chr13	109821781	109821979	+	0.000	0.000	Merged-chr13-109821879-3
Merged-chr12-84270208-31	chr12	84269906	84270491	+	0.000	0.000	Merged-chr12-84270208-31
Merged-chr13-73646864-32	chr13	73646603	73647357	+	0.000	0.000	Merged-chr13-73646864-32
Merged-chr5-107399265-5	chr5	107399085	107399426	+	0.000	0.000	Merged-chr5-107399265-5
Merged-chr5-34187063-1	chr5	34186965	34187163	+	0.000	0.000	Merged-chr5-34187063-1
Merged-chr12-83988415-1	chr12	83988317	83988515	+	0.000	0.000	Merged-chr12-83988415-1
Merged-chr14-57769251-39	chr14	57769003	57769481	+	0.000	0.000	Merged-chr14-57769251-39
Merged-chr16-76354540-16	chr16	76354368	76354782	+	0.000	0.000	Merged-chr16-76354540-16
Merged-chr4-54104301-1	chr4	54104203	54104401	+	0.000	0.000	Merged-chr4-54104301-1
Merged-chr3-97294559-20	chr3	97294353	97294746	+	0.000	0.000	Merged-chr3-97294559-20
Merged-chr14-78384598-5	chr14	78384401	78384752	+	0.000	0.000	Merged-chr14-78384598-5
Merged-chr2-103640943-2	chr2	103640834	103641054	+	0.000	0.000	Merged-chr2-103640943-2
Merged-chr11-79142145-3	chr11	79142021	79142258	+	0.000	0.000	Merged-chr11-79142145-3
Merged-chr15-100838905-1	chr15	100838807	100839005	+	0.000	0.000	Merged-chr15-100838905-1
Merged-chr2-32847236-54	chr2	32846664	32847557	+	0.000	0.000	Merged-chr2-32847236-54
Merged-chr14-61648687-125	chr14	61648247	61649118	+	0.000	0.000	Merged-chr14-61648687-125
Merged-chr12-55488761-97	chr12	55488027	55489360	+	0.000	0.000	Merged-chr12-55488761-97
Merged-chr2-135702519-1	chr2	135702421	135702619	+	0.000	0.000	Merged-chr2-135702519-1
Merged-chr12-115952646-44	chr12	115952385	115952892	+	0.000	0.000	Merged-chr12-115952646-44
Merged-chr4-32132058-6	chr4	32131936	32132181	+	0.000	0.000	Merged-chr4-32132058-6
Merged-chr2-155692247-54	chr2	155691822	155692561	+	0.000	0.000	Merged-chr2-155692247-54
Merged-chr14-10526900-22	chr14	10526643	10527219	+	0.000	0.000	Merged-chr14-10526900-22
Merged-chr11-61111702-1	chr11	61111604	61111802	+	0.000	0.000	Merged-chr11-61111702-1
Merged-chr1-128667443-20	chr1	128667261	128667602	+	0.000	0.000	Merged-chr1-128667443-20
Merged-chr2-25620052-1	chr2	25619954	25620152	+	0.000	0.000	Merged-chr2-25620052-1
Merged-chr18-55653347-9	chr18	55653203	55653520	+	0.000	0.000	Merged-chr18-55653347-9
Merged-chr1-33814282-91	chr1	33813923	33814727	+	0.000	0.000	Merged-chr1-33814282-91
Merged-chr2-109280908-63	chr2	109280693	109281206	+	0.000	0.000	Merged-chr2-109280908-63
Merged-chr11-61854345-5	chr11	61854229	61854458	+	0.000	0.000	Merged-chr11-61854345-5
Merged-chr2-161109089-80	chr2	161108825	161109343	+	0.000	0.000	Merged-chr2-161109089-80
Merged-chr14-78482799-45	chr14	78482635	78483048	+	0.000	0.000	Merged-chr14-78482799-45
Merged-chr7-25755433-131	chr7	25754962	25755711	+	0.000	0.000	Merged-chr7-25755433-131
Merged-chr7-80840493-7	chr7	80840357	80840649	+	0.000	0.000	Merged-chr7-80840493-7
Merged-chr3-87617465-67	chr3	87617190	87617742	+	0.000	0.000	Merged-chr3-87617465-67
Merged-chr4-106842626-1	chr4	106842528	106842726	+	0.000	0.000	Merged-chr4-106842626-1
Merged-chr8-61448981-17	chr8	61448720	61449332	+	0.000	0.000	Merged-chr8-61448981-17
Merged-chr9-65188751-4	chr9	65188624	65188877	+	0.000	0.000	Merged-chr9-65188751-4
Merged-chr6-99241934-12	chr6	99241694	99242242	+	0.000	0.000	Merged-chr6-99241934-12
Merged-chr1-179520113-7	chr1	179519988	179520260	+	0.000	0.000	Merged-chr1-179520113-7
Merged-chr12-17691994-42	chr12	17691669	17692271	+	0.000	0.000	Merged-chr12-17691994-42
Merged-chr2-160731444-61	chr2	160731263	160731778	+	0.000	0.000	Merged-chr2-160731444-61
Merged-chr3-131024201-9	chr3	131024017	131024445	+	0.000	0.000	Merged-chr3-131024201-9
Merged-chr5-65910646-31	chr5	65910419	65910876	+	0.000	0.000	Merged-chr5-65910646-31
Merged-chr4-106828522-2	chr4	106828407	106828639	+	0.000	0.000	Merged-chr4-106828522-2
Merged-chr19-4000436-69	chr19	4000218	4000690	+	0.000	0.000	Merged-chr19-4000436-69
Merged-chr12-112942190-79	chr12	112941943	112942393	+	0.000	0.000	Merged-chr12-112942190-79
Merged-chr4-43656546-52	chr4	43656246	43656848	+	0.000	0.000	Merged-chr4-43656546-52
Merged-chr4-139380669-66	chr4	139380278	139380961	+	0.000	0.000	Merged-chr4-139380669-66
Merged-chr4-6975931-27	chr4	6975640	6976135	+	0.000	0.000	Merged-chr4-6975931-27
Merged-chr5-64813644-15	chr5	64813452	64813901	+	0.000	0.000	Merged-chr5-64813644-15
Merged-chr4-53920761-26	chr4	53920316	53921044	+	0.000	0.000	Merged-chr4-53920761-26
Merged-chr5-65896213-3	chr5	65896084	65896371	+	0.000	0.000	Merged-chr5-65896213-3
Merged-chr2-75055098-51	chr2	75054873	75055422	+	0.000	0.000	Merged-chr2-75055098-51
Merged-chr2-68350885-39	chr2	68350610	68351172	+	0.000	0.000	Merged-chr2-68350885-39
Merged-chr6-6217915-1	chr6	6217817	6218015	+	0.000	0.000	Merged-chr6-6217915-1
Merged-chr19-29210220-25	chr19	29209981	29210471	+	0.000	0.000	Merged-chr19-29210220-25
Merged-chr17-84353929-2	chr17	84353805	84354056	+	0.000	0.000	Merged-chr17-84353929-2
Merged-chr2-169393966-1	chr2	169393868	169394066	+	0.000	0.000	Merged-chr2-169393966-1
Merged-chr16-77014635-1	chr16	77014537	77014735	+	0.000	0.000	Merged-chr16-77014635-1
Merged-chr5-64029830-27	chr5	64029678	64030014	+	0.000	0.000	Merged-chr5-64029830-27
Merged-chr8-8334165-4	chr8	8333981	8334327	+	0.000	0.000	Merged-chr8-8334165-4
Merged-chr17-56462383-73	chr17	56462160	56462588	+	0.000	0.000	Merged-chr17-56462383-73
Merged-chr4-116598555-1	chr4	116598457	116598655	+	0.000	0.000	Merged-chr4-116598555-1
Merged-chr3-52007872-51	chr3	52007462	52008476	+	0.000	0.000	Merged-chr3-52007872-51
Merged-chr11-69767562-1	chr11	69767464	69767662	+	0.000	0.000	Merged-chr11-69767562-1
Merged-chr10-96787380-49	chr10	96787074	96787591	+	0.000	0.000	Merged-chr10-96787380-49
Merged-chr7-80209951-53	chr7	80209693	80210156	+	0.000	0.000	Merged-chr7-80209951-53
Merged-chr2-32852392-1	chr2	32852294	32852492	+	0.000	0.000	Merged-chr2-32852392-1
Merged-chr17-7929404-1	chr17	7929306	7929504	+	0.000	0.000	Merged-chr17-7929404-1
Merged-chr11-117954336-16	chr11	117954136	117954569	+	0.000	0.000	Merged-chr11-117954336-16
Merged-chr10-94991940-58	chr10	94991484	94992502	+	0.000	0.000	Merged-chr10-94991940-58
Merged-chr7-16330514-7	chr7	16330363	16330716	+	0.000	0.000	Merged-chr7-16330514-7
Merged-chr2-146511871-105	chr2	146511583	146512159	+	0.000	0.000	Merged-chr2-146511871-105
Merged-chr13-21366779-27	chr13	21366623	21366940	+	0.000	0.000	Merged-chr13-21366779-27
Merged-chr2-120563273-1	chr2	120563175	120563373	+	0.000	0.000	Merged-chr2-120563273-1
Merged-chr2-21261749-29	chr2	21261474	21262022	+	0.000	0.000	Merged-chr2-21261749-29
Merged-chr5-44239344-7	chr5	44239203	44239484	+	0.000	0.000	Merged-chr5-44239344-7
Merged-chr15-6612978-36	chr15	6612713	6613223	+	0.000	0.000	Merged-chr15-6612978-36
Merged-chr5-86778111-4	chr5	86777989	86778242	+	0.000	0.000	Merged-chr5-86778111-4
Merged-chr4-139616074-1	chr4	139615976	139616174	+	0.000	0.000	Merged-chr4-139616074-1
Merged-chr5-139384853-4	chr5	139384732	139384979	+	0.000	0.000	Merged-chr5-139384853-4
Merged-chr2-21187692-27	chr2	21187473	21187971	+	0.000	0.000	Merged-chr2-21187692-27
Merged-chr11-62598786-4	chr11	62598675	62598900	+	0.000	0.000	Merged-chr11-62598786-4
Merged-chr17-31058889-44	chr17	31058623	31059148	+	0.000	0.000	Merged-chr17-31058889-44
Merged-chr5-107303598-32	chr5	107303379	107303806	+	0.000	0.000	Merged-chr5-107303598-32
Merged-chr12-52504054-125	chr12	52503642	52504327	+	0.000	0.000	Merged-chr12-52504054-125
Merged-chr5-75557558-1	chr5	75557460	75557658	+	0.000	0.000	Merged-chr5-75557558-1
Merged-chr19-5433473-34	chr19	5432963	5434048	+	0.000	0.000	Merged-chr19-5433473-34
Merged-chr10-81256732-1	chr10	81256634	81256832	+	0.000	0.000	Merged-chr10-81256732-1
Merged-chr16-57500995-13	chr16	57500792	57501192	+	0.000	0.000	Merged-chr16-57500995-13
Merged-chr15-12321794-133	chr15	12321090	12322178	+	0.000	0.000	Merged-chr15-12321794-133
Merged-chr4-88034103-5	chr4	88034005	88034203	+	0.000	0.000	Merged-chr4-88034103-5
Merged-chr11-99171665-2	chr11	99171561	99171771	+	0.000	0.000	Merged-chr11-99171665-2
Merged-chr2-117374468-47	chr2	117374187	117374760	+	0.000	0.000	Merged-chr2-117374468-47
Merged-chr2-165889031-9	chr2	165888852	165889327	+	0.000	0.000	Merged-chr2-165889031-9
Merged-chr4-32248517-28	chr4	32248290	32248744	+	0.000	0.000	Merged-chr4-32248517-28
Merged-chr16-45197037-17	chr16	45196832	45197254	+	0.000	0.000	Merged-chr16-45197037-17
Merged-chr8-110939286-87	chr8	110939086	110939515	+	0.000	0.000	Merged-chr8-110939286-87
Merged-chr16-48777547-16	chr16	48777281	48777806	+	0.000	0.000	Merged-chr16-48777547-16
Merged-chr15-75941045-45	chr15	75940793	75941390	+	0.000	0.000	Merged-chr15-75941045-45
Merged-chr14-8006109-16	chr14	8006007	8006214	+	0.000	0.000	Merged-chr14-8006109-16
Merged-chr1-33757115-3	chr1	33756994	33757234	+	0.000	0.000	Merged-chr1-33757115-3
Merged-chr11-3332226-71	chr11	3331880	3332500	+	0.000	0.000	Merged-chr11-3332226-71
Merged-chr14-121925437-1	chr14	121925339	121925537	+	0.000	0.000	Merged-chr14-121925437-1
Merged-chr9-96631184-121	chr9	96630935	96631336	+	0.000	0.000	Merged-chr9-96631184-121
Merged-chr12-36136129-16	chr12	36135956	36136279	+	0.000	0.000	Merged-chr12-36136129-16
Merged-chr16-33584365-76	chr16	33583727	33584797	+	0.000	0.000	Merged-chr16-33584365-76
Merged-chr2-122485879-27	chr2	122485706	122486128	+	0.000	0.000	Merged-chr2-122485879-27
Merged-chr8-111563959-25	chr8	111563724	111564161	+	0.000	0.000	Merged-chr8-111563959-25
Merged-chr11-115461970-11	chr11	115461817	115462150	+	0.000	0.000	Merged-chr11-115461970-11
Merged-chr8-45345130-53	chr8	45344824	45345376	+	0.000	0.000	Merged-chr8-45345130-53
Merged-chr5-140419810-1	chr5	140419712	140419910	+	0.000	0.000	Merged-chr5-140419810-1
Merged-chr1-160907209-4	chr1	160907063	160907367	+	0.000	0.000	Merged-chr1-160907209-4
Merged-chr15-99457871-64	chr15	99457583	99458205	+	0.000	0.000	Merged-chr15-99457871-64
Merged-chr16-97271510-1	chr16	97271412	97271610	+	0.000	0.000	Merged-chr16-97271510-1
Merged-chr1-36807272-8	chr1	36807071	36807446	+	0.000	0.000	Merged-chr1-36807272-8
Merged-chr2-59339754-115	chr2	59339204	59340201	+	0.000	0.000	Merged-chr2-59339754-115
Merged-chr15-64311956-7	chr15	64311816	64312143	+	0.000	0.000	Merged-chr15-64311956-7
Merged-chr5-65886027-3	chr5	65885877	65886204	+	0.000	0.000	Merged-chr5-65886027-3
Merged-chr10-18235094-77	chr10	18234740	18235328	+	0.000	0.000	Merged-chr10-18235094-77
Merged-chr2-30547911-31	chr2	30547495	30548285	+	0.000	0.000	Merged-chr2-30547911-31
Merged-chr17-15705422-157	chr17	15705200	15705777	+	0.000	0.000	Merged-chr17-15705422-157
Merged-chr1-128615083-92	chr1	128614797	128615281	+	0.000	0.000	Merged-chr1-128615083-92
Merged-chr12-111694748-9	chr12	111694547	111694975	+	0.000	0.000	Merged-chr12-111694748-9
Merged-chr5-65861345-20	chr5	65861169	65861701	+	0.000	0.000	Merged-chr5-65861345-20
Merged-chrX-98150921-9	chrX	98150643	98151169	+	0.000	0.000	Merged-chrX-98150921-9
Merged-chr12-16192052-10	chr12	16191879	16192286	+	0.000	0.000	Merged-chr12-16192052-10
Merged-chr10-93194947-1	chr10	93194849	93195047	+	0.000	0.000	Merged-chr10-93194947-1
Merged-chr12-14003788-4	chr12	14003598	14003937	+	0.000	0.000	Merged-chr12-14003788-4
Merged-chr16-45016685-21	chr16	45016510	45016849	+	0.000	0.000	Merged-chr16-45016685-21
Merged-chr15-36440213-15	chr15	36439994	36440453	+	0.000	0.000	Merged-chr15-36440213-15
Merged-chr2-135805838-2	chr2	135805717	135805961	+	0.000	0.000	Merged-chr2-135805838-2
Merged-chr17-30054063-2	chr17	30053951	30054177	+	0.000	0.000	Merged-chr17-30054063-2
Merged-chr17-5935124-37	chr17	5934883	5935518	+	0.000	0.000	Merged-chr17-5935124-37
Merged-chr6-99389059-78	chr6	99388645	99389416	+	0.000	0.000	Merged-chr6-99389059-78
Merged-chr5-65871606-49	chr5	65871412	65871849	+	0.000	0.000	Merged-chr5-65871606-49
Merged-chr12-36039807-28	chr12	36039631	36040067	+	0.000	0.000	Merged-chr12-36039807-28
Merged-chr12-80116996-2	chr12	80116898	80117096	+	0.000	0.000	Merged-chr12-80116996-2
Merged-chr10-17563069-2	chr10	17562970	17563171	+	0.000	0.000	Merged-chr10-17563069-2
Merged-chr15-36282913-112	chr15	36282619	36283479	+	0.000	0.000	Merged-chr15-36282913-112
Merged-chr6-129275462-82	chr6	129275065	129275759	+	0.000	0.000	Merged-chr6-129275462-82
Merged-chr5-65873150-53	chr5	65872728	65873619	+	0.000	0.000	Merged-chr5-65873150-53
Merged-chr13-34131233-123	chr13	34130645	34132012	+	0.000	0.000	Merged-chr13-34131233-123
Merged-chr8-110919829-64	chr8	110919599	110920174	+	0.000	0.000	Merged-chr8-110919829-64
Merged-chr13-75035178-8	chr13	75034864	75035386	+	0.000	0.000	Merged-chr13-75035178-8
Merged-chr10-12985296-24	chr10	12985136	12985470	+	0.000	0.000	Merged-chr10-12985296-24
Merged-chr7-79710128-1	chr7	79710030	79710228	+	0.000	0.000	Merged-chr7-79710128-1
Merged-chr11-116782885-34	chr11	116782653	116783137	+	0.000	0.000	Merged-chr11-116782885-34
Merged-chr16-11461779-30	chr16	11461557	11462009	+	0.000	0.000	Merged-chr16-11461779-30
Merged-chr9-121316759-2	chr9	121316661	121316859	+	0.000	0.000	Merged-chr9-121316759-2
Merged-chr12-8357628-21	chr12	8357441	8357814	+	0.000	0.000	Merged-chr12-8357628-21
Merged-chr13-108753376-1	chr13	108753278	108753476	+	0.000	0.000	Merged-chr13-108753376-1
Merged-chr4-33261624-24	chr4	33261415	33261847	+	0.000	0.000	Merged-chr4-33261624-24
Merged-chr5-115635680-25	chr5	115635444	115635903	+	0.000	0.000	Merged-chr5-115635680-25
Merged-chr3-95686891-1	chr3	95686793	95686991	+	0.000	0.000	Merged-chr3-95686891-1
Merged-chr16-45408712-82	chr16	45408158	45409080	+	0.000	0.000	Merged-chr16-45408712-82
Merged-chr10-60388992-1	chr10	60388894	60389092	+	0.000	0.000	Merged-chr10-60388992-1
Merged-chr9-107563217-52	chr9	107563026	107563415	+	0.000	0.000	Merged-chr9-107563217-52
Merged-chr11-3182176-3	chr11	3181948	3182394	+	0.000	0.000	Merged-chr11-3182176-3
Merged-chr12-80315468-2	chr12	80315321	80315617	+	0.000	0.000	Merged-chr12-80315468-2
Merged-chr12-77020175-38	chr12	77019962	77020425	+	0.000	0.000	Merged-chr12-77020175-38
Merged-chr3-126836069-3	chr3	126835923	126836203	+	0.000	0.000	Merged-chr3-126836069-3
Merged-chr4-32365422-5	chr4	32365280	32365548	+	0.000	0.000	Merged-chr4-32365422-5
Merged-chr17-56330694-11	chr17	56330465	56330870	+	0.000	0.000	Merged-chr17-56330694-11
Merged-chr14-8659683-4	chr14	8659526	8659862	+	0.000	0.000	Merged-chr14-8659683-4
Merged-chr4-6902049-115	chr4	6901386	6902656	+	0.000	0.000	Merged-chr4-6902049-115
Merged-chr11-21173960-3	chr11	21173791	21174141	+	0.000	0.000	Merged-chr11-21173960-3
Merged-chr1-128675769-5	chr1	128675587	128675959	+	0.000	0.000	Merged-chr1-128675769-5
Merged-chr7-19628983-103	chr7	19628594	19629662	+	0.000	0.000	Merged-chr7-19628983-103
Merged-chr10-80398930-4	chr10	80398826	80399037	+	0.000	0.000	Merged-chr10-80398930-4
Merged-chr7-99535229-9	chr7	99534913	99535475	+	0.000	0.000	Merged-chr7-99535229-9
Merged-chr1-36272682-8	chr1	36272524	36272867	+	0.000	0.000	Merged-chr1-36272682-8
Merged-chr4-115075669-27	chr4	115075250	115075941	+	0.000	0.000	Merged-chr4-115075669-27
Merged-chr9-92499924-26	chr9	92499720	92500182	+	0.000	0.000	Merged-chr9-92499924-26
Merged-chr8-111566005-2	chr8	111565889	111566123	+	0.000	0.000	Merged-chr8-111566005-2
Merged-chr11-48928222-10	chr11	48928039	48928389	+	0.000	0.000	Merged-chr11-48928222-10
Merged-chr1-39281232-20	chr1	39280937	39281437	+	0.000	0.000	Merged-chr1-39281232-20
Merged-chr5-136503976-6	chr5	136503845	136504132	+	0.000	0.000	Merged-chr5-136503976-6
Merged-chr2-155691638-1	chr2	155691540	155691738	+	0.000	0.000	Merged-chr2-155691638-1
Merged-chr12-28667449-7	chr12	28667262	28667643	+	0.000	0.000	Merged-chr12-28667449-7
Merged-chr5-134551509-2	chr5	134551404	134551616	+	0.000	0.000	Merged-chr5-134551509-2
Merged-chr2-117322552-8	chr2	117322411	117322765	+	0.000	0.000	Merged-chr2-117322552-8
Merged-chr15-6574707-44	chr15	6574500	6574911	+	0.000	0.000	Merged-chr15-6574707-44
Merged-chr11-59809207-3	chr11	59809085	59809325	+	0.000	0.000	Merged-chr11-59809207-3
Merged-chr19-46495312-1	chr19	46495214	46495412	+	0.000	0.000	Merged-chr19-46495312-1
Merged-chr3-89912987-87	chr3	89912556	89913444	+	0.000	0.000	Merged-chr3-89912987-87
Merged-chr4-32291008-1	chr4	32290910	32291108	+	0.000	0.000	Merged-chr4-32291008-1
Merged-chr9-62828168-1	chr9	62828070	62828268	+	0.000	0.000	Merged-chr9-62828168-1
Merged-chr14-31436048-54	chr14	31435745	31436319	+	0.000	0.000	Merged-chr14-31436048-54
Merged-chr4-155169088-50	chr4	155168708	155169449	+	0.000	0.000	Merged-chr4-155169088-50
Merged-chr10-59932702-41	chr10	59932442	59932913	+	0.000	0.000	Merged-chr10-59932702-41
Merged-chr19-6942503-7	chr19	6942328	6942765	+	0.000	0.000	Merged-chr19-6942503-7
Merged-chr12-41040097-12	chr12	41039850	41040292	+	0.000	0.000	Merged-chr12-41040097-12
Merged-chr4-134767193-7	chr4	134767046	134767362	+	0.000	0.000	Merged-chr4-134767193-7
Merged-chr16-11066364-53	chr16	11066111	11066680	+	0.000	0.000	Merged-chr16-11066364-53
Merged-chr2-30077913-94	chr2	30077349	30078673	+	0.000	0.000	Merged-chr2-30077913-94
Merged-chr11-3147923-2	chr11	3147825	3148023	+	0.000	0.000	Merged-chr11-3147923-2
Merged-chr15-89131620-40	chr15	89131385	89131849	+	0.000	0.000	Merged-chr15-89131620-40
Merged-chr7-78569115-35	chr7	78568825	78569478	+	0.000	0.000	Merged-chr7-78569115-35
Merged-chr4-88035393-20	chr4	88034879	88035777	+	0.000	0.000	Merged-chr4-88035393-20
Merged-chr17-15829818-1	chr17	15829720	15829918	+	0.000	0.000	Merged-chr17-15829818-1
Merged-chr1-60447262-12	chr1	60447085	60447409	+	0.000	0.000	Merged-chr1-60447262-12
Merged-chr5-32713238-1	chr5	32713140	32713338	+	0.000	0.000	Merged-chr5-32713238-1
Merged-chr15-27780986-10	chr15	27780802	27781145	+	0.000	0.000	Merged-chr15-27780986-10
Merged-chr19-36559499-3	chr19	36559365	36559654	+	0.000	0.000	Merged-chr19-36559499-3
Merged-chr15-79741879-143	chr15	79741111	79742761	+	0.000	0.000	Merged-chr15-79741879-143
Merged-chr15-6592638-64	chr15	6592184	6593037	+	0.000	0.000	Merged-chr15-6592638-64
Merged-chr4-116016472-1	chr4	116016374	116016572	+	0.000	0.000	Merged-chr4-116016472-1
Merged-chr2-21222970-39	chr2	21222637	21223342	+	0.000	0.000	Merged-chr2-21222970-39
Merged-chr1-60986239-9	chr1	60986040	60986443	+	0.000	0.000	Merged-chr1-60986239-9
Merged-chr19-46045244-64	chr19	46044978	46045710	+	0.000	0.000	Merged-chr19-46045244-64
Merged-chr6-134362439-2	chr6	134362312	134362568	+	0.000	0.000	Merged-chr6-134362439-2
Merged-chr6-47943219-33	chr6	47942922	47943465	+	0.000	0.000	Merged-chr6-47943219-33
Merged-chr10-100065846-1	chr10	100065748	100065946	+	0.000	0.000	Merged-chr10-100065846-1
Merged-chr5-53999061-135	chr5	53998686	53999487	+	0.000	0.000	Merged-chr5-53999061-135
Merged-chr2-49313171-56	chr2	49312956	49313434	+	0.000	0.000	Merged-chr2-49313171-56
Merged-chr1-138298288-12	chr1	138298103	138298461	+	0.000	0.000	Merged-chr1-138298288-12
Merged-chr7-4866291-57	chr7	4865939	4866647	+	0.000	0.000	Merged-chr7-4866291-57
Merged-chr15-35075235-6	chr15	35075042	35075394	+	0.000	0.000	Merged-chr15-35075235-6
Merged-chr9-61860455-30	chr9	61860223	61860605	+	0.000	0.000	Merged-chr9-61860455-30
Merged-chr3-136264415-1	chr3	136264317	136264515	+	0.000	0.000	Merged-chr3-136264415-1
Merged-chr3-51882112-17	chr3	51881702	51882323	+	0.000	0.000	Merged-chr3-51882112-17
Merged-chr2-135731244-1	chr2	135731146	135731344	+	0.000	0.000	Merged-chr2-135731244-1
Merged-chr5-146757539-9	chr5	146757345	146757725	+	0.000	0.000	Merged-chr5-146757539-9
Merged-chr13-91033672-15	chr13	91033510	91033823	+	0.000	0.000	Merged-chr13-91033672-15
Merged-chr13-117284235-48	chr13	117283941	117284476	+	0.000	0.000	Merged-chr13-117284235-48
Merged-chr12-76853290-4	chr12	76853171	76853412	+	0.000	0.000	Merged-chr12-76853290-4
Merged-chr19-34570289-10	chr19	34570083	34570462	+	0.000	0.000	Merged-chr19-34570289-10
Merged-chr4-44981531-52	chr4	44981322	44981733	+	0.000	0.000	Merged-chr4-44981531-52
Merged-chr17-57062226-6	chr17	57062023	57062458	+	0.000	0.000	Merged-chr17-57062226-6
Merged-chr13-5170949-1	chr13	5170851	5171049	+	0.000	0.000	Merged-chr13-5170949-1
Merged-chr17-3077504-49	chr17	3077065	3078018	+	0.000	0.000	Merged-chr17-3077504-49
Merged-chr16-91063973-29	chr16	91063742	91064316	+	0.000	0.000	Merged-chr16-91063973-29
Merged-chr17-28691493-70	chr17	28691043	28692157	+	0.000	0.000	Merged-chr17-28691493-70
Merged-chr11-4463139-8	chr11	4463000	4463306	+	0.000	0.000	Merged-chr11-4463139-8
Merged-chr4-32363760-31	chr4	32363533	32363997	+	0.000	0.000	Merged-chr4-32363760-31
Merged-chr16-45234640-6	chr16	45234357	45234856	+	0.000	0.000	Merged-chr16-45234640-6
Merged-chr1-131096344-2	chr1	131096229	131096462	+	0.000	0.000	Merged-chr1-131096344-2
