#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_II--ATAC_peaks.bed all.df.numx.c5-Prdm1KO_Tfh_vs_Naive.up.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Prdm1KO_Tfh_vs_Naive.up.bed
Merged-chrX-142228241-107	chrX	142227917	142228484	+	0.000	0.000	Merged-chrX-142228241-107
Merged-chr10-76541498-12	chr10	76541343	76541708	+	0.000	0.000	Merged-chr10-76541498-12
Merged-chr7-45916816-45	chr7	45916577	45917062	+	0.000	0.000	Merged-chr7-45916816-45
Merged-chr10-118443865-1	chr10	118443767	118443965	+	0.000	0.000	Merged-chr10-118443865-1
Merged-chr10-89443691-130	chr10	89443338	89444084	+	0.000	0.000	Merged-chr10-89443691-130
Merged-chr10-118374391-6	chr10	118374260	118374516	+	0.000	0.000	Merged-chr10-118374391-6
Merged-chr10-118477518-33	chr10	118477289	118477792	+	0.000	0.000	Merged-chr10-118477518-33
Merged-chr11-83191791-99	chr11	83191029	83192501	+	0.000	0.000	Merged-chr11-83191791-99
Merged-chr7-80298886-1	chr7	80298788	80298986	+	0.000	0.000	Merged-chr7-80298886-1
Merged-chr1-151610805-3	chr1	151610700	151610914	+	0.000	0.000	Merged-chr1-151610805-3
Merged-chr2-165329993-1	chr2	165329895	165330093	+	0.000	0.000	Merged-chr2-165329993-1
Merged-chr16-64850894-4	chr16	64850654	64851076	+	0.000	0.000	Merged-chr16-64850894-4
Merged-chr17-79394145-31	chr17	79393895	79394353	+	0.000	0.000	Merged-chr17-79394145-31
Merged-chr5-137683940-1	chr5	137683842	137684040	+	0.000	0.000	Merged-chr5-137683940-1
Merged-chr11-100770914-54	chr11	100770745	100771131	+	0.000	0.000	Merged-chr11-100770914-54
Merged-chr7-101316916-14	chr7	101316648	101317136	+	0.000	0.000	Merged-chr7-101316916-14
Merged-chr9-79898964-27	chr9	79898802	79899269	+	0.000	0.000	Merged-chr9-79898964-27
Merged-chr11-57644449-7	chr11	57644268	57644662	+	0.000	0.000	Merged-chr11-57644449-7
Merged-chr10-18059948-11	chr10	18059781	18060081	+	0.000	0.000	Merged-chr10-18059948-11
Merged-chr3-108721392-4	chr3	108721208	108721568	+	0.000	0.000	Merged-chr3-108721392-4
Merged-chr5-122143797-29	chr5	122143657	122143945	+	0.000	0.000	Merged-chr5-122143797-29
Merged-chr12-73739617-1	chr12	73739519	73739717	+	0.000	0.000	Merged-chr12-73739617-1
Merged-chr4-46611401-21	chr4	46611150	46611649	+	0.000	0.000	Merged-chr4-46611401-21
Merged-chr3-116582553-26	chr3	116582137	116582928	+	0.000	0.000	Merged-chr3-116582553-26
Merged-chr16-8843870-2	chr16	8843733	8844009	+	0.000	0.000	Merged-chr16-8843870-2
Merged-chr7-88259356-48	chr7	88259010	88259650	+	0.000	0.000	Merged-chr7-88259356-48
Merged-chr14-30716685-1	chr14	30716587	30716785	+	0.000	0.000	Merged-chr14-30716685-1
Merged-chr15-93335879-2	chr15	93335751	93336009	+	0.000	0.000	Merged-chr15-93335879-2
Merged-chr6-54972728-67	chr6	54972345	54972989	+	0.000	0.000	Merged-chr6-54972728-67
Merged-chr12-100899409-8	chr12	100899234	100899592	+	0.000	0.000	Merged-chr12-100899409-8
Merged-chr7-110123911-2	chr7	110123796	110124029	+	0.000	0.000	Merged-chr7-110123911-2
Merged-chr13-53065510-28	chr13	53065192	53065750	+	0.000	0.000	Merged-chr13-53065510-28
Merged-chr2-122637820-48	chr2	122637576	122638232	+	0.000	0.000	Merged-chr2-122637820-48
Merged-chr5-107695217-15	chr5	107695029	107695420	+	0.000	0.000	Merged-chr5-107695217-15
Merged-chr1-119836447-5	chr1	119836203	119836664	+	0.000	0.000	Merged-chr1-119836447-5
Merged-chr2-35690128-14	chr2	35689883	35690358	+	0.000	0.000	Merged-chr2-35690128-14
Merged-chr18-70622568-34	chr18	70622352	70622813	+	0.000	0.000	Merged-chr18-70622568-34
Merged-chr2-60872686-1	chr2	60872588	60872786	+	0.000	0.000	Merged-chr2-60872686-1
Merged-chr11-3557717-6	chr11	3557423	3557964	+	0.000	0.000	Merged-chr11-3557717-6
Merged-chr7-142396800-18	chr7	142396590	142396989	+	0.000	0.000	Merged-chr7-142396800-18
Merged-chr11-62815685-10	chr11	62815526	62815832	+	0.000	0.000	Merged-chr11-62815685-10
Merged-chr8-72762020-68	chr8	72761643	72762247	+	0.000	0.000	Merged-chr8-72762020-68
Merged-chr13-113618301-85	chr13	113618061	113618635	+	0.000	0.000	Merged-chr13-113618301-85
Merged-chr15-80319451-11	chr15	80319289	80319622	+	0.000	0.000	Merged-chr15-80319451-11
Merged-chr11-94993118-5	chr11	94992911	94993320	+	0.000	0.000	Merged-chr11-94993118-5
Merged-chr2-5003396-19	chr2	5003054	5003643	+	0.000	0.000	Merged-chr2-5003396-19
Merged-chr14-78734637-1	chr14	78734539	78734737	+	0.000	0.000	Merged-chr14-78734637-1
Merged-chr7-38224954-5	chr7	38224796	38225150	+	0.000	0.000	Merged-chr7-38224954-5
Merged-chr1-134111105-29	chr1	134110858	134111351	+	0.000	0.000	Merged-chr1-134111105-29
Merged-chr9-114794637-24	chr9	114794356	114794937	+	0.000	0.000	Merged-chr9-114794637-24
Merged-chr14-67911920-26	chr14	67911629	67912296	+	0.000	0.000	Merged-chr14-67911920-26
Merged-chr12-32292976-7	chr12	32292759	32293152	+	0.000	0.000	Merged-chr12-32292976-7
Merged-chr10-117970017-9	chr10	117969872	117970187	+	0.000	0.000	Merged-chr10-117970017-9
Merged-chr1-157412445-85	chr1	157411957	157412951	+	0.000	0.000	Merged-chr1-157412445-85
Merged-chr13-113816059-33	chr13	113815792	113816356	+	0.000	0.000	Merged-chr13-113816059-33
Merged-chr7-110122755-9	chr7	110122609	110123006	+	0.000	0.000	Merged-chr7-110122755-9
Merged-chr7-127273916-61	chr7	127273502	127274235	+	0.000	0.000	Merged-chr7-127273916-61
Merged-chr10-118173079-8	chr10	118172938	118173230	+	0.000	0.000	Merged-chr10-118173079-8
Merged-chr10-118447653-6	chr10	118447501	118447823	+	0.000	0.000	Merged-chr10-118447653-6
Merged-chr4-59009649-73	chr4	59009102	59010228	+	0.000	0.000	Merged-chr4-59009649-73
Merged-chr11-69332186-23	chr11	69331898	69332388	+	0.000	0.000	Merged-chr11-69332186-23
Merged-chr13-35816699-26	chr13	35816385	35817001	+	0.000	0.000	Merged-chr13-35816699-26
Merged-chr2-60828859-27	chr2	60828475	60829215	+	0.000	0.000	Merged-chr2-60828859-27
Merged-chr17-86760300-15	chr17	86759977	86760542	+	0.000	0.000	Merged-chr17-86760300-15
Merged-chr5-149526728-49	chr5	149526476	149527024	+	0.000	0.000	Merged-chr5-149526728-49
Merged-chr18-70632317-35	chr18	70632042	70632683	+	0.000	0.000	Merged-chr18-70632317-35
Merged-chr7-63936463-24	chr7	63936262	63936647	+	0.000	0.000	Merged-chr7-63936463-24
Merged-chr1-97580678-52	chr1	97580396	97580878	+	0.000	0.000	Merged-chr1-97580678-52
Merged-chr2-36230505-28	chr2	36230279	36230756	+	0.000	0.000	Merged-chr2-36230505-28
Merged-chr1-144275874-18	chr1	144275635	144276120	+	0.000	0.000	Merged-chr1-144275874-18
Merged-chr18-56336426-19	chr18	56336245	56336590	+	0.000	0.000	Merged-chr18-56336426-19
Merged-chr13-113616342-3	chr13	113616119	113616521	+	0.000	0.000	Merged-chr13-113616342-3
Merged-chr12-16384404-18	chr12	16384035	16384680	+	0.000	0.000	Merged-chr12-16384404-18
Merged-chr2-152007178-1	chr2	152007080	152007278	+	0.000	0.000	Merged-chr2-152007178-1
Merged-chr2-45143368-5	chr2	45143215	45143520	+	0.000	0.000	Merged-chr2-45143368-5
Merged-chr2-101755311-6	chr2	101754953	101755684	+	0.000	0.000	Merged-chr2-101755311-6
Merged-chr2-35680461-43	chr2	35680229	35680773	+	0.000	0.000	Merged-chr2-35680461-43
Merged-chr4-109666886-20	chr4	109666596	109667082	+	0.000	0.000	Merged-chr4-109666886-20
Merged-chr7-80405567-2	chr7	80405468	80405669	+	0.000	0.000	Merged-chr7-80405567-2
Merged-chr11-16997057-26	chr11	16996846	16997360	+	0.000	0.000	Merged-chr11-16997057-26
Merged-chr9-114016465-30	chr9	114016223	114016743	+	0.000	0.000	Merged-chr9-114016465-30
Merged-chr5-67394180-31	chr5	67394015	67394450	+	0.000	0.000	Merged-chr5-67394180-31
Merged-chr6-97526268-25	chr6	97526038	97526463	+	0.000	0.000	Merged-chr6-97526268-25
Merged-chr3-59204061-45	chr3	59203723	59204545	+	0.000	0.000	Merged-chr3-59204061-45
Merged-chr6-54092801-44	chr6	54092209	54093292	+	0.000	0.000	Merged-chr6-54092801-44
Merged-chr9-83448056-50	chr9	83447820	83448325	+	0.000	0.000	Merged-chr9-83448056-50
Merged-chr6-97316039-1	chr6	97315941	97316139	+	0.000	0.000	Merged-chr6-97316039-1
Merged-chr11-120629736-14	chr11	120629529	120630153	+	0.000	0.000	Merged-chr11-120629736-14
Merged-chr6-125349786-48	chr6	125349411	125350145	+	0.000	0.000	Merged-chr6-125349786-48
Merged-chr1-97688940-16	chr1	97688736	97689141	+	0.000	0.000	Merged-chr1-97688940-16
Merged-chr18-56429262-2	chr18	56429161	56429365	+	0.000	0.000	Merged-chr18-56429262-2
Merged-chr14-122986620-28	chr14	122986381	122986869	+	0.000	0.000	Merged-chr14-122986620-28
Merged-chr13-33072044-31	chr13	33071855	33072273	+	0.000	0.000	Merged-chr13-33072044-31
Merged-chr1-119795246-28	chr1	119794689	119795630	+	0.000	0.000	Merged-chr1-119795246-28
Merged-chr13-53000704-16	chr13	53000545	53000939	+	0.000	0.000	Merged-chr13-53000704-16
Merged-chr1-33454547-11	chr1	33454297	33454736	+	0.000	0.000	Merged-chr1-33454547-11
Merged-chr11-97955344-41	chr11	97955069	97955760	+	0.000	0.000	Merged-chr11-97955344-41
Merged-chr19-5195763-1	chr19	5195665	5195863	+	0.000	0.000	Merged-chr19-5195763-1
Merged-chr5-112253369-38	chr5	112253144	112253679	+	0.000	0.000	Merged-chr5-112253369-38
Merged-chr2-118668058-11	chr2	118667836	118668250	+	0.000	0.000	Merged-chr2-118668058-11
Merged-chr12-69402921-11	chr12	69402744	69403105	+	0.000	0.000	Merged-chr12-69402921-11
Merged-chr6-48723812-13	chr6	48723663	48723969	+	0.000	0.000	Merged-chr6-48723812-13
Merged-chr9-21183984-52	chr9	21183703	21184316	+	0.000	0.000	Merged-chr9-21183984-52
Merged-chr5-122143383-9	chr5	122143230	122143525	+	0.000	0.000	Merged-chr5-122143383-9
Merged-chr16-36675035-47	chr16	36674709	36675596	+	0.000	0.000	Merged-chr16-36675035-47
Merged-chr17-26885199-21	chr17	26884980	26885405	+	0.000	0.000	Merged-chr17-26885199-21
Merged-chr3-107041643-1	chr3	107041545	107041743	+	0.000	0.000	Merged-chr3-107041643-1
Merged-chr18-89200747-8	chr18	89200593	89200928	+	0.000	0.000	Merged-chr18-89200747-8
Merged-chr12-76537690-30	chr12	76537488	76538006	+	0.000	0.000	Merged-chr12-76537690-30
Merged-chr1-119713231-18	chr1	119712856	119713460	+	0.000	0.000	Merged-chr1-119713231-18
Merged-chr10-77264465-20	chr10	77264304	77264603	+	0.000	0.000	Merged-chr10-77264465-20
Merged-chr1-153140977-54	chr1	153140688	153141249	+	0.000	0.000	Merged-chr1-153140977-54
Merged-chr7-38104347-30	chr7	38104090	38104537	+	0.000	0.000	Merged-chr7-38104347-30
Merged-chr18-70628547-9	chr18	70628267	70628763	+	0.000	0.000	Merged-chr18-70628547-9
Merged-chr13-113101113-35	chr13	113100760	113101608	+	0.000	0.000	Merged-chr13-113101113-35
Merged-chr1-43361754-62	chr1	43361245	43362329	+	0.000	0.000	Merged-chr1-43361754-62
Merged-chr7-48900758-41	chr7	48900405	48901137	+	0.000	0.000	Merged-chr7-48900758-41
Merged-chr4-145257459-3	chr4	145257328	145257605	+	0.000	0.000	Merged-chr4-145257459-3
Merged-chr1-37866243-1	chr1	37866145	37866343	+	0.000	0.000	Merged-chr1-37866243-1
Merged-chr17-44188735-54	chr17	44188161	44189231	+	0.000	0.000	Merged-chr17-44188735-54
Merged-chr8-120828445-28	chr8	120828251	120828648	+	0.000	0.000	Merged-chr8-120828445-28
Merged-chr7-66116161-49	chr7	66115937	66116556	+	0.000	0.000	Merged-chr7-66116161-49
Merged-chrX-7319192-62	chrX	7318907	7319481	+	0.000	0.000	Merged-chrX-7319192-62
Merged-chr2-25185987-36	chr2	25185700	25186332	+	0.000	0.000	Merged-chr2-25185987-36
Merged-chr5-23719169-48	chr5	23718955	23719423	+	0.000	0.000	Merged-chr5-23719169-48
Merged-chr11-17001086-26	chr11	17000876	17001389	+	0.000	0.000	Merged-chr11-17001086-26
Merged-chr19-45660244-84	chr19	45659993	45660513	+	0.000	0.000	Merged-chr19-45660244-84
Merged-chr2-165321854-18	chr2	165321682	165322002	+	0.000	0.000	Merged-chr2-165321854-18
Merged-chr19-8919775-1	chr19	8919677	8919875	+	0.000	0.000	Merged-chr19-8919775-1
Merged-chr2-103664594-1	chr2	103664496	103664694	+	0.000	0.000	Merged-chr2-103664594-1
Merged-chr2-60801371-19	chr2	60801127	60801606	+	0.000	0.000	Merged-chr2-60801371-19
Merged-chr15-83474258-63	chr15	83474010	83474549	+	0.000	0.000	Merged-chr15-83474258-63
Merged-chr1-85957579-22	chr1	85957304	85957815	+	0.000	0.000	Merged-chr1-85957579-22
Merged-chr15-83431524-9	chr15	83431365	83431738	+	0.000	0.000	Merged-chr15-83431524-9
Merged-chr13-107888861-3	chr13	107888645	107889042	+	0.000	0.000	Merged-chr13-107888861-3
Merged-chr7-66228697-16	chr7	66228540	66228919	+	0.000	0.000	Merged-chr7-66228697-16
Merged-chr16-64824762-36	chr16	64824361	64825023	+	0.000	0.000	Merged-chr16-64824762-36
Merged-chr12-16321346-3	chr12	16321159	16321497	+	0.000	0.000	Merged-chr12-16321346-3
Merged-chr2-158724013-3	chr2	158723900	158724127	+	0.000	0.000	Merged-chr2-158724013-3
Merged-chr7-46958399-66	chr7	46957973	46958708	+	0.000	0.000	Merged-chr7-46958399-66
Merged-chr13-93764810-22	chr13	93764573	93765005	+	0.000	0.000	Merged-chr13-93764810-22
Merged-chr12-73739284-2	chr12	73739183	73739388	+	0.000	0.000	Merged-chr12-73739284-2
Merged-chr6-115996706-33	chr6	115996480	115996911	+	0.000	0.000	Merged-chr6-115996706-33
Merged-chr10-110774024-14	chr10	110773820	110774253	+	0.000	0.000	Merged-chr10-110774024-14
Merged-chr10-118090052-13	chr10	118089848	118090256	+	0.000	0.000	Merged-chr10-118090052-13
Merged-chr19-53325855-6	chr19	53325676	53326114	+	0.000	0.000	Merged-chr19-53325855-6
Merged-chr6-122274694-14	chr6	122274508	122274913	+	0.000	0.000	Merged-chr6-122274694-14
Merged-chr9-21250274-14	chr9	21250053	21250449	+	0.000	0.000	Merged-chr9-21250274-14
Merged-chr19-40616189-11	chr19	40616048	40616321	+	0.000	0.000	Merged-chr19-40616189-11
Merged-chr13-113741281-1	chr13	113741183	113741381	+	0.000	0.000	Merged-chr13-113741281-1
Merged-chr16-78561756-2	chr16	78561639	78561876	+	0.000	0.000	Merged-chr16-78561756-2
Merged-chr17-35817739-6	chr17	35817580	35817915	+	0.000	0.000	Merged-chr17-35817739-6
Merged-chrX-93617420-5	chrX	93617219	93617566	+	0.000	0.000	Merged-chrX-93617420-5
Merged-chr15-99065640-20	chr15	99065316	99065906	+	0.000	0.000	Merged-chr15-99065640-20
Merged-chr19-41384173-6	chr19	41384028	41384397	+	0.000	0.000	Merged-chr19-41384173-6
Merged-chr17-79355827-4	chr17	79355700	79356014	+	0.000	0.000	Merged-chr17-79355827-4
Merged-chr5-32148738-21	chr5	32148512	32148931	+	0.000	0.000	Merged-chr5-32148738-21
Merged-chr7-75879719-34	chr7	75879518	75880026	+	0.000	0.000	Merged-chr7-75879719-34
Merged-chr5-107723521-7	chr5	107723352	107723720	+	0.000	0.000	Merged-chr5-107723521-7
Merged-chr12-16526983-2	chr12	16526864	16527104	+	0.000	0.000	Merged-chr12-16526983-2
Merged-chr6-128843932-5	chr6	128843771	128844069	+	0.000	0.000	Merged-chr6-128843932-5
Merged-chr17-73942513-48	chr17	73942270	73942861	+	0.000	0.000	Merged-chr17-73942513-48
Merged-chr16-36694015-45	chr16	36693812	36694309	+	0.000	0.000	Merged-chr16-36694015-45
Merged-chr11-46474391-31	chr11	46474129	46474601	+	0.000	0.000	Merged-chr11-46474391-31
Merged-chr1-144306457-6	chr1	144306243	144306781	+	0.000	0.000	Merged-chr1-144306457-6
Merged-chr12-99329222-52	chr12	99328545	99329555	+	0.000	0.000	Merged-chr12-99329222-52
Merged-chr3-107760330-76	chr3	107760073	107760611	+	0.000	0.000	Merged-chr3-107760330-76
Merged-chr16-95682592-12	chr16	95682182	95682898	+	0.000	0.000	Merged-chr16-95682592-12
Merged-chr12-16374768-8	chr12	16374599	16374987	+	0.000	0.000	Merged-chr12-16374768-8
Merged-chr10-89415714-14	chr10	89415441	89415973	+	0.000	0.000	Merged-chr10-89415714-14
Merged-chr9-124068612-53	chr9	124068167	124068862	+	0.000	0.000	Merged-chr9-124068612-53
Merged-chr9-83831200-1	chr9	83831102	83831300	+	0.000	0.000	Merged-chr9-83831200-1
Merged-chr9-94446501-14	chr9	94446327	94446748	+	0.000	0.000	Merged-chr9-94446501-14
Merged-chr6-51524468-76	chr6	51523724	51525311	+	0.000	0.000	Merged-chr6-51524468-76
Merged-chr9-124133212-12	chr9	124133044	124133387	+	0.000	0.000	Merged-chr9-124133212-12
Merged-chr8-33654772-2	chr8	33654613	33654933	+	0.000	0.000	Merged-chr8-33654772-2
Merged-chr11-107428216-37	chr11	107427856	107428478	+	0.000	0.000	Merged-chr11-107428216-37
Merged-chr7-66273667-10	chr7	66273474	66273887	+	0.000	0.000	Merged-chr7-66273667-10
Merged-chr9-123869515-16	chr9	123869318	123869685	+	0.000	0.000	Merged-chr9-123869515-16
Merged-chr10-82982520-21	chr10	82982295	82982754	+	0.000	0.000	Merged-chr10-82982520-21
Merged-chr7-75823179-1	chr7	75823081	75823279	+	0.000	0.000	Merged-chr7-75823179-1
Merged-chr6-122292043-61	chr6	122291726	122292558	+	0.000	0.000	Merged-chr6-122292043-61
Merged-chr14-122993103-10	chr14	122992928	122993299	+	0.000	0.000	Merged-chr14-122993103-10
Merged-chr7-128158931-27	chr7	128158668	128159156	+	0.000	0.000	Merged-chr7-128158931-27
Merged-chr5-140619515-30	chr5	140619339	140619768	+	0.000	0.000	Merged-chr5-140619515-30
Merged-chr7-112322491-46	chr7	112322099	112322728	+	0.000	0.000	Merged-chr7-112322491-46
Merged-chr10-118141818-53	chr10	118141568	118142025	+	0.000	0.000	Merged-chr10-118141818-53
Merged-chr6-8645856-3	chr6	8645750	8645969	+	0.000	0.000	Merged-chr6-8645856-3
Merged-chr11-69326179-56	chr11	69325959	69326397	+	0.000	0.000	Merged-chr11-69326179-56
Merged-chr8-124318390-2	chr8	124318292	124318490	+	0.000	0.000	Merged-chr8-124318390-2
Merged-chr10-81502848-7	chr10	81502729	81503012	+	0.000	0.000	Merged-chr10-81502848-7
Merged-chr7-112204441-47	chr7	112204200	112204712	+	0.000	0.000	Merged-chr7-112204441-47
Merged-chr13-13555186-4	chr13	13555055	13555315	+	0.000	0.000	Merged-chr13-13555186-4
Merged-chr1-136538390-12	chr1	136538157	136538644	+	0.000	0.000	Merged-chr1-136538390-12
Merged-chr12-73710968-44	chr12	73710650	73711191	+	0.000	0.000	Merged-chr12-73710968-44
Merged-chr10-77273499-67	chr10	77273158	77273978	+	0.000	0.000	Merged-chr10-77273499-67
Merged-chr10-118486914-30	chr10	118486682	118487324	+	0.000	0.000	Merged-chr10-118486914-30
Merged-chr7-66262460-3	chr7	66262344	66262583	+	0.000	0.000	Merged-chr7-66262460-3
Merged-chr9-80281336-16	chr9	80281089	80281518	+	0.000	0.000	Merged-chr9-80281336-16
Merged-chr16-75906489-4	chr16	75906380	75906596	+	0.000	0.000	Merged-chr16-75906489-4
Merged-chr15-93337017-131	chr15	93336761	93337540	+	0.000	0.000	Merged-chr15-93337017-131
Merged-chr8-85700310-4	chr8	85700212	85700410	+	0.000	0.000	Merged-chr8-85700310-4
Merged-chr13-113596179-8	chr13	113596031	113596336	+	0.000	0.000	Merged-chr13-113596179-8
Merged-chr5-4103727-3	chr5	4103593	4103886	+	0.000	0.000	Merged-chr5-4103727-3
Merged-chr4-129365384-41	chr4	129364996	129365630	+	0.000	0.000	Merged-chr4-129365384-41
Merged-chr2-154569304-2	chr2	154569200	154569410	+	0.000	0.000	Merged-chr2-154569304-2
Merged-chr5-21033604-4	chr5	21033463	21033795	+	0.000	0.000	Merged-chr5-21033604-4
Merged-chr14-77906717-3	chr14	77906580	77906868	+	0.000	0.000	Merged-chr14-77906717-3
Merged-chr13-41358434-8	chr13	41358288	41358570	+	0.000	0.000	Merged-chr13-41358434-8
Merged-chr19-18715934-3	chr19	18715796	18716061	+	0.000	0.000	Merged-chr19-18715934-3
Merged-chr10-83032755-16	chr10	83032558	83032964	+	0.000	0.000	Merged-chr10-83032755-16
Merged-chr11-117611199-52	chr11	117610852	117611595	+	0.000	0.000	Merged-chr11-117611199-52
Merged-chr6-113655068-39	chr6	113654834	113655284	+	0.000	0.000	Merged-chr6-113655068-39
Merged-chr8-120888081-22	chr8	120887716	120888412	+	0.000	0.000	Merged-chr8-120888081-22
Merged-chr16-95779161-62	chr16	95778827	95779614	+	0.000	0.000	Merged-chr16-95779161-62
Merged-chr13-6192977-15	chr13	6192479	6193412	+	0.000	0.000	Merged-chr13-6192977-15
Merged-chr11-21223148-47	chr11	21222888	21223388	+	0.000	0.000	Merged-chr11-21223148-47
Merged-chr8-120715474-36	chr8	120715257	120715789	+	0.000	0.000	Merged-chr8-120715474-36
Merged-chr6-54923134-7	chr6	54923011	54923264	+	0.000	0.000	Merged-chr6-54923134-7
Merged-chr6-122294065-56	chr6	122293792	122294424	+	0.000	0.000	Merged-chr6-122294065-56
Merged-chr19-29323777-46	chr19	29323443	29324090	+	0.000	0.000	Merged-chr19-29323777-46
Merged-chr7-45771241-24	chr7	45770978	45771524	+	0.000	0.000	Merged-chr7-45771241-24
Merged-chr11-57802587-2	chr11	57802453	57802724	+	0.000	0.000	Merged-chr11-57802587-2
Merged-chr6-54078374-21	chr6	54078143	54078584	+	0.000	0.000	Merged-chr6-54078374-21
Merged-chr13-32966239-7	chr13	32966057	32966412	+	0.000	0.000	Merged-chr13-32966239-7
Merged-chr1-36472324-6	chr1	36472129	36472544	+	0.000	0.000	Merged-chr1-36472324-6
Merged-chr9-114778253-39	chr9	114778031	114778471	+	0.000	0.000	Merged-chr9-114778253-39
Merged-chr5-63943362-36	chr5	63943132	63943660	+	0.000	0.000	Merged-chr5-63943362-36
Merged-chr7-48908990-95	chr7	48908710	48909315	+	0.000	0.000	Merged-chr7-48908990-95
Merged-chr10-83094341-29	chr10	83094069	83094627	+	0.000	0.000	Merged-chr10-83094341-29
Merged-chr5-122145635-51	chr5	122145338	122145933	+	0.000	0.000	Merged-chr5-122145635-51
Merged-chr1-161671075-50	chr1	161670823	161671378	+	0.000	0.000	Merged-chr1-161671075-50
Merged-chr1-171778353-20	chr1	171777949	171778618	+	0.000	0.000	Merged-chr1-171778353-20
Merged-chr13-115171911-31	chr13	115171551	115172439	+	0.000	0.000	Merged-chr13-115171911-31
Merged-chr9-79947658-22	chr9	79947448	79947924	+	0.000	0.000	Merged-chr9-79947658-22
Merged-chr7-128119873-66	chr7	128119365	128120305	+	0.000	0.000	Merged-chr7-128119873-66
Merged-chr10-18892324-9	chr10	18892147	18892583	+	0.000	0.000	Merged-chr10-18892324-9
Merged-chr1-153087969-27	chr1	153087799	153088120	+	0.000	0.000	Merged-chr1-153087969-27
Merged-chr12-16533665-29	chr12	16533148	16534073	+	0.000	0.000	Merged-chr12-16533665-29
Merged-chr7-127208396-1	chr7	127208298	127208496	+	0.000	0.000	Merged-chr7-127208396-1
Merged-chr1-9826104-1	chr1	9826006	9826204	+	0.000	0.000	Merged-chr1-9826104-1
