#Name (cmd = mergePeaks -d 200 -cobound 1 /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/6_GeneGroupMotifAnalysis/byGroup/bed/Group_III--ATAC_peaks.bed all.df.numx.c5-Bcl6KO_Th1_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	all.df.numx.c5-Bcl6KO_Th1_vs_WT_Tfh.dn.bed
Merged-chr11-78164968-12	chr11	78164466	78165263	+	0.000	0.000	Merged-chr11-78164968-12
Merged-chr3-126589665-27	chr3	126589471	126589850	+	0.000	0.000	Merged-chr3-126589665-27
Merged-chr11-99171024-43	chr11	99170817	99171458	+	0.000	0.000	Merged-chr11-99171024-43
Merged-chr9-62359748-5	chr9	62359431	62360060	+	0.000	0.000	Merged-chr9-62359748-5
Merged-chr11-54952725-3	chr11	54952611	54952846	+	0.000	0.000	Merged-chr11-54952725-3
Merged-chr15-100058174-10	chr15	100058010	100058406	+	0.000	0.000	Merged-chr15-100058174-10
Merged-chr9-62363126-1	chr9	62363028	62363226	+	0.000	0.000	Merged-chr9-62363126-1
Merged-chr19-40268923-9	chr19	40268778	40269041	+	0.000	0.000	Merged-chr19-40268923-9
Merged-chr11-116418803-35	chr11	116418330	116419148	+	0.000	0.000	Merged-chr11-116418803-35
Merged-chr18-53950804-1	chr18	53950706	53950904	+	0.000	0.000	Merged-chr18-53950804-1
Merged-chr9-40479469-25	chr9	40479205	40479781	+	0.000	0.000	Merged-chr9-40479469-25
Merged-chr15-59010782-34	chr15	59010576	59010994	+	0.000	0.000	Merged-chr15-59010782-34
Merged-chr1-138626503-4	chr1	138626388	138626618	+	0.000	0.000	Merged-chr1-138626503-4
Merged-chr12-4082819-61	chr12	4082613	4083001	+	0.000	0.000	Merged-chr12-4082819-61
Merged-chr4-34550471-5	chr4	34550363	34550588	+	0.000	0.000	Merged-chr4-34550471-5
Merged-chr2-120501866-2	chr2	120501745	120501990	+	0.000	0.000	Merged-chr2-120501866-2
Merged-chr1-92911501-3	chr1	92911403	92911601	+	0.000	0.000	Merged-chr1-92911501-3
Merged-chr13-51879266-2	chr13	51879167	51879367	+	0.000	0.000	Merged-chr13-51879266-2
Merged-chr1-138604109-41	chr1	138603763	138604357	+	0.000	0.000	Merged-chr1-138604109-41
Merged-chr8-84592202-17	chr8	84591932	84592444	+	0.000	0.000	Merged-chr8-84592202-17
Merged-chr15-62043886-41	chr15	62043619	62044186	+	0.000	0.000	Merged-chr15-62043886-41
Merged-chr12-26469581-102	chr12	26469269	26469878	+	0.000	0.000	Merged-chr12-26469581-102
Merged-chr2-37735387-35	chr2	37735131	37735667	+	0.000	0.000	Merged-chr2-37735387-35
Merged-chr11-106689133-1	chr11	106689035	106689233	+	0.000	0.000	Merged-chr11-106689133-1
Merged-chr18-12305591-61	chr18	12305320	12305834	+	0.000	0.000	Merged-chr18-12305591-61
Merged-chr1-138620045-4	chr1	138619944	138620149	+	0.000	0.000	Merged-chr1-138620045-4
Merged-chr16-18235713-3	chr16	18235505	18235880	+	0.000	0.000	Merged-chr16-18235713-3
Merged-chr1-38557840-50	chr1	38557525	38558055	+	0.000	0.000	Merged-chr1-38557840-50
Merged-chr15-100079310-5	chr15	100079140	100079459	+	0.000	0.000	Merged-chr15-100079310-5
Merged-chr2-77341563-2	chr2	77341465	77341663	+	0.000	0.000	Merged-chr2-77341563-2
Merged-chrX-47912539-47	chrX	47912321	47912741	+	0.000	0.000	Merged-chrX-47912539-47
Merged-chr6-144066612-1	chr6	144066514	144066712	+	0.000	0.000	Merged-chr6-144066612-1
Merged-chr16-94254694-8	chr16	94254526	94254910	+	0.000	0.000	Merged-chr16-94254694-8
Merged-chr11-3155205-32	chr11	3154947	3155482	+	0.000	0.000	Merged-chr11-3155205-32
Merged-chr5-134373166-2	chr5	134373034	134373301	+	0.000	0.000	Merged-chr5-134373166-2
Merged-chr10-42962570-74	chr10	42962296	42962831	+	0.000	0.000	Merged-chr10-42962570-74
Merged-chr2-16132407-2	chr2	16132280	16132536	+	0.000	0.000	Merged-chr2-16132407-2
Merged-chr10-118813922-11	chr10	118813662	118814186	+	0.000	0.000	Merged-chr10-118813922-11
Merged-chr18-60624660-132	chr18	60624019	60625007	+	0.000	0.000	Merged-chr18-60624660-132
Merged-chr1-162521373-2	chr1	162521262	162521486	+	0.000	0.000	Merged-chr1-162521373-2
Merged-chr12-111160075-57	chr12	111159753	111160352	+	0.000	0.000	Merged-chr12-111160075-57
Merged-chr2-16645000-2	chr2	16644850	16645152	+	0.000	0.000	Merged-chr2-16645000-2
Merged-chr9-94946219-1	chr9	94946121	94946319	+	0.000	0.000	Merged-chr9-94946219-1
Merged-chr9-14248366-20	chr9	14248104	14248626	+	0.000	0.000	Merged-chr9-14248366-20
Merged-chr15-59541132-33	chr15	59540900	59541365	+	0.000	0.000	Merged-chr15-59541132-33
Merged-chr3-89764414-10	chr3	89764251	89764622	+	0.000	0.000	Merged-chr3-89764414-10
Merged-chr17-83353008-2	chr17	83352888	83353130	+	0.000	0.000	Merged-chr17-83353008-2
Merged-chr12-69446107-1	chr12	69446009	69446207	+	0.000	0.000	Merged-chr12-69446107-1
Merged-chr15-59669905-17	chr15	59669647	59670109	+	0.000	0.000	Merged-chr15-59669905-17
Merged-chr15-62091960-25	chr15	62091670	62092177	+	0.000	0.000	Merged-chr15-62091960-25
Merged-chr18-7702213-14	chr18	7702040	7702431	+	0.000	0.000	Merged-chr18-7702213-14
Merged-chr5-25760075-72	chr5	25759818	25760307	+	0.000	0.000	Merged-chr5-25760075-72
Merged-chr6-121017523-33	chr6	121017276	121017785	+	0.000	0.000	Merged-chr6-121017523-33
Merged-chr8-14970919-21	chr8	14970712	14971129	+	0.000	0.000	Merged-chr8-14970919-21
Merged-chr4-136570246-39	chr4	136570054	136570518	+	0.000	0.000	Merged-chr4-136570246-39
Merged-chr14-31414405-2	chr14	31414291	31414521	+	0.000	0.000	Merged-chr14-31414405-2
Merged-chr14-78448544-66	chr14	78447969	78449199	+	0.000	0.000	Merged-chr14-78448544-66
Merged-chr3-129830015-1	chr3	129829917	129830115	+	0.000	0.000	Merged-chr3-129830015-1
Merged-chr6-17922978-27	chr6	17922487	17923492	+	0.000	0.000	Merged-chr6-17922978-27
Merged-chr6-134124552-10	chr6	134124412	134124715	+	0.000	0.000	Merged-chr6-134124552-10
Merged-chr11-86966968-18	chr11	86966725	86967197	+	0.000	0.000	Merged-chr11-86966968-18
Merged-chr2-16366300-47	chr2	16365660	16366843	+	0.000	0.000	Merged-chr2-16366300-47
Merged-chr14-105177397-2	chr14	105177286	105177511	+	0.000	0.000	Merged-chr14-105177397-2
Merged-chr14-122754701-5	chr14	122754509	122754845	+	0.000	0.000	Merged-chr14-122754701-5
Merged-chr1-33743059-26	chr1	33742850	33743245	+	0.000	0.000	Merged-chr1-33743059-26
Merged-chr4-109476466-95	chr4	109475934	109476924	+	0.000	0.000	Merged-chr4-109476466-95
Merged-chr11-3138562-20	chr11	3138401	3138753	+	0.000	0.000	Merged-chr11-3138562-20
Merged-chr5-88676360-5	chr5	88676159	88676589	+	0.000	0.000	Merged-chr5-88676360-5
Merged-chr17-15830979-29	chr17	15830754	15831290	+	0.000	0.000	Merged-chr17-15830979-29
Merged-chr7-73531012-64	chr7	73530382	73531734	+	0.000	0.000	Merged-chr7-73531012-64
Merged-chr1-173431304-1	chr1	173431206	173431404	+	0.000	0.000	Merged-chr1-173431304-1
Merged-chr9-40348946-9	chr9	40348812	40349102	+	0.000	0.000	Merged-chr9-40348946-9
Merged-chr13-117311730-29	chr13	117311509	117311965	+	0.000	0.000	Merged-chr13-117311730-29
Merged-chr8-93981938-8	chr8	93981724	93982109	+	0.000	0.000	Merged-chr8-93981938-8
Merged-chr10-115439880-1	chr10	115439782	115439980	+	0.000	0.000	Merged-chr10-115439880-1
Merged-chr1-71557349-80	chr1	71557062	71557597	+	0.000	0.000	Merged-chr1-71557349-80
Merged-chr19-46349025-47	chr19	46348711	46349407	+	0.000	0.000	Merged-chr19-46349025-47
Merged-chr3-122245768-82	chr3	122245379	122245972	+	0.000	0.000	Merged-chr3-122245768-82
Merged-chr16-32609526-2	chr16	32609420	32609634	+	0.000	0.000	Merged-chr16-32609526-2
Merged-chr16-14361818-86	chr16	14361595	14362175	+	0.000	0.000	Merged-chr16-14361818-86
Merged-chr6-144015366-1	chr6	144015268	144015466	+	0.000	0.000	Merged-chr6-144015366-1
Merged-chr11-109363627-2	chr11	109363521	109363735	+	0.000	0.000	Merged-chr11-109363627-2
Merged-chr5-24100850-85	chr5	24100320	24101607	+	0.000	0.000	Merged-chr5-24100850-85
Merged-chr7-73517689-25	chr7	73517469	73517970	+	0.000	0.000	Merged-chr7-73517689-25
Merged-chr4-34429163-2	chr4	34429030	34429299	+	0.000	0.000	Merged-chr4-34429163-2
Merged-chr16-90331129-56	chr16	90330730	90331412	+	0.000	0.000	Merged-chr16-90331129-56
Merged-chr11-3161151-10	chr11	3160766	3161613	+	0.000	0.000	Merged-chr11-3161151-10
Merged-chr17-8233778-16	chr17	8233581	8234028	+	0.000	0.000	Merged-chr17-8233778-16
Merged-chr7-48790260-2	chr7	48790117	48790406	+	0.000	0.000	Merged-chr7-48790260-2
Merged-chr5-31291240-53	chr5	31291036	31291418	+	0.000	0.000	Merged-chr5-31291240-53
Merged-chr11-106669986-4	chr11	106669876	106670094	+	0.000	0.000	Merged-chr11-106669986-4
Merged-chr18-60643731-20	chr18	60643478	60644066	+	0.000	0.000	Merged-chr18-60643731-20
Merged-chr7-73520500-1	chr7	73520402	73520600	+	0.000	0.000	Merged-chr7-73520500-1
Merged-chr11-49203524-131	chr11	49203046	49203867	+	0.000	0.000	Merged-chr11-49203524-131
Merged-chrX-150817477-3	chrX	150817375	150817585	+	0.000	0.000	Merged-chrX-150817477-3
Merged-chr10-94116374-33	chr10	94116183	94116599	+	0.000	0.000	Merged-chr10-94116374-33
Merged-chr9-14090238-1	chr9	14090140	14090338	+	0.000	0.000	Merged-chr9-14090238-1
Merged-chr17-80809546-29	chr17	80809174	80810166	+	0.000	0.000	Merged-chr17-80809546-29
Merged-chr7-30198838-17	chr7	30198647	30199087	+	0.000	0.000	Merged-chr7-30198838-17
Merged-chr12-69102156-32	chr12	69101927	69102413	+	0.000	0.000	Merged-chr12-69102156-32
Merged-chr13-42077893-29	chr13	42077555	42078241	+	0.000	0.000	Merged-chr13-42077893-29
Merged-chr4-11147279-100	chr4	11146892	11148069	+	0.000	0.000	Merged-chr4-11147279-100
Merged-chr5-105849504-21	chr5	105849294	105849712	+	0.000	0.000	Merged-chr5-105849504-21
Merged-chr7-100699955-31	chr7	100699722	100700192	+	0.000	0.000	Merged-chr7-100699955-31
Merged-chr11-116369880-5	chr11	116369741	116370034	+	0.000	0.000	Merged-chr11-116369880-5
Merged-chr2-77341964-71	chr2	77341712	77342268	+	0.000	0.000	Merged-chr2-77341964-71
Merged-chr9-71897482-11	chr9	71897274	71897721	+	0.000	0.000	Merged-chr9-71897482-11
Merged-chr15-58733202-32	chr15	58732943	58733385	+	0.000	0.000	Merged-chr15-58733202-32
Merged-chr1-55404660-10	chr1	55404516	55404799	+	0.000	0.000	Merged-chr1-55404660-10
Merged-chr9-35459775-21	chr9	35459589	35459945	+	0.000	0.000	Merged-chr9-35459775-21
Merged-chr1-33757596-76	chr1	33757240	33758064	+	0.000	0.000	Merged-chr1-33757596-76
Merged-chr11-99145209-2	chr11	99145083	99145338	+	0.000	0.000	Merged-chr11-99145209-2
Merged-chr9-40321630-1	chr9	40321532	40321730	+	0.000	0.000	Merged-chr9-40321630-1
Merged-chr10-59947564-14	chr10	59947359	59947838	+	0.000	0.000	Merged-chr10-59947564-14
Merged-chr15-59009632-21	chr15	59009406	59009879	+	0.000	0.000	Merged-chr15-59009632-21
Merged-chr17-7889151-33	chr17	7888944	7889354	+	0.000	0.000	Merged-chr17-7889151-33
Merged-chr1-127349004-28	chr1	127348791	127349269	+	0.000	0.000	Merged-chr1-127349004-28
Merged-chr4-126967964-77	chr4	126967489	126968415	+	0.000	0.000	Merged-chr4-126967964-77
Merged-chr2-16180006-1	chr2	16179908	16180106	+	0.000	0.000	Merged-chr2-16180006-1
Merged-chr8-84042508-77	chr8	84042179	84042803	+	0.000	0.000	Merged-chr8-84042508-77
Merged-chr14-78458975-97	chr14	78458490	78459508	+	0.000	0.000	Merged-chr14-78458975-97
Merged-chr11-109376797-1	chr11	109376699	109376897	+	0.000	0.000	Merged-chr11-109376797-1
Merged-chr5-148502720-1	chr5	148502622	148502820	+	0.000	0.000	Merged-chr5-148502720-1
Merged-chr14-31462351-1	chr14	31462253	31462451	+	0.000	0.000	Merged-chr14-31462351-1
Merged-chr11-48869630-21	chr11	48869357	48869914	+	0.000	0.000	Merged-chr11-48869630-21
Merged-chr2-4559721-92	chr2	4559424	4559955	+	0.000	0.000	Merged-chr2-4559721-92
Merged-chr10-120587419-34	chr10	120587023	120587727	+	0.000	0.000	Merged-chr10-120587419-34
Merged-chr15-77956720-50	chr15	77956310	77957015	+	0.000	0.000	Merged-chr15-77956720-50
Merged-chr5-69557217-100	chr5	69556904	69557480	+	0.000	0.000	Merged-chr5-69557217-100
Merged-chr15-100605074-53	chr15	100604854	100605333	+	0.000	0.000	Merged-chr15-100605074-53
Merged-chr10-111298614-58	chr10	111298323	111298855	+	0.000	0.000	Merged-chr10-111298614-58
Merged-chr8-15018606-116	chr8	15018282	15018908	+	0.000	0.000	Merged-chr8-15018606-116
Merged-chr1-191964898-65	chr1	191964204	191965457	+	0.000	0.000	Merged-chr1-191964898-65
Merged-chr12-116048086-1	chr12	116047988	116048186	+	0.000	0.000	Merged-chr12-116048086-1
Merged-chr1-173419359-58	chr1	173418941	173420153	+	0.000	0.000	Merged-chr1-173419359-58
Merged-chr2-75704284-195	chr2	75703867	75704574	+	0.000	0.000	Merged-chr2-75704284-195
Merged-chr7-123188758-28	chr7	123188461	123189016	+	0.000	0.000	Merged-chr7-123188758-28
Merged-chr5-104508009-1	chr5	104507911	104508109	+	0.000	0.000	Merged-chr5-104508009-1
Merged-chr6-67531589-83	chr6	67531090	67532212	+	0.000	0.000	Merged-chr6-67531589-83
Merged-chr14-78384598-5	chr14	78384401	78384752	+	0.000	0.000	Merged-chr14-78384598-5
Merged-chr5-75660966-11	chr5	75660626	75661224	+	0.000	0.000	Merged-chr5-75660966-11
Merged-chr9-14185865-8	chr9	14185723	14186073	+	0.000	0.000	Merged-chr9-14185865-8
Merged-chr4-53178899-1	chr4	53178801	53178999	+	0.000	0.000	Merged-chr4-53178899-1
Merged-chr9-106476167-24	chr9	106475968	106476422	+	0.000	0.000	Merged-chr9-106476167-24
Merged-chr15-86034958-2	chr15	86034855	86035063	+	0.000	0.000	Merged-chr15-86034958-2
Merged-chr2-25620052-1	chr2	25619954	25620152	+	0.000	0.000	Merged-chr2-25620052-1
Merged-chr19-55099405-76	chr19	55099143	55099730	+	0.000	0.000	Merged-chr19-55099405-76
Merged-chr2-77268727-1	chr2	77268629	77268827	+	0.000	0.000	Merged-chr2-77268727-1
Merged-chr14-78482799-45	chr14	78482635	78483048	+	0.000	0.000	Merged-chr14-78482799-45
Merged-chr3-123507026-25	chr3	123506861	123507236	+	0.000	0.000	Merged-chr3-123507026-25
Merged-chr8-61448981-17	chr8	61448720	61449332	+	0.000	0.000	Merged-chr8-61448981-17
Merged-chr8-79491545-5	chr8	79491338	79491759	+	0.000	0.000	Merged-chr8-79491545-5
Merged-chr2-68350885-39	chr2	68350610	68351172	+	0.000	0.000	Merged-chr2-68350885-39
Merged-chr14-31401139-16	chr14	31400734	31401351	+	0.000	0.000	Merged-chr14-31401139-16
Merged-chr5-75662405-46	chr5	75662159	75663035	+	0.000	0.000	Merged-chr5-75662405-46
Merged-chr4-63859317-1	chr4	63859219	63859417	+	0.000	0.000	Merged-chr4-63859317-1
Merged-chr14-78447306-2	chr14	78447195	78447420	+	0.000	0.000	Merged-chr14-78447306-2
Merged-chr17-7929404-1	chr17	7929306	7929504	+	0.000	0.000	Merged-chr17-7929404-1
Merged-chr13-21366779-27	chr13	21366623	21366940	+	0.000	0.000	Merged-chr13-21366779-27
Merged-chr11-62508965-2	chr11	62508867	62509066	+	0.000	0.000	Merged-chr11-62508965-2
Merged-chr8-94005321-6	chr8	94005163	94005471	+	0.000	0.000	Merged-chr8-94005321-6
Merged-chr2-21261749-29	chr2	21261474	21262022	+	0.000	0.000	Merged-chr2-21261749-29
Merged-chr11-87679109-12	chr11	87678888	87679291	+	0.000	0.000	Merged-chr11-87679109-12
Merged-chr17-8210146-46	chr17	8209555	8210477	+	0.000	0.000	Merged-chr17-8210146-46
Merged-chr5-86778111-4	chr5	86777989	86778242	+	0.000	0.000	Merged-chr5-86778111-4
Merged-chr19-44069600-84	chr19	44069373	44070014	+	0.000	0.000	Merged-chr19-44069600-84
Merged-chr4-139616074-1	chr4	139615976	139616174	+	0.000	0.000	Merged-chr4-139616074-1
Merged-chr13-117217133-3	chr13	117217035	117217233	+	0.000	0.000	Merged-chr13-117217133-3
Merged-chr10-82083415-54	chr10	82083118	82083630	+	0.000	0.000	Merged-chr10-82083415-54
Merged-chr2-21187692-27	chr2	21187473	21187971	+	0.000	0.000	Merged-chr2-21187692-27
Merged-chr12-52504054-125	chr12	52503642	52504327	+	0.000	0.000	Merged-chr12-52504054-125
Merged-chr5-75557558-1	chr5	75557460	75557658	+	0.000	0.000	Merged-chr5-75557558-1
Merged-chr5-92349540-1	chr5	92349442	92349640	+	0.000	0.000	Merged-chr5-92349540-1
Merged-chr15-59525009-64	chr15	59524650	59525425	+	0.000	0.000	Merged-chr15-59525009-64
Merged-chr7-24461373-2	chr7	24461200	24461549	+	0.000	0.000	Merged-chr7-24461373-2
Merged-chr2-16356419-87	chr2	16356130	16357034	+	0.000	0.000	Merged-chr2-16356419-87
Merged-chr15-12321794-133	chr15	12321090	12322178	+	0.000	0.000	Merged-chr15-12321794-133
Merged-chr5-105738785-9	chr5	105738591	105738950	+	0.000	0.000	Merged-chr5-105738785-9
Merged-chr11-99171665-2	chr11	99171561	99171771	+	0.000	0.000	Merged-chr11-99171665-2
Merged-chr17-83312668-46	chr17	83312516	83312956	+	0.000	0.000	Merged-chr17-83312668-46
Merged-chr7-35745412-12	chr7	35745211	35745583	+	0.000	0.000	Merged-chr7-35745412-12
Merged-chr4-32248517-28	chr4	32248290	32248744	+	0.000	0.000	Merged-chr4-32248517-28
Merged-chr5-3968600-20	chr5	3968440	3968777	+	0.000	0.000	Merged-chr5-3968600-20
Merged-chr14-8006109-16	chr14	8006007	8006214	+	0.000	0.000	Merged-chr14-8006109-16
Merged-chr1-33757115-3	chr1	33756994	33757234	+	0.000	0.000	Merged-chr1-33757115-3
Merged-chr14-121925437-1	chr14	121925339	121925537	+	0.000	0.000	Merged-chr14-121925437-1
Merged-chr12-36136129-16	chr12	36135956	36136279	+	0.000	0.000	Merged-chr12-36136129-16
Merged-chr1-39969267-1	chr1	39969169	39969367	+	0.000	0.000	Merged-chr1-39969267-1
Merged-chr5-148500750-2	chr5	148500618	148500884	+	0.000	0.000	Merged-chr5-148500750-2
Merged-chr16-96032531-16	chr16	96032369	96032742	+	0.000	0.000	Merged-chr16-96032531-16
Merged-chr6-144037744-1	chr6	144037646	144037844	+	0.000	0.000	Merged-chr6-144037744-1
Merged-chr2-17679942-6	chr2	17679754	17680130	+	0.000	0.000	Merged-chr2-17679942-6
Merged-chr14-118674530-2	chr14	118674360	118674703	+	0.000	0.000	Merged-chr14-118674530-2
Merged-chr17-83352001-13	chr17	83351665	83352271	+	0.000	0.000	Merged-chr17-83352001-13
Merged-chr10-127586318-36	chr10	127586112	127586574	+	0.000	0.000	Merged-chr10-127586318-36
Merged-chr18-53903857-61	chr18	53903565	53904140	+	0.000	0.000	Merged-chr18-53903857-61
Merged-chr1-74791717-28	chr1	74791432	74792001	+	0.000	0.000	Merged-chr1-74791717-28
Merged-chrX-98150921-9	chrX	98150643	98151169	+	0.000	0.000	Merged-chrX-98150921-9
Merged-chr6-125482007-137	chr6	125480956	125482763	+	0.000	0.000	Merged-chr6-125482007-137
Merged-chr1-82830981-11	chr1	82830787	82831316	+	0.000	0.000	Merged-chr1-82830981-11
Merged-chr7-92420249-3	chr7	92420124	92420390	+	0.000	0.000	Merged-chr7-92420249-3
Merged-chr7-130828221-94	chr7	130827730	130828432	+	0.000	0.000	Merged-chr7-130828221-94
Merged-chr5-105306151-101	chr5	105305943	105306408	+	0.000	0.000	Merged-chr5-105306151-101
Merged-chr9-114496634-56	chr9	114496404	114497000	+	0.000	0.000	Merged-chr9-114496634-56
Merged-chr10-130340277-13	chr10	130340146	130340410	+	0.000	0.000	Merged-chr10-130340277-13
Merged-chr9-123377036-7	chr9	123376867	123377190	+	0.000	0.000	Merged-chr9-123377036-7
Merged-chr6-67459449-19	chr6	67459113	67459688	+	0.000	0.000	Merged-chr6-67459449-19
Merged-chr7-79710128-1	chr7	79710030	79710228	+	0.000	0.000	Merged-chr7-79710128-1
Merged-chr5-148554281-1	chr5	148554183	148554381	+	0.000	0.000	Merged-chr5-148554281-1
Merged-chr3-95666288-23	chr3	95666115	95666480	+	0.000	0.000	Merged-chr3-95666288-23
Merged-chr11-116782885-34	chr11	116782653	116783137	+	0.000	0.000	Merged-chr11-116782885-34
Merged-chr11-70595762-18	chr11	70595526	70596042	+	0.000	0.000	Merged-chr11-70595762-18
Merged-chr17-80727696-1	chr17	80727598	80727796	+	0.000	0.000	Merged-chr17-80727696-1
Merged-chr12-112947526-11	chr12	112947366	112947697	+	0.000	0.000	Merged-chr12-112947526-11
Merged-chr11-3182176-3	chr11	3181948	3182394	+	0.000	0.000	Merged-chr11-3182176-3
Merged-chr3-126836069-3	chr3	126835923	126836203	+	0.000	0.000	Merged-chr3-126836069-3
Merged-chr2-164084194-102	chr2	164083978	164084544	+	0.000	0.000	Merged-chr2-164084194-102
Merged-chr19-40271418-123	chr19	40271123	40271833	+	0.000	0.000	Merged-chr19-40271418-123
Merged-chr7-19628983-103	chr7	19628594	19629662	+	0.000	0.000	Merged-chr7-19628983-103
Merged-chr1-189991261-1	chr1	189991163	189991361	+	0.000	0.000	Merged-chr1-189991261-1
Merged-chr9-92499924-26	chr9	92499720	92500182	+	0.000	0.000	Merged-chr9-92499924-26
Merged-chr1-39281232-20	chr1	39280937	39281437	+	0.000	0.000	Merged-chr1-39281232-20
Merged-chr7-48789100-72	chr7	48788900	48789406	+	0.000	0.000	Merged-chr7-48789100-72
Merged-chr6-89418901-1	chr6	89418803	89419001	+	0.000	0.000	Merged-chr6-89418901-1
Merged-chr4-32291008-1	chr4	32290910	32291108	+	0.000	0.000	Merged-chr4-32291008-1
Merged-chr14-31436048-54	chr14	31435745	31436319	+	0.000	0.000	Merged-chr14-31436048-54
Merged-chr17-15829818-1	chr17	15829720	15829918	+	0.000	0.000	Merged-chr17-15829818-1
Merged-chr4-136140503-4	chr4	136140323	136140669	+	0.000	0.000	Merged-chr4-136140503-4
Merged-chr1-74800679-42	chr1	74800337	74800898	+	0.000	0.000	Merged-chr1-74800679-42
Merged-chr2-21222970-39	chr2	21222637	21223342	+	0.000	0.000	Merged-chr2-21222970-39
Merged-chr6-144028545-1	chr6	144028447	144028645	+	0.000	0.000	Merged-chr6-144028545-1
Merged-chr12-73875329-23	chr12	73875156	73875546	+	0.000	0.000	Merged-chr12-73875329-23
Merged-chr16-24093103-28	chr16	24092714	24093434	+	0.000	0.000	Merged-chr16-24093103-28
Merged-chr14-78321176-5	chr14	78321029	78321314	+	0.000	0.000	Merged-chr14-78321176-5
Merged-chrX-137050270-1	chrX	137050172	137050370	+	0.000	0.000	Merged-chrX-137050270-1
Merged-chr18-35540154-12	chr18	35539949	35540323	+	0.000	0.000	Merged-chr18-35540154-12
Merged-chr13-42113906-29	chr13	42113690	42114113	+	0.000	0.000	Merged-chr13-42113906-29
Merged-chr17-7931540-55	chr17	7931375	7931837	+	0.000	0.000	Merged-chr17-7931540-55
Merged-chr17-3077504-49	chr17	3077065	3078018	+	0.000	0.000	Merged-chr17-3077504-49
Merged-chr10-42934777-29	chr10	42934542	42935051	+	0.000	0.000	Merged-chr10-42934777-29
Merged-chr10-130324467-31	chr10	130324292	130324729	+	0.000	0.000	Merged-chr10-130324467-31
Merged-chr11-4463139-8	chr11	4463000	4463306	+	0.000	0.000	Merged-chr11-4463139-8
Merged-chr1-127425317-19	chr1	127425147	127425615	+	0.000	0.000	Merged-chr1-127425317-19
Merged-chr4-32363760-31	chr4	32363533	32363997	+	0.000	0.000	Merged-chr4-32363760-31
