#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-DKO_Th1_vs_Bcl6KO_Th1-pval0.3-log2fc0.5_up.bed
NR46759--MA0493.1.Klf1	chr5	65904742	65904752	-	0.000	0.000	Merged-chr5-65904671-7
NR21017--MA0741.1.KLF16	chr15	35155791	35155801	-	0.000	0.000	Merged-chr15-35155762-73
NR19866--MA0742.1.Klf12	chr14	79591333	79591347	-	0.000	0.000	Merged-chr14-79591332-25
NR47512--MA0039.3.KLF4	chr5	103459369	103459379	+	0.000	0.000	Merged-chr5-103459309-20
NR33173--MA0599.1.KLF5	chr2	29890388	29890397	+	0.000	0.000	Merged-chr2-29890513-1
NR59289--MA0741.1.KLF16	chr8	57402506	57402516	-	0.000	0.000	Merged-chr8-57402577-20
NR14044--MA0039.3.KLF4	chr12	91643038	91643048	+	0.000	0.000	Merged-chr12-91642897-8
NR25809--MA0039.3.KLF4	chr17	8236111	8236121	+	0.000	0.000	Merged-chr17-8235955-6
NR42665--MA0741.1.KLF16	chr4	89169051	89169061	-	0.000	0.000	Merged-chr4-89169046-30
NR44736--MA0657.1.KLF13	chr4	142014889	142014906	+	0.000	0.000	Merged-chr4-142015063-42
NR14644--MA0741.1.KLF16	chr12	108275432	108275442	+	0.000	0.000	Merged-chr12-108275445-64
NR22966--MA0741.1.KLF16	chr15	98699670	98699680	-	0.000	0.000	Merged-chr15-98699636-21
NR60317--MA0599.1.KLF5	chr8	93810268	93810277	-	0.000	0.000	Merged-chr8-93810346-59
NR33884--MA0741.1.KLF16	chr2	59534542	59534552	+	0.000	0.000	Merged-chr2-59534510-22
NR1665--MA0741.1.KLF16	chr1	118627883	118627893	+	0.000	0.000	Merged-chr1-118628003-42
NR24452--MA0599.1.KLF5	chr16	44210825	44210834	+	0.000	0.000	Merged-chr16-44210859-20
NR41448--MA1107.1.KLF9	chr4	6930782	6930794	+	0.000	0.000	Merged-chr4-6930843-21
NR27162--MA0599.1.KLF5	chr17	37028703	37028712	-	0.000	0.000	Merged-chr17-37028850-28
NR22339--MA0493.1.Klf1	chr15	84372964	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR19238--MA0741.1.KLF16	chr14	57525613	57525623	-	0.000	0.000	Merged-chr14-57525572-80
NR50742--MA1107.1.KLF9	chr6	34364842	34364854	-	0.000	0.000	Merged-chr6-34364838-25
NR62702--MA0493.1.Klf1	chr9	53706256	53706266	-	0.000	0.000	Merged-chr9-53706205-55
NR8572--MA0599.1.KLF5	chr11	6658465	6658474	-	0.000	0.000	Merged-chr11-6658459-18
NR44825--MA1107.1.KLF9	chr4	144901710	144901722	+	0.000	0.000	Merged-chr4-144901724-37
NR56029--MA0599.1.KLF5	chr7	78451846	78451855	+	0.000	0.000	Merged-chr7-78451897-56
NR14833--MA0493.1.Klf1	chr12	111367052	111367062	+	0.000	0.000	Merged-chr12-111367204-5
NR63004--MA0493.1.Klf1	chr9	61331058	61331068	+	0.000	0.000	Merged-chr9-61330912-12
NR39353--MA1107.1.KLF9	chr3	101748387	101748399	+	0.000	0.000	Merged-chr3-101748481-44
NR8093--MA0740.1.KLF14	chr10	127621031	127621044	-	0.000	0.000	Merged-chr10-127621046-1
NR35793--MA0657.1.KLF13	chr2	139778445	139778462	-	0.000	0.000	Merged-chr2-139778494-20
NR5092--MA0599.1.KLF5	chr10	42887291	42887300	-	0.000	0.000	Merged-chr10-42887187-18
NR8262--MA0742.1.Klf12	chr10	128933730	128933744	-	0.000	0.000	Merged-chr10-128933885-33
NR336--MA0039.3.KLF4	chr1	36920567	36920577	+	0.000	0.000	Merged-chr1-36920402-81
NR346--MA0493.1.Klf1	chr1	37029244	37029254	-	0.000	0.000	Merged-chr1-37029325-41
NR36505--MA0493.1.Klf1	chr2	158179202	158179212	-	0.000	0.000	Merged-chr2-158179183-18
NR36352--MA0740.1.KLF14	chr2	155592750	155592763	-	0.000	0.000	Merged-chr2-155592720-55
NR13662--MA1107.1.KLF9	chr12	75143740	75143752	+	0.000	0.000	Merged-chr12-75143712-1
NR10783--MA0742.1.Klf12	chr11	90259990	90260004	-	0.000	0.000	Merged-chr11-90260049-1
NR13276--MA0740.1.KLF14	chr12	52818791	52818804	-	0.000	0.000	Merged-chr12-52818712-31
NR50682--MA0741.1.KLF16	chr6	30617396	30617406	+	0.000	0.000	Merged-chr6-30617295-15
NR66995--MA0599.1.KLF5	chrX	166672852	166672861	+	0.000	0.000	Merged-chrX-166672902-11
NR61741--MA0039.3.KLF4	chr9	11329031	11329041	+	0.000	0.000	Merged-chr9-11329095-28
NR50748--MA0741.1.KLF16	chr6	34497749	34497759	-	0.000	0.000	Merged-chr6-34497714-15
NR26600--MA0493.1.Klf1	chr17	29155791	29155801	+	0.000	0.000	Merged-chr17-29155963-15
NR35353--MA0599.1.KLF5	chr2	125731922	125731931	-	0.000	0.000	Merged-chr2-125731924-29
NR66967--MA1107.1.KLF9	chrX	166185376	166185388	+	0.000	0.000	Merged-chrX-166185579-37
NR46038--MA0741.1.KLF16	chr5	29195953	29195963	-	0.000	0.000	Merged-chr5-29195906-68
NR2000--MA0039.3.KLF4	chr1	131747197	131747207	+	0.000	0.000	Merged-chr1-131747235-22
NR10725--MA0599.1.KLF5	chr11	88864590	88864599	+	0.000	0.000	Merged-chr11-88864546-48
NR22062--MA0599.1.KLF5	chr15	80602606	80602615	+	0.000	0.000	Merged-chr15-80602759-36
NR14657--MA0741.1.KLF16	chr12	108334122	108334132	-	0.000	0.000	Merged-chr12-108333959-92
NR39371--MA1107.1.KLF9	chr3	101933739	101933751	-	0.000	0.000	Merged-chr3-101933748-15
NR53690--MA0493.1.Klf1	chr6	143327068	143327078	-	0.000	0.000	Merged-chr6-143327148-45
NR14752--MA1107.1.KLF9	chr12	110454466	110454478	-	0.000	0.000	Merged-chr12-110454424-31
NR20875--MA1107.1.KLF9	chr15	25696040	25696052	-	0.000	0.000	Merged-chr15-25696018-37
NR64779--MA0493.1.Klf1	chr9	112186614	112186624	+	0.000	0.000	Merged-chr9-112186441-37
NR61989--MA0599.1.KLF5	chr9	21936850	21936859	+	0.000	0.000	Merged-chr9-21936934-34
NR59405--MA1107.1.KLF9	chr8	61283214	61283226	+	0.000	0.000	Merged-chr8-61283229-50
NR21872--MA0599.1.KLF5	chr15	78515790	78515799	-	0.000	0.000	Merged-chr15-78515914-15
NR18735--MA0039.3.KLF4	chr14	32716955	32716965	+	0.000	0.000	Merged-chr14-32716978-71
NR30221--MA0493.1.Klf1	chr18	74442353	74442363	+	0.000	0.000	Merged-chr18-74442456-61
NR50857--MA0741.1.KLF16	chr6	39348140	39348150	+	0.000	0.000	Merged-chr6-39348126-65
NR37114--MA0741.1.KLF16	chr2	168741484	168741494	+	0.000	0.000	Merged-chr2-168741453-11
NR58305--MA0741.1.KLF16	chr7	143053707	143053717	+	0.000	0.000	Merged-chr7-143053542-3
NR11272--MA1107.1.KLF9	chr11	99132665	99132677	-	0.000	0.000	Merged-chr11-99132520-18
NR13665--MA0657.1.KLF13	chr12	75283501	75283518	-	0.000	0.000	Merged-chr12-75283531-50
NR55978--MA0599.1.KLF5	chr7	73517560	73517569	+	0.000	0.000	Merged-chr7-73517689-25
NR38081--MA0599.1.KLF5	chr3	37157149	37157158	+	0.000	0.000	Merged-chr3-37157248-37
NR29793--MA1107.1.KLF9	chr18	62125524	62125536	+	0.000	0.000	Merged-chr18-62125570-18
NR33178--MA0599.1.KLF5	chr2	30064067	30064076	-	0.000	0.000	Merged-chr2-30064013-1
NR61661--MA1107.1.KLF9	chr8	128420724	128420736	+	0.000	0.000	Merged-chr8-128420826-46
NR24336--MA0599.1.KLF5	chr16	35984021	35984030	-	0.000	0.000	Merged-chr16-35984000-4
NR59539--MA0741.1.KLF16	chr8	69822494	69822504	-	0.000	0.000	Merged-chr8-69822616-46
NR42472--MA0599.1.KLF5	chr4	62731466	62731475	+	0.000	0.000	Merged-chr4-62731520-17
NR4417--MA0740.1.KLF14	chr1	194626246	194626259	+	0.000	0.000	Merged-chr1-194626204-2
NR42168--MA0741.1.KLF16	chr4	47011202	47011212	-	0.000	0.000	Merged-chr4-47011023-46
NR12943--MA0741.1.KLF16	chr12	21543483	21543493	-	0.000	0.000	Merged-chr12-21543416-58
NR34823--MA0599.1.KLF5	chr2	104172842	104172851	-	0.000	0.000	Merged-chr2-104172938-49
NR33863--MA0741.1.KLF16	chr2	58481445	58481455	-	0.000	0.000	Merged-chr2-58481590-14
NR66552--MA0599.1.KLF5	chrX	133689087	133689096	-	0.000	0.000	Merged-chrX-133688960-40
NR57925--MA0599.1.KLF5	chr7	136894429	136894438	+	0.000	0.000	Merged-chr7-136894538-85
NR44929--MA0493.1.Klf1	chr4	147102145	147102155	+	0.000	0.000	Merged-chr4-147102129-68
NR66524--MA1107.1.KLF9	chrX	113181119	113181131	-	0.000	0.000	Merged-chrX-113181070-1
NR62707--MA0493.1.Klf1	chr9	53706297	53706307	-	0.000	0.000	Merged-chr9-53706205-55
NR56853--MA0599.1.KLF5	chr7	109781669	109781678	-	0.000	0.000	Merged-chr7-109781592-85
NR35795--MA0741.1.KLF16	chr2	139778450	139778460	-	0.000	0.000	Merged-chr2-139778494-20
NR22388--MA1107.1.KLF9	chr15	85233151	85233163	+	0.000	0.000	Merged-chr15-85233310-62
NR63357--MA0039.3.KLF4	chr9	69068527	69068537	-	0.000	0.000	Merged-chr9-69068633-33
NR56852--MA0742.1.Klf12	chr7	109781665	109781679	-	0.000	0.000	Merged-chr7-109781592-85
NR16141--MA0741.1.KLF16	chr13	51408694	51408704	-	0.000	0.000	Merged-chr13-51408755-27
NR28551--MA0741.1.KLF16	chr17	84944345	84944355	-	0.000	0.000	Merged-chr17-84944510-25
NR57078--MA0741.1.KLF16	chr7	115217065	115217075	-	0.000	0.000	Merged-chr7-115217038-43
NR14655--MA0599.1.KLF5	chr12	108334123	108334132	-	0.000	0.000	Merged-chr12-108333959-92
NR29664--MA0493.1.Klf1	chr18	57249690	57249700	+	0.000	0.000	Merged-chr18-57249763-26
NR61747--MA0493.1.Klf1	chr9	11579253	11579263	-	0.000	0.000	Merged-chr9-11579132-23
NR20214--MA0599.1.KLF5	chr14	105897606	105897615	+	0.000	0.000	Merged-chr14-105897458-44
NR64377--MA0599.1.KLF5	chr9	104276992	104277001	+	0.000	0.000	Merged-chr9-104277160-2
NR20755--MA0741.1.KLF16	chr15	10715924	10715934	-	0.000	0.000	Merged-chr15-10716063-12
NR17346--MA1107.1.KLF9	chr13	100002065	100002077	+	0.000	0.000	Merged-chr13-100002073-34
NR10277--MA0741.1.KLF16	chr11	77792125	77792135	-	0.000	0.000	Merged-chr11-77792176-31
NR43377--MA0742.1.Klf12	chr4	120854784	120854798	+	0.000	0.000	Merged-chr4-120854918-43
NR18596--MA0741.1.KLF16	chr14	27114835	27114845	+	0.000	0.000	Merged-chr14-27114945-21
NR2284--MA0599.1.KLF5	chr1	138604098	138604107	+	0.000	0.000	Merged-chr1-138604109-41
NR34366--MA0493.1.Klf1	chr2	77175979	77175989	-	0.000	0.000	Merged-chr2-77175946-2
NR62430--MA0599.1.KLF5	chr9	42488261	42488270	+	0.000	0.000	Merged-chr9-42488247-23
NR7839--MA0741.1.KLF16	chr10	121796197	121796207	+	0.000	0.000	Merged-chr10-121796258-28
NR57388--MA0599.1.KLF5	chr7	125496204	125496213	-	0.000	0.000	Merged-chr7-125496348-14
NR54463--MA0599.1.KLF5	chr7	17025700	17025709	+	0.000	0.000	Merged-chr7-17025652-5
NR17200--MA0740.1.KLF14	chr13	96465481	96465494	+	0.000	0.000	Merged-chr13-96465577-16
NR21877--MA0599.1.KLF5	chr15	78515887	78515896	+	0.000	0.000	Merged-chr15-78515914-15
NR21020--MA0740.1.KLF14	chr15	35155952	35155965	-	0.000	0.000	Merged-chr15-35155762-73
NR56038--MA0493.1.Klf1	chr7	78730005	78730015	+	0.000	0.000	Merged-chr7-78729978-9
NR7495--MA1107.1.KLF9	chr10	117651085	117651097	-	0.000	0.000	Merged-chr10-117651194-26
NR53795--MA0740.1.KLF14	chr6	144772380	144772393	-	0.000	0.000	Merged-chr6-144772237-32
NR2171--MA1107.1.KLF9	chr1	135659659	135659671	-	0.000	0.000	Merged-chr1-135659715-46
NR13676--MA1107.1.KLF9	chr12	75818295	75818307	-	0.000	0.000	Merged-chr12-75818494-81
NR2714--MA0599.1.KLF5	chr1	156217595	156217604	+	0.000	0.000	Merged-chr1-156217514-18
NR46126--MA0741.1.KLF16	chr5	32192115	32192125	+	0.000	0.000	Merged-chr5-32192251-27
NR7490--MA0039.3.KLF4	chr10	117651103	117651113	-	0.000	0.000	Merged-chr10-117651194-26
NR11268--MA1107.1.KLF9	chr11	99124170	99124182	-	0.000	0.000	Merged-chr11-99124300-22
NR14315--MA0599.1.KLF5	chr12	102283801	102283810	-	0.000	0.000	Merged-chr12-102283791-1
NR40783--MA0740.1.KLF14	chr3	144432216	144432229	+	0.000	0.000	Merged-chr3-144432353-38
NR12941--MA0599.1.KLF5	chr12	21543471	21543480	-	0.000	0.000	Merged-chr12-21543416-58
NR38147--MA0039.3.KLF4	chr3	40980876	40980886	-	0.000	0.000	Merged-chr3-40980887-22
NR57933--MA1107.1.KLF9	chr7	136894457	136894469	+	0.000	0.000	Merged-chr7-136894538-85
NR64512--MA0741.1.KLF16	chr9	107334666	107334676	+	0.000	0.000	Merged-chr9-107334469-86
NR30269--MA0742.1.Klf12	chr18	75247015	75247029	+	0.000	0.000	Merged-chr18-75247078-14
NR29911--MA0599.1.KLF5	chr18	65934897	65934906	+	0.000	0.000	Merged-chr18-65935112-36
NR18691--MA1107.1.KLF9	chr14	31398283	31398295	-	0.000	0.000	Merged-chr14-31398460-1
NR27595--MA0741.1.KLF16	chr17	53463514	53463524	+	0.000	0.000	Merged-chr17-53463323-32
NR62635--MA1107.1.KLF9	chr9	50512106	50512118	-	0.000	0.000	Merged-chr9-50512107-7
NR29794--MA0493.1.Klf1	chr18	62169311	62169321	-	0.000	0.000	Merged-chr18-62169369-48
NR61387--MA0741.1.KLF16	chr8	124434539	124434549	-	0.000	0.000	Merged-chr8-124434522-47
NR27395--MA0493.1.Klf1	chr17	46880156	46880166	+	0.000	0.000	Merged-chr17-46880120-39
NR9788--MA0599.1.KLF5	chr11	67055096	67055105	+	0.000	0.000	Merged-chr11-67055126-7
NR17137--MA0599.1.KLF5	chr13	95063706	95063715	-	0.000	0.000	Merged-chr13-95063599-48
NR24390--MA0599.1.KLF5	chr16	37385080	37385089	-	0.000	0.000	Merged-chr16-37384954-25
NR44555--MA0741.1.KLF16	chr4	139319888	139319898	+	0.000	0.000	Merged-chr4-139319909-27
NR44504--MA0493.1.Klf1	chr4	138973620	138973630	-	0.000	0.000	Merged-chr4-138973676-1
NR29132--MA0741.1.KLF16	chr18	33463957	33463967	-	0.000	0.000	Merged-chr18-33464031-50
NR2136--MA0493.1.Klf1	chr1	134747712	134747722	+	0.000	0.000	Merged-chr1-134747834-30
NR52936--MA1107.1.KLF9	chr6	128143630	128143642	-	0.000	0.000	Merged-chr6-128143679-59
NR16145--MA0493.1.Klf1	chr13	51598243	51598253	-	0.000	0.000	Merged-chr13-51598262-24
NR14649--MA0741.1.KLF16	chr12	108275620	108275630	-	0.000	0.000	Merged-chr12-108275445-64
NR64269--MA0740.1.KLF14	chr9	101251889	101251902	+	0.000	0.000	Merged-chr9-101251656-72
NR66534--MA0493.1.Klf1	chrX	113298192	113298202	-	0.000	0.000	Merged-chrX-113298172-75
NR25001--MA0599.1.KLF5	chr16	87597828	87597837	+	0.000	0.000	Merged-chr16-87597793-27
NR18737--MA0741.1.KLF16	chr14	32716954	32716964	+	0.000	0.000	Merged-chr14-32716978-71
NR1660--MA0599.1.KLF5	chr1	118627883	118627892	+	0.000	0.000	Merged-chr1-118628003-42
NR9118--MA0741.1.KLF16	chr11	49202768	49202778	-	0.000	0.000	Merged-chr11-49202721-8
NR44327--MA0657.1.KLF13	chr4	136469744	136469761	+	0.000	0.000	Merged-chr4-136469909-78
NR35631--MA0741.1.KLF16	chr2	132180758	132180768	-	0.000	0.000	Merged-chr2-132180846-32
NR24144--MA0599.1.KLF5	chr16	29814189	29814198	+	0.000	0.000	Merged-chr16-29814134-35
NR1847--MA1107.1.KLF9	chr1	127796435	127796447	-	0.000	0.000	Merged-chr1-127796546-56
NR30042--MA1107.1.KLF9	chr18	68195246	68195258	-	0.000	0.000	Merged-chr18-68195286-23
NR47031--MA0599.1.KLF5	chr5	77130585	77130594	+	0.000	0.000	Merged-chr5-77130540-43
NR47370--MA1107.1.KLF9	chr5	99728252	99728264	+	0.000	0.000	Merged-chr5-99728250-10
NR51431--MA0599.1.KLF5	chr6	67459479	67459488	+	0.000	0.000	Merged-chr6-67459449-19
NR63189--MA0599.1.KLF5	chr9	65003982	65003991	+	0.000	0.000	Merged-chr9-65004115-12
NR61895--MA0493.1.Klf1	chr9	21265226	21265236	-	0.000	0.000	Merged-chr9-21265250-55
NR60642--MA0741.1.KLF16	chr8	109957365	109957375	+	0.000	0.000	Merged-chr8-109957445-42
NR38963--MA0493.1.Klf1	chr3	90585915	90585925	-	0.000	0.000	Merged-chr3-90585882-6
NR44727--MA0039.3.KLF4	chr4	141766459	141766469	-	0.000	0.000	Merged-chr4-141766554-24
NR9233--MA0599.1.KLF5	chr11	52080221	52080230	-	0.000	0.000	Merged-chr11-52080171-5
NR40288--MA0493.1.Klf1	chr3	131250502	131250512	+	0.000	0.000	Merged-chr3-131250529-24
NR15708--MA0740.1.KLF14	chr13	30154473	30154486	+	0.000	0.000	Merged-chr13-30154580-19
NR52367--MA0741.1.KLF16	chr6	114397838	114397848	-	0.000	0.000	Merged-chr6-114397925-17
NR7501--MA0599.1.KLF5	chr10	117651253	117651262	-	0.000	0.000	Merged-chr10-117651194-26
NR7840--MA1107.1.KLF9	chr10	121796196	121796208	+	0.000	0.000	Merged-chr10-121796258-28
NR63095--MA0599.1.KLF5	chr9	62507724	62507733	-	0.000	0.000	Merged-chr9-62507669-9
NR17141--MA0493.1.Klf1	chr13	95063723	95063733	-	0.000	0.000	Merged-chr13-95063599-48
NR47339--MA1107.1.KLF9	chr5	97935526	97935538	+	0.000	0.000	Merged-chr5-97935514-29
NR3258--MA0599.1.KLF5	chr1	170644487	170644496	+	0.000	0.000	Merged-chr1-170644461-22
NR37453--MA0599.1.KLF5	chr2	174556048	174556057	-	0.000	0.000	Merged-chr2-174555978-36
NR1690--MA0657.1.KLF13	chr1	119504861	119504878	-	0.000	0.000	Merged-chr1-119504796-62
NR10784--MA0599.1.KLF5	chr11	90259994	90260003	-	0.000	0.000	Merged-chr11-90260049-1
NR39352--MA0741.1.KLF16	chr3	101748388	101748398	+	0.000	0.000	Merged-chr3-101748481-44
NR13036--MA0742.1.Klf12	chr12	26057631	26057645	+	0.000	0.000	Merged-chr12-26057851-43
NR19661--MA0493.1.Klf1	chr14	74918735	74918745	-	0.000	0.000	Merged-chr14-74918775-39
NR52681--MA0741.1.KLF16	chr6	121110179	121110189	-	0.000	0.000	Merged-chr6-121110104-77
NR16133--MA0741.1.KLF16	chr13	51388099	51388109	-	0.000	0.000	Merged-chr13-51388076-1
NR28180--MA1107.1.KLF9	chr17	74869697	74869709	-	0.000	0.000	Merged-chr17-74869887-51
NR55638--MA0493.1.Klf1	chr7	49246033	49246043	+	0.000	0.000	Merged-chr7-49246156-57
NR14444--MA1107.1.KLF9	chr12	104999354	104999366	+	0.000	0.000	Merged-chr12-104999417-2
NR14724--MA0741.1.KLF16	chr12	109446512	109446522	-	0.000	0.000	Merged-chr12-109446341-43
NR32133--MA0742.1.Klf12	chr19	54115021	54115035	-	0.000	0.000	Merged-chr19-54115142-50
NR33693--MA0741.1.KLF16	chr2	38824103	38824113	-	0.000	0.000	Merged-chr2-38824189-28
NR17145--MA1107.1.KLF9	chr13	95063704	95063716	-	0.000	0.000	Merged-chr13-95063599-48
NR64852--MA0599.1.KLF5	chr9	114468459	114468468	+	0.000	0.000	Merged-chr9-114468375-1
NR35612--MA0740.1.KLF14	chr2	132029907	132029920	+	0.000	0.000	Merged-chr2-132029738-120
NR39283--MA0493.1.Klf1	chr3	100582915	100582925	-	0.000	0.000	Merged-chr3-100582913-18
NR40287--MA0039.3.KLF4	chr3	131250504	131250514	+	0.000	0.000	Merged-chr3-131250529-24
NR16019--MA0039.3.KLF4	chr13	44531158	44531168	+	0.000	0.000	Merged-chr13-44531133-17
NR52062--MA0741.1.KLF16	chr6	98609336	98609346	+	0.000	0.000	Merged-chr6-98609321-36
NR7513--MA0741.1.KLF16	chr10	117660149	117660159	-	0.000	0.000	Merged-chr10-117659981-30
NR34085--MA0599.1.KLF5	chr2	69917164	69917173	-	0.000	0.000	Merged-chr2-69917342-25
NR42965--MA0740.1.KLF14	chr4	108310782	108310795	+	0.000	0.000	Merged-chr4-108310849-34
NR48354--MA0599.1.KLF5	chr5	118817867	118817876	-	0.000	0.000	Merged-chr5-118817732-16
NR28168--MA0599.1.KLF5	chr17	74865000	74865009	-	0.000	0.000	Merged-chr17-74864979-18
NR40446--MA0741.1.KLF16	chr3	134240005	134240015	-	0.000	0.000	Merged-chr3-134240008-67
NR12041--MA0493.1.Klf1	chr11	114068572	114068582	-	0.000	0.000	Merged-chr11-114068502-5
NR3677--MA0741.1.KLF16	chr1	180548106	180548116	-	0.000	0.000	Merged-chr1-180548194-33
NR34066--MA1107.1.KLF9	chr2	69125437	69125449	-	0.000	0.000	Merged-chr2-69125568-4
NR43236--MA0599.1.KLF5	chr4	118260693	118260702	+	0.000	0.000	Merged-chr4-118260858-21
NR25826--MA0742.1.Klf12	chr17	8306074	8306088	+	0.000	0.000	Merged-chr17-8305975-23
NR66462--MA1107.1.KLF9	chrX	104670076	104670088	-	0.000	0.000	Merged-chrX-104669930-6
NR7494--MA0741.1.KLF16	chr10	117651104	117651114	-	0.000	0.000	Merged-chr10-117651194-26
NR2880--MA0599.1.KLF5	chr1	161791979	161791988	-	0.000	0.000	Merged-chr1-161792020-2
NR1658--MA0742.1.Klf12	chr1	118627882	118627896	+	0.000	0.000	Merged-chr1-118628003-42
NR168--MA0493.1.Klf1	chr1	20912783	20912793	-	0.000	0.000	Merged-chr1-20912686-65
NR24028--MA0599.1.KLF5	chr16	23181650	23181659	+	0.000	0.000	Merged-chr16-23181616-66
NR7612--MA1107.1.KLF9	chr10	118766023	118766035	-	0.000	0.000	Merged-chr10-118766153-45
NR59810--MA0599.1.KLF5	chr8	72285418	72285427	+	0.000	0.000	Merged-chr8-72285397-19
NR15307--MA0740.1.KLF14	chr12	119238857	119238870	-	0.000	0.000	Merged-chr12-119238922-2
NR5419--MA1107.1.KLF9	chr10	61233349	61233361	+	0.000	0.000	Merged-chr10-61233317-40
NR22420--MA1107.1.KLF9	chr15	86016259	86016271	+	0.000	0.000	Merged-chr15-86016177-43
NR4366--MA0599.1.KLF5	chr1	193365983	193365992	-	0.000	0.000	Merged-chr1-193366026-12
NR55636--MA0742.1.Klf12	chr7	49246033	49246047	+	0.000	0.000	Merged-chr7-49246156-57
NR38409--MA0599.1.KLF5	chr3	62338941	62338950	-	0.000	0.000	Merged-chr3-62339060-22
NR8599--MA1107.1.KLF9	chr11	11519455	11519467	+	0.000	0.000	Merged-chr11-11519616-36
NR16146--MA0741.1.KLF16	chr13	51598380	51598390	-	0.000	0.000	Merged-chr13-51598262-24
NR32586--MA0599.1.KLF5	chr2	9792560	9792569	+	0.000	0.000	Merged-chr2-9792573-15
NR61470--MA0493.1.Klf1	chr8	125727534	125727544	-	0.000	0.000	Merged-chr8-125727602-12
NR64180--MA0493.1.Klf1	chr9	98616511	98616521	+	0.000	0.000	Merged-chr9-98616546-17
NR50444--MA0493.1.Klf1	chr6	6217148	6217158	+	0.000	0.000	Merged-chr6-6217012-81
NR46970--MA1107.1.KLF9	chr5	75978537	75978549	+	0.000	0.000	Merged-chr5-75978410-42
NR57288--MA0741.1.KLF16	chr7	120722245	120722255	-	0.000	0.000	Merged-chr7-120722265-14
NR53741--MA0599.1.KLF5	chr6	144332209	144332218	-	0.000	0.000	Merged-chr6-144332292-25
NR28172--MA0493.1.Klf1	chr17	74865000	74865010	-	0.000	0.000	Merged-chr17-74864979-18
NR36234--MA0742.1.Klf12	chr2	153325875	153325889	-	0.000	0.000	Merged-chr2-153325949-22
NR53947--MA0599.1.KLF5	chr6	147097760	147097769	-	0.000	0.000	Merged-chr6-147097637-4
NR44285--MA0742.1.Klf12	chr4	136140416	136140430	+	0.000	0.000	Merged-chr4-136140503-4
NR38645--MA1107.1.KLF9	chr3	84039282	84039294	+	0.000	0.000	Merged-chr3-84039248-13
NR34828--MA0493.1.Klf1	chr2	104286396	104286406	-	0.000	0.000	Merged-chr2-104286317-9
NR40784--MA0657.1.KLF13	chr3	144432215	144432232	+	0.000	0.000	Merged-chr3-144432353-38
NR57705--MA0039.3.KLF4	chr7	130893296	130893306	+	0.000	0.000	Merged-chr7-130893114-41
NR34739--MA0599.1.KLF5	chr2	102039502	102039511	-	0.000	0.000	Merged-chr2-102039537-38
NR21527--MA0039.3.KLF4	chr15	67209634	67209644	-	0.000	0.000	Merged-chr15-67209828-75
NR18599--MA0599.1.KLF5	chr14	27174416	27174425	-	0.000	0.000	Merged-chr14-27174454-2
NR14441--MA0742.1.Klf12	chr12	104999354	104999368	+	0.000	0.000	Merged-chr12-104999417-2
NR41742--MA0741.1.KLF16	chr4	35130602	35130612	+	0.000	0.000	Merged-chr4-35130648-17
NR27310--MA1107.1.KLF9	chr17	45594950	45594962	-	0.000	0.000	Merged-chr17-45594823-1
NR46616--MA0742.1.Klf12	chr5	63943572	63943586	-	0.000	0.000	Merged-chr5-63943362-36
NR30276--MA0493.1.Klf1	chr18	75322576	75322586	-	0.000	0.000	Merged-chr18-75322404-42
NR13267--MA0742.1.Klf12	chr12	52503829	52503843	-	0.000	0.000	Merged-chr12-52504054-125
NR14161--MA0741.1.KLF16	chr12	98601203	98601213	-	0.000	0.000	Merged-chr12-98601119-23
NR20357--MA1107.1.KLF9	chr14	118483103	118483115	+	0.000	0.000	Merged-chr14-118482949-23
NR44330--MA0493.1.Klf1	chr4	136469745	136469755	+	0.000	0.000	Merged-chr4-136469909-78
NR35320--MA0740.1.KLF14	chr2	124610506	124610519	-	0.000	0.000	Merged-chr2-124610315-43
NR43674--MA0741.1.KLF16	chr4	128957230	128957240	-	0.000	0.000	Merged-chr4-128957353-26
NR40434--MA0742.1.Klf12	chr3	133758585	133758599	+	0.000	0.000	Merged-chr3-133758511-65
NR35614--MA0599.1.KLF5	chr2	132029908	132029917	+	0.000	0.000	Merged-chr2-132029738-120
NR53946--MA1107.1.KLF9	chr6	147032451	147032463	+	0.000	0.000	Merged-chr6-147032567-23
NR52107--MA0741.1.KLF16	chr6	99801020	99801030	+	0.000	0.000	Merged-chr6-99800956-8
NR66360--MA0493.1.Klf1	chrX	99136010	99136020	-	0.000	0.000	Merged-chrX-99136067-62
NR34827--MA0039.3.KLF4	chr2	104286394	104286404	-	0.000	0.000	Merged-chr2-104286317-9
NR14652--MA0740.1.KLF14	chr12	108334120	108334133	-	0.000	0.000	Merged-chr12-108333959-92
NR1692--MA0599.1.KLF5	chr1	119504867	119504876	-	0.000	0.000	Merged-chr1-119504796-62
