#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Tcf7/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.3-log2fc-0.5_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval0.3-log2fc0.5_up.bed
NR8593--MA0523.1.TCF7L2	chr9	36802533	36802546	+	0.000	0.000	Merged-chr9-36802612-8
NR749--MA0523.1.TCF7L2	chr10	8531854	8531867	+	0.000	0.000	Merged-chr10-8531787-37
NR8805--MA0523.1.TCF7L2	chr9	85011576	85011589	+	0.000	0.000	Merged-chr9-85011578-31
NR2288--MA0523.1.TCF7L2	chr13	52144227	52144240	-	0.000	0.000	Merged-chr13-52144310-15
NR4157--MA0769.1.Tcf7	chr18	56566286	56566297	+	0.000	0.000	Merged-chr18-56566232-24
NR2060--MA0523.1.TCF7L2	chr12	112140289	112140302	-	0.000	0.000	Merged-chr12-112140438-18
NR4824--MA0769.1.Tcf7	chr2	69860928	69860939	+	0.000	0.000	Merged-chr2-69861077-1
NR6569--MA1421.1.TCF7L1	chr5	22587659	22587670	-	0.000	0.000	Merged-chr5-22587622-39
NR8194--MA0769.1.Tcf7	chr8	33548680	33548691	+	0.000	0.000	Merged-chr8-33548647-24
NR1746--MA1421.1.TCF7L1	chr12	31756178	31756189	-	0.000	0.000	Merged-chr12-31756239-29
NR3838--MA1421.1.TCF7L1	chr17	43645423	43645434	+	0.000	0.000	Merged-chr17-43645396-23
NR7626--MA1421.1.TCF7L1	chr6	146960265	146960276	-	0.000	0.000	Merged-chr6-146960171-26
NR8675--MA0523.1.TCF7L2	chr9	55410581	55410594	-	0.000	0.000	Merged-chr9-55410514-19
NR7133--MA0523.1.TCF7L2	chr6	41113489	41113502	+	0.000	0.000	Merged-chr6-41113305-59
NR564--MA0769.1.Tcf7	chr1	165850919	165850930	-	0.000	0.000	Merged-chr1-165850957-6
NR3197--MA0769.1.Tcf7	chr15	68228377	68228388	+	0.000	0.000	Merged-chr15-68228296-28
NR8624--MA0769.1.Tcf7	chr9	42463999	42464010	+	0.000	0.000	Merged-chr9-42464013-7
NR2310--MA0523.1.TCF7L2	chr13	55255379	55255392	-	0.000	0.000	Merged-chr13-55255412-37
NR3864--MA0769.1.Tcf7	chr17	48318939	48318950	+	0.000	0.000	Merged-chr17-48318964-29
NR3947--MA0523.1.TCF7L2	chr17	80479316	80479329	+	0.000	0.000	Merged-chr17-80479314-1
NR1687--MA0523.1.TCF7L2	chr12	8817860	8817873	+	0.000	0.000	Merged-chr12-8817903-12
NR4175--MA0769.1.Tcf7	chr18	60502491	60502502	-	0.000	0.000	Merged-chr18-60502470-34
NR4234--MA0523.1.TCF7L2	chr18	69548126	69548139	-	0.000	0.000	Merged-chr18-69547959-32
NR3770--MA0769.1.Tcf7	chr17	21438160	21438171	-	0.000	0.000	Merged-chr17-21438248-5
NR4287--MA0769.1.Tcf7	chr18	80715711	80715722	+	0.000	0.000	Merged-chr18-80715827-3
NR4836--MA0523.1.TCF7L2	chr2	70727345	70727358	+	0.000	0.000	Merged-chr2-70727299-23
NR3619--MA1421.1.TCF7L1	chr16	78595989	78596000	-	0.000	0.000	Merged-chr16-78595924-17
NR1034--MA0523.1.TCF7L2	chr10	82728184	82728197	-	0.000	0.000	Merged-chr10-82728321-8
NR6364--MA0523.1.TCF7L2	chr4	116735047	116735060	-	0.000	0.000	Merged-chr4-116735189-24
NR7407--MA1421.1.TCF7L1	chr6	103565084	103565095	+	0.000	0.000	Merged-chr6-103565102-16
NR2275--MA0523.1.TCF7L2	chr13	51712203	51712216	-	0.000	0.000	Merged-chr13-51712212-27
NR8456--MA0523.1.TCF7L2	chr8	122830496	122830509	+	0.000	0.000	Merged-chr8-122830523-28
NR8721--MA1421.1.TCF7L1	chr9	69165000	69165011	-	0.000	0.000	Merged-chr9-69165370-48
NR5681--MA0523.1.TCF7L2	chr3	100703372	100703385	-	0.000	0.000	Merged-chr3-100703204-27
NR4199--MA0523.1.TCF7L2	chr18	65327447	65327460	-	0.000	0.000	Merged-chr18-65327246-34
NR1689--MA0769.1.Tcf7	chr12	8817860	8817871	+	0.000	0.000	Merged-chr12-8817903-12
NR4015--MA0523.1.TCF7L2	chr18	5820059	5820072	-	0.000	0.000	Merged-chr18-5820020-28
NR196--MA1421.1.TCF7L1	chr1	82900858	82900869	-	0.000	0.000	Merged-chr1-82900738-32
NR5424--MA0523.1.TCF7L2	chr3	21995859	21995872	+	0.000	0.000	Merged-chr3-21996009-51
NR2974--MA1421.1.TCF7L1	chr14	118658091	118658102	+	0.000	0.000	Merged-chr14-118658326-68
NR3261--MA1421.1.TCF7L1	chr15	85792256	85792267	-	0.000	0.000	Merged-chr15-85792290-2
NR2481--MA0523.1.TCF7L2	chr13	101713894	101713907	+	0.000	0.000	Merged-chr13-101713890-21
NR9056--MA0769.1.Tcf7	chrX	37141905	37141916	-	0.000	0.000	Merged-chrX-37141960-22
NR4573--MA0523.1.TCF7L2	chr2	11617019	11617032	+	0.000	0.000	Merged-chr2-11617013-39
NR966--MA1421.1.TCF7L1	chr10	67697939	67697950	+	0.000	0.000	Merged-chr10-67697981-39
NR8589--MA0523.1.TCF7L2	chr9	35007272	35007285	+	0.000	0.000	Merged-chr9-35007274-11
NR1842--MA0523.1.TCF7L2	chr12	69446034	69446047	+	0.000	0.000	Merged-chr12-69446107-1
NR798--MA1421.1.TCF7L1	chr10	24111229	24111240	-	0.000	0.000	Merged-chr10-24111264-14
NR6594--MA1421.1.TCF7L1	chr5	35857802	35857813	-	0.000	0.000	Merged-chr5-35857976-32
NR1674--MA0523.1.TCF7L2	chr12	3835826	3835839	-	0.000	0.000	Merged-chr12-3835793-19
NR3757--MA0769.1.Tcf7	chr17	13479952	13479963	+	0.000	0.000	Merged-chr17-13479919-17
NR8193--MA0523.1.TCF7L2	chr8	33548715	33548728	-	0.000	0.000	Merged-chr8-33548647-24
NR3370--MA0523.1.TCF7L2	chr16	8709013	8709026	-	0.000	0.000	Merged-chr16-8708953-12
NR1810--MA0769.1.Tcf7	chr12	52644413	52644424	-	0.000	0.000	Merged-chr12-52644289-23
NR4823--MA0523.1.TCF7L2	chr2	69860928	69860941	+	0.000	0.000	Merged-chr2-69861077-1
NR3606--MA1421.1.TCF7L1	chr16	76447215	76447226	-	0.000	0.000	Merged-chr16-76447349-16
NR9082--MA0523.1.TCF7L2	chrX	57144145	57144158	-	0.000	0.000	Merged-chrX-57144211-21
NR1880--MA0523.1.TCF7L2	chr12	75494814	75494827	-	0.000	0.000	Merged-chr12-75494766-18
NR6006--MA0769.1.Tcf7	chr3	154694068	154694079	-	0.000	0.000	Merged-chr3-154694103-10
NR1922--MA0769.1.Tcf7	chr12	82187507	82187518	-	0.000	0.000	Merged-chr12-82187311-20
NR5896--MA0523.1.TCF7L2	chr3	138649917	138649930	+	0.000	0.000	Merged-chr3-138649925-12
NR2797--MA0769.1.Tcf7	chr14	59202012	59202023	-	0.000	0.000	Merged-chr14-59201879-5
NR7342--MA0769.1.Tcf7	chr6	94534990	94535001	-	0.000	0.000	Merged-chr6-94534982-12
NR2439--MA0769.1.Tcf7	chr13	92639031	92639042	-	0.000	0.000	Merged-chr13-92639220-17
NR3099--MA0769.1.Tcf7	chr15	36396451	36396462	-	0.000	0.000	Merged-chr15-36396472-80
NR6270--MA0769.1.Tcf7	chr4	89302313	89302324	-	0.000	0.000	Merged-chr4-89302202-17
NR3547--MA0523.1.TCF7L2	chr16	50555181	50555194	-	0.000	0.000	Merged-chr16-50555141-20
NR4077--MA0769.1.Tcf7	chr18	33781014	33781025	+	0.000	0.000	Merged-chr18-33781041-12
NR4861--MA0523.1.TCF7L2	chr2	74887204	74887217	-	0.000	0.000	Merged-chr2-74887240-10
NR183--MA1421.1.TCF7L1	chr1	80321411	80321422	+	0.000	0.000	Merged-chr1-80321528-19
NR4959--MA0769.1.Tcf7	chr2	103668301	103668312	-	0.000	0.000	Merged-chr2-103668249-32
NR4788--MA0523.1.TCF7L2	chr2	61494270	61494283	-	0.000	0.000	Merged-chr2-61494309-57
NR7866--MA1421.1.TCF7L1	chr7	97067539	97067550	-	0.000	0.000	Merged-chr7-97067401-28
NR6803--MA0769.1.Tcf7	chr5	98018288	98018299	+	0.000	0.000	Merged-chr5-98018284-53
NR3381--MA1421.1.TCF7L1	chr16	11577691	11577702	-	0.000	0.000	Merged-chr16-11577786-44
NR7678--MA0769.1.Tcf7	chr7	19837027	19837038	-	0.000	0.000	Merged-chr7-19837080-20
NR4642--MA0523.1.TCF7L2	chr2	32181552	32181565	-	0.000	0.000	Merged-chr2-32181600-13
NR5473--MA1421.1.TCF7L1	chr3	52397970	52397981	+	0.000	0.000	Merged-chr3-52398143-17
NR7397--MA1421.1.TCF7L1	chr6	101359851	101359862	-	0.000	0.000	Merged-chr6-101359900-41
NR3690--MA0769.1.Tcf7	chr16	94596338	94596349	-	0.000	0.000	Merged-chr16-94596534-16
NR5024--MA0523.1.TCF7L2	chr2	114873165	114873178	+	0.000	0.000	Merged-chr2-114873203-5
NR2742--MA1421.1.TCF7L1	chr14	48271283	48271294	-	0.000	0.000	Merged-chr14-48271299-17
NR8430--MA0523.1.TCF7L2	chr8	115126874	115126887	+	0.000	0.000	Merged-chr8-115126776-11
NR8622--MA1421.1.TCF7L1	chr9	42463999	42464010	+	0.000	0.000	Merged-chr9-42464013-7
NR1767--MA1421.1.TCF7L1	chr12	35916008	35916019	+	0.000	0.000	Merged-chr12-35915902-9
NR1274--MA0523.1.TCF7L2	chr10	122604119	122604132	+	0.000	0.000	Merged-chr10-122604110-13
NR6369--MA0769.1.Tcf7	chr4	117153894	117153905	-	0.000	0.000	Merged-chr4-117153955-7
NR2683--MA0523.1.TCF7L2	chr14	34670398	34670411	+	0.000	0.000	Merged-chr14-34670464-10
NR4775--MA0523.1.TCF7L2	chr2	59645076	59645089	-	0.000	0.000	Merged-chr2-59645072-13
NR1712--MA0769.1.Tcf7	chr12	21172236	21172247	+	0.000	0.000	Merged-chr12-21172304-14
NR256--MA0769.1.Tcf7	chr1	91626307	91626318	-	0.000	0.000	Merged-chr1-91626193-21
NR8316--MA0769.1.Tcf7	chr8	81735844	81735855	-	0.000	0.000	Merged-chr8-81736050-71
NR8660--MA1421.1.TCF7L1	chr9	51185634	51185645	+	0.000	0.000	Merged-chr9-51185836-35
NR8704--MA1421.1.TCF7L1	chr9	65084569	65084580	-	0.000	0.000	Merged-chr9-65084631-10
NR8211--MA0523.1.TCF7L2	chr8	36028575	36028588	-	0.000	0.000	Merged-chr8-36028490-56
NR5496--MA0523.1.TCF7L2	chr3	58516800	58516813	-	0.000	0.000	Merged-chr3-58516835-3
NR7588--MA0523.1.TCF7L2	chr6	143420007	143420020	+	0.000	0.000	Merged-chr6-143420125-29
NR2933--MA0523.1.TCF7L2	chr14	103350073	103350086	+	0.000	0.000	Merged-chr14-103350207-1
NR7911--MA0769.1.Tcf7	chr7	109265715	109265726	-	0.000	0.000	Merged-chr7-109265818-41
NR3677--MA0769.1.Tcf7	chr16	92743981	92743992	+	0.000	0.000	Merged-chr16-92743989-33
NR5503--MA0769.1.Tcf7	chr3	60124187	60124198	+	0.000	0.000	Merged-chr3-60124423-36
NR6721--MA0523.1.TCF7L2	chr5	77273378	77273391	-	0.000	0.000	Merged-chr5-77273365-25
NR8813--MA0523.1.TCF7L2	chr9	85680210	85680223	-	0.000	0.000	Merged-chr9-85680180-31
NR3917--MA0523.1.TCF7L2	chr17	70702351	70702364	+	0.000	0.000	Merged-chr17-70702396-15
NR3521--MA0523.1.TCF7L2	chr16	45723858	45723871	+	0.000	0.000	Merged-chr16-45724000-1
NR2995--MA1421.1.TCF7L1	chr14	121354191	121354202	+	0.000	0.000	Merged-chr14-121354142-24
NR3695--MA0769.1.Tcf7	chr16	95682398	95682409	+	0.000	0.000	Merged-chr16-95682592-12
NR8231--MA0769.1.Tcf7	chr8	46722876	46722887	-	0.000	0.000	Merged-chr8-46722876-13
NR4806--MA0523.1.TCF7L2	chr2	65422035	65422048	+	0.000	0.000	Merged-chr2-65422005-11
NR3328--MA0769.1.Tcf7	chr15	100145188	100145199	-	0.000	0.000	Merged-chr15-100145354-14
NR4638--MA0523.1.TCF7L2	chr2	31303549	31303562	-	0.000	0.000	Merged-chr2-31303456-10
NR7589--MA0769.1.Tcf7	chr6	143420007	143420018	+	0.000	0.000	Merged-chr6-143420125-29
NR6783--MA1421.1.TCF7L1	chr5	96825232	96825243	+	0.000	0.000	Merged-chr5-96825060-50
NR292--MA0769.1.Tcf7	chr1	98088346	98088357	+	0.000	0.000	Merged-chr1-98088226-2
NR538--MA0523.1.TCF7L2	chr1	161480190	161480203	-	0.000	0.000	Merged-chr1-161480099-19
NR2256--MA0769.1.Tcf7	chr13	44317658	44317669	-	0.000	0.000	Merged-chr13-44317703-16
NR2245--MA0523.1.TCF7L2	chr13	42049142	42049155	+	0.000	0.000	Merged-chr13-42049130-34
NR3592--MA0769.1.Tcf7	chr16	70007129	70007140	+	0.000	0.000	Merged-chr16-70007136-17
NR4169--MA0523.1.TCF7L2	chr18	60375874	60375887	-	0.000	0.000	Merged-chr18-60375896-42
NR6526--MA1421.1.TCF7L1	chr4	155082318	155082329	+	0.000	0.000	Merged-chr4-155082260-14
NR4776--MA0769.1.Tcf7	chr2	59645078	59645089	-	0.000	0.000	Merged-chr2-59645072-13
NR1703--MA1421.1.TCF7L1	chr12	17726669	17726680	-	0.000	0.000	Merged-chr12-17726607-38
NR6892--MA0523.1.TCF7L2	chr5	114783567	114783580	-	0.000	0.000	Merged-chr5-114783654-34
NR5226--MA0523.1.TCF7L2	chr2	150578759	150578772	-	0.000	0.000	Merged-chr2-150578789-44
NR744--MA0523.1.TCF7L2	chr10	7995742	7995755	-	0.000	0.000	Merged-chr10-7995784-10
NR1090--MA0769.1.Tcf7	chr10	93050744	93050755	-	0.000	0.000	Merged-chr10-93050674-1
NR91--MA0523.1.TCF7L2	chr1	43403602	43403615	-	0.000	0.000	Merged-chr1-43403565-20
NR4472--MA1421.1.TCF7L1	chr19	47915525	47915536	+	0.000	0.000	Merged-chr19-47915460-18
NR7034--MA0769.1.Tcf7	chr5	151416717	151416728	+	0.000	0.000	Merged-chr5-151416725-1
NR8559--MA0523.1.TCF7L2	chr9	25549248	25549261	-	0.000	0.000	Merged-chr9-25549394-11
NR2274--MA0769.1.Tcf7	chr13	51690452	51690463	+	0.000	0.000	Merged-chr13-51690450-25
NR8824--MA1421.1.TCF7L1	chr9	88332675	88332686	-	0.000	0.000	Merged-chr9-88332643-26
NR3904--MA0523.1.TCF7L2	chr17	63460227	63460240	-	0.000	0.000	Merged-chr17-63460148-16
NR5828--MA0523.1.TCF7L2	chr3	129545375	129545388	-	0.000	0.000	Merged-chr3-129545403-15
NR3252--MA0769.1.Tcf7	chr15	84168879	84168890	-	0.000	0.000	Merged-chr15-84168860-11
NR1059--MA0769.1.Tcf7	chr10	85050898	85050909	-	0.000	0.000	Merged-chr10-85050856-11
NR2395--MA0769.1.Tcf7	chr13	83609300	83609311	-	0.000	0.000	Merged-chr13-83609359-62
NR3196--MA1421.1.TCF7L1	chr15	68228377	68228388	+	0.000	0.000	Merged-chr15-68228296-28
NR6741--MA0769.1.Tcf7	chr5	89154562	89154573	-	0.000	0.000	Merged-chr5-89154576-11
NR2161--MA1421.1.TCF7L1	chr13	9430106	9430117	-	0.000	0.000	Merged-chr13-9430179-63
NR8594--MA0769.1.Tcf7	chr9	36802533	36802544	+	0.000	0.000	Merged-chr9-36802612-8
NR2601--MA0769.1.Tcf7	chr14	7913984	7913995	-	0.000	0.000	Merged-chr14-7914040-29
NR4687--MA1421.1.TCF7L1	chr2	44528730	44528741	-	0.000	0.000	Merged-chr2-44528768-19
NR194--MA0769.1.Tcf7	chr1	82429188	82429199	+	0.000	0.000	Merged-chr1-82429225-23
NR2158--MA0769.1.Tcf7	chr13	9107246	9107257	+	0.000	0.000	Merged-chr13-9107382-45
NR4964--MA0523.1.TCF7L2	chr2	104459121	104459134	+	0.000	0.000	Merged-chr2-104459041-25
NR864--MA0523.1.TCF7L2	chr10	41822714	41822727	+	0.000	0.000	Merged-chr10-41822812-15
NR696--MA0523.1.TCF7L2	chr1	189602526	189602539	+	0.000	0.000	Merged-chr1-189602384-14
NR5275--MA1421.1.TCF7L1	chr2	160383112	160383123	-	0.000	0.000	Merged-chr2-160383104-3
NR3761--MA0523.1.TCF7L2	chr17	15591416	15591429	+	0.000	0.000	Merged-chr17-15591479-15
NR5441--MA0769.1.Tcf7	chr3	35722039	35722050	+	0.000	0.000	Merged-chr3-35722000-30
NR2544--MA1421.1.TCF7L1	chr13	112970440	112970451	+	0.000	0.000	Merged-chr13-112970510-24
NR87--MA0523.1.TCF7L2	chr1	43207295	43207308	+	0.000	0.000	Merged-chr1-43207362-30
NR6910--MA0523.1.TCF7L2	chr5	119348498	119348511	+	0.000	0.000	Merged-chr5-119348448-39
NR3168--MA0523.1.TCF7L2	chr15	61423138	61423151	+	0.000	0.000	Merged-chr15-61423219-20
NR5481--MA1421.1.TCF7L1	chr3	54400017	54400028	-	0.000	0.000	Merged-chr3-54399982-24
NR521--MA0769.1.Tcf7	chr1	156710951	156710962	-	0.000	0.000	Merged-chr1-156710970-33
NR7573--MA1421.1.TCF7L1	chr6	142567726	142567737	-	0.000	0.000	Merged-chr6-142567710-6
NR2750--MA1421.1.TCF7L1	chr14	52008753	52008764	+	0.000	0.000	Merged-chr14-52008925-52
NR7983--MA0523.1.TCF7L2	chr7	121064492	121064505	-	0.000	0.000	Merged-chr7-121064521-21
NR7048--MA0769.1.Tcf7	chr6	6189133	6189144	-	0.000	0.000	Merged-chr6-6189088-9
NR4123--MA0769.1.Tcf7	chr18	46381113	46381124	-	0.000	0.000	Merged-chr18-46381195-31
NR645--MA0523.1.TCF7L2	chr1	180987938	180987951	-	0.000	0.000	Merged-chr1-180987901-35
NR1846--MA0523.1.TCF7L2	chr12	69825403	69825416	-	0.000	0.000	Merged-chr12-69825253-21
NR991--MA0769.1.Tcf7	chr10	74952959	74952970	+	0.000	0.000	Merged-chr10-74953108-5
NR1678--MA0523.1.TCF7L2	chr12	3990028	3990041	-	0.000	0.000	Merged-chr12-3989980-1
NR3374--MA0523.1.TCF7L2	chr16	10399304	10399317	-	0.000	0.000	Merged-chr16-10399279-20
NR4417--MA1421.1.TCF7L1	chr19	30554489	30554500	+	0.000	0.000	Merged-chr19-30554637-34
NR4951--MA0523.1.TCF7L2	chr2	103063137	103063150	+	0.000	0.000	Merged-chr2-103063161-12
NR4783--MA0523.1.TCF7L2	chr2	60803054	60803067	+	0.000	0.000	Merged-chr2-60802993-21
NR7162--MA0523.1.TCF7L2	chr6	50009500	50009513	-	0.000	0.000	Merged-chr6-50009459-48
NR5658--MA1421.1.TCF7L1	chr3	98031083	98031094	-	0.000	0.000	Merged-chr3-98031258-17
NR3398--MA1421.1.TCF7L1	chr16	20480325	20480336	-	0.000	0.000	Merged-chr16-20480311-19
NR745--MA0769.1.Tcf7	chr10	7995744	7995755	-	0.000	0.000	Merged-chr10-7995784-10
NR5262--MA1421.1.TCF7L1	chr2	158673178	158673189	-	0.000	0.000	Merged-chr2-158673458-23
NR727--MA0523.1.TCF7L2	chr10	4512824	4512837	+	0.000	0.000	Merged-chr10-4512791-21
NR7932--MA0523.1.TCF7L2	chr7	112860102	112860115	-	0.000	0.000	Merged-chr7-112860209-23
NR9050--MA1421.1.TCF7L1	chrX	23710264	23710275	-	0.000	0.000	Merged-chrX-23710216-10
NR4455--MA1421.1.TCF7L1	chr19	45780846	45780857	+	0.000	0.000	Merged-chr19-45780741-10
NR8639--MA1421.1.TCF7L1	chr9	46083734	46083745	-	0.000	0.000	Merged-chr9-46083625-49
NR258--MA0523.1.TCF7L2	chr1	91755294	91755307	+	0.000	0.000	Merged-chr1-91755348-8
NR6151--MA1421.1.TCF7L1	chr4	53227934	53227945	+	0.000	0.000	Merged-chr4-53228038-46
NR3808--MA0769.1.Tcf7	chr17	29552552	29552563	-	0.000	0.000	Merged-chr17-29552502-38
NR7295--MA0523.1.TCF7L2	chr6	83809537	83809550	+	0.000	0.000	Merged-chr6-83809654-9
NR978--MA0769.1.Tcf7	chr10	71362094	71362105	-	0.000	0.000	Merged-chr10-71362071-33
NR2472--MA0523.1.TCF7L2	chr13	100806006	100806019	-	0.000	0.000	Merged-chr13-100805989-18
NR6782--MA0769.1.Tcf7	chr5	96254011	96254022	-	0.000	0.000	Merged-chr5-96254113-8
NR5439--MA1421.1.TCF7L1	chr3	35722039	35722050	+	0.000	0.000	Merged-chr3-35722000-30
NR789--MA1421.1.TCF7L1	chr10	20231315	20231326	+	0.000	0.000	Merged-chr10-20231392-7
NR4016--MA0769.1.Tcf7	chr18	5820061	5820072	-	0.000	0.000	Merged-chr18-5820020-28
NR8268--MA0769.1.Tcf7	chr8	68112389	68112400	-	0.000	0.000	Merged-chr8-68112424-37
NR5343--MA0769.1.Tcf7	chr2	172937510	172937521	+	0.000	0.000	Merged-chr2-172937621-25
NR4998--MA0523.1.TCF7L2	chr2	112656428	112656441	+	0.000	0.000	Merged-chr2-112656502-8
NR8935--MA0769.1.Tcf7	chr9	112175259	112175270	+	0.000	0.000	Merged-chr9-112175419-1
NR3826--MA0769.1.Tcf7	chr17	34305796	34305807	-	0.000	0.000	Merged-chr17-34305829-12
NR898--MA0523.1.TCF7L2	chr10	53889554	53889567	+	0.000	0.000	Merged-chr10-53889619-14
NR5477--MA1421.1.TCF7L1	chr3	52832252	52832263	+	0.000	0.000	Merged-chr3-52832411-30
NR995--MA1421.1.TCF7L1	chr10	75406146	75406157	+	0.000	0.000	Merged-chr10-75406076-29
NR2754--MA0769.1.Tcf7	chr14	52436824	52436835	+	0.000	0.000	Merged-chr14-52437010-8
NR714--MA0523.1.TCF7L2	chr1	193102904	193102917	+	0.000	0.000	Merged-chr1-193102904-19
NR3056--MA0769.1.Tcf7	chr15	18951828	18951839	-	0.000	0.000	Merged-chr15-18951851-25
NR4513--MA0523.1.TCF7L2	chr19	58296892	58296905	+	0.000	0.000	Merged-chr19-58296968-24
NR2253--MA0523.1.TCF7L2	chr13	44210324	44210337	+	0.000	0.000	Merged-chr13-44210381-13
NR6648--MA0769.1.Tcf7	chr5	52245288	52245299	-	0.000	0.000	Merged-chr5-52245311-7
NR4034--MA0769.1.Tcf7	chr18	12876590	12876601	+	0.000	0.000	Merged-chr18-12876665-8
NR2199--MA0769.1.Tcf7	chr13	23734524	23734535	+	0.000	0.000	Merged-chr13-23734534-7
NR2866--MA0769.1.Tcf7	chr14	73472603	73472614	+	0.000	0.000	Merged-chr14-73472602-8
NR8230--MA1421.1.TCF7L1	chr8	46722876	46722887	-	0.000	0.000	Merged-chr8-46722876-13
NR2855--MA0523.1.TCF7L2	chr14	72807291	72807304	-	0.000	0.000	Merged-chr14-72807438-29
NR5402--MA0523.1.TCF7L2	chr3	9132291	9132304	+	0.000	0.000	Merged-chr3-9132240-14
NR1794--MA0769.1.Tcf7	chr12	41337048	41337059	-	0.000	0.000	Merged-chr12-41336902-7
NR5688--MA0769.1.Tcf7	chr3	101029429	101029440	+	0.000	0.000	Merged-chr3-101029545-28
NR9022--MA0523.1.TCF7L2	chr9	122399008	122399021	-	0.000	0.000	Merged-chr9-122399009-31
NR451--MA0523.1.TCF7L2	chr1	144141067	144141080	-	0.000	0.000	Merged-chr1-144141131-13
NR5115--MA0769.1.Tcf7	chr2	132691812	132691823	+	0.000	0.000	Merged-chr2-132691913-20
NR4619--MA1421.1.TCF7L1	chr2	25828733	25828744	+	0.000	0.000	Merged-chr2-25828697-14
NR9046--MA1421.1.TCF7L1	chrX	17521303	17521314	-	0.000	0.000	Merged-chrX-17521323-26
NR2893--MA0523.1.TCF7L2	chr14	79234664	79234677	+	0.000	0.000	Merged-chr14-79234697-12
NR5440--MA0523.1.TCF7L2	chr3	35722039	35722052	+	0.000	0.000	Merged-chr3-35722000-30
NR3768--MA1421.1.TCF7L1	chr17	21438160	21438171	-	0.000	0.000	Merged-chr17-21438248-5
NR519--MA1421.1.TCF7L1	chr1	156710951	156710962	-	0.000	0.000	Merged-chr1-156710970-33
NR6315--MA1421.1.TCF7L1	chr4	102918924	102918935	-	0.000	0.000	Merged-chr4-102918925-26
NR4055--MA1421.1.TCF7L1	chr18	24088888	24088899	+	0.000	0.000	Merged-chr18-24088895-16
NR768--MA0769.1.Tcf7	chr10	16997034	16997045	-	0.000	0.000	Merged-chr10-16997042-17
NR8195--MA1421.1.TCF7L1	chr8	33594516	33594527	-	0.000	0.000	Merged-chr8-33594381-37
NR2311--MA0769.1.Tcf7	chr13	55255381	55255392	-	0.000	0.000	Merged-chr13-55255412-37
NR123--MA1421.1.TCF7L1	chr1	59189713	59189724	+	0.000	0.000	Merged-chr1-59189721-10
NR5464--MA1421.1.TCF7L1	chr3	41077509	41077520	+	0.000	0.000	Merged-chr3-41077638-22
NR9084--MA1421.1.TCF7L1	chrX	57189512	57189523	-	0.000	0.000	Merged-chrX-57189507-26
NR8058--MA0769.1.Tcf7	chr7	132773117	132773128	+	0.000	0.000	Merged-chr7-132773147-79
NR6256--MA0523.1.TCF7L2	chr4	88237060	88237073	-	0.000	0.000	Merged-chr4-88237071-4
NR6088--MA0523.1.TCF7L2	chr4	32405733	32405746	-	0.000	0.000	Merged-chr4-32405773-79
NR3616--MA0769.1.Tcf7	chr16	78247905	78247916	-	0.000	0.000	Merged-chr16-78247900-23
NR557--MA1421.1.TCF7L1	chr1	165063212	165063223	+	0.000	0.000	Merged-chr1-165063084-17
NR8120--MA0523.1.TCF7L2	chr7	143584197	143584210	-	0.000	0.000	Merged-chr7-143584150-23
NR4061--MA0769.1.Tcf7	chr18	24237172	24237183	+	0.000	0.000	Merged-chr18-24237197-17
NR9027--MA0769.1.Tcf7	chr9	123376970	123376981	-	0.000	0.000	Merged-chr9-123377036-7
NR5617--MA0523.1.TCF7L2	chr3	90629498	90629511	-	0.000	0.000	Merged-chr3-90629503-15
NR7868--MA0769.1.Tcf7	chr7	97067539	97067550	-	0.000	0.000	Merged-chr7-97067401-28
NR7497--MA0523.1.TCF7L2	chr6	127336822	127336835	-	0.000	0.000	Merged-chr6-127336586-54
NR6630--MA0523.1.TCF7L2	chr5	44258281	44258294	-	0.000	0.000	Merged-chr5-44258351-9
NR4370--MA0523.1.TCF7L2	chr19	16274718	16274731	-	0.000	0.000	Merged-chr19-16274697-6
NR4388--MA0769.1.Tcf7	chr19	21485097	21485108	-	0.000	0.000	Merged-chr19-21485056-9
NR8386--MA0523.1.TCF7L2	chr8	104416244	104416257	+	0.000	0.000	Merged-chr8-104416222-18
NR2656--MA0769.1.Tcf7	chr14	22270838	22270849	-	0.000	0.000	Merged-chr14-22271018-1
NR3992--MA0769.1.Tcf7	chr17	87983328	87983339	-	0.000	0.000	Merged-chr17-87983353-13
NR4042--MA1421.1.TCF7L1	chr18	15331926	15331937	-	0.000	0.000	Merged-chr18-15331866-28
NR8129--MA0523.1.TCF7L2	chr8	8343178	8343191	+	0.000	0.000	Merged-chr8-8343206-7
NR338--MA1421.1.TCF7L1	chr1	118476890	118476901	-	0.000	0.000	Merged-chr1-118477016-17
NR3094--MA0523.1.TCF7L2	chr15	35917965	35917978	+	0.000	0.000	Merged-chr15-35918069-6
NR4603--MA0769.1.Tcf7	chr2	19316122	19316133	-	0.000	0.000	Merged-chr2-19316159-10
