#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR6106--MA0684.1.RUNX3	chr3	133339538	133339547	+	0.000	0.000	Merged-chr3-133339521-12
NR9606--MA0002.2.RUNX1	chrX	166316995	166317005	-	0.000	0.000	Merged-chrX-166317073-39
NR2713--MA0002.2.RUNX1	chr13	112001302	112001312	+	0.000	0.000	Merged-chr13-112001369-98
NR1145--MA0684.1.RUNX3	chr10	84897547	84897556	+	0.000	0.000	Merged-chr10-84897526-62
NR5356--MA0002.2.RUNX1	chr2	129816172	129816182	-	0.000	0.000	Merged-chr2-129816219-15
NR5627--MA0002.2.RUNX1	chr3	18243759	18243769	-	0.000	0.000	Merged-chr3-18243680-52
NR3676--MA0002.2.RUNX1	chr16	25426502	25426512	+	0.000	0.000	Merged-chr16-25426499-60
NR711--MA0002.2.RUNX1	chr1	179578841	179578851	-	0.000	0.000	Merged-chr1-179578897-31
NR3361--MA0511.2.RUNX2	chr15	50667820	50667828	+	0.000	0.000	Merged-chr15-50667671-62
NR7493--MA0002.2.RUNX1	chr6	28949422	28949432	-	0.000	0.000	Merged-chr6-28949446-17
NR2551--MA0002.2.RUNX1	chr13	89239227	89239237	+	0.000	0.000	Merged-chr13-89239242-1
NR7288--MA0002.2.RUNX1	chr5	118710115	118710125	+	0.000	0.000	Merged-chr5-118710096-15
NR6196--MA0684.1.RUNX3	chr3	145951330	145951339	+	0.000	0.000	Merged-chr3-145951501-19
NR3262--MA0002.2.RUNX1	chr15	25844997	25845007	-	0.000	0.000	Merged-chr15-25844896-23
NR692--MA0002.2.RUNX1	chr1	176733132	176733142	+	0.000	0.000	Merged-chr1-176733027-1
NR7350--MA0002.2.RUNX1	chr5	139161918	139161928	+	0.000	0.000	Merged-chr5-139161823-20
NR9553--MA0002.2.RUNX1	chrX	136646124	136646134	+	0.000	0.000	Merged-chrX-136646048-6
NR1790--MA0511.2.RUNX2	chr12	8208227	8208235	-	0.000	0.000	Merged-chr12-8208226-52
NR2931--MA0002.2.RUNX1	chr14	43925223	43925233	-	0.000	0.000	Merged-chr14-43925389-59
NR5322--MA0002.2.RUNX1	chr2	117996365	117996375	-	0.000	0.000	Merged-chr2-117996446-10
NR5845--MA0002.2.RUNX1	chr3	65650567	65650577	+	0.000	0.000	Merged-chr3-65650597-39
NR5098--MA0002.2.RUNX1	chr2	53904946	53904956	-	0.000	0.000	Merged-chr2-53905002-1
NR5325--MA0511.2.RUNX2	chr2	118700448	118700456	+	0.000	0.000	Merged-chr2-118700490-41
NR9142--MA0511.2.RUNX2	chr9	66124944	66124952	+	0.000	0.000	Merged-chr9-66124768-54
NR1472--MA0684.1.RUNX3	chr11	43767288	43767297	+	0.000	0.000	Merged-chr11-43767173-52
NR1743--MA0684.1.RUNX3	chr11	118209711	118209720	+	0.000	0.000	Merged-chr11-118209707-5
NR6800--MA0684.1.RUNX3	chr4	149856498	149856507	-	0.000	0.000	Merged-chr4-149856656-49
NR3546--MA0002.2.RUNX1	chr15	96497830	96497840	+	0.000	0.000	Merged-chr15-96497899-21
NR1866--MA0002.2.RUNX1	chr12	31997052	31997062	-	0.000	0.000	Merged-chr12-31997107-37
NR6923--MA0002.2.RUNX1	chr5	21412291	21412301	+	0.000	0.000	Merged-chr5-21412205-6
NR9043--MA0002.2.RUNX1	chr9	32677672	32677682	+	0.000	0.000	Merged-chr9-32677802-10
NR5478--MA0002.2.RUNX1	chr2	156267587	156267597	+	0.000	0.000	Merged-chr2-156267698-19
NR4008--MA0511.2.RUNX2	chr17	7889200	7889208	-	0.000	0.000	Merged-chr17-7889151-33
NR9172--MA0684.1.RUNX3	chr9	71616268	71616277	-	0.000	0.000	Merged-chr9-71616371-23
NR1518--MA0002.2.RUNX1	chr11	52320784	52320794	+	0.000	0.000	Merged-chr11-52320694-9
NR2821--MA0684.1.RUNX3	chr14	12581914	12581923	-	0.000	0.000	Merged-chr14-12581855-1
NR5606--MA0002.2.RUNX1	chr3	9828803	9828813	-	0.000	0.000	Merged-chr3-9828773-58
NR6761--MA0002.2.RUNX1	chr4	145286883	145286893	-	0.000	0.000	Merged-chr4-145286857-37
NR7415--MA0684.1.RUNX3	chr6	5436827	5436836	-	0.000	0.000	Merged-chr6-5436735-3
NR942--MA0002.2.RUNX1	chr10	30716230	30716240	+	0.000	0.000	Merged-chr10-30716378-49
