#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed
NR68944--MA0740.1.KLF14	chr9	58253241	58253254	-	0.000	0.000	Merged-chr9-58253274-50
NR6077--MA0493.1.Klf1	chr10	59570941	59570951	+	0.000	0.000	Merged-chr10-59570801-31
NR63558--MA0741.1.KLF16	chr7	139914592	139914602	-	0.000	0.000	Merged-chr7-139914511-29
NR45029--MA0741.1.KLF16	chr4	41348064	41348074	+	0.000	0.000	Merged-chr4-41348000-22
NR2751--MA1107.1.KLF9	chr1	137806183	137806195	+	0.000	0.000	Merged-chr1-137806052-1
NR58918--MA1107.1.KLF9	chr7	7130758	7130770	+	0.000	0.000	Merged-chr7-7130705-50
NR14308--MA0493.1.Klf1	chr12	64917704	64917714	+	0.000	0.000	Merged-chr12-64917934-55
NR38133--MA0741.1.KLF16	chr2	127247925	127247935	-	0.000	0.000	Merged-chr2-127248073-84
NR72336--MA0039.3.KLF4	chrX	98265946	98265956	-	0.000	0.000	Merged-chrX-98266025-47
NR29370--MA0039.3.KLF4	chr17	50292855	50292865	+	0.000	0.000	Merged-chr17-50292906-47
NR53422--MA0742.1.Klf12	chr5	136244960	136244974	+	0.000	0.000	Merged-chr5-136244958-39
NR52836--MA0493.1.Klf1	chr5	127478711	127478721	-	0.000	0.000	Merged-chr5-127478750-4
NR22525--MA1107.1.KLF9	chr15	27923866	27923878	-	0.000	0.000	Merged-chr15-27923818-49
NR6277--MA0740.1.KLF14	chr10	62247946	62247959	-	0.000	0.000	Merged-chr10-62247968-20
NR59014--MA1107.1.KLF9	chr7	16001849	16001861	-	0.000	0.000	Merged-chr7-16001989-41
NR13550--MA0740.1.KLF14	chr12	16258506	16258519	+	0.000	0.000	Merged-chr12-16258722-16
NR64389--MA0657.1.KLF13	chr8	22398588	22398605	+	0.000	0.000	Merged-chr8-22398467-72
NR60028--MA1107.1.KLF9	chr7	34630505	34630517	-	0.000	0.000	Merged-chr7-34630517-24
NR4130--MA0493.1.Klf1	chr1	177441989	177441999	+	0.000	0.000	Merged-chr1-177442185-139
NR13919--MA0741.1.KLF16	chr12	33284731	33284741	-	0.000	0.000	Merged-chr12-33284674-45
NR69059--MA0599.1.KLF5	chr9	61715231	61715240	-	0.000	0.000	Merged-chr9-61715160-12
NR37115--MA0599.1.KLF5	chr2	92948474	92948483	-	0.000	0.000	Merged-chr2-92948458-20
NR57341--MA0740.1.KLF14	chr6	121228437	121228450	+	0.000	0.000	Merged-chr6-121228598-24
NR46839--MA0599.1.KLF5	chr4	114418508	114418517	+	0.000	0.000	Merged-chr4-114418502-2
NR35956--MA0599.1.KLF5	chr2	37765371	37765380	-	0.000	0.000	Merged-chr2-37765232-35
NR57439--MA0741.1.KLF16	chr6	124805817	124805827	-	0.000	0.000	Merged-chr6-124805887-69
NR34839--MA0741.1.KLF16	chr2	10372910	10372920	+	0.000	0.000	Merged-chr2-10372789-48
NR28827--MA1107.1.KLF9	chr17	35667519	35667531	+	0.000	0.000	Merged-chr17-35667602-67
NR53804--MA0039.3.KLF4	chr5	140981730	140981740	-	0.000	0.000	Merged-chr5-140981610-38
NR59798--MA0493.1.Klf1	chr7	29155579	29155589	+	0.000	0.000	Merged-chr7-29155569-4
NR29743--MA0657.1.KLF13	chr17	65541203	65541220	-	0.000	0.000	Merged-chr17-65540988-64
NR51969--MA0039.3.KLF4	chr5	112274132	112274142	-	0.000	0.000	Merged-chr5-112274120-60
NR58843--MA0599.1.KLF5	chr7	4964460	4964469	+	0.000	0.000	Merged-chr7-4964465-28
NR22735--MA0039.3.KLF4	chr15	38635251	38635261	+	0.000	0.000	Merged-chr15-38635237-53
NR27774--MA0599.1.KLF5	chr17	13668668	13668677	+	0.000	0.000	Merged-chr17-13668793-34
NR46605--MA1107.1.KLF9	chr4	106841996	106842008	-	0.000	0.000	Merged-chr4-106841993-21
NR22665--MA0599.1.KLF5	chr15	37100239	37100248	+	0.000	0.000	Merged-chr15-37100344-35
NR3028--MA0740.1.KLF14	chr1	152291174	152291187	-	0.000	0.000	Merged-chr1-152291044-22
NR25240--MA0493.1.Klf1	chr16	10788764	10788774	-	0.000	0.000	Merged-chr16-10788652-37
NR6166--MA0741.1.KLF16	chr10	60752825	60752835	+	0.000	0.000	Merged-chr10-60752721-60
NR1700--MA0741.1.KLF16	chr1	92371930	92371940	+	0.000	0.000	Merged-chr1-92371802-28
NR46312--MA0741.1.KLF16	chr4	94979142	94979152	-	0.000	0.000	Merged-chr4-94979011-66
NR5788--MA1107.1.KLF9	chr10	42633960	42633972	+	0.000	0.000	Merged-chr10-42633747-41
NR1224--MA0741.1.KLF16	chr1	74807225	74807235	-	0.000	0.000	Merged-chr1-74806913-73
NR47941--MA1107.1.KLF9	chr4	135198110	135198122	+	0.000	0.000	Merged-chr4-135197991-22
NR59847--MA0741.1.KLF16	chr7	29238315	29238325	-	0.000	0.000	Merged-chr7-29238309-53
NR54634--MA0741.1.KLF16	chr6	17307665	17307675	-	0.000	0.000	Merged-chr6-17307561-30
NR54039--MA0657.1.KLF13	chr5	144190213	144190230	-	0.000	0.000	Merged-chr5-144190229-35
NR40782--MA1107.1.KLF9	chr3	36475705	36475717	+	0.000	0.000	Merged-chr3-36475795-73
NR51111--MA0599.1.KLF5	chr5	88499829	88499838	-	0.000	0.000	Merged-chr5-88499946-26
NR28315--MA0742.1.Klf12	chr17	28256980	28256994	-	0.000	0.000	Merged-chr17-28256965-58
NR70465--MA0740.1.KLF14	chr9	103111935	103111948	+	0.000	0.000	Merged-chr9-103112038-86
NR62837--MA0657.1.KLF13	chr7	127512316	127512333	+	0.000	0.000	Merged-chr7-127512446-128
NR6570--MA0599.1.KLF5	chr10	71239714	71239723	+	0.000	0.000	Merged-chr10-71239715-44
NR65043--MA1107.1.KLF9	chr8	61283226	61283238	+	0.000	0.000	Merged-chr8-61283229-50
NR65618--MA0741.1.KLF16	chr8	76902242	76902252	+	0.000	0.000	Merged-chr8-76902143-41
NR14125--MA0599.1.KLF5	chr12	52503888	52503897	-	0.000	0.000	Merged-chr12-52504054-125
NR60529--MA0740.1.KLF14	chr7	49246033	49246046	+	0.000	0.000	Merged-chr7-49246156-57
NR37179--MA0740.1.KLF14	chr2	93850803	93850816	+	0.000	0.000	Merged-chr2-93850751-7
NR45138--MA0741.1.KLF16	chr4	43044014	43044024	+	0.000	0.000	Merged-chr4-43044114-23
NR45409--MA0741.1.KLF16	chr4	47502655	47502665	+	0.000	0.000	Merged-chr4-47502756-26
NR53362--MA0740.1.KLF14	chr5	135669925	135669938	-	0.000	0.000	Merged-chr5-135669926-12
NR29810--MA0493.1.Klf1	chr17	66110760	66110770	-	0.000	0.000	Merged-chr17-66110861-3
NR18386--MA0599.1.KLF5	chr13	102773322	102773331	-	0.000	0.000	Merged-chr13-102773383-12
NR35499--MA0740.1.KLF14	chr2	29055155	29055168	+	0.000	0.000	Merged-chr2-29055181-36
NR8369--MA0741.1.KLF16	chr10	117532279	117532289	+	0.000	0.000	Merged-chr10-117532128-28
NR29054--MA0599.1.KLF5	chr17	45342199	45342208	-	0.000	0.000	Merged-chr17-45342322-7
NR61441--MA0657.1.KLF13	chr7	90475995	90476012	-	0.000	0.000	Merged-chr7-90476243-63
NR31699--MA0493.1.Klf1	chr18	57970445	57970455	+	0.000	0.000	Merged-chr18-57970531-36
NR13338--MA0039.3.KLF4	chr12	3391075	3391085	-	0.000	0.000	Merged-chr12-3391039-25
NR53802--MA0742.1.Klf12	chr5	140981728	140981742	-	0.000	0.000	Merged-chr5-140981610-38
NR51670--MA0493.1.Klf1	chr5	103692337	103692347	-	0.000	0.000	Merged-chr5-103692321-99
NR47047--MA0599.1.KLF5	chr4	119239261	119239270	+	0.000	0.000	Merged-chr4-119239271-44
NR67484--MA0741.1.KLF16	chr8	126539625	126539635	-	0.000	0.000	Merged-chr8-126539798-23
NR41898--MA0657.1.KLF13	chr3	94482999	94483016	-	0.000	0.000	Merged-chr3-94482974-4
NR27402--MA0493.1.Klf1	chr17	5093541	5093551	+	0.000	0.000	Merged-chr17-5093524-26
NR42287--MA0599.1.KLF5	chr3	101377078	101377087	-	0.000	0.000	Merged-chr3-101377096-48
NR61118--MA1107.1.KLF9	chr7	79592225	79592237	+	0.000	0.000	Merged-chr7-79592418-20
NR16592--MA0741.1.KLF16	chr13	37628734	37628744	+	0.000	0.000	Merged-chr13-37628578-23
NR36748--MA0657.1.KLF13	chr2	75114510	75114527	-	0.000	0.000	Merged-chr2-75114355-21
NR28197--MA0599.1.KLF5	chr17	27027660	27027669	-	0.000	0.000	Merged-chr17-27027661-33
NR60862--MA0741.1.KLF16	chr7	65644819	65644829	+	0.000	0.000	Merged-chr7-65644925-69
NR65599--MA0741.1.KLF16	chr8	75084106	75084116	-	0.000	0.000	Merged-chr8-75083999-30
NR60821--MA0493.1.Klf1	chr7	64161052	64161062	-	0.000	0.000	Merged-chr7-64160970-41
NR36831--MA0599.1.KLF5	chr2	77280625	77280634	-	0.000	0.000	Merged-chr2-77280729-98
NR21207--MA1107.1.KLF9	chr14	79587564	79587576	+	0.000	0.000	Merged-chr14-79587561-73
NR50226--MA1107.1.KLF9	chr5	43771793	43771805	+	0.000	0.000	Merged-chr5-43771739-34
NR60065--MA0599.1.KLF5	chr7	35334013	35334022	-	0.000	0.000	Merged-chr7-35333987-100
NR47937--MA0657.1.KLF13	chr4	135198109	135198126	+	0.000	0.000	Merged-chr4-135197991-22
NR40350--MA0740.1.KLF14	chr3	9719199	9719212	-	0.000	0.000	Merged-chr3-9719164-20
NR45710--MA0741.1.KLF16	chr4	59626038	59626048	+	0.000	0.000	Merged-chr4-59626281-68
NR32382--MA0599.1.KLF5	chr18	77870172	77870181	-	0.000	0.000	Merged-chr18-77870219-23
NR72284--MA0599.1.KLF5	chrX	93911156	93911165	-	0.000	0.000	Merged-chrX-93911345-24
NR20141--MA0740.1.KLF14	chr14	48376271	48376284	+	0.000	0.000	Merged-chr14-48376361-15
NR25501--MA0741.1.KLF16	chr16	18630032	18630042	-	0.000	0.000	Merged-chr16-18629825-18
NR7073--MA0493.1.Klf1	chr10	80566557	80566567	+	0.000	0.000	Merged-chr10-80566579-19
NR30837--MA0657.1.KLF13	chr18	5819882	5819899	+	0.000	0.000	Merged-chr18-5820020-28
NR69077--MA0599.1.KLF5	chr9	62026866	62026875	-	0.000	0.000	Merged-chr9-62026837-17
NR69687--MA0741.1.KLF16	chr9	78489204	78489214	+	0.000	0.000	Merged-chr9-78489122-54
NR26250--MA0599.1.KLF5	chr16	50732793	50732802	+	0.000	0.000	Merged-chr16-50732607-74
NR28169--MA1107.1.KLF9	chr17	26551299	26551311	-	0.000	0.000	Merged-chr17-26551311-33
NR1604--MA0741.1.KLF16	chr1	88576007	88576017	-	0.000	0.000	Merged-chr1-88576113-71
NR60928--MA1107.1.KLF9	chr7	68205943	68205955	-	0.000	0.000	Merged-chr7-68206033-25
NR9923--MA0741.1.KLF16	chr11	44581344	44581354	-	0.000	0.000	Merged-chr11-44581458-41
NR20811--MA1107.1.KLF9	chr14	68078500	68078512	+	0.000	0.000	Merged-chr14-68078565-20
NR32569--MA1107.1.KLF9	chr18	81521158	81521170	-	0.000	0.000	Merged-chr18-81521002-1
NR24057--MA0599.1.KLF5	chr15	84372964	84372973	-	0.000	0.000	Merged-chr15-84372915-18
NR52045--MA0740.1.KLF14	chr5	113772624	113772637	+	0.000	0.000	Merged-chr5-113772716-49
NR32015--MA0599.1.KLF5	chr18	67212685	67212694	+	0.000	0.000	Merged-chr18-67212775-57
NR36475--MA0742.1.Klf12	chr2	66634844	66634858	-	0.000	0.000	Merged-chr2-66634909-17
NR43913--MA1107.1.KLF9	chr3	148219382	148219394	-	0.000	0.000	Merged-chr3-148219203-2
NR60367--MA0740.1.KLF14	chr7	45211900	45211913	+	0.000	0.000	Merged-chr7-45211894-24
NR12844--MA1107.1.KLF9	chr11	115461898	115461910	-	0.000	0.000	Merged-chr11-115461970-11
NR63110--MA0741.1.KLF16	chr7	131560221	131560231	-	0.000	0.000	Merged-chr7-131560404-101
NR37911--MA0741.1.KLF16	chr2	119744324	119744334	+	0.000	0.000	Merged-chr2-119744249-10
NR5421--MA0741.1.KLF16	chr10	22149874	22149884	-	0.000	0.000	Merged-chr10-22149714-1,Merged-chr10-22149944-1
NR25393--MA0599.1.KLF5	chr16	16213263	16213272	-	0.000	0.000	Merged-chr16-16213421-42
NR63776--MA0741.1.KLF16	chr7	142457656	142457666	+	0.000	0.000	Merged-chr7-142457551-10
NR16981--MA0742.1.Klf12	chr13	52976726	52976740	+	0.000	0.000	Merged-chr13-52976718-35
NR13841--MA0599.1.KLF5	chr12	30599738	30599747	-	0.000	0.000	Merged-chr12-30599572-41
NR64965--MA1107.1.KLF9	chr8	57488605	57488617	-	0.000	0.000	Merged-chr8-57488538-11
NR53742--MA0740.1.KLF14	chr5	140586796	140586809	+	0.000	0.000	Merged-chr5-140586794-18
NR3265--MA0741.1.KLF16	chr1	156217597	156217607	+	0.000	0.000	Merged-chr1-156217514-18
NR71193--MA1107.1.KLF9	chr9	117553240	117553252	+	0.000	0.000	Merged-chr9-117553194-1
NR25548--MA0741.1.KLF16	chr16	20672908	20672918	+	0.000	0.000	Merged-chr16-20672939-74
NR25819--MA0741.1.KLF16	chr16	33073105	33073115	-	0.000	0.000	Merged-chr16-33073178-28
NR14358--MA0599.1.KLF5	chr12	69184148	69184157	-	0.000	0.000	Merged-chr12-69184335-85
NR63563--MA0599.1.KLF5	chr7	139950391	139950400	+	0.000	0.000	Merged-chr7-139950577-147
NR44993--MA0741.1.KLF16	chr4	41255755	41255765	+	0.000	0.000	Merged-chr4-41255920-18
NR18652--MA0741.1.KLF16	chr13	109809711	109809721	+	0.000	0.000	Merged-chr13-109809841-14
NR46739--MA0741.1.KLF16	chr4	109123019	109123029	+	0.000	0.000	Merged-chr4-109123040-18
NR4247--MA0741.1.KLF16	chr1	180548106	180548116	-	0.000	0.000	Merged-chr1-180548194-33
NR9033--MA0741.1.KLF16	chr10	128668918	128668928	+	0.000	0.000	Merged-chr10-128669017-16
NR63769--MA0599.1.KLF5	chr7	142387938	142387947	-	0.000	0.000	Merged-chr7-142387872-67
NR62922--MA0741.1.KLF16	chr7	128252665	128252675	+	0.000	0.000	Merged-chr7-128252704-7
NR8149--MA1107.1.KLF9	chr10	110920128	110920140	+	0.000	0.000	Merged-chr10-110920143-70
NR29152--MA0493.1.Klf1	chr17	46704277	46704287	-	0.000	0.000	Merged-chr17-46704365-1
NR7353--MA0741.1.KLF16	chr10	82812047	82812057	+	0.000	0.000	Merged-chr10-82812084-42
NR70702--MA0740.1.KLF14	chr9	107985992	107986005	+	0.000	0.000	Merged-chr9-107985898-91
NR19363--MA0741.1.KLF16	chr14	18893807	18893817	+	0.000	0.000	Merged-chr14-18893829-80
NR47623--MA0740.1.KLF14	chr4	131696142	131696155	-	0.000	0.000	Merged-chr4-131696229-22
NR55381--MA0599.1.KLF5	chr6	51287895	51287904	-	0.000	0.000	Merged-chr6-51287938-60
NR11414--MA1107.1.KLF9	chr11	82961934	82961946	-	0.000	0.000	Merged-chr11-82962014-19
NR21529--MA0039.3.KLF4	chr14	103477492	103477502	+	0.000	0.000	Merged-chr14-103477505-31
NR68272--MA0740.1.KLF14	chr9	37490036	37490049	-	0.000	0.000	Merged-chr9-37489894-6
NR24249--MA0493.1.Klf1	chr15	89149703	89149713	-	0.000	0.000	Merged-chr15-89149704-89
NR35808--MA0493.1.Klf1	chr2	33025263	33025273	-	0.000	0.000	Merged-chr2-33025277-16
NR32598--MA0740.1.KLF14	chr18	82475073	82475086	+	0.000	0.000	Merged-chr18-82475185-33
NR70664--MA0599.1.KLF5	chr9	107338346	107338355	+	0.000	0.000	Merged-chr9-107338409-31
NR52313--MA0599.1.KLF5	chr5	117287646	117287655	+	0.000	0.000	Merged-chr5-117287576-66
NR53426--MA0741.1.KLF16	chr5	136245002	136245012	+	0.000	0.000	Merged-chr5-136244958-39
NR12750--MA1107.1.KLF9	chr11	113787644	113787656	+	0.000	0.000	Merged-chr11-113787671-26
NR53188--MA0599.1.KLF5	chr5	134275723	134275732	-	0.000	0.000	Merged-chr5-134275761-27
NR64747--MA0599.1.KLF5	chr8	45333173	45333182	+	0.000	0.000	Merged-chr8-45333167-99
NR29053--MA1107.1.KLF9	chr17	45119810	45119822	+	0.000	0.000	Merged-chr17-45119999-67
NR33678--MA0599.1.KLF5	chr19	32523948	32523957	-	0.000	0.000	Merged-chr19-32523975-16
NR8698--MA0740.1.KLF14	chr10	123076427	123076440	+	0.000	0.000	Merged-chr10-123076393-79
NR1657--MA1107.1.KLF9	chr1	91193338	91193350	-	0.000	0.000	Merged-chr1-91193266-65
NR62697--MA0599.1.KLF5	chr7	125552122	125552131	-	0.000	0.000	Merged-chr7-125552153-61
NR38669--MA0741.1.KLF16	chr2	144011511	144011521	+	0.000	0.000	Merged-chr2-144011305-12
NR35158--MA0742.1.Klf12	chr2	22744498	22744512	+	0.000	0.000	Merged-chr2-22744632-58
NR5579--MA0599.1.KLF5	chr10	34297782	34297791	-	0.000	0.000	Merged-chr10-34297700-62
NR9490--MA0741.1.KLF16	chr11	20561489	20561499	-	0.000	0.000	Merged-chr11-20561447-13
NR8144--MA0039.3.KLF4	chr10	110920130	110920140	+	0.000	0.000	Merged-chr10-110920143-70
NR11624--MA0039.3.KLF4	chr11	88595867	88595877	+	0.000	0.000	Merged-chr11-88595910-28
NR72634--MA0740.1.KLF14	chrX	150813212	150813225	+	0.000	0.000	Merged-chrX-150813149-62
NR56349--MA0742.1.Klf12	chr6	91116879	91116893	-	0.000	0.000	Merged-chr6-91116696-82
NR49555--MA0740.1.KLF14	chr5	21701525	21701538	-	0.000	0.000	Merged-chr5-21701542-81
NR46063--MA0039.3.KLF4	chr4	83568301	83568311	-	0.000	0.000	Merged-chr4-83568276-50
NR56001--MA0599.1.KLF5	chr6	83033488	83033497	-	0.000	0.000	Merged-chr6-83033579-6
NR34167--MA0741.1.KLF16	chr19	46690091	46690101	-	0.000	0.000	Merged-chr19-46690011-53
NR16353--MA0741.1.KLF16	chr13	24547218	24547228	-	0.000	0.000	Merged-chr13-24547194-39
NR3927--MA0493.1.Klf1	chr1	171397809	171397819	+	0.000	0.000	Merged-chr1-171397853-5
NR42965--MA0741.1.KLF16	chr3	122984567	122984577	+	0.000	0.000	Merged-chr3-122984427-120
NR65836--MA0741.1.KLF16	chr8	84042595	84042605	+	0.000	0.000	Merged-chr8-84042508-77
NR25271--MA1107.1.KLF9	chr16	11286155	11286167	-	0.000	0.000	Merged-chr16-11286053-13
NR42489--MA0741.1.KLF16	chr3	104788967	104788977	+	0.000	0.000	Merged-chr3-104788845-60
NR55358--MA0741.1.KLF16	chr6	50597011	50597021	+	0.000	0.000	Merged-chr6-50596805-84
NR6412--MA0039.3.KLF4	chr10	67891157	67891167	-	0.000	0.000	Merged-chr10-67891340-18
NR71972--MA1107.1.KLF9	chrX	48343739	48343751	+	0.000	0.000	Merged-chrX-48343735-49
NR27312--MA1107.1.KLF9	chr16	97462999	97463011	+	0.000	0.000	Merged-chr16-97462987-69
NR68227--MA0741.1.KLF16	chr9	35267840	35267850	+	0.000	0.000	Merged-chr9-35267838-70
NR25814--MA0599.1.KLF5	chr16	33073106	33073115	-	0.000	0.000	Merged-chr16-33073178-28
NR48373--MA1107.1.KLF9	chr4	141454606	141454618	+	0.000	0.000	Merged-chr4-141454791-49
NR48462--MA0741.1.KLF16	chr4	143190799	143190809	+	0.000	0.000	Merged-chr4-143190909-19
NR58588--MA0740.1.KLF14	chr6	145284478	145284491	-	0.000	0.000	Merged-chr6-145284477-26
NR61061--MA0599.1.KLF5	chr7	78383917	78383926	+	0.000	0.000	Merged-chr7-78384000-1
NR12122--MA0741.1.KLF16	chr11	99549732	99549742	-	0.000	0.000	Merged-chr11-99549700-12
NR50599--MA0599.1.KLF5	chr5	63943576	63943585	-	0.000	0.000	Merged-chr5-63943362-36
NR63102--MA0599.1.KLF5	chr7	131542790	131542799	+	0.000	0.000	Merged-chr7-131542725-30
NR4149--MA0599.1.KLF5	chr1	178336488	178336497	+	0.000	0.000	Merged-chr1-178336524-15
NR31091--MA0741.1.KLF16	chr18	25554828	25554838	-	0.000	0.000	Merged-chr18-25554898-22
NR30874--MA0599.1.KLF5	chr18	9450184	9450193	+	0.000	0.000	Merged-chr18-9450048-96
NR4085--MA0741.1.KLF16	chr1	175693727	175693737	+	0.000	0.000	Merged-chr1-175693836-3
NR54086--MA0740.1.KLF14	chr5	144965184	144965197	-	0.000	0.000	Merged-chr5-144965112-15
NR13398--MA0599.1.KLF5	chr12	8496543	8496552	-	0.000	0.000	Merged-chr12-8496481-10
NR67768--MA0741.1.KLF16	chr9	15014175	15014185	-	0.000	0.000	Merged-chr9-15014101-6
NR70367--MA0741.1.KLF16	chr9	99479396	99479406	+	0.000	0.000	Merged-chr9-99479335-46
NR70757--MA1107.1.KLF9	chr9	108578798	108578810	+	0.000	0.000	Merged-chr9-108578687-51
NR37130--MA0741.1.KLF16	chr2	93177093	93177103	-	0.000	0.000	Merged-chr2-93177117-28
NR14530--MA0741.1.KLF16	chr12	72761832	72761842	-	0.000	0.000	Merged-chr12-72761900-3
NR71078--MA0599.1.KLF5	chr9	114934034	114934043	+	0.000	0.000	Merged-chr9-114933914-87
NR2202--MA0599.1.KLF5	chr1	125560590	125560599	-	0.000	0.000	Merged-chr1-125560657-77
NR17587--MA0741.1.KLF16	chr13	73265747	73265757	+	0.000	0.000	Merged-chr13-73265684-17
NR35721--MA0741.1.KLF16	chr2	32353318	32353328	+	0.000	0.000	Merged-chr2-32353286-19
NR65837--MA0599.1.KLF5	chr8	84073835	84073844	+	0.000	0.000	Merged-chr8-84073681-60
NR3231--MA0741.1.KLF16	chr1	155215383	155215393	-	0.000	0.000	Merged-chr1-155215542-10
NR661--MA0741.1.KLF16	chr1	44101592	44101602	+	0.000	0.000	Merged-chr1-44101717-6
NR61586--MA0741.1.KLF16	chr7	97081546	97081556	-	0.000	0.000	Merged-chr7-97081446-1
NR36603--MA0599.1.KLF5	chr2	72137079	72137088	+	0.000	0.000	Merged-chr2-72136999-23
NR1280--MA0741.1.KLF16	chr1	75479174	75479184	-	0.000	0.000	Merged-chr1-75479278-55
NR37478--MA0599.1.KLF5	chr2	104742868	104742877	+	0.000	0.000	Merged-chr2-104742802-33
NR5457--MA1107.1.KLF9	chr10	24291763	24291775	+	0.000	0.000	Merged-chr10-24291757-17
NR68332--MA0599.1.KLF5	chr9	40747148	40747157	-	0.000	0.000	Merged-chr9-40746987-16
NR59705--MA0599.1.KLF5	chr7	27860513	27860522	+	0.000	0.000	Merged-chr7-27860517-78
NR17968--MA0599.1.KLF5	chr13	94144784	94144793	-	0.000	0.000	Merged-chr13-94144726-31
NR12048--MA0493.1.Klf1	chr11	98783533	98783543	-	0.000	0.000	Merged-chr11-98783373-52
NR59032--MA0741.1.KLF16	chr7	16129743	16129753	+	0.000	0.000	Merged-chr7-16129723-14
NR39519--MA0599.1.KLF5	chr2	165326640	165326649	+	0.000	0.000	Merged-chr2-165326643-68
NR23834--MA0741.1.KLF16	chr15	80930405	80930415	-	0.000	0.000	Merged-chr15-80930587-88
NR51450--MA0742.1.Klf12	chr5	99252909	99252923	+	0.000	0.000	Merged-chr5-99252869-81
NR24061--MA0493.1.Klf1	chr15	84372976	84372986	-	0.000	0.000	Merged-chr15-84372915-18
NR72472--MA0740.1.KLF14	chrX	107816437	107816450	+	0.000	0.000	Merged-chrX-107816203-60
NR46705--MA0741.1.KLF16	chr4	108328117	108328127	+	0.000	0.000	Merged-chr4-108328034-82
NR11432--MA1107.1.KLF9	chr11	83185898	83185910	-	0.000	0.000	Merged-chr11-83185820-16
NR44453--MA0493.1.Klf1	chr4	5644616	5644626	+	0.000	0.000	Merged-chr4-5644345-65
NR69771--MA0742.1.Klf12	chr9	81627150	81627164	+	0.000	0.000	Merged-chr9-81627091-24
NR70792--MA0740.1.KLF14	chr9	109050222	109050235	+	0.000	0.000	Merged-chr9-109050264-18
NR43919--MA0599.1.KLF5	chr3	148419634	148419643	-	0.000	0.000	Merged-chr3-148419698-33
NR49935--MA0740.1.KLF14	chr5	33335749	33335762	-	0.000	0.000	Merged-chr5-33335620-54
NR1130--MA0599.1.KLF5	chr1	72123745	72123754	-	0.000	0.000	Merged-chr1-72123822-28
NR50012--MA0493.1.Klf1	chr5	35105750	35105760	+	0.000	0.000	Merged-chr5-35105769-58
NR7790--MA0599.1.KLF5	chr10	93882864	93882873	-	0.000	0.000	Merged-chr10-93883012-34
NR70344--MA0657.1.KLF13	chr9	99140327	99140344	+	0.000	0.000	Merged-chr9-99140215-90
NR72037--MA1107.1.KLF9	chrX	56597995	56598007	+	0.000	0.000	Merged-chrX-56598063-61
NR61840--MA0599.1.KLF5	chr7	102347595	102347604	+	0.000	0.000	Merged-chr7-102347477-20
NR60396--MA0493.1.Klf1	chr7	45367125	45367135	-	0.000	0.000	Merged-chr7-45367328-75
NR42045--MA0493.1.Klf1	chr3	96102397	96102407	-	0.000	0.000	Merged-chr3-96102380-20
NR16761--MA0493.1.Klf1	chr13	44088994	44089004	-	0.000	0.000	Merged-chr13-44088979-30
NR58844--MA0741.1.KLF16	chr7	4964460	4964470	+	0.000	0.000	Merged-chr7-4964465-28
NR14352--MA0039.3.KLF4	chr12	69168546	69168556	+	0.000	0.000	Merged-chr12-69168736-61
NR56583--MA0599.1.KLF5	chr6	97487835	97487844	-	0.000	0.000	Merged-chr6-97487837-16
NR20109--MA0741.1.KLF16	chr14	47189510	47189520	+	0.000	0.000	Merged-chr14-47189272-67
NR15288--MA0741.1.KLF16	chr12	101958221	101958231	+	0.000	0.000	Merged-chr12-101958185-60
NR14568--MA0493.1.Klf1	chr12	74009609	74009619	+	0.000	0.000	Merged-chr12-74009516-16
NR1598--MA0741.1.KLF16	chr1	88279443	88279453	-	0.000	0.000	Merged-chr1-88279469-20
NR69557--MA0741.1.KLF16	chr9	75646911	75646921	+	0.000	0.000	Merged-chr9-75646856-3
NR60983--MA0599.1.KLF5	chr7	73479744	73479753	+	0.000	0.000	Merged-chr7-73479778-28
NR23215--MA0741.1.KLF16	chr15	64113266	64113276	+	0.000	0.000	Merged-chr15-64113403-29
NR44611--MA0741.1.KLF16	chr4	14930617	14930627	+	0.000	0.000	Merged-chr4-14930557-36
NR59523--MA0740.1.KLF14	chr7	25297218	25297231	+	0.000	0.000	Merged-chr7-25297148-3
NR9150--MA0493.1.Klf1	chr11	4123459	4123469	+	0.000	0.000	Merged-chr11-4123471-40
NR40439--MA0599.1.KLF5	chr3	19216390	19216399	-	0.000	0.000	Merged-chr3-19216457-29
NR63200--MA0493.1.Klf1	chr7	132772647	132772657	-	0.000	0.000	Merged-chr7-132772585-7
NR35056--MA0493.1.Klf1	chr2	18909776	18909786	-	0.000	0.000	Merged-chr2-18909851-2
NR65326--MA0741.1.KLF16	chr8	70608614	70608624	-	0.000	0.000	Merged-chr8-70608498-6
NR43488--MA1107.1.KLF9	chr3	135636497	135636509	+	0.000	0.000	Merged-chr3-135636443-43
NR16509--MA0740.1.KLF14	chr13	34002808	34002821	-	0.000	0.000	Merged-chr13-34003004-3
NR65039--MA1107.1.KLF9	chr8	61283218	61283230	+	0.000	0.000	Merged-chr8-61283229-50
