#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/DKO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR6336--MA0089.1.MAFG::NFE2L1	chr2	11706387	11706392	+	0.000	0.000	Merged-chr2-11706228-2
NR9411--MA0089.1.MAFG::NFE2L1	chr5	125340799	125340804	+	0.000	0.000	Merged-chr5-125340767-86
NR10126--MA0089.1.MAFG::NFE2L1	chr6	125215542	125215547	-	0.000	0.000	Merged-chr6-125215615-63
NR1107--MA0659.1.MAFG	chr10	26325616	26325636	-	0.000	0.000	Merged-chr10-26325461-56
NR5587--MA0117.2.Mafb	chr18	13787133	13787144	-	0.000	0.000	Merged-chr18-13787099-71
NR5446--MA0496.2.MAFK	chr17	80139918	80139936	-	0.000	0.000	Merged-chr17-80140059-47
NR10692--MA0089.1.MAFG::NFE2L1	chr7	79190874	79190879	-	0.000	0.000	Merged-chr7-79190820-25
NR7685--MA0591.1.Bach1::Mafk	chr3	88151063	88151077	-	0.000	0.000	Merged-chr3-88150976-43
NR9815--MA0495.2.MAFF	chr6	71156852	71156872	-	0.000	0.000	Merged-chr6-71156958-28
NR1862--MA0591.1.Bach1::Mafk	chr11	43729111	43729125	+	0.000	0.000	Merged-chr11-43729040-41
NR1219--MA0659.1.MAFG	chr10	53348580	53348600	-	0.000	0.000	Merged-chr10-53348557-41
NR1074--MA0089.1.MAFG::NFE2L1	chr10	21235327	21235332	-	0.000	0.000	Merged-chr10-21235492-49
NR5050--MA0659.1.MAFG	chr16	97442080	97442100	+	0.000	0.000	Merged-chr16-97442198-19
NR9337--MA0089.1.MAFG::NFE2L1	chr5	114024791	114024796	-	0.000	0.000	Merged-chr5-114024714-10
NR9172--MA0117.2.Mafb	chr5	92353787	92353798	-	0.000	0.000	Merged-chr5-92353751-46
NR7528--MA0495.2.MAFF	chr3	30952367	30952387	-	0.000	0.000	Merged-chr3-30952502-53
NR6386--MA0591.1.Bach1::Mafk	chr2	23006517	23006531	+	0.000	0.000	Merged-chr2-23006422-36
NR7567--MA0089.1.MAFG::NFE2L1	chr3	52791171	52791176	-	0.000	0.000	Merged-chr3-52791161-46
NR10461--MA0496.2.MAFK	chr7	16343736	16343754	+	0.000	0.000	Merged-chr7-16343810-22
NR1154--MA0591.1.Bach1::Mafk	chr10	39764841	39764855	-	0.000	0.000	Merged-chr10-39764888-24
NR5151--MA0591.1.Bach1::Mafk	chr17	24152467	24152481	+	0.000	0.000	Merged-chr17-24152368-58
NR5784--MA0089.1.MAFG::NFE2L1	chr18	66429304	66429309	+	0.000	0.000	Merged-chr18-66429331-35
NR4054--MA0117.2.Mafb	chr14	111681444	111681455	-	0.000	0.000	Merged-chr14-111681560-22
NR4936--MA0117.2.Mafb	chr16	89835822	89835833	+	0.000	0.000	Merged-chr16-89835915-50
NR8174--MA0496.2.MAFK	chr4	32387816	32387834	+	0.000	0.000	Merged-chr4-32387941-10
NR9611--MA0659.1.MAFG	chr6	22314618	22314638	-	0.000	0.000	Merged-chr6-22314730-22
NR7468--MA0501.1.MAF::NFE2	chr3	8845798	8845812	+	0.000	0.000	Merged-chr3-8845963-11
NR11559--MA0089.1.MAFG::NFE2L1	chr8	111821507	111821512	+	0.000	0.000	Merged-chr8-111821367-66
NR3259--MA0591.1.Bach1::Mafk	chr13	51970334	51970348	+	0.000	0.000	Merged-chr13-51970284-43
NR4955--MA0089.1.MAFG::NFE2L1	chr16	90276921	90276926	+	0.000	0.000	Merged-chr16-90277146-33
NR11444--MA0089.1.MAFG::NFE2L1	chr8	86484982	86484987	-	0.000	0.000	Merged-chr8-86484982-16
NR5366--MA0501.1.MAF::NFE2	chr17	70746963	70746977	+	0.000	0.000	Merged-chr17-70746811-20
NR558--MA0495.2.MAFF	chr1	139179652	139179672	-	0.000	0.000	Merged-chr1-139179531-1
NR3360--MA0501.1.MAF::NFE2	chr13	75825524	75825538	-	0.000	0.000	Merged-chr13-75825658-70
NR1237--MA0659.1.MAFG	chr10	58383470	58383490	-	0.000	0.000	Merged-chr10-58383440-43
NR6106--MA0591.1.Bach1::Mafk	chr19	33429572	33429586	+	0.000	0.000	Merged-chr19-33429713-40
NR11099--MA0501.1.MAF::NFE2	chr7	135652414	135652428	-	0.000	0.000	Merged-chr7-135652396-133
NR9148--MA0089.1.MAFG::NFE2L1	chr5	90612243	90612248	+	0.000	0.000	Merged-chr5-90612116-89
NR503--MA0089.1.MAFG::NFE2L1	chr1	131003553	131003558	+	0.000	0.000	Merged-chr1-131003466-39
NR1794--MA0496.2.MAFK	chr11	19993173	19993191	+	0.000	0.000	Merged-chr11-19993082-47
NR693--MA0089.1.MAFG::NFE2L1	chr1	164079311	164079316	-	0.000	0.000	Merged-chr1-164079439-12
NR8199--MA0501.1.MAF::NFE2	chr4	41295746	41295760	+	0.000	0.000	Merged-chr4-41295781-15
NR7196--MA0501.1.MAF::NFE2	chr2	154603904	154603918	+	0.000	0.000	Merged-chr2-154603925-61
NR10111--MA0089.1.MAFG::NFE2L1	chr6	121238304	121238309	+	0.000	0.000	Merged-chr6-121238480-29
NR8456--MA0501.1.MAF::NFE2	chr4	108350026	108350040	-	0.000	0.000	Merged-chr4-108350117-42
NR1221--MA0496.2.MAFK	chr10	53348581	53348599	+	0.000	0.000	Merged-chr10-53348557-41
NR4602--MA0591.1.Bach1::Mafk	chr16	5013318	5013332	+	0.000	0.000	Merged-chr16-5013441-63
NR6450--MA0501.1.MAF::NFE2	chr2	34508772	34508786	-	0.000	0.000	Merged-chr2-34508742-2
NR12460--MA0089.1.MAFG::NFE2L1	chrX	75056331	75056336	+	0.000	0.000	Merged-chrX-75056362-10
NR4551--MA0089.1.MAFG::NFE2L1	chr15	100600100	100600105	-	0.000	0.000	Merged-chr15-100600141-58
NR5351--MA0501.1.MAF::NFE2	chr17	65826440	65826454	+	0.000	0.000	Merged-chr17-65826425-32
NR1369--MA0591.1.Bach1::Mafk	chr10	80342883	80342897	-	0.000	0.000	Merged-chr10-80342924-40
NR3741--MA0496.2.MAFK	chr14	31368009	31368027	-	0.000	0.000	Merged-chr14-31367995-29
NR6912--MA0089.1.MAFG::NFE2L1	chr2	122380907	122380912	+	0.000	0.000	Merged-chr2-122381013-5
NR6451--MA0496.2.MAFK	chr2	34508773	34508791	+	0.000	0.000	Merged-chr2-34508742-2
NR7465--MA0089.1.MAFG::NFE2L1	chr3	8718376	8718381	-	0.000	0.000	Merged-chr3-8718167-60
NR5129--MA0591.1.Bach1::Mafk	chr17	18462876	18462890	-	0.000	0.000	Merged-chr17-18462916-14
NR4131--MA0591.1.Bach1::Mafk	chr15	3979547	3979561	+	0.000	0.000	Merged-chr15-3979556-75
NR11872--MA0501.1.MAF::NFE2	chr9	42108607	42108621	-	0.000	0.000	Merged-chr9-42108628-57
NR751--MA0591.1.Bach1::Mafk	chr1	172026795	172026809	+	0.000	0.000	Merged-chr1-172027037-42
NR7194--MA0591.1.Bach1::Mafk	chr2	154603868	154603882	+	0.000	0.000	Merged-chr2-154603925-61
NR805--MA0089.1.MAFG::NFE2L1	chr1	179578778	179578783	-	0.000	0.000	Merged-chr1-179578897-31
NR5711--MA0495.2.MAFF	chr18	53951275	53951295	+	0.000	0.000	Merged-chr18-53951279-47
NR1477--MA0495.2.MAFF	chr10	95442378	95442398	-	0.000	0.000	Merged-chr10-95442476-5
NR4944--MA0501.1.MAF::NFE2	chr16	89974505	89974519	-	0.000	0.000	Merged-chr16-89974505-28
NR5203--MA0089.1.MAFG::NFE2L1	chr17	32483550	32483555	-	0.000	0.000	Merged-chr17-32483416-20
NR10413--MA0089.1.MAFG::NFE2L1	chr7	3693596	3693601	+	0.000	0.000	Merged-chr7-3693587-203
NR2239--MA0591.1.Bach1::Mafk	chr11	97936100	97936114	-	0.000	0.000	Merged-chr11-97936039-14
NR8972--MA0089.1.MAFG::NFE2L1	chr5	28382568	28382573	-	0.000	0.000	Merged-chr5-28382451-39
NR6082--MA0501.1.MAF::NFE2	chr19	32196393	32196407	-	0.000	0.000	Merged-chr19-32196398-13
NR2013--MA0089.1.MAFG::NFE2L1	chr11	68447539	68447544	+	0.000	0.000	Merged-chr11-68447453-15
NR128--MA0591.1.Bach1::Mafk	chr1	40413229	40413243	+	0.000	0.000	Merged-chr1-40413198-41
NR5418--MA0089.1.MAFG::NFE2L1	chr17	74864912	74864917	-	0.000	0.000	Merged-chr17-74864979-18
NR1904--MA0117.2.Mafb	chr11	49271586	49271597	+	0.000	0.000	Merged-chr11-49271409-24
NR1009--MA0659.1.MAFG	chr10	3238612	3238632	-	0.000	0.000	Merged-chr10-3238463-21
NR3424--MA0495.2.MAFF	chr13	96697952	96697972	-	0.000	0.000	Merged-chr13-96698036-39
NR6347--MA0089.1.MAFG::NFE2L1	chr2	13265007	13265012	-	0.000	0.000	Merged-chr2-13265108-24
NR591--MA0089.1.MAFG::NFE2L1	chr1	147237318	147237323	+	0.000	0.000	Merged-chr1-147237183-6
NR5999--MA0501.1.MAF::NFE2	chr19	10839222	10839236	+	0.000	0.000	Merged-chr19-10839389-65
NR4966--MA0495.2.MAFF	chr16	91545685	91545705	-	0.000	0.000	Merged-chr16-91545855-29
NR6111--MA0496.2.MAFK	chr19	33429570	33429588	+	0.000	0.000	Merged-chr19-33429713-40
NR5505--MA0089.1.MAFG::NFE2L1	chr17	87513843	87513848	-	0.000	0.000	Merged-chr17-87513976-28
NR8898--MA0089.1.MAFG::NFE2L1	chr5	10245992	10245997	-	0.000	0.000	Merged-chr5-10245943-14
NR6796--MA0496.2.MAFK	chr2	114059829	114059847	-	0.000	0.000	Merged-chr2-114059851-34
NR8106--MA0591.1.Bach1::Mafk	chr3	157802965	157802979	-	0.000	0.000	Merged-chr3-157802919-1
NR8419--MA0089.1.MAFG::NFE2L1	chr4	102981887	102981892	-	0.000	0.000	Merged-chr4-102981884-20
NR9880--MA0659.1.MAFG	chr6	89553500	89553520	+	0.000	0.000	Merged-chr6-89553469-23
NR7941--MA0089.1.MAFG::NFE2L1	chr3	136688184	136688189	-	0.000	0.000	Merged-chr3-136688298-63
NR3822--MA0089.1.MAFG::NFE2L1	chr14	55745065	55745070	+	0.000	0.000	Merged-chr14-55745136-2
NR7450--MA0089.1.MAFG::NFE2L1	chr2	178686225	178686230	-	0.000	0.000	Merged-chr2-178686291-2
NR7694--MA0495.2.MAFF	chr3	89872363	89872383	-	0.000	0.000	Merged-chr3-89872416-43
NR1011--MA0496.2.MAFK	chr10	3238613	3238631	+	0.000	0.000	Merged-chr10-3238463-21
NR2687--MA0501.1.MAF::NFE2	chr12	73842444	73842458	+	0.000	0.000	Merged-chr12-73842345-69
NR4603--MA0496.2.MAFK	chr16	5013316	5013334	+	0.000	0.000	Merged-chr16-5013441-63
NR9657--MA0501.1.MAF::NFE2	chr6	31495466	31495480	-	0.000	0.000	Merged-chr6-31495545-14
NR10478--MA0591.1.Bach1::Mafk	chr7	19202556	19202570	-	0.000	0.000	Merged-chr7-19202544-28
NR9166--MA0496.2.MAFK	chr5	91985620	91985638	+	0.000	0.000	Merged-chr5-91985634-1
NR6382--MA0117.2.Mafb	chr2	19634169	19634180	-	0.000	0.000	Merged-chr2-19634112-21
NR138--MA0089.1.MAFG::NFE2L1	chr1	43361598	43361603	+	0.000	0.000	Merged-chr1-43361754-62
NR4677--MA0089.1.MAFG::NFE2L1	chr16	23272310	23272315	+	0.000	0.000	Merged-chr16-23272438-10
NR3257--MA0089.1.MAFG::NFE2L1	chr13	51970226	51970231	+	0.000	0.000	Merged-chr13-51970284-43
NR859--MA0591.1.Bach1::Mafk	chr1	183052784	183052798	-	0.000	0.000	Merged-chr1-183052837-15
NR6713--MA0501.1.MAF::NFE2	chr2	93454611	93454625	+	0.000	0.000	Merged-chr2-93454506-54
NR9401--MA0117.2.Mafb	chr5	124943817	124943828	+	0.000	0.000	Merged-chr5-124943788-2
NR484--MA0117.2.Mafb	chr1	127322598	127322609	+	0.000	0.000	Merged-chr1-127322582-29
NR5158--MA0117.2.Mafb	chr17	24632643	24632654	+	0.000	0.000	Merged-chr17-24632635-40
NR225--MA0089.1.MAFG::NFE2L1	chr1	64301355	64301360	+	0.000	0.000	Merged-chr1-64301347-19
NR5980--MA0495.2.MAFF	chr19	8997796	8997816	-	0.000	0.000	Merged-chr19-8997882-60
NR11494--MA0495.2.MAFF	chr8	95833277	95833297	+	0.000	0.000	Merged-chr8-95833320-2
NR9795--MA0591.1.Bach1::Mafk	chr6	67668207	67668221	+	0.000	0.000	Merged-chr6-67668321-12
NR861--MA0591.1.Bach1::Mafk	chr1	183296467	183296481	-	0.000	0.000	Merged-chr1-183296566-1
NR1070--MA0089.1.MAFG::NFE2L1	chr10	20835222	20835227	+	0.000	0.000	Merged-chr10-20835185-59
NR5329--MA0089.1.MAFG::NFE2L1	chr17	56884950	56884955	-	0.000	0.000	Merged-chr17-56885050-19
NR6258--MA0089.1.MAFG::NFE2L1	chr19	58850844	58850849	+	0.000	0.000	Merged-chr19-58850860-26
NR5214--MA0089.1.MAFG::NFE2L1	chr17	33940346	33940351	+	0.000	0.000	Merged-chr17-33940486-52
NR1776--MA0089.1.MAFG::NFE2L1	chr11	11825896	11825901	+	0.000	0.000	Merged-chr11-11826008-38
NR11672--MA0591.1.Bach1::Mafk	chr8	123479178	123479192	-	0.000	0.000	Merged-chr8-123479004-26
NR10800--MA0089.1.MAFG::NFE2L1	chr7	101027763	101027768	+	0.000	0.000	Merged-chr7-101027827-19
NR11627--MA0591.1.Bach1::Mafk	chr8	120319586	120319600	-	0.000	0.000	Merged-chr8-120319667-36
NR1285--MA0089.1.MAFG::NFE2L1	chr10	67498177	67498182	+	0.000	0.000	Merged-chr10-67498312-2
NR1673--MA0591.1.Bach1::Mafk	chr10	124138701	124138715	-	0.000	0.000	Merged-chr10-124138683-21
NR12223--MA0117.2.Mafb	chr9	101249844	101249855	+	0.000	0.000	Merged-chr9-101249791-43
NR10990--MA0089.1.MAFG::NFE2L1	chr7	120934778	120934783	-	0.000	0.000	Merged-chr7-120934804-24
NR11179--MA0089.1.MAFG::NFE2L1	chr7	143625360	143625365	+	0.000	0.000	Merged-chr7-143625204-46
NR11555--MA0089.1.MAFG::NFE2L1	chr8	111527337	111527342	-	0.000	0.000	Merged-chr8-111527388-53
NR4662--MA0495.2.MAFF	chr16	22794955	22794975	+	0.000	0.000	Merged-chr16-22794765-7
NR10135--MA0089.1.MAFG::NFE2L1	chr6	125433759	125433764	+	0.000	0.000	Merged-chr6-125433874-28
NR11931--MA0089.1.MAFG::NFE2L1	chr9	56098161	56098166	-	0.000	0.000	Merged-chr9-56098023-21
NR4575--MA0089.1.MAFG::NFE2L1	chr15	102510783	102510788	+	0.000	0.000	Merged-chr15-102510806-31
NR11064--MA0089.1.MAFG::NFE2L1	chr7	128166451	128166456	+	0.000	0.000	Merged-chr7-128166555-30
NR6397--MA0501.1.MAF::NFE2	chr2	27028044	27028058	+	0.000	0.000	Merged-chr2-27028033-48
NR9259--MA0089.1.MAFG::NFE2L1	chr5	103680584	103680589	-	0.000	0.000	Merged-chr5-103680526-14
NR2587--MA0117.2.Mafb	chr12	35192260	35192271	+	0.000	0.000	Merged-chr12-35192398-29
NR9635--MA0089.1.MAFG::NFE2L1	chr6	29838691	29838696	-	0.000	0.000	Merged-chr6-29838666-29
NR4693--MA0591.1.Bach1::Mafk	chr16	24854666	24854680	+	0.000	0.000	Merged-chr16-24854563-13
NR9782--MA0659.1.MAFG	chr6	65765317	65765337	+	0.000	0.000	Merged-chr6-65765316-29
NR12228--MA0659.1.MAFG	chr9	103333002	103333022	+	0.000	0.000	Merged-chr9-103332910-23
NR11857--MA0089.1.MAFG::NFE2L1	chr9	37244836	37244841	+	0.000	0.000	Merged-chr9-37244873-24
NR2528--MA0089.1.MAFG::NFE2L1	chr12	17511194	17511199	-	0.000	0.000	Merged-chr12-17511273-48
NR5053--MA0496.2.MAFK	chr16	97442081	97442099	+	0.000	0.000	Merged-chr16-97442198-19
NR2904--MA0089.1.MAFG::NFE2L1	chr12	110454620	110454625	-	0.000	0.000	Merged-chr12-110454424-31
NR1007--MA0591.1.Bach1::Mafk	chr10	3238615	3238629	-	0.000	0.000	Merged-chr10-3238463-21
NR5004--MA0591.1.Bach1::Mafk	chr16	95168392	95168406	+	0.000	0.000	Merged-chr16-95168544-53
NR7289--MA0501.1.MAF::NFE2	chr2	166754433	166754447	-	0.000	0.000	Merged-chr2-166754668-37
NR1183--MA0089.1.MAFG::NFE2L1	chr10	44402219	44402224	+	0.000	0.000	Merged-chr10-44402226-5
NR9088--MA0117.2.Mafb	chr5	72636326	72636337	-	0.000	0.000	Merged-chr5-72636293-57
NR4785--MA0659.1.MAFG	chr16	45310575	45310595	-	0.000	0.000	Merged-chr16-45310615-7
NR7154--MA0591.1.Bach1::Mafk	chr2	150904536	150904550	-	0.000	0.000	Merged-chr2-150904585-65
NR7663--MA0089.1.MAFG::NFE2L1	chr3	87387598	87387603	-	0.000	0.000	Merged-chr3-87387698-10
NR4964--MA0089.1.MAFG::NFE2L1	chr16	91413521	91413526	+	0.000	0.000	Merged-chr16-91413429-37
NR2124--MA0089.1.MAFG::NFE2L1	chr11	81996339	81996344	-	0.000	0.000	Merged-chr11-81996367-24
NR11140--MA0496.2.MAFK	chr7	140908644	140908662	-	0.000	0.000	Merged-chr7-140908830-38
NR6027--MA0501.1.MAF::NFE2	chr19	17256650	17256664	+	0.000	0.000	Merged-chr19-17256835-48
NR1270--MA0089.1.MAFG::NFE2L1	chr10	62543619	62543624	+	0.000	0.000	Merged-chr10-62543854-97
NR5879--MA0501.1.MAF::NFE2	chr18	80980252	80980266	-	0.000	0.000	Merged-chr18-80980321-3
NR6949--MA0089.1.MAFG::NFE2L1	chr2	128427052	128427057	+	0.000	0.000	Merged-chr2-128427077-16
NR11805--MA0117.2.Mafb	chr9	14171987	14171998	-	0.000	0.000	Merged-chr9-14171965-37
NR5905--MA0089.1.MAFG::NFE2L1	chr18	86557915	86557920	-	0.000	0.000	Merged-chr18-86558016-9
NR10931--MA0591.1.Bach1::Mafk	chr7	115311006	115311020	-	0.000	0.000	Merged-chr7-115311049-7
NR7121--MA0496.2.MAFK	chr2	148537466	148537484	+	0.000	0.000	Merged-chr2-148537326-5
NR8583--MA0591.1.Bach1::Mafk	chr4	129035256	129035270	+	0.000	0.000	Merged-chr4-129035433-55
NR3351--MA0591.1.Bach1::Mafk	chr13	73331172	73331186	+	0.000	0.000	Merged-chr13-73331232-64
NR1137--MA0591.1.Bach1::Mafk	chr10	37321080	37321094	-	0.000	0.000	Merged-chr10-37320977-4
NR11379--MA0089.1.MAFG::NFE2L1	chr8	72354340	72354345	-	0.000	0.000	Merged-chr8-72354274-101
NR12371--MA0117.2.Mafb	chr9	120116469	120116480	+	0.000	0.000	Merged-chr9-120116499-4
NR7098--MA0089.1.MAFG::NFE2L1	chr2	146265178	146265183	-	0.000	0.000	Merged-chr2-146265229-24
NR2395--MA0659.1.MAFG	chr11	115172976	115172996	-	0.000	0.000	Merged-chr11-115173098-6
NR2256--MA0117.2.Mafb	chr11	100770939	100770950	+	0.000	0.000	Merged-chr11-100770914-54
NR604--MA0591.1.Bach1::Mafk	chr1	152053410	152053424	+	0.000	0.000	Merged-chr1-152053412-31
NR4765--MA0501.1.MAF::NFE2	chr16	44140578	44140592	+	0.000	0.000	Merged-chr16-44140552-3
NR9796--MA0501.1.MAF::NFE2	chr6	67668210	67668224	+	0.000	0.000	Merged-chr6-67668321-12
NR12328--MA0591.1.Bach1::Mafk	chr9	116283901	116283915	-	0.000	0.000	Merged-chr9-116283998-37
NR9169--MA0501.1.MAF::NFE2	chr5	92245625	92245639	-	0.000	0.000	Merged-chr5-92245649-42
NR1934--MA0496.2.MAFK	chr11	53657074	53657092	-	0.000	0.000	Merged-chr11-53657053-47
NR2926--MA0495.2.MAFF	chr12	112956086	112956106	+	0.000	0.000	Merged-chr12-112956111-20
NR10610--MA0496.2.MAFK	chr7	58730409	58730427	-	0.000	0.000	Merged-chr7-58730426-6
NR5971--MA0496.2.MAFK	chr19	5850314	5850332	+	0.000	0.000	Merged-chr19-5850230-41
NR4418--MA0117.2.Mafb	chr15	78515770	78515781	+	0.000	0.000	Merged-chr15-78515914-15
NR7776--MA0089.1.MAFG::NFE2L1	chr3	101651486	101651491	+	0.000	0.000	Merged-chr3-101651434-38
NR11935--MA0117.2.Mafb	chr9	57273014	57273025	+	0.000	0.000	Merged-chr9-57273113-38
NR12179--MA0591.1.Bach1::Mafk	chr9	92602543	92602557	-	0.000	0.000	Merged-chr9-92602445-4
NR6356--MA0089.1.MAFG::NFE2L1	chr2	14992631	14992636	-	0.000	0.000	Merged-chr2-14992808-37
NR9431--MA0089.1.MAFG::NFE2L1	chr5	135115443	135115448	-	0.000	0.000	Merged-chr5-135115482-49
NR1498--MA0089.1.MAFG::NFE2L1	chr10	96460772	96460777	+	0.000	0.000	Merged-chr10-96460820-31
NR12330--MA0591.1.Bach1::Mafk	chr9	116319687	116319701	+	0.000	0.000	Merged-chr9-116319642-35
NR6732--MA0089.1.MAFG::NFE2L1	chr2	102701607	102701612	-	0.000	0.000	Merged-chr2-102701497-15
NR9794--MA0495.2.MAFF	chr6	67668204	67668224	-	0.000	0.000	Merged-chr6-67668321-12
NR10116--MA0591.1.Bach1::Mafk	chr6	122758925	122758939	-	0.000	0.000	Merged-chr6-122758915-39
NR6972--MA0591.1.Bach1::Mafk	chr2	131386615	131386629	+	0.000	0.000	Merged-chr2-131386542-16
NR6067--MA0089.1.MAFG::NFE2L1	chr19	29185756	29185761	+	0.000	0.000	Merged-chr19-29185697-46
NR2815--MA0089.1.MAFG::NFE2L1	chr12	100994817	100994822	-	0.000	0.000	Merged-chr12-100994584-90
NR10548--MA0501.1.MAF::NFE2	chr7	44344733	44344747	-	0.000	0.000	Merged-chr7-44344765-20
NR3201--MA0591.1.Bach1::Mafk	chr13	45623897	45623911	-	0.000	0.000	Merged-chr13-45624002-39
NR5729--MA0089.1.MAFG::NFE2L1	chr18	56687587	56687592	+	0.000	0.000	Merged-chr18-56687770-38
NR2267--MA0591.1.Bach1::Mafk	chr11	101697344	101697358	-	0.000	0.000	Merged-chr11-101697250-12
NR819--MA0495.2.MAFF	chr1	181157216	181157236	-	0.000	0.000	Merged-chr1-181157308-13
NR5238--MA0089.1.MAFG::NFE2L1	chr17	35969930	35969935	-	0.000	0.000	Merged-chr17-35969818-62
NR8482--MA0117.2.Mafb	chr4	111456336	111456347	+	0.000	0.000	Merged-chr4-111456465-2
NR11868--MA0089.1.MAFG::NFE2L1	chr9	42033915	42033920	+	0.000	0.000	Merged-chr9-42034143-45
NR2589--MA0591.1.Bach1::Mafk	chr12	35192524	35192538	-	0.000	0.000	Merged-chr12-35192398-29
NR6549--MA0501.1.MAF::NFE2	chr2	52955271	52955285	-	0.000	0.000	Merged-chr2-52955279-28
NR3812--MA0659.1.MAFG	chr14	54176639	54176659	+	0.000	0.000	Merged-chr14-54176715-16
NR7789--MA0089.1.MAFG::NFE2L1	chr3	104442080	104442085	+	0.000	0.000	Merged-chr3-104442155-34
NR6369--MA0089.1.MAFG::NFE2L1	chr2	18519387	18519392	-	0.000	0.000	Merged-chr2-18519177-24
NR5408--MA0495.2.MAFF	chr17	74802962	74802982	-	0.000	0.000	Merged-chr17-74802991-25
NR11536--MA0501.1.MAF::NFE2	chr8	110079909	110079923	-	0.000	0.000	Merged-chr8-110079856-46
NR11955--MA0089.1.MAFG::NFE2L1	chr9	58226385	58226390	+	0.000	0.000	Merged-chr9-58226551-16
NR3179--MA0089.1.MAFG::NFE2L1	chr13	37793011	37793016	-	0.000	0.000	Merged-chr13-37793215-44
NR198--MA0501.1.MAF::NFE2	chr1	58857003	58857017	-	0.000	0.000	Merged-chr1-58857046-16
NR11464--MA0089.1.MAFG::NFE2L1	chr8	91545812	91545817	-	0.000	0.000	Merged-chr8-91545805-43
NR5311--MA0117.2.Mafb	chr17	52602104	52602115	+	0.000	0.000	Merged-chr17-52601915-5
NR5210--MA0089.1.MAFG::NFE2L1	chr17	33555692	33555697	-	0.000	0.000	Merged-chr17-33555665-46
NR2080--MA0495.2.MAFF	chr11	74973439	74973459	-	0.000	0.000	Merged-chr11-74973432-13
NR4336--MA0495.2.MAFF	chr15	64041700	64041720	-	0.000	0.000	Merged-chr15-64041818-65
NR4608--MA0501.1.MAF::NFE2	chr16	8412489	8412503	+	0.000	0.000	Merged-chr16-8412399-34
NR1772--MA0089.1.MAFG::NFE2L1	chr11	11721389	11721394	-	0.000	0.000	Merged-chr11-11721235-2
NR9659--MA0089.1.MAFG::NFE2L1	chr6	34346748	34346753	+	0.000	0.000	Merged-chr6-34346731-18
NR4528--MA0496.2.MAFK	chr15	97580207	97580225	-	0.000	0.000	Merged-chr15-97580335-5
NR3264--MA0495.2.MAFF	chr13	52915689	52915709	+	0.000	0.000	Merged-chr13-52915528-4
NR823--MA0501.1.MAF::NFE2	chr1	181157216	181157230	-	0.000	0.000	Merged-chr1-181157308-13
NR2075--MA0591.1.Bach1::Mafk	chr11	74421199	74421213	+	0.000	0.000	Merged-chr11-74421089-52
NR8460--MA0501.1.MAF::NFE2	chr4	109122949	109122963	+	0.000	0.000	Merged-chr4-109123040-18
NR12488--MA0117.2.Mafb	chrX	93889701	93889712	+	0.000	0.000	Merged-chrX-93889828-44
NR2397--MA0501.1.MAF::NFE2	chr11	115172976	115172990	-	0.000	0.000	Merged-chr11-115173098-6
NR1508--MA0089.1.MAFG::NFE2L1	chr10	98878092	98878097	+	0.000	0.000	Merged-chr10-98878013-50
NR4351--MA0117.2.Mafb	chr15	64364587	64364598	+	0.000	0.000	Merged-chr15-64364676-9
NR971--MA0501.1.MAF::NFE2	chr1	191445928	191445942	-	0.000	0.000	Merged-chr1-191445969-55
NR1422--MA0659.1.MAFG	chr10	86727747	86727767	-	0.000	0.000	Merged-chr10-86727830-49
NR8686--MA0496.2.MAFK	chr4	140964844	140964862	+	0.000	0.000	Merged-chr4-140964850-8
NR8471--MA0496.2.MAFK	chr4	109665334	109665352	-	0.000	0.000	Merged-chr4-109665283-1
NR4338--MA0659.1.MAFG	chr15	64041700	64041720	-	0.000	0.000	Merged-chr15-64041818-65
NR41--MA0591.1.Bach1::Mafk	chr1	15544446	15544460	+	0.000	0.000	Merged-chr1-15544410-27
NR1836--MA0496.2.MAFK	chr11	32561586	32561604	-	0.000	0.000	Merged-chr11-32561785-56
NR7169--MA0501.1.MAF::NFE2	chr2	152914601	152914615	+	0.000	0.000	Merged-chr2-152914724-49
NR7687--MA0089.1.MAFG::NFE2L1	chr3	88491378	88491383	+	0.000	0.000	Merged-chr3-88491281-8
NR1785--MA0089.1.MAFG::NFE2L1	chr11	16956633	16956638	+	0.000	0.000	Merged-chr11-16956809-36
NR10512--MA0496.2.MAFK	chr7	27402832	27402850	-	0.000	0.000	Merged-chr7-27402873-8
NR3061--MA0501.1.MAF::NFE2	chr13	6626996	6627010	-	0.000	0.000	Merged-chr13-6626818-32
NR8092--MA0501.1.MAF::NFE2	chr3	155235656	155235670	+	0.000	0.000	Merged-chr3-155235663-12
NR6184--MA0496.2.MAFK	chr19	53181481	53181499	-	0.000	0.000	Merged-chr19-53181458-19
NR4466--MA0495.2.MAFF	chr15	85469117	85469137	-	0.000	0.000	Merged-chr15-85469002-5
NR10647--MA0495.2.MAFF	chr7	73517587	73517607	+	0.000	0.000	Merged-chr7-73517689-25
