#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.dn.bed
NR5488--MA0089.1.MAFG::NFE2L1	chr19	16872765	16872770	+	0.000	0.000	Merged-chr19-16872995-45
NR6060--MA0496.2.MAFK	chr2	104561559	104561577	-	0.000	0.000	Merged-chr2-104561694-40
NR1158--MA0501.1.MAF::NFE2	chr10	67112385	67112399	+	0.000	0.000	Merged-chr10-67112116-37
NR4296--MA0591.1.Bach1::Mafk	chr16	22607125	22607139	-	0.000	0.000	Merged-chr16-22607261-13
NR8293--MA0591.1.Bach1::Mafk	chr5	96824949	96824963	-	0.000	0.000	Merged-chr5-96825060-50
NR8056--MA0591.1.Bach1::Mafk	chr5	21786770	21786784	-	0.000	0.000	Merged-chr5-21786800-52
NR10785--MA0089.1.MAFG::NFE2L1	chr9	61216311	61216316	+	0.000	0.000	Merged-chr9-61216256-31
NR2876--MA0089.1.MAFG::NFE2L1	chr13	37963598	37963603	-	0.000	0.000	Merged-chr13-37963615-35
NR8428--MA0496.2.MAFK	chr5	118269184	118269202	+	0.000	0.000	Merged-chr5-118269215-26
NR1195--MA0117.2.Mafb	chr10	75667572	75667583	-	0.000	0.000	Merged-chr10-75667633-88
NR2792--MA0591.1.Bach1::Mafk	chr13	12461137	12461151	+	0.000	0.000	Merged-chr13-12461207-124
NR6516--MA0089.1.MAFG::NFE2L1	chr2	166399330	166399335	+	0.000	0.000	Merged-chr2-166399399-25
NR10865--MA0501.1.MAF::NFE2	chr9	80057832	80057846	+	0.000	0.000	Merged-chr9-80057847-17
NR10496--MA0089.1.MAFG::NFE2L1	chr8	120832256	120832261	-	0.000	0.000	Merged-chr8-120832220-19
NR6092--MA0495.2.MAFF	chr2	114059828	114059848	+	0.000	0.000	Merged-chr2-114059851-34
NR4242--MA0089.1.MAFG::NFE2L1	chr15	103215408	103215413	+	0.000	0.000	Merged-chr15-103215427-34
NR314--MA0591.1.Bach1::Mafk	chr1	105971879	105971893	-	0.000	0.000	Merged-chr1-105971949-55
NR8334--MA0496.2.MAFK	chr5	103817973	103817991	-	0.000	0.000	Merged-chr5-103817975-33
NR4552--MA0496.2.MAFK	chr16	87642409	87642427	+	0.000	0.000	Merged-chr16-87642367-32
NR3129--MA0659.1.MAFG	chr13	96697952	96697972	-	0.000	0.000	Merged-chr13-96698036-39
NR7802--MA0501.1.MAF::NFE2	chr4	136081836	136081850	+	0.000	0.000	Merged-chr4-136081901-45
NR8446--MA0496.2.MAFK	chr5	118459258	118459276	-	0.000	0.000	Merged-chr5-118459323-25
NR4219--MA0659.1.MAFG	chr15	100687225	100687245	+	0.000	0.000	Merged-chr15-100687236-65
NR3375--MA0117.2.Mafb	chr14	17406208	17406219	+	0.000	0.000	Merged-chr14-17406141-29
NR786--MA0089.1.MAFG::NFE2L1	chr1	186676320	186676325	+	0.000	0.000	Merged-chr1-186676331-13
NR1724--MA0501.1.MAF::NFE2	chr11	46474438	46474452	-	0.000	0.000	Merged-chr11-46474391-31
NR10204--MA0089.1.MAFG::NFE2L1	chr8	64947304	64947309	-	0.000	0.000	Merged-chr8-64947122-116
NR6755--MA0501.1.MAF::NFE2	chr3	52882079	52882093	-	0.000	0.000	Merged-chr3-52882154-16
NR6752--MA0117.2.Mafb	chr3	52460317	52460328	+	0.000	0.000	Merged-chr3-52460268-1
NR10394--MA0089.1.MAFG::NFE2L1	chr8	111527429	111527434	-	0.000	0.000	Merged-chr8-111527388-53
NR5562--MA0495.2.MAFF	chr19	35125724	35125744	+	0.000	0.000	Merged-chr19-35125605-25
NR10770--MA0089.1.MAFG::NFE2L1	chr9	56118655	56118660	+	0.000	0.000	Merged-chr9-56118638-19
NR8390--MA0117.2.Mafb	chr5	114823162	114823173	-	0.000	0.000	Merged-chr5-114823339-44
NR2642--MA0591.1.Bach1::Mafk	chr12	111516977	111516991	+	0.000	0.000	Merged-chr12-111516948-28
NR7637--MA0591.1.Bach1::Mafk	chr4	109476594	109476608	-	0.000	0.000	Merged-chr4-109476466-95
NR4132--MA0495.2.MAFF	chr15	83455765	83455785	+	0.000	0.000	Merged-chr15-83455870-33
NR8850--MA0089.1.MAFG::NFE2L1	chr6	56568760	56568765	+	0.000	0.000	Merged-chr6-56568855-65
NR10664--MA0591.1.Bach1::Mafk	chr9	20878503	20878517	+	0.000	0.000	Merged-chr9-20878287-88
NR10749--MA0591.1.Bach1::Mafk	chr9	46083488	46083502	-	0.000	0.000	Merged-chr9-46083625-49
NR10646--MA0117.2.Mafb	chr9	14262856	14262867	+	0.000	0.000	Merged-chr9-14262730-55
NR10505--MA0496.2.MAFK	chr8	121187822	121187840	-	0.000	0.000	Merged-chr8-121187823-40
NR8689--MA0089.1.MAFG::NFE2L1	chr6	6217169	6217174	-	0.000	0.000	Merged-chr6-6217012-81
NR8908--MA0495.2.MAFF	chr6	72881452	72881472	+	0.000	0.000	Merged-chr6-72881581-61
NR2616--MA0501.1.MAF::NFE2	chr12	107011572	107011586	+	0.000	0.000	Merged-chr12-107011663-34
NR597--MA0089.1.MAFG::NFE2L1	chr1	161671183	161671188	+	0.000	0.000	Merged-chr1-161671075-50
NR3252--MA0496.2.MAFK	chr13	109822601	109822619	+	0.000	0.000	Merged-chr13-109822486-79
NR966--MA0117.2.Mafb	chr10	17920071	17920082	-	0.000	0.000	Merged-chr10-17920210-30
NR1367--MA0089.1.MAFG::NFE2L1	chr10	94689283	94689288	-	0.000	0.000	Merged-chr10-94689288-1
NR3702--MA0117.2.Mafb	chr14	103033626	103033637	-	0.000	0.000	Merged-chr14-103033598-47
NR6412--MA0117.2.Mafb	chr2	153032392	153032403	-	0.000	0.000	Merged-chr2-153032344-26
NR7916--MA0591.1.Bach1::Mafk	chr4	150517614	150517628	+	0.000	0.000	Merged-chr4-150517532-35
NR6897--MA0591.1.Bach1::Mafk	chr3	96181232	96181246	-	0.000	0.000	Merged-chr3-96181202-20
NR10617--MA0496.2.MAFK	chr8	128333588	128333606	+	0.000	0.000	Merged-chr8-128333532-18
NR4134--MA0659.1.MAFG	chr15	83455765	83455785	+	0.000	0.000	Merged-chr15-83455870-33
NR4657--MA0089.1.MAFG::NFE2L1	chr17	5165466	5165471	-	0.000	0.000	Merged-chr17-5165532-60
NR7471--MA0501.1.MAF::NFE2	chr4	59204836	59204850	-	0.000	0.000	Merged-chr4-59204829-36
NR8050--MA0117.2.Mafb	chr5	20087336	20087347	+	0.000	0.000	Merged-chr5-20087381-40
NR10102--MA0089.1.MAFG::NFE2L1	chr8	12607412	12607417	-	0.000	0.000	Merged-chr8-12607436-37
NR193--MA0089.1.MAFG::NFE2L1	chr1	69548609	69548614	+	0.000	0.000	Merged-chr1-69548718-45
NR5549--MA0495.2.MAFF	chr19	33429569	33429589	+	0.000	0.000	Merged-chr19-33429713-40
NR10883--MA0089.1.MAFG::NFE2L1	chr9	82961263	82961268	+	0.000	0.000	Merged-chr9-82961184-1
NR3890--MA0089.1.MAFG::NFE2L1	chr15	10600106	10600111	+	0.000	0.000	Merged-chr15-10599937-7
NR3539--MA0089.1.MAFG::NFE2L1	chr14	61774047	61774052	+	0.000	0.000	Merged-chr14-61773988-12
NR8587--MA0089.1.MAFG::NFE2L1	chr5	143561770	143561775	-	0.000	0.000	Merged-chr5-143561800-6
NR4022--MA0117.2.Mafb	chr15	62482431	62482442	+	0.000	0.000	Merged-chr15-62482463-45
NR2046--MA0496.2.MAFK	chr11	103774035	103774053	-	0.000	0.000	Merged-chr11-103774005-26
NR11328--MA0501.1.MAF::NFE2	chrX	142737935	142737949	+	0.000	0.000	Merged-chrX-142737886-3
NR6468--MA0591.1.Bach1::Mafk	chr2	158701696	158701710	+	0.000	0.000	Merged-chr2-158701741-16
NR6974--MA0496.2.MAFK	chr3	108537561	108537579	+	0.000	0.000	Merged-chr3-108537509-16
NR2137--MA0501.1.MAF::NFE2	chr11	113470178	113470192	-	0.000	0.000	Merged-chr11-113470175-37
NR10619--MA0089.1.MAFG::NFE2L1	chr8	128352972	128352977	+	0.000	0.000	Merged-chr8-128352989-24
NR4566--MA0496.2.MAFK	chr16	90279228	90279246	-	0.000	0.000	Merged-chr16-90279320-12
NR5567--MA0495.2.MAFF	chr19	37673595	37673615	-	0.000	0.000	Merged-chr19-37673644-14
NR11311--MA0659.1.MAFG	chrX	139610652	139610672	-	0.000	0.000	Merged-chrX-139610581-86
NR3019--MA0591.1.Bach1::Mafk	chr13	73331172	73331186	+	0.000	0.000	Merged-chr13-73331232-64
NR3135--MA0089.1.MAFG::NFE2L1	chr13	97406726	97406731	+	0.000	0.000	Merged-chr13-97406780-35
NR615--MA0501.1.MAF::NFE2	chr1	163898668	163898682	-	0.000	0.000	Merged-chr1-163898534-41
NR2281--MA0089.1.MAFG::NFE2L1	chr12	25306111	25306116	-	0.000	0.000	Merged-chr12-25306142-51
NR1977--MA0496.2.MAFK	chr11	90576718	90576736	-	0.000	0.000	Merged-chr11-90576690-20
NR9223--MA0496.2.MAFK	chr6	128345841	128345859	-	0.000	0.000	Merged-chr6-128345779-18
NR4266--MA0089.1.MAFG::NFE2L1	chr16	11577604	11577609	-	0.000	0.000	Merged-chr16-11577786-44
NR10582--MA0495.2.MAFF	chr8	126551246	126551266	-	0.000	0.000	Merged-chr8-126551138-20
NR11346--MA0089.1.MAFG::NFE2L1	chrX	162888460	162888465	-	0.000	0.000	Merged-chrX-162888353-56
NR4916--MA0495.2.MAFF	chr17	70707334	70707354	-	0.000	0.000	Merged-chr17-70707362-50
NR1301--MA0496.2.MAFK	chr10	86794891	86794909	-	0.000	0.000	Merged-chr10-86794881-42
NR2098--MA0659.1.MAFG	chr11	108094971	108094991	+	0.000	0.000	Merged-chr11-108095008-29
NR2626--MA0117.2.Mafb	chr12	108541272	108541283	-	0.000	0.000	Merged-chr12-108541148-14
NR4568--MA0089.1.MAFG::NFE2L1	chr16	90727330	90727335	+	0.000	0.000	Merged-chr16-90727331-89
NR9802--MA0089.1.MAFG::NFE2L1	chr7	101027763	101027768	+	0.000	0.000	Merged-chr7-101027827-19
NR8046--MA0117.2.Mafb	chr5	17653770	17653781	+	0.000	0.000	Merged-chr5-17653657-7
NR1780--MA0496.2.MAFK	chr11	57791380	57791398	+	0.000	0.000	Merged-chr11-57791276-17
NR3802--MA0501.1.MAF::NFE2	chr14	121710372	121710386	-	0.000	0.000	Merged-chr14-121710333-21
NR7650--MA0117.2.Mafb	chr4	114324846	114324857	+	0.000	0.000	Merged-chr4-114324680-1
NR6438--MA0089.1.MAFG::NFE2L1	chr2	155382161	155382166	+	0.000	0.000	Merged-chr2-155382008-76
NR774--MA0117.2.Mafb	chr1	185204099	185204110	+	0.000	0.000	Merged-chr1-185204112-85
NR4052--MA0495.2.MAFF	chr15	66755320	66755340	+	0.000	0.000	Merged-chr15-66755443-30
NR10794--MA0089.1.MAFG::NFE2L1	chr9	62412259	62412264	+	0.000	0.000	Merged-chr9-62412387-14
NR5960--MA0089.1.MAFG::NFE2L1	chr2	73547503	73547508	+	0.000	0.000	Merged-chr2-73547425-29
NR3640--MA0659.1.MAFG	chr14	76764671	76764691	-	0.000	0.000	Merged-chr14-76764662-47
NR707--MA0089.1.MAFG::NFE2L1	chr1	178449465	178449470	+	0.000	0.000	Merged-chr1-178449320-25
NR7836--MA0496.2.MAFK	chr4	142153735	142153753	+	0.000	0.000	Merged-chr4-142153700-30
NR8496--MA0496.2.MAFK	chr5	130196621	130196639	+	0.000	0.000	Merged-chr5-130196551-48
NR3752--MA0659.1.MAFG	chr14	118700181	118700201	-	0.000	0.000	Merged-chr14-118700236-58
NR1061--MA0089.1.MAFG::NFE2L1	chr10	40310208	40310213	+	0.000	0.000	Merged-chr10-40310287-68
NR5886--MA0089.1.MAFG::NFE2L1	chr2	59203587	59203592	+	0.000	0.000	Merged-chr2-59203652-25
NR11215--MA0591.1.Bach1::Mafk	chrX	77509296	77509310	+	0.000	0.000	Merged-chrX-77509424-59
NR9890--MA0089.1.MAFG::NFE2L1	chr7	115217145	115217150	-	0.000	0.000	Merged-chr7-115217038-43
NR2192--MA0089.1.MAFG::NFE2L1	chr11	119894925	119894930	+	0.000	0.000	Merged-chr11-119894940-18
NR6303--MA0496.2.MAFK	chr2	135659149	135659167	-	0.000	0.000	Merged-chr2-135659291-148
NR10658--MA0496.2.MAFK	chr9	15530006	15530024	+	0.000	0.000	Merged-chr9-15530031-64
NR10584--MA0117.2.Mafb	chr8	126551246	126551257	+	0.000	0.000	Merged-chr8-126551138-20
NR7756--MA0089.1.MAFG::NFE2L1	chr4	130292523	130292528	+	0.000	0.000	Merged-chr4-130292538-17
NR3044--MA0591.1.Bach1::Mafk	chr13	81351670	81351684	-	0.000	0.000	Merged-chr13-81351650-43
NR2898--MA0089.1.MAFG::NFE2L1	chr13	44771017	44771022	-	0.000	0.000	Merged-chr13-44771057-26
NR4918--MA0117.2.Mafb	chr17	70728885	70728896	-	0.000	0.000	Merged-chr17-70729015-28
NR4707--MA0591.1.Bach1::Mafk	chr17	15704632	15704646	+	0.000	0.000	Merged-chr17-15704757-20
NR7552--MA0659.1.MAFG	chr4	95278220	95278240	+	0.000	0.000	Merged-chr4-95278286-49
NR10412--MA0501.1.MAF::NFE2	chr8	114827951	114827965	-	0.000	0.000	Merged-chr8-114827990-5
NR5558--MA0496.2.MAFK	chr19	33429570	33429588	-	0.000	0.000	Merged-chr19-33429713-40
NR8363--MA0591.1.Bach1::Mafk	chr5	107726875	107726889	-	0.000	0.000	Merged-chr5-107726965-11
NR5265--MA0659.1.MAFG	chr18	65319223	65319243	-	0.000	0.000	Merged-chr18-65319104-54
NR1665--MA0089.1.MAFG::NFE2L1	chr11	17257601	17257606	-	0.000	0.000	Merged-chr11-17257747-64
NR996--MA0496.2.MAFK	chr10	21395712	21395730	-	0.000	0.000	Merged-chr10-21395563-5
NR9503--MA0501.1.MAF::NFE2	chr7	17135446	17135460	-	0.000	0.000	Merged-chr7-17135418-14
NR5795--MA0591.1.Bach1::Mafk	chr2	30712175	30712189	-	0.000	0.000	Merged-chr2-30712039-69
NR4502--MA0659.1.MAFG	chr16	75903184	75903204	-	0.000	0.000	Merged-chr16-75903251-33
NR9792--MA0591.1.Bach1::Mafk	chr7	98193816	98193830	-	0.000	0.000	Merged-chr7-98193996-81
NR2606--MA0089.1.MAFG::NFE2L1	chr12	105962864	105962869	-	0.000	0.000	Merged-chr12-105963076-63
NR5999--MA0089.1.MAFG::NFE2L1	chr2	92434122	92434127	+	0.000	0.000	Merged-chr2-92434096-58
NR10109--MA0501.1.MAF::NFE2	chr8	14911764	14911778	+	0.000	0.000	Merged-chr8-14911636-31
NR3535--MA0089.1.MAFG::NFE2L1	chr14	61046558	61046563	+	0.000	0.000	Merged-chr14-61046434-63
NR982--MA0089.1.MAFG::NFE2L1	chr10	21186863	21186868	+	0.000	0.000	Merged-chr10-21186963-29
NR2649--MA0117.2.Mafb	chr12	111713117	111713128	-	0.000	0.000	Merged-chr12-111713191-55
NR2434--MA0117.2.Mafb	chr12	79130743	79130754	+	0.000	0.000	Merged-chr12-79130814-35
NR127--MA0089.1.MAFG::NFE2L1	chr1	55410799	55410804	+	0.000	0.000	Merged-chr1-55410920-19
NR8--MA0117.2.Mafb	chr1	13589055	13589066	-	0.000	0.000	Merged-chr1-13589004-1
NR6686--MA0117.2.Mafb	chr3	18243876	18243887	-	0.000	0.000	Merged-chr3-18243680-52
NR7741--MA0089.1.MAFG::NFE2L1	chr4	127319878	127319883	-	0.000	0.000	Merged-chr4-127319840-19
NR10257--MA0501.1.MAF::NFE2	chr8	77292840	77292854	-	0.000	0.000	Merged-chr8-77292720-71
NR8456--MA0501.1.MAF::NFE2	chr5	120577155	120577169	-	0.000	0.000	Merged-chr5-120577035-13
NR2326--MA0501.1.MAF::NFE2	chr12	40009997	40010011	+	0.000	0.000	Merged-chr12-40010101-23
NR5180--MA0659.1.MAFG	chr18	43492936	43492956	+	0.000	0.000	Merged-chr18-43493033-11
NR7089--MA0089.1.MAFG::NFE2L1	chr3	131019766	131019771	+	0.000	0.000	Merged-chr3-131019630-77
NR4066--MA0495.2.MAFF	chr15	71917725	71917745	+	0.000	0.000	Merged-chr15-71917869-36
NR10692--MA0591.1.Bach1::Mafk	chr9	32901651	32901665	+	0.000	0.000	Merged-chr9-32901528-39
NR9126--MA0591.1.Bach1::Mafk	chr6	116628692	116628706	-	0.000	0.000	Merged-chr6-116628813-88
NR3876--MA0495.2.MAFF	chr15	6986333	6986353	-	0.000	0.000	Merged-chr15-6986369-8
NR2013--MA0089.1.MAFG::NFE2L1	chr11	99464801	99464806	-	0.000	0.000	Merged-chr11-99464885-16
NR9299--MA0591.1.Bach1::Mafk	chr6	140466511	140466525	+	0.000	0.000	Merged-chr6-140466408-37
NR7682--MA0117.2.Mafb	chr4	119292841	119292852	+	0.000	0.000	Merged-chr4-119292993-23
NR5418--MA0089.1.MAFG::NFE2L1	chr19	4811407	4811412	+	0.000	0.000	Merged-chr19-4811476-80
NR2567--MA0495.2.MAFF	chr12	102588572	102588592	-	0.000	0.000	Merged-chr12-102588735-27
NR2290--MA0089.1.MAFG::NFE2L1	chr12	28829738	28829743	-	0.000	0.000	Merged-chr12-28829718-31
NR10585--MA0591.1.Bach1::Mafk	chr8	126551249	126551263	-	0.000	0.000	Merged-chr8-126551138-20
NR11268--MA0089.1.MAFG::NFE2L1	chrX	104760551	104760556	-	0.000	0.000	Merged-chrX-104760741-26
NR2--MA0591.1.Bach1::Mafk	chr1	7205018	7205032	+	0.000	0.000	Merged-chr1-7204950-26
NR9839--MA0089.1.MAFG::NFE2L1	chr7	105752211	105752216	-	0.000	0.000	Merged-chr7-105752191-52
NR9623--MA0495.2.MAFF	chr7	51892730	51892750	-	0.000	0.000	Merged-chr7-51892724-31
NR6920--MA0501.1.MAF::NFE2	chr3	101746047	101746061	-	0.000	0.000	Merged-chr3-101746125-14
NR8304--MA0089.1.MAFG::NFE2L1	chr5	98186477	98186482	+	0.000	0.000	Merged-chr5-98186387-9
NR212--MA0089.1.MAFG::NFE2L1	chr1	74784280	74784285	-	0.000	0.000	Merged-chr1-74784432-23
NR8870--MA0089.1.MAFG::NFE2L1	chr6	65538444	65538449	-	0.000	0.000	Merged-chr6-65538516-95
NR5008--MA0496.2.MAFK	chr17	84633516	84633534	-	0.000	0.000	Merged-chr17-84633706-27
NR10864--MA0591.1.Bach1::Mafk	chr9	80057829	80057843	+	0.000	0.000	Merged-chr9-80057847-17
NR10498--MA0495.2.MAFF	chr8	121187821	121187841	-	0.000	0.000	Merged-chr8-121187823-40
NR7694--MA0495.2.MAFF	chr4	120815811	120815831	+	0.000	0.000	Merged-chr4-120815867-58
NR9811--MA0089.1.MAFG::NFE2L1	chr7	102427259	102427264	+	0.000	0.000	Merged-chr7-102427168-1
NR9927--MA0496.2.MAFK	chr7	118104821	118104839	+	0.000	0.000	Merged-chr7-118104738-1,Merged-chr7-118105003-9
NR10616--MA0501.1.MAF::NFE2	chr8	128333587	128333601	-	0.000	0.000	Merged-chr8-128333532-18
NR2704--MA0089.1.MAFG::NFE2L1	chr12	115008646	115008651	-	0.000	0.000	Merged-chr12-115008718-17
NR118--MA0501.1.MAF::NFE2	chr1	52066889	52066903	-	0.000	0.000	Merged-chr1-52066714-41
NR2101--MA0496.2.MAFK	chr11	108094972	108094990	-	0.000	0.000	Merged-chr11-108095008-29
NR601--MA0089.1.MAFG::NFE2L1	chr1	161968943	161968948	-	0.000	0.000	Merged-chr1-161969124-64
NR6942--MA0659.1.MAFG	chr3	105756697	105756717	-	0.000	0.000	Merged-chr3-105756805-38
NR8392--MA0089.1.MAFG::NFE2L1	chr5	114942155	114942160	-	0.000	0.000	Merged-chr5-114942302-45
NR5693--MA0089.1.MAFG::NFE2L1	chr2	8965006	8965011	+	0.000	0.000	Merged-chr2-8965212-53
NR2413--MA0501.1.MAF::NFE2	chr12	76867832	76867846	+	0.000	0.000	Merged-chr12-76867934-28
NR6258--MA0089.1.MAFG::NFE2L1	chr2	128380833	128380838	+	0.000	0.000	Merged-chr2-128380717-35
NR3605--MA0591.1.Bach1::Mafk	chr14	71104100	71104114	+	0.000	0.000	Merged-chr14-71104246-27
NR11350--MA0591.1.Bach1::Mafk	chrX	163879527	163879541	+	0.000	0.000	Merged-chrX-163879591-51
NR5111--MA0591.1.Bach1::Mafk	chr18	24653772	24653786	+	0.000	0.000	Merged-chr18-24653766-102
NR8619--MA0089.1.MAFG::NFE2L1	chr5	147063457	147063462	-	0.000	0.000	Merged-chr5-147063758-85
NR5433--MA0591.1.Bach1::Mafk	chr19	6235889	6235903	-	0.000	0.000	Merged-chr19-6236034-63
NR8174--MA0591.1.Bach1::Mafk	chr5	62816022	62816036	+	0.000	0.000	Merged-chr5-62815867-48
NR6918--MA0495.2.MAFF	chr3	101746047	101746067	+	0.000	0.000	Merged-chr3-101746125-14
NR5490--MA0501.1.MAF::NFE2	chr19	17256650	17256664	+	0.000	0.000	Merged-chr19-17256835-48
NR811--MA0117.2.Mafb	chr1	187215528	187215539	+	0.000	0.000	Merged-chr1-187215640-61
NR4575--MA0089.1.MAFG::NFE2L1	chr16	91475945	91475950	-	0.000	0.000	Merged-chr16-91475994-53
NR5179--MA0495.2.MAFF	chr18	43492936	43492956	-	0.000	0.000	Merged-chr18-43493033-11
NR4854--MA0496.2.MAFK	chr17	47189997	47190015	-	0.000	0.000	Merged-chr17-47189896-43
NR7696--MA0117.2.Mafb	chr4	120815857	120815868	-	0.000	0.000	Merged-chr4-120815867-58
NR2014--MA0117.2.Mafb	chr11	99464904	99464915	+	0.000	0.000	Merged-chr11-99464885-16
NR991--MA0591.1.Bach1::Mafk	chr10	21395714	21395728	-	0.000	0.000	Merged-chr10-21395563-5
NR1963--MA0089.1.MAFG::NFE2L1	chr11	88589378	88589383	+	0.000	0.000	Merged-chr11-88589590-30
NR1107--MA0501.1.MAF::NFE2	chr10	57755577	57755591	+	0.000	0.000	Merged-chr10-57755498-21
NR8775--MA0591.1.Bach1::Mafk	chr6	34938582	34938596	-	0.000	0.000	Merged-chr6-34938506-48
NR9424--MA0659.1.MAFG	chr6	146662947	146662967	-	0.000	0.000	Merged-chr6-146662913-16
NR7103--MA0496.2.MAFK	chr3	132871458	132871476	-	0.000	0.000	Merged-chr3-132871536-48
NR2528--MA0089.1.MAFG::NFE2L1	chr12	98259279	98259284	+	0.000	0.000	Merged-chr12-98259208-73
NR6054--MA0495.2.MAFF	chr2	104561558	104561578	+	0.000	0.000	Merged-chr2-104561694-40
NR3033--MA0501.1.MAF::NFE2	chr13	75825524	75825538	-	0.000	0.000	Merged-chr13-75825658-70
NR1970--MA0495.2.MAFF	chr11	90576717	90576737	-	0.000	0.000	Merged-chr11-90576690-20
NR10715--MA0117.2.Mafb	chr9	37554536	37554547	+	0.000	0.000	Merged-chr9-37554470-32
NR1882--MA0501.1.MAF::NFE2	chr11	75460527	75460541	-	0.000	0.000	Merged-chr11-75460430-27
NR1674--MA0089.1.MAFG::NFE2L1	chr11	22814124	22814129	-	0.000	0.000	Merged-chr11-22814136-127
NR9228--MA0501.1.MAF::NFE2	chr6	128767004	128767018	+	0.000	0.000	Merged-chr6-128766936-56
NR3394--MA0591.1.Bach1::Mafk	chr14	24779274	24779288	-	0.000	0.000	Merged-chr14-24779334-63
NR7905--MA0495.2.MAFF	chr4	149403197	149403217	-	0.000	0.000	Merged-chr4-149403248-29
NR7391--MA0591.1.Bach1::Mafk	chr4	33587767	33587781	-	0.000	0.000	Merged-chr4-33587729-131
NR5982--MA0117.2.Mafb	chr2	84059439	84059450	+	0.000	0.000	Merged-chr2-84059493-47
NR5975--MA0501.1.MAF::NFE2	chr2	80462146	80462160	-	0.000	0.000	Merged-chr2-80462138-40
NR5624--MA0117.2.Mafb	chr19	55401846	55401857	+	0.000	0.000	Merged-chr19-55401887-30
NR2082--MA0501.1.MAF::NFE2	chr11	106994510	106994524	+	0.000	0.000	Merged-chr11-106994404-9
NR3433--MA0496.2.MAFK	chr14	34615334	34615352	-	0.000	0.000	Merged-chr14-34615266-19
NR1523--MA0591.1.Bach1::Mafk	chr10	121316220	121316234	-	0.000	0.000	Merged-chr10-121316401-59
NR10615--MA0495.2.MAFF	chr8	128333587	128333607	-	0.000	0.000	Merged-chr8-128333532-18
NR3631--MA0089.1.MAFG::NFE2L1	chr14	76152692	76152697	-	0.000	0.000	Merged-chr14-76152800-92
NR5980--MA0089.1.MAFG::NFE2L1	chr2	83695621	83695626	-	0.000	0.000	Merged-chr2-83695596-45
NR4560--MA0089.1.MAFG::NFE2L1	chr16	89872268	89872273	+	0.000	0.000	Merged-chr16-89872318-26
NR3995--MA0591.1.Bach1::Mafk	chr15	57906814	57906828	-	0.000	0.000	Merged-chr15-57906740-47
NR7589--MA0089.1.MAFG::NFE2L1	chr4	102989506	102989511	-	0.000	0.000	Merged-chr4-102989545-19
NR8197--MA0591.1.Bach1::Mafk	chr5	66137497	66137511	+	0.000	0.000	Merged-chr5-66137441-17
NR2256--MA0117.2.Mafb	chr12	15967664	15967675	-	0.000	0.000	Merged-chr12-15967723-42
NR3287--MA0591.1.Bach1::Mafk	chr13	112287334	112287348	-	0.000	0.000	Merged-chr13-112287336-21
NR1184--MA0117.2.Mafb	chr10	71362053	71362064	+	0.000	0.000	Merged-chr10-71362071-33
NR1308--MA0089.1.MAFG::NFE2L1	chr10	88406050	88406055	-	0.000	0.000	Merged-chr10-88405928-47
NR514--MA0501.1.MAF::NFE2	chr1	151251003	151251017	-	0.000	0.000	Merged-chr1-151251056-37
NR9685--MA0501.1.MAF::NFE2	chr7	73517593	73517607	+	0.000	0.000	Merged-chr7-73517689-25
NR7025--MA0117.2.Mafb	chr3	116341084	116341095	-	0.000	0.000	Merged-chr3-116341192-33
NR4676--MA0495.2.MAFF	chr17	7931730	7931750	+	0.000	0.000	Merged-chr17-7931540-55
NR2456--MA0501.1.MAF::NFE2	chr12	82284810	82284824	-	0.000	0.000	Merged-chr12-82284829-46
NR9619--MA0496.2.MAFK	chr7	49093859	49093877	-	0.000	0.000	Merged-chr7-49093959-29
NR8518--MA0591.1.Bach1::Mafk	chr5	137720734	137720748	-	0.000	0.000	Merged-chr5-137720664-12
NR613--MA0495.2.MAFF	chr1	163898668	163898688	+	0.000	0.000	Merged-chr1-163898534-41
NR221--MA0089.1.MAFG::NFE2L1	chr1	82724875	82724880	+	0.000	0.000	Merged-chr1-82725083-56
NR2411--MA0089.1.MAFG::NFE2L1	chr12	76305069	76305074	+	0.000	0.000	Merged-chr12-76305169-2
NR5673--MA0591.1.Bach1::Mafk	chr2	3713418	3713432	-	0.000	0.000	Merged-chr2-3713630-67
NR8528--MA0089.1.MAFG::NFE2L1	chr5	140389237	140389242	-	0.000	0.000	Merged-chr5-140389352-56
NR7298--MA0089.1.MAFG::NFE2L1	chr3	157883998	157884003	+	0.000	0.000	Merged-chr3-157884103-23
NR5884--MA0117.2.Mafb	chr2	58907275	58907286	+	0.000	0.000	Merged-chr2-58907164-60
NR3179--MA0089.1.MAFG::NFE2L1	chr13	102895939	102895944	+	0.000	0.000	Merged-chr13-102896052-33
NR10044--MA0089.1.MAFG::NFE2L1	chr7	139914333	139914338	-	0.000	0.000	Merged-chr7-139914511-29
NR10861--MA0496.2.MAFK	chr9	79792866	79792884	-	0.000	0.000	Merged-chr9-79792846-1
