#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.up.bed
NR8518--MA0740.1.KLF14	chr10	121781404	121781417	-	0.000	0.000	Merged-chr10-121781382-29
NR38786--MA0740.1.KLF14	chr2	158105823	158105836	-	0.000	0.000	Merged-chr2-158105775-9
NR54796--MA0741.1.KLF16	chr6	86870424	86870434	-	0.000	0.000	Merged-chr6-86870427-33
NR36440--MA0740.1.KLF14	chr2	79124388	79124401	-	0.000	0.000	Merged-chr2-79124485-40
NR52811--MA0493.1.Klf1	chr5	144190244	144190254	+	0.000	0.000	Merged-chr5-144190229-35
NR24667--MA0493.1.Klf1	chr15	103340174	103340184	-	0.000	0.000	Merged-chr15-103340196-50
NR21052--MA0741.1.KLF16	chr14	79587565	79587575	+	0.000	0.000	Merged-chr14-79587561-73
NR57154--MA1107.1.KLF9	chr6	144902775	144902787	-	0.000	0.000	Merged-chr6-144902713-143
NR12153--MA0599.1.KLF5	chr11	102456203	102456212	+	0.000	0.000	Merged-chr11-102456095-36
NR23712--MA0599.1.KLF5	chr15	85037164	85037173	+	0.000	0.000	Merged-chr15-85036968-63
NR36235--MA0740.1.KLF14	chr2	72980473	72980486	+	0.000	0.000	Merged-chr2-72980591-10
NR57187--MA0741.1.KLF16	chr6	145276400	145276410	+	0.000	0.000	Merged-chr6-145276388-70
NR13635--MA0740.1.KLF14	chr12	21543468	21543481	-	0.000	0.000	Merged-chr12-21543416-58
NR601--MA1107.1.KLF9	chr1	43110778	43110790	+	0.000	0.000	Merged-chr1-43110700-26
NR44844--MA0493.1.Klf1	chr4	46635510	46635520	-	0.000	0.000	Merged-chr4-46635507-41
NR28126--MA1107.1.KLF9	chr17	33930868	33930880	+	0.000	0.000	Merged-chr17-33930835-34
NR2065--MA0740.1.KLF14	chr1	128540352	128540365	+	0.000	0.000	Merged-chr1-128540410-9
NR51072--MA0493.1.Klf1	chr5	114175879	114175889	-	0.000	0.000	Merged-chr5-114175903-40
NR1860--MA1107.1.KLF9	chr1	119492214	119492226	-	0.000	0.000	Merged-chr1-119492306-30
NR53103--MA0039.3.KLF4	chr5	148793280	148793290	+	0.000	0.000	Merged-chr5-148793187-22
NR45155--MA0493.1.Klf1	chr4	59805747	59805757	-	0.000	0.000	Merged-chr4-59805793-13
NR61206--MA0599.1.KLF5	chr7	126862554	126862563	-	0.000	0.000	Merged-chr7-126862632-1
NR10084--MA1107.1.KLF9	chr11	59384666	59384678	+	0.000	0.000	Merged-chr11-59384734-17
NR45268--MA0740.1.KLF14	chr4	63943068	63943081	-	0.000	0.000	Merged-chr4-63943077-12
NR63229--MA0741.1.KLF16	chr8	69193244	69193254	-	0.000	0.000	Merged-chr8-69193410-32
NR8580--MA0741.1.KLF16	chr10	123075822	123075832	+	0.000	0.000	Merged-chr10-123075905-2
NR30053--MA0740.1.KLF14	chr17	87636585	87636598	-	0.000	0.000	Merged-chr17-87636407-1
NR48011--MA0741.1.KLF16	chr4	150112980	150112990	-	0.000	0.000	Merged-chr4-150113122-17
NR12813--MA0741.1.KLF16	chr11	115747601	115747611	-	0.000	0.000	Merged-chr11-115747608-16
NR25430--MA0493.1.Klf1	chr16	34095724	34095734	+	0.000	0.000	Merged-chr16-34095886-29
NR624--MA0741.1.KLF16	chr1	44101585	44101595	+	0.000	0.000	Merged-chr1-44101717-6
NR47116--MA0599.1.KLF5	chr4	135157519	135157528	-	0.000	0.000	Merged-chr4-135157519-19
NR12662--MA0657.1.KLF13	chr11	113537054	113537071	+	0.000	0.000	Merged-chr11-113536889-33
NR32839--MA0742.1.Klf12	chr19	8798613	8798627	+	0.000	0.000	Merged-chr19-8798550-51
NR36233--MA0599.1.KLF5	chr2	72856582	72856591	-	0.000	0.000	Merged-chr2-72856532-20
NR28336--MA0039.3.KLF4	chr17	36023793	36023803	+	0.000	0.000	Merged-chr17-36023858-33
NR28346--MA0493.1.Klf1	chr17	36083527	36083537	+	0.000	0.000	Merged-chr17-36083529-56
NR30118--MA1107.1.KLF9	chr17	88511234	88511246	+	0.000	0.000	Merged-chr17-88511397-31
NR1038--MA0741.1.KLF16	chr1	66838521	66838531	-	0.000	0.000	Merged-chr1-66838654-32
NR7128--MA1107.1.KLF9	chr10	83898139	83898151	+	0.000	0.000	Merged-chr10-83898059-2
NR3374--MA0599.1.KLF5	chr1	170174929	170174938	-	0.000	0.000	Merged-chr1-170174869-88
NR52256--MA0493.1.Klf1	chr5	136706904	136706914	+	0.000	0.000	Merged-chr5-136706981-22
NR39488--MA1107.1.KLF9	chr2	170206035	170206047	-	0.000	0.000	Merged-chr2-170206161-1
NR49192--MA0493.1.Klf1	chr5	35893236	35893246	+	0.000	0.000	Merged-chr5-35893424-58
NR62975--MA0741.1.KLF16	chr8	48110157	48110167	+	0.000	0.000	Merged-chr8-48110185-80
NR59461--MA0742.1.Klf12	chr7	72306640	72306654	+	0.000	0.000	Merged-chr7-72306656-56
NR51301--MA0599.1.KLF5	chr5	119359931	119359940	-	0.000	0.000	Merged-chr5-119360019-16
NR67317--MA0741.1.KLF16	chr9	77544929	77544939	-	0.000	0.000	Merged-chr9-77544648-151
NR21853--MA0039.3.KLF4	chr14	122187051	122187061	+	0.000	0.000	Merged-chr14-122187060-26
NR49627--MA0740.1.KLF14	chr5	66259827	66259840	+	0.000	0.000	Merged-chr5-66259977-42
NR50151--MA0741.1.KLF16	chr5	90931231	90931241	+	0.000	0.000	Merged-chr5-90931301-77
NR7948--MA0741.1.KLF16	chr10	111108850	111108860	+	0.000	0.000	Merged-chr10-111108936-32
NR14474--MA0741.1.KLF16	chr12	75818296	75818306	-	0.000	0.000	Merged-chr12-75818494-81
NR24779--MA0493.1.Klf1	chr16	4863119	4863129	+	0.000	0.000	Merged-chr16-4863124-25
NR64395--MA0599.1.KLF5	chr8	106054371	106054380	-	0.000	0.000	Merged-chr8-106054451-60
NR61470--MA0599.1.KLF5	chr7	130893054	130893063	-	0.000	0.000	Merged-chr7-130893114-41
NR37616--MA0741.1.KLF16	chr2	127363114	127363124	+	0.000	0.000	Merged-chr2-127362934-41
NR58343--MA0493.1.Klf1	chr7	27361547	27361557	+	0.000	0.000	Merged-chr7-27361571-54
NR2372--MA0039.3.KLF4	chr1	136415260	136415270	-	0.000	0.000	Merged-chr1-136415287-72
NR55896--MA0742.1.Klf12	chr6	121110176	121110190	-	0.000	0.000	Merged-chr6-121110104-77
NR35367--MA0599.1.KLF5	chr2	33431340	33431349	+	0.000	0.000	Merged-chr2-33431387-53
NR35936--MA0741.1.KLF16	chr2	61402418	61402428	-	0.000	0.000	Merged-chr2-61402469-66
NR37541--MA1107.1.KLF9	chr2	125136007	125136019	-	0.000	0.000	Merged-chr2-125136116-38
NR43321--MA0741.1.KLF16	chr3	142701038	142701048	+	0.000	0.000	Merged-chr3-142700970-64
NR47102--MA0493.1.Klf1	chr4	134796744	134796754	-	0.000	0.000	Merged-chr4-134796618-44
NR45267--MA0493.1.Klf1	chr4	63861242	63861252	-	0.000	0.000	Merged-chr4-63861232-54
NR51767--MA0740.1.KLF14	chr5	130029493	130029506	-	0.000	0.000	Merged-chr5-130029456-53
NR23112--MA0741.1.KLF16	chr15	76190077	76190087	+	0.000	0.000	Merged-chr15-76190238-30
NR35009--MA0599.1.KLF5	chr2	27438500	27438509	+	0.000	0.000	Merged-chr2-27438518-5
NR53901--MA0493.1.Klf1	chr6	41177284	41177294	+	0.000	0.000	Merged-chr6-41177322-23
NR22832--MA0493.1.Klf1	chr15	62092097	62092107	-	0.000	0.000	Merged-chr15-62091960-25
NR64704--MA0599.1.KLF5	chr8	115450837	115450846	-	0.000	0.000	Merged-chr8-115450993-14
NR62654--MA0599.1.KLF5	chr8	27201030	27201039	+	0.000	0.000	Merged-chr8-27201067-26
NR47567--MA1107.1.KLF9	chr4	142015154	142015166	-	0.000	0.000	Merged-chr4-142015063-42
NR59527--MA0493.1.Klf1	chr7	75397645	75397655	+	0.000	0.000	Merged-chr7-75397713-20
NR47013--MA0599.1.KLF5	chr4	133672448	133672457	-	0.000	0.000	Merged-chr4-133672630-119
NR28172--MA0599.1.KLF5	chr17	34592173	34592182	+	0.000	0.000	Merged-chr17-34592254-25
NR42147--MA0741.1.KLF16	chr3	108653854	108653864	+	0.000	0.000	Merged-chr3-108653855-66
NR70407--MA0740.1.KLF14	chrX	153498118	153498131	-	0.000	0.000	Merged-chrX-153498293-79
NR36308--MA0742.1.Klf12	chr2	75119357	75119371	-	0.000	0.000	Merged-chr2-75119235-19
NR48564--MA0599.1.KLF5	chr5	8997187	8997196	+	0.000	0.000	Merged-chr5-8996968-123
NR5321--MA0599.1.KLF5	chr10	24823804	24823813	+	0.000	0.000	Merged-chr10-24823998-59
NR60040--MA0599.1.KLF5	chr7	97355237	97355246	-	0.000	0.000	Merged-chr7-97355237-14
NR32858--MA0493.1.Klf1	chr19	8880930	8880940	-	0.000	0.000	Merged-chr19-8880870-57
NR23269--MA0599.1.KLF5	chr15	77956720	77956729	+	0.000	0.000	Merged-chr15-77956720-50
NR63712--MA0493.1.Klf1	chr8	82402373	82402383	-	0.000	0.000	Merged-chr8-82402722-77
NR41260--MA0039.3.KLF4	chr3	88832704	88832714	-	0.000	0.000	Merged-chr3-88832556-26
NR20344--MA0599.1.KLF5	chr14	56888021	56888030	-	0.000	0.000	Merged-chr14-56888086-24
NR35568--MA0493.1.Klf1	chr2	43737967	43737977	-	0.000	0.000	Merged-chr2-43738148-1
NR62420--MA1107.1.KLF9	chr8	13494557	13494569	-	0.000	0.000	Merged-chr8-13494435-15
NR68055--MA1107.1.KLF9	chr9	100460385	100460397	-	0.000	0.000	Merged-chr9-100460410-54
NR14863--MA0742.1.Klf12	chr12	88360795	88360809	+	0.000	0.000	Merged-chr12-88360821-67
NR6089--MA0741.1.KLF16	chr10	67979439	67979449	+	0.000	0.000	Merged-chr10-67979614-53
NR54491--MA0741.1.KLF16	chr6	72097575	72097585	+	0.000	0.000	Merged-chr6-72097676-68
NR57378--MA1107.1.KLF9	chr6	147476394	147476406	+	0.000	0.000	Merged-chr6-147476293-99
NR36894--MA0039.3.KLF4	chr2	104172840	104172850	-	0.000	0.000	Merged-chr2-104172938-49
NR51624--MA0740.1.KLF14	chr5	125189792	125189805	+	0.000	0.000	Merged-chr5-125189815-23
NR18543--MA0039.3.KLF4	chr13	102645077	102645087	+	0.000	0.000	Merged-chr13-102645059-45
NR63838--MA0599.1.KLF5	chr8	84656998	84657007	+	0.000	0.000	Merged-chr8-84656846-43
NR31686--MA0741.1.KLF16	chr18	74442312	74442322	-	0.000	0.000	Merged-chr18-74442456-61
NR21402--MA0493.1.Klf1	chr14	105232612	105232622	-	0.000	0.000	Merged-chr14-105232653-27
NR7174--MA0599.1.KLF5	chr10	84576607	84576616	+	0.000	0.000	Merged-chr10-84576561-1
NR23603--MA0740.1.KLF14	chr15	83084529	83084542	-	0.000	0.000	Merged-chr15-83084478-12
NR5870--MA0039.3.KLF4	chr10	59919922	59919932	-	0.000	0.000	Merged-chr10-59919808-6
NR44079--MA0741.1.KLF16	chr4	3875225	3875235	-	0.000	0.000	Merged-chr4-3875114-47
NR63819--MA1107.1.KLF9	chr8	84042626	84042638	+	0.000	0.000	Merged-chr8-84042508-77
NR24371--MA1107.1.KLF9	chr15	99652667	99652679	-	0.000	0.000	Merged-chr15-99652729-6
NR42399--MA0741.1.KLF16	chr3	121201210	121201220	+	0.000	0.000	Merged-chr3-121201249-12
NR47932--MA0741.1.KLF16	chr4	149403250	149403260	+	0.000	0.000	Merged-chr4-149403248-29
NR21867--MA1107.1.KLF9	chr14	122391169	122391181	+	0.000	0.000	Merged-chr14-122391204-14
NR65070--MA0742.1.Klf12	chr8	122376577	122376591	-	0.000	0.000	Merged-chr8-122376734-68
NR39871--MA0742.1.Klf12	chr2	180080880	180080894	-	0.000	0.000	Merged-chr2-180080885-21
NR33880--MA1107.1.KLF9	chr19	47854824	47854836	-	0.000	0.000	Merged-chr19-47855075-76
NR55507--MA0740.1.KLF14	chr6	113661650	113661663	-	0.000	0.000	Merged-chr6-113661383-125
NR34138--MA0493.1.Klf1	chr19	57124015	57124025	-	0.000	0.000	Merged-chr19-57123944-45
NR985--MA0741.1.KLF16	chr1	64737868	64737878	+	0.000	0.000	Merged-chr1-64737763-173
NR59692--MA1107.1.KLF9	chr7	80583399	80583411	-	0.000	0.000	Merged-chr7-80583398-64
NR69563--MA0741.1.KLF16	chrX	11807627	11807637	-	0.000	0.000	Merged-chrX-11807540-17
NR63456--MA0742.1.Klf12	chr8	71382204	71382218	+	0.000	0.000	Merged-chr8-71381982-56
NR10411--MA1107.1.KLF9	chr11	69266485	69266497	+	0.000	0.000	Merged-chr11-69266485-18
NR59085--MA0741.1.KLF16	chr7	46639809	46639819	-	0.000	0.000	Merged-chr7-46639840-59
NR17123--MA0493.1.Klf1	chr13	54789206	54789216	-	0.000	0.000	Merged-chr13-54789340-56
NR28673--MA0741.1.KLF16	chr17	46967101	46967111	-	0.000	0.000	Merged-chr17-46967168-48
NR69531--MA0740.1.KLF14	chrX	7947822	7947835	+	0.000	0.000	Merged-chrX-7947943-52
NR64493--MA0493.1.Klf1	chr8	109957364	109957374	+	0.000	0.000	Merged-chr8-109957445-42
NR15328--MA0740.1.KLF14	chr12	105032422	105032435	+	0.000	0.000	Merged-chr12-105032596-77
NR54982--MA0740.1.KLF14	chr6	91878065	91878078	-	0.000	0.000	Merged-chr6-91878167-58
NR9694--MA0599.1.KLF5	chr11	49846873	49846882	-	0.000	0.000	Merged-chr11-49846891-75
NR1740--MA0493.1.Klf1	chr1	105663812	105663822	-	0.000	0.000	Merged-chr1-105663837-98
NR54414--MA0741.1.KLF16	chr6	66896662	66896672	-	0.000	0.000	Merged-chr6-66896636-91
NR28951--MA0599.1.KLF5	chr17	56462264	56462273	-	0.000	0.000	Merged-chr17-56462383-73
NR57907--MA0493.1.Klf1	chr7	16891717	16891727	+	0.000	0.000	Merged-chr7-16891959-60
NR23842--MA0599.1.KLF5	chr15	88828409	88828418	-	0.000	0.000	Merged-chr15-88828677-52
NR31800--MA0599.1.KLF5	chr18	76222424	76222433	+	0.000	0.000	Merged-chr18-76222464-24
NR17249--MA0599.1.KLF5	chr13	58067717	58067726	-	0.000	0.000	Merged-chr13-58067754-68
NR66454--MA0599.1.KLF5	chr9	53301414	53301423	-	0.000	0.000	Merged-chr9-53301567-34
NR26517--MA0740.1.KLF14	chr16	92301326	92301339	+	0.000	0.000	Merged-chr16-92301318-57
NR55571--MA0599.1.KLF5	chr6	114790301	114790310	-	0.000	0.000	Merged-chr6-114790345-26
NR41159--MA0599.1.KLF5	chr3	84772125	84772134	-	0.000	0.000	Merged-chr3-84772067-31
NR52503--MA0599.1.KLF5	chr5	139791466	139791475	-	0.000	0.000	Merged-chr5-139791708-104
NR50668--MA0599.1.KLF5	chr5	107295357	107295366	+	0.000	0.000	Merged-chr5-107295347-25
NR52842--MA1107.1.KLF9	chr5	144358360	144358372	-	0.000	0.000	Merged-chr5-144358177-56
NR66435--MA1107.1.KLF9	chr9	51764952	51764964	-	0.000	0.000	Merged-chr9-51764760-1
NR3141--MA0741.1.KLF16	chr1	164366692	164366702	-	0.000	0.000	Merged-chr1-164366862-30
NR10551--MA0599.1.KLF5	chr11	70700182	70700191	-	0.000	0.000	Merged-chr11-70700400-67
NR54784--MA0039.3.KLF4	chr6	86645288	86645298	-	0.000	0.000	Merged-chr6-86645182-42
NR19839--MA0657.1.KLF13	chr14	34771912	34771929	+	0.000	0.000	Merged-chr14-34772136-36
NR33992--MA1107.1.KLF9	chr19	53760459	53760471	-	0.000	0.000	Merged-chr19-53760542-10
NR12150--MA0742.1.Klf12	chr11	102456202	102456216	+	0.000	0.000	Merged-chr11-102456095-36
NR47031--MA0599.1.KLF5	chr4	134000954	134000963	-	0.000	0.000	Merged-chr4-134000910-52
NR44393--MA0741.1.KLF16	chr4	34778246	34778256	+	0.000	0.000	Merged-chr4-34778308-51
NR19563--MA0599.1.KLF5	chr14	20836602	20836611	-	0.000	0.000	Merged-chr14-20836673-54
NR59465--MA0599.1.KLF5	chr7	72308379	72308388	-	0.000	0.000	Merged-chr7-72308227-31
NR40087--MA0599.1.KLF5	chr3	10351463	10351472	-	0.000	0.000	Merged-chr3-10351318-69
NR871--MA0599.1.KLF5	chr1	59923118	59923127	+	0.000	0.000	Merged-chr1-59923331-34
NR34025--MA0039.3.KLF4	chr19	55062152	55062162	+	0.000	0.000	Merged-chr19-55062253-32
NR22075--MA1107.1.KLF9	chr15	12375671	12375683	-	0.000	0.000	Merged-chr15-12375841-43
NR55086--MA0039.3.KLF4	chr6	97473510	97473520	-	0.000	0.000	Merged-chr6-97473618-39
NR11815--MA0493.1.Klf1	chr11	98001433	98001443	+	0.000	0.000	Merged-chr11-98001521-17
NR42128--MA0599.1.KLF5	chr3	108284064	108284073	-	0.000	0.000	Merged-chr3-108284126-29
NR2953--MA0741.1.KLF16	chr1	157039111	157039121	-	0.000	0.000	Merged-chr1-157039058-34
NR42779--MA0741.1.KLF16	chr3	130818911	130818921	+	0.000	0.000	Merged-chr3-130819124-69
NR24218--MA0740.1.KLF14	chr15	98093409	98093422	-	0.000	0.000	Merged-chr15-98093340-56
NR50706--MA0741.1.KLF16	chr5	107987176	107987186	+	0.000	0.000	Merged-chr5-107987053-156
NR27356--MA0741.1.KLF16	chr17	21617541	21617551	-	0.000	0.000	Merged-chr17-21617473-39
NR14758--MA0741.1.KLF16	chr12	85746479	85746489	-	0.000	0.000	Merged-chr12-85746223-36
NR25452--MA1107.1.KLF9	chr16	35741688	35741700	-	0.000	0.000	Merged-chr16-35741769-10
NR55898--MA0599.1.KLF5	chr6	121110180	121110189	-	0.000	0.000	Merged-chr6-121110104-77
NR61537--MA0493.1.Klf1	chr7	132772647	132772657	-	0.000	0.000	Merged-chr7-132772585-7
NR35012--MA0741.1.KLF16	chr2	27438500	27438510	+	0.000	0.000	Merged-chr2-27438518-5
NR25676--MA0741.1.KLF16	chr16	49959188	49959198	+	0.000	0.000	Merged-chr16-49959222-29
NR22880--MA0742.1.Klf12	chr15	64163720	64163734	-	0.000	0.000	Merged-chr15-64163684-42
NR25796--MA0657.1.KLF13	chr16	58408445	58408462	-	0.000	0.000	Merged-chr16-58408576-68
NR1753--MA1107.1.KLF9	chr1	106037226	106037238	-	0.000	0.000	Merged-chr1-106037167-27
NR55325--MA0599.1.KLF5	chr6	108309886	108309895	+	0.000	0.000	Merged-chr6-108309702-1
NR17127--MA1107.1.KLF9	chr13	54789334	54789346	-	0.000	0.000	Merged-chr13-54789340-56
NR69062--MA0742.1.Klf12	chr9	118863766	118863780	-	0.000	0.000	Merged-chr9-118863800-9
NR39100--MA0741.1.KLF16	chr2	164486514	164486524	+	0.000	0.000	Merged-chr2-164486529-34
NR58917--MA0599.1.KLF5	chr7	45017795	45017804	+	0.000	0.000	Merged-chr7-45017720-50
NR4138--MA0740.1.KLF14	chr1	184732723	184732736	-	0.000	0.000	Merged-chr1-184732542-127
NR34434--MA0657.1.KLF13	chr2	5003271	5003288	+	0.000	0.000	Merged-chr2-5003396-19
NR57248--MA0039.3.KLF4	chr6	146430206	146430216	+	0.000	0.000	Merged-chr6-146430124-17
NR22871--MA0741.1.KLF16	chr15	64113264	64113274	+	0.000	0.000	Merged-chr15-64113403-29
NR3122--MA0039.3.KLF4	chr1	164078590	164078600	+	0.000	0.000	Merged-chr1-164078589-50
NR951--MA0741.1.KLF16	chr1	63130062	63130072	-	0.000	0.000	Merged-chr1-63130141-51
NR27008--MA0741.1.KLF16	chr17	7931798	7931808	+	0.000	0.000	Merged-chr17-7931540-55
NR12935--MA0741.1.KLF16	chr11	117266145	117266155	-	0.000	0.000	Merged-chr11-117266091-54
NR16946--MA1107.1.KLF9	chr13	51391535	51391547	-	0.000	0.000	Merged-chr13-51391583-19
NR30446--MA0740.1.KLF14	chr18	23954627	23954640	-	0.000	0.000	Merged-chr18-23954757-79
NR34743--MA0599.1.KLF5	chr2	18952374	18952383	-	0.000	0.000	Merged-chr2-18952458-63
NR57925--MA0493.1.Klf1	chr7	16980380	16980390	+	0.000	0.000	Merged-chr7-16980470-23
NR3934--MA0599.1.KLF5	chr1	181261292	181261301	-	0.000	0.000	Merged-chr1-181261225-12
NR49742--MA0039.3.KLF4	chr5	72948227	72948237	-	0.000	0.000	Merged-chr5-72948182-5
NR66472--MA0599.1.KLF5	chr9	54501271	54501280	+	0.000	0.000	Merged-chr9-54501243-1
NR48121--MA0599.1.KLF5	chr4	151861942	151861951	+	0.000	0.000	Merged-chr4-151861997-138
NR23550--MA0740.1.KLF14	chr15	81926308	81926321	-	0.000	0.000	Merged-chr15-81926183-56
NR28910--MA0741.1.KLF16	chr17	55959464	55959474	+	0.000	0.000	Merged-chr17-55959368-72
NR3436--MA0657.1.KLF13	chr1	171390033	171390050	-	0.000	0.000	Merged-chr1-171390239-45
NR65803--MA0599.1.KLF5	chr9	22468357	22468366	-	0.000	0.000	Merged-chr9-22468507-1
NR35401--MA0742.1.Klf12	chr2	34790415	34790429	+	0.000	0.000	Merged-chr2-34790571-52
NR59685--MA0740.1.KLF14	chr7	80583398	80583411	-	0.000	0.000	Merged-chr7-80583398-64
NR20455--MA1107.1.KLF9	chr14	61056908	61056920	-	0.000	0.000	Merged-chr14-61056983-100
NR17809--MA0742.1.Klf12	chr13	85289386	85289400	-	0.000	0.000	Merged-chr13-85289179-92
NR70196--MA0599.1.KLF5	chrX	134276978	134276987	+	0.000	0.000	Merged-chrX-134276833-55
NR69388--MA0599.1.KLF5	chr9	123478640	123478649	+	0.000	0.000	Merged-chr9-123478812-84
NR67069--MA0493.1.Klf1	chr9	69458218	69458228	-	0.000	0.000	Merged-chr9-69458326-40
NR23616--MA0740.1.KLF14	chr15	83172277	83172290	-	0.000	0.000	Merged-chr15-83172251-88
NR12905--MA0493.1.Klf1	chr11	116688047	116688057	-	0.000	0.000	Merged-chr11-116688042-60
NR11613--MA1107.1.KLF9	chr11	95083039	95083051	-	0.000	0.000	Merged-chr11-95083015-27
NR36666--MA0039.3.KLF4	chr2	92464879	92464889	+	0.000	0.000	Merged-chr2-92464936-24
NR23708--MA0599.1.KLF5	chr15	85036990	85036999	+	0.000	0.000	Merged-chr15-85036968-63
NR70309--MA0741.1.KLF16	chrX	143030856	143030866	+	0.000	0.000	Merged-chrX-143030752-27
NR9326--MA1107.1.KLF9	chr11	21174502	21174514	-	0.000	0.000	Merged-chr11-21174541-55
NR69830--MA1107.1.KLF9	chrX	57337364	57337376	-	0.000	0.000	Merged-chrX-57337198-20
NR10550--MA1107.1.KLF9	chr11	70669980	70669992	-	0.000	0.000	Merged-chr11-70669977-7
NR35787--MA0741.1.KLF16	chr2	57102550	57102560	-	0.000	0.000	Merged-chr2-57102684-19
NR65112--MA0039.3.KLF4	chr8	122676862	122676872	+	0.000	0.000	Merged-chr8-122676950-3
NR27060--MA0742.1.Klf12	chr17	8306074	8306088	+	0.000	0.000	Merged-chr17-8305975-23
NR61257--MA0741.1.KLF16	chr7	127244515	127244525	+	0.000	0.000	Merged-chr7-127244446-56
NR47931--MA0599.1.KLF5	chr4	149403250	149403259	+	0.000	0.000	Merged-chr4-149403248-29
NR60497--MA0599.1.KLF5	chr7	108966220	108966229	+	0.000	0.000	Merged-chr7-108966183-9
NR42146--MA0599.1.KLF5	chr3	108653854	108653863	+	0.000	0.000	Merged-chr3-108653855-66
NR53705--MA0599.1.KLF5	chr6	30509824	30509833	-	0.000	0.000	Merged-chr6-30509699-52
NR42485--MA1107.1.KLF9	chr3	122721568	122721580	-	0.000	0.000	Merged-chr3-122721694-22
NR68038--MA0493.1.Klf1	chr9	99479260	99479270	-	0.000	0.000	Merged-chr9-99479335-46
NR20317--MA0493.1.Klf1	chr14	56293348	56293358	-	0.000	0.000	Merged-chr14-56293381-8
NR25346--MA0599.1.KLF5	chr16	32099743	32099752	+	0.000	0.000	Merged-chr16-32099769-66
NR27520--MA1107.1.KLF9	chr17	24804285	24804297	-	0.000	0.000	Merged-chr17-24804401-35
NR67422--MA1107.1.KLF9	chr9	80313761	80313773	-	0.000	0.000	Merged-chr9-80313733-27
NR44425--MA0741.1.KLF16	chr4	40680619	40680629	-	0.000	0.000	Merged-chr4-40680682-21
NR59337--MA0740.1.KLF14	chr7	65644742	65644755	+	0.000	0.000	Merged-chr7-65644925-69
NR46192--MA0599.1.KLF5	chr4	115828066	115828075	-	0.000	0.000	Merged-chr4-115828181-99
NR39875--MA0741.1.KLF16	chr2	180080883	180080893	-	0.000	0.000	Merged-chr2-180080885-21
NR65670--MA0657.1.KLF13	chr9	21033369	21033386	+	0.000	0.000	Merged-chr9-21033444-26
NR19553--MA1107.1.KLF9	chr14	20640886	20640898	+	0.000	0.000	Merged-chr14-20640824-81
NR47531--MA0741.1.KLF16	chr4	141793704	141793714	-	0.000	0.000	Merged-chr4-141793612-90
NR40753--MA1107.1.KLF9	chr3	61344350	61344362	+	0.000	0.000	Merged-chr3-61344207-16
NR3145--MA1107.1.KLF9	chr1	164366697	164366709	-	0.000	0.000	Merged-chr1-164366862-30
NR66306--MA0493.1.Klf1	chr9	46283010	46283020	+	0.000	0.000	Merged-chr9-46282956-57
NR63785--MA0657.1.KLF13	chr8	83955246	83955263	+	0.000	0.000	Merged-chr8-83955457-59
NR64932--MA0493.1.Klf1	chr8	120319625	120319635	-	0.000	0.000	Merged-chr8-120319667-36
NR34621--MA1107.1.KLF9	chr2	13793560	13793572	+	0.000	0.000	Merged-chr2-13793433-83
NR28704--MA1107.1.KLF9	chr17	47646710	47646722	-	0.000	0.000	Merged-chr17-47646859-14
NR25437--MA0741.1.KLF16	chr16	34690563	34690573	-	0.000	0.000	Merged-chr16-34690700-62
NR69818--MA0599.1.KLF5	chrX	56609830	56609839	-	0.000	0.000	Merged-chrX-56609887-66
NR23486--MA0741.1.KLF16	chr15	80930416	80930426	-	0.000	0.000	Merged-chr15-80930587-88
NR5637--MA0742.1.Klf12	chr10	42699280	42699294	+	0.000	0.000	Merged-chr10-42699170-35
NR50225--MA0599.1.KLF5	chr5	92603040	92603049	-	0.000	0.000	Merged-chr5-92603127-58
NR20961--MA0742.1.Klf12	chr14	76767497	76767511	-	0.000	0.000	Merged-chr14-76767447-8
NR62540--MA0741.1.KLF16	chr8	22185560	22185570	+	0.000	0.000	Merged-chr8-22185664-67
NR16590--MA0741.1.KLF16	chr13	34046643	34046653	+	0.000	0.000	Merged-chr13-34046570-24
NR39461--MA0741.1.KLF16	chr2	170055613	170055623	-	0.000	0.000	Merged-chr2-170055593-21
NR3140--MA0039.3.KLF4	chr1	164366693	164366703	-	0.000	0.000	Merged-chr1-164366862-30
NR7039--MA1107.1.KLF9	chr10	82780504	82780516	-	0.000	0.000	Merged-chr10-82780687-69
NR31208--MA0741.1.KLF16	chr18	61188203	61188213	-	0.000	0.000	Merged-chr18-61188282-36
NR59317--MA0493.1.Klf1	chr7	64213006	64213016	-	0.000	0.000	Merged-chr7-64213076-17
NR53817--MA0599.1.KLF5	chr6	38345975	38345984	+	0.000	0.000	Merged-chr6-38346040-40
NR48434--MA0493.1.Klf1	chr4	156197624	156197634	+	0.000	0.000	Merged-chr4-156197657-98
NR22748--MA0599.1.KLF5	chr15	59620047	59620056	-	0.000	0.000	Merged-chr15-59620120-63
