#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/Naive_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR9919--MA0089.1.MAFG::NFE2L1	chr5	9107393	9107398	+	0.000	0.000	Merged-chr5-9107352-33
NR10646--MA0117.2.Mafb	chr5	148831841	148831852	+	0.000	0.000	Merged-chr5-148831759-44
NR1356--MA0501.1.MAF::NFE2	chr10	37240764	37240778	+	0.000	0.000	Merged-chr10-37240820-10
NR5649--MA0117.2.Mafb	chr16	97131576	97131587	+	0.000	0.000	Merged-chr16-97131389-2
NR933--MA0501.1.MAF::NFE2	chr1	170136613	170136627	-	0.000	0.000	Merged-chr1-170136601-45
NR12855--MA0089.1.MAFG::NFE2L1	chr8	105613945	105613950	+	0.000	0.000	Merged-chr8-105614025-28
NR6770--MA0117.2.Mafb	chr19	12541844	12541855	-	0.000	0.000	Merged-chr19-12541773-42
NR6757--MA0659.1.MAFG	chr19	8997796	8997816	+	0.000	0.000	Merged-chr19-8997882-60
NR3237--MA0089.1.MAFG::NFE2L1	chr13	30154492	30154497	-	0.000	0.000	Merged-chr13-30154580-19
NR6312--MA0089.1.MAFG::NFE2L1	chr18	25554845	25554850	+	0.000	0.000	Merged-chr18-25554898-22
NR9744--MA0591.1.Bach1::Mafk	chr4	139599008	139599022	+	0.000	0.000	Merged-chr4-139599159-54
NR197--MA0501.1.MAF::NFE2	chr1	43482720	43482734	-	0.000	0.000	Merged-chr1-43482907-14
NR1830--MA0089.1.MAFG::NFE2L1	chr10	99581355	99581360	+	0.000	0.000	Merged-chr10-99581300-14
NR12212--MA0591.1.Bach1::Mafk	chr7	112369099	112369113	+	0.000	0.000	Merged-chr7-112369142-36
NR9638--MA0501.1.MAF::NFE2	chr4	109665339	109665353	+	0.000	0.000	Merged-chr4-109665283-1
NR6532--MA0591.1.Bach1::Mafk	chr18	61643908	61643922	+	0.000	0.000	Merged-chr18-61643847-38
NR6903--MA0089.1.MAFG::NFE2L1	chr2	5895397	5895402	-	0.000	0.000	Merged-chr2-5895412-60
NR4498--MA0501.1.MAF::NFE2	chr14	118796414	118796428	+	0.000	0.000	Merged-chr14-118796395-16
NR11636--MA0495.2.MAFF	chr6	145993221	145993241	+	0.000	0.000	Merged-chr6-145993129-56
NR11472--MA0591.1.Bach1::Mafk	chr6	130029870	130029884	-	0.000	0.000	Merged-chr6-130029953-23
NR5318--MA0591.1.Bach1::Mafk	chr16	50737672	50737686	+	0.000	0.000	Merged-chr16-50737708-13
NR12020--MA0591.1.Bach1::Mafk	chr7	80629091	80629105	+	0.000	0.000	Merged-chr7-80629014-41
NR8674--MA0089.1.MAFG::NFE2L1	chr3	109732715	109732720	-	0.000	0.000	Merged-chr3-109732646-37
NR10541--MA0496.2.MAFK	chr5	125158607	125158625	+	0.000	0.000	Merged-chr5-125158641-59
NR7254--MA0089.1.MAFG::NFE2L1	chr2	59203587	59203592	+	0.000	0.000	Merged-chr2-59203652-25
NR13158--MA0501.1.MAF::NFE2	chr9	57421458	57421472	-	0.000	0.000	Merged-chr9-57421302-52
NR4495--MA0495.2.MAFF	chr14	118796408	118796428	-	0.000	0.000	Merged-chr14-118796395-16
NR2608--MA0117.2.Mafb	chr12	32144742	32144753	+	0.000	0.000	Merged-chr12-32144696-20
NR5686--MA0089.1.MAFG::NFE2L1	chr17	9031704	9031709	+	0.000	0.000	Merged-chr17-9031806-57
NR4256--MA0591.1.Bach1::Mafk	chr14	70767612	70767626	-	0.000	0.000	Merged-chr14-70767609-24
NR6648--MA0495.2.MAFF	chr18	80612045	80612065	+	0.000	0.000	Merged-chr18-80611991-79
NR12275--MA0089.1.MAFG::NFE2L1	chr7	130893287	130893292	+	0.000	0.000	Merged-chr7-130893114-41
NR12044--MA0501.1.MAF::NFE2	chr7	84779437	84779451	+	0.000	0.000	Merged-chr7-84779522-64
NR4497--MA0659.1.MAFG	chr14	118796408	118796428	-	0.000	0.000	Merged-chr14-118796395-16
NR12832--MA0501.1.MAF::NFE2	chr8	95713541	95713555	-	0.000	0.000	Merged-chr8-95713709-35
NR2964--MA0496.2.MAFK	chr12	102425145	102425163	+	0.000	0.000	Merged-chr12-102425206-5
NR10313--MA0496.2.MAFK	chr5	76565521	76565539	-	0.000	0.000	Merged-chr5-76565486-34
NR13061--MA0117.2.Mafb	chr9	21161629	21161640	+	0.000	0.000	Merged-chr9-21161494-64
NR10132--MA0659.1.MAFG	chr5	43425120	43425140	+	0.000	0.000	Merged-chr5-43425059-17
NR10315--MA0089.1.MAFG::NFE2L1	chr5	77094560	77094565	+	0.000	0.000	Merged-chr5-77094655-3
NR10523--MA0501.1.MAF::NFE2	chr5	122288691	122288705	+	0.000	0.000	Merged-chr5-122288620-47
NR13680--MA0089.1.MAFG::NFE2L1	chrX	106189577	106189582	-	0.000	0.000	Merged-chrX-106189421-28
NR12260--MA0089.1.MAFG::NFE2L1	chr7	126862578	126862583	-	0.000	0.000	Merged-chr7-126862632-1
NR5521--MA0501.1.MAF::NFE2	chr16	76202104	76202118	+	0.000	0.000	Merged-chr16-76202306-30
NR10861--MA0591.1.Bach1::Mafk	chr6	29272554	29272568	-	0.000	0.000	Merged-chr6-29272695-53
NR428--MA0495.2.MAFF	chr1	81301963	81301983	+	0.000	0.000	Merged-chr1-81301857-6
NR10502--MA0089.1.MAFG::NFE2L1	chr5	117510962	117510967	+	0.000	0.000	Merged-chr5-117511031-8
NR12986--MA0495.2.MAFF	chr8	128596686	128596706	-	0.000	0.000	Merged-chr8-128596588-1
NR10692--MA0089.1.MAFG::NFE2L1	chr6	3498376	3498381	-	0.000	0.000	Merged-chr6-3498450-52
NR11768--MA0117.2.Mafb	chr7	30608044	30608055	+	0.000	0.000	Merged-chr7-30607986-27
NR8206--MA0089.1.MAFG::NFE2L1	chr3	31145855	31145860	-	0.000	0.000	Merged-chr3-31145985-42
NR3724--MA0089.1.MAFG::NFE2L1	chr13	108881983	108881988	-	0.000	0.000	Merged-chr13-108882066-39
NR13407--MA0591.1.Bach1::Mafk	chr9	108150738	108150752	-	0.000	0.000	Merged-chr9-108150702-30
NR2389--MA0591.1.Bach1::Mafk	chr11	98933443	98933457	-	0.000	0.000	Merged-chr11-98933379-5
NR7567--MA0089.1.MAFG::NFE2L1	chr2	122298802	122298807	+	0.000	0.000	Merged-chr2-122298801-31
NR4054--MA0117.2.Mafb	chr14	36025868	36025879	-	0.000	0.000	Merged-chr14-36025917-2
NR4860--MA0659.1.MAFG	chr15	64041700	64041720	+	0.000	0.000	Merged-chr15-64041818-65
NR7646--MA0117.2.Mafb	chr2	135519886	135519897	+	0.000	0.000	Merged-chr2-135519775-1
NR4001--MA0591.1.Bach1::Mafk	chr14	25108465	25108479	+	0.000	0.000	Merged-chr14-25108517-12
NR127--MA0501.1.MAF::NFE2	chr1	23882913	23882927	-	0.000	0.000	Merged-chr1-23882900-25
NR2668--MA0591.1.Bach1::Mafk	chr12	40090227	40090241	-	0.000	0.000	Merged-chr12-40090205-21
NR2573--MA0659.1.MAFG	chr12	25095900	25095920	-	0.000	0.000	Merged-chr12-25096104-64
NR1920--MA0495.2.MAFF	chr10	111107640	111107660	-	0.000	0.000	Merged-chr10-111107692-40
NR8104--MA0089.1.MAFG::NFE2L1	chr3	19707067	19707072	-	0.000	0.000	Merged-chr3-19706982-40
NR4496--MA0591.1.Bach1::Mafk	chr14	118796411	118796425	+	0.000	0.000	Merged-chr14-118796395-16
NR12951--MA0089.1.MAFG::NFE2L1	chr8	125557561	125557566	-	0.000	0.000	Merged-chr8-125557520-11
NR3261--MA0591.1.Bach1::Mafk	chr13	35813619	35813633	-	0.000	0.000	Merged-chr13-35813438-28
NR13282--MA0501.1.MAF::NFE2	chr9	83564276	83564290	+	0.000	0.000	Merged-chr9-83564254-44
NR8670--MA0089.1.MAFG::NFE2L1	chr3	108865799	108865804	-	0.000	0.000	Merged-chr3-108865766-27
NR2428--MA0495.2.MAFF	chr11	113536965	113536985	+	0.000	0.000	Merged-chr11-113536889-33
NR8994--MA0495.2.MAFF	chr3	154372398	154372418	+	0.000	0.000	Merged-chr3-154372398-2
NR8213--MA0591.1.Bach1::Mafk	chr3	32708647	32708661	+	0.000	0.000	Merged-chr3-32708836-74
NR3670--MA0495.2.MAFF	chr13	103374635	103374655	+	0.000	0.000	Merged-chr13-103374467-6
NR1922--MA0659.1.MAFG	chr10	111107640	111107660	+	0.000	0.000	Merged-chr10-111107692-40
NR880--MA0089.1.MAFG::NFE2L1	chr1	162005381	162005386	+	0.000	0.000	Merged-chr1-162005200-1,Merged-chr1-162005432-6
NR9862--MA0659.1.MAFG	chr4	155129613	155129633	+	0.000	0.000	Merged-chr4-155129607-22
NR6243--MA0501.1.MAF::NFE2	chr18	11913707	11913721	+	0.000	0.000	Merged-chr18-11913705-37
NR9913--MA0089.1.MAFG::NFE2L1	chr5	8489920	8489925	+	0.000	0.000	Merged-chr5-8489877-17
NR7454--MA0659.1.MAFG	chr2	101678594	101678614	-	0.000	0.000	Merged-chr2-101678794-92
NR4276--MA0496.2.MAFK	chr14	78273821	78273839	+	0.000	0.000	Merged-chr14-78273841-14
NR1801--MA0117.2.Mafb	chr10	96215106	96215117	+	0.000	0.000	Merged-chr10-96215163-22
NR2457--MA0659.1.MAFG	chr11	117109896	117109916	+	0.000	0.000	Merged-chr11-117109823-31
NR2242--MA0659.1.MAFG	chr11	51898836	51898856	-	0.000	0.000	Merged-chr11-51898870-27
NR419--MA0496.2.MAFK	chr1	78422794	78422812	-	0.000	0.000	Merged-chr1-78422740-38
NR2881--MA0089.1.MAFG::NFE2L1	chr12	89950227	89950232	-	0.000	0.000	Merged-chr12-89950260-14
NR6663--MA0501.1.MAF::NFE2	chr18	82691563	82691577	-	0.000	0.000	Merged-chr18-82691617-5
NR7565--MA0089.1.MAFG::NFE2L1	chr2	122125804	122125809	-	0.000	0.000	Merged-chr2-122125883-8
NR13405--MA0495.2.MAFF	chr9	108150735	108150755	+	0.000	0.000	Merged-chr9-108150702-30
NR6036--MA0501.1.MAF::NFE2	chr17	71215078	71215092	+	0.000	0.000	Merged-chr17-71214914-103
NR13738--MA0117.2.Mafb	chrX	159772267	159772278	+	0.000	0.000	Merged-chrX-159772302-20
NR9186--MA0117.2.Mafb	chr4	32352134	32352145	+	0.000	0.000	Merged-chr4-32352065-6
NR10258--MA0117.2.Mafb	chr5	68593798	68593809	-	0.000	0.000	Merged-chr5-68593661-1
NR11453--MA0496.2.MAFK	chr6	127359539	127359557	-	0.000	0.000	Merged-chr6-127359568-39
NR11734--MA0591.1.Bach1::Mafk	chr7	19359994	19360008	-	0.000	0.000	Merged-chr7-19359775-64
NR8996--MA0117.2.Mafb	chr3	154372398	154372409	+	0.000	0.000	Merged-chr3-154372398-2
NR6552--MA0501.1.MAF::NFE2	chr18	64516556	64516570	+	0.000	0.000	Merged-chr18-64516532-71
NR5862--MA0591.1.Bach1::Mafk	chr17	34304949	34304963	-	0.000	0.000	Merged-chr17-34305077-21
NR5403--MA0089.1.MAFG::NFE2L1	chr16	57423180	57423185	+	0.000	0.000	Merged-chr16-57423352-49
NR6369--MA0659.1.MAFG	chr18	39068273	39068293	-	0.000	0.000	Merged-chr18-39068377-42
NR6332--MA0089.1.MAFG::NFE2L1	chr18	32485149	32485154	+	0.000	0.000	Merged-chr18-32485174-19
NR2213--MA0089.1.MAFG::NFE2L1	chr11	40718371	40718376	+	0.000	0.000	Merged-chr11-40718408-12
NR7566--MA0117.2.Mafb	chr2	122164513	122164524	+	0.000	0.000	Merged-chr2-122164298-58
NR11015--MA0495.2.MAFF	chr6	57583829	57583849	-	0.000	0.000	Merged-chr6-57584006-3
NR6617--MA0501.1.MAF::NFE2	chr18	74431574	74431588	+	0.000	0.000	Merged-chr18-74431355-25
NR2413--MA0591.1.Bach1::Mafk	chr11	109375549	109375563	+	0.000	0.000	Merged-chr11-109375589-56
NR8544--MA0117.2.Mafb	chr3	89820242	89820253	+	0.000	0.000	Merged-chr3-89820080-6
NR13313--MA0659.1.MAFG	chr9	90257560	90257580	+	0.000	0.000	Merged-chr9-90257512-5
NR13036--MA0089.1.MAFG::NFE2L1	chr9	14548023	14548028	-	0.000	0.000	Merged-chr9-14548192-17
NR7463--MA0089.1.MAFG::NFE2L1	chr2	102040306	102040311	-	0.000	0.000	Merged-chr2-102040255-6
NR196--MA0591.1.Bach1::Mafk	chr1	43482723	43482737	-	0.000	0.000	Merged-chr1-43482907-14
NR4836--MA0496.2.MAFK	chr15	60141741	60141759	+	0.000	0.000	Merged-chr15-60141822-49
NR10135--MA0496.2.MAFK	chr5	43425121	43425139	-	0.000	0.000	Merged-chr5-43425059-17
NR2300--MA0089.1.MAFG::NFE2L1	chr11	70240123	70240128	+	0.000	0.000	Merged-chr11-70239985-43
NR5138--MA0496.2.MAFK	chr16	8306677	8306695	-	0.000	0.000	Merged-chr16-8306528-49
NR2027--MA0591.1.Bach1::Mafk	chr10	127176286	127176300	-	0.000	0.000	Merged-chr10-127176142-1
NR3605--MA0591.1.Bach1::Mafk	chr13	92636944	92636958	-	0.000	0.000	Merged-chr13-92636983-54
NR13123--MA0089.1.MAFG::NFE2L1	chr9	40814174	40814179	+	0.000	0.000	Merged-chr9-40814234-32
NR2586--MA0591.1.Bach1::Mafk	chr12	26315183	26315197	-	0.000	0.000	Merged-chr12-26315128-15
NR7658--MA0496.2.MAFK	chr2	135748540	135748558	-	0.000	0.000	Merged-chr2-135748609-5
NR10923--MA0496.2.MAFK	chr6	41526528	41526546	-	0.000	0.000	Merged-chr6-41526509-3
NR1661--MA0089.1.MAFG::NFE2L1	chr10	78399418	78399423	+	0.000	0.000	Merged-chr10-78399498-14
NR12335--MA0501.1.MAF::NFE2	chr7	144181110	144181124	-	0.000	0.000	Merged-chr7-144181072-30
NR13133--MA0591.1.Bach1::Mafk	chr9	44510603	44510617	-	0.000	0.000	Merged-chr9-44510535-66
NR11179--MA0089.1.MAFG::NFE2L1	chr6	86824064	86824069	+	0.000	0.000	Merged-chr6-86823898-7
NR11366--MA0117.2.Mafb	chr6	114930099	114930110	+	0.000	0.000	Merged-chr6-114929933-47
NR6345--MA0089.1.MAFG::NFE2L1	chr18	33060293	33060298	-	0.000	0.000	Merged-chr18-33060171-12
NR6371--MA0496.2.MAFK	chr18	39068274	39068292	+	0.000	0.000	Merged-chr18-39068377-42
NR4199--MA0089.1.MAFG::NFE2L1	chr14	53763004	53763009	+	0.000	0.000	Merged-chr14-53763076-10
NR4404--MA0501.1.MAF::NFE2	chr14	103979913	103979927	-	0.000	0.000	Merged-chr14-103979829-3
NR11931--MA0089.1.MAFG::NFE2L1	chr7	68250580	68250585	-	0.000	0.000	Merged-chr7-68250535-42
NR13553--MA0495.2.MAFF	chrX	48310730	48310750	+	0.000	0.000	Merged-chrX-48310773-8
NR8748--MA0496.2.MAFK	chr3	122419704	122419722	+	0.000	0.000	Merged-chr3-122419865-81
NR1107--MA0501.1.MAF::NFE2	chr1	194458985	194458999	+	0.000	0.000	Merged-chr1-194458833-1
NR1190--MA0501.1.MAF::NFE2	chr10	15300269	15300283	-	0.000	0.000	Merged-chr10-15300322-38
NR6647--MA0089.1.MAFG::NFE2L1	chr18	80206786	80206791	+	0.000	0.000	Merged-chr18-80206935-61
NR6156--MA0089.1.MAFG::NFE2L1	chr17	90584914	90584919	+	0.000	0.000	Merged-chr17-90584886-65
NR6913--MA0496.2.MAFK	chr2	6478401	6478419	-	0.000	0.000	Merged-chr2-6478572-51
NR13727--MA0089.1.MAFG::NFE2L1	chrX	151096280	151096285	+	0.000	0.000	Merged-chrX-151096457-56
NR10033--MA0089.1.MAFG::NFE2L1	chr5	20882148	20882153	+	0.000	0.000	Merged-chr5-20882102-89
NR12113--MA0501.1.MAF::NFE2	chr7	98120561	98120575	+	0.000	0.000	Merged-chr7-98120517-47
NR6949--MA0089.1.MAFG::NFE2L1	chr2	11205822	11205827	+	0.000	0.000	Merged-chr2-11205998-7
NR11965--MA0501.1.MAF::NFE2	chr7	74471957	74471971	+	0.000	0.000	Merged-chr7-74471905-6
NR6808--MA0117.2.Mafb	chr19	24476575	24476586	+	0.000	0.000	Merged-chr19-24476659-2
NR11951--MA0495.2.MAFF	chr7	73588797	73588817	+	0.000	0.000	Merged-chr7-73589087-116
NR2361--MA0496.2.MAFK	chr11	94386616	94386634	-	0.000	0.000	Merged-chr11-94386453-49
NR6072--MA0495.2.MAFF	chr17	80139917	80139937	+	0.000	0.000	Merged-chr17-80140059-47
NR1932--MA0501.1.MAF::NFE2	chr10	111422709	111422723	+	0.000	0.000	Merged-chr10-111422684-38
NR11264--MA0089.1.MAFG::NFE2L1	chr6	100255720	100255725	+	0.000	0.000	Merged-chr6-100255672-12
NR3308--MA0496.2.MAFK	chr13	52144300	52144318	+	0.000	0.000	Merged-chr13-52144310-15
NR1399--MA0117.2.Mafb	chr10	39293245	39293256	+	0.000	0.000	Merged-chr10-39293099-66
NR11953--MA0659.1.MAFG	chr7	73588797	73588817	+	0.000	0.000	Merged-chr7-73589087-116
NR1787--MA0089.1.MAFG::NFE2L1	chr10	94689283	94689288	-	0.000	0.000	Merged-chr10-94689288-1
NR11974--MA0591.1.Bach1::Mafk	chr7	75630060	75630074	-	0.000	0.000	Merged-chr7-75629936-10
NR6852--MA0501.1.MAF::NFE2	chr19	47330905	47330919	+	0.000	0.000	Merged-chr19-47330943-31
NR12669--MA0496.2.MAFK	chr8	72571104	72571122	+	0.000	0.000	Merged-chr8-72571324-95
NR9865--MA0496.2.MAFK	chr4	155129614	155129632	-	0.000	0.000	Merged-chr4-155129607-22
NR3153--MA0089.1.MAFG::NFE2L1	chr13	12475616	12475621	-	0.000	0.000	Merged-chr13-12475485-11
NR11029--MA0591.1.Bach1::Mafk	chr6	60815585	60815599	+	0.000	0.000	Merged-chr6-60815529-1
NR10031--MA0591.1.Bach1::Mafk	chr5	20470653	20470667	-	0.000	0.000	Merged-chr5-20470671-36
NR12018--MA0659.1.MAFG	chr7	80444698	80444718	+	0.000	0.000	Merged-chr7-80444672-5
NR10483--MA0501.1.MAF::NFE2	chr5	112286790	112286804	-	0.000	0.000	Merged-chr5-112286717-1
NR6917--MA0501.1.MAF::NFE2	chr2	6787034	6787048	+	0.000	0.000	Merged-chr2-6786921-10
NR249--MA0089.1.MAFG::NFE2L1	chr1	55215700	55215705	-	0.000	0.000	Merged-chr1-55215600-38
NR1966--MA0495.2.MAFF	chr10	117829926	117829946	-	0.000	0.000	Merged-chr10-117829855-64
NR1961--MA0089.1.MAFG::NFE2L1	chr10	116853299	116853304	-	0.000	0.000	Merged-chr10-116853312-9
NR12217--MA0496.2.MAFK	chr7	112369097	112369115	-	0.000	0.000	Merged-chr7-112369142-36
NR4758--MA0591.1.Bach1::Mafk	chr15	41447452	41447466	-	0.000	0.000	Merged-chr15-41447450-62
NR8747--MA0501.1.MAF::NFE2	chr3	122419703	122419717	-	0.000	0.000	Merged-chr3-122419865-81
NR12931--MA0591.1.Bach1::Mafk	chr8	120101458	120101472	+	0.000	0.000	Merged-chr8-120101369-97
NR13410--MA0501.1.MAF::NFE2	chr9	108150735	108150749	-	0.000	0.000	Merged-chr9-108150702-30
NR393--MA0591.1.Bach1::Mafk	chr1	74854905	74854919	+	0.000	0.000	Merged-chr1-74854969-34
NR6880--MA0659.1.MAFG	chr19	58104746	58104766	-	0.000	0.000	Merged-chr19-58104736-34
NR6815--MA0496.2.MAFK	chr19	32320555	32320573	+	0.000	0.000	Merged-chr19-32320426-40
NR5546--MA0501.1.MAF::NFE2	chr16	78532157	78532171	+	0.000	0.000	Merged-chr16-78532286-51
NR4886--MA0496.2.MAFK	chr15	69158261	69158279	+	0.000	0.000	Merged-chr15-69158261-1
NR1342--MA0501.1.MAF::NFE2	chr10	34418439	34418453	-	0.000	0.000	Merged-chr10-34418340-93
NR6865--MA0591.1.Bach1::Mafk	chr19	53479850	53479864	-	0.000	0.000	Merged-chr19-53479762-36
NR7164--MA0117.2.Mafb	chr2	50813941	50813952	-	0.000	0.000	Merged-chr2-50813926-46
NR3757--MA0089.1.MAFG::NFE2L1	chr13	112472606	112472611	+	0.000	0.000	Merged-chr13-112472565-14
NR12971--MA0089.1.MAFG::NFE2L1	chr8	127967141	127967146	-	0.000	0.000	Merged-chr8-127967085-35
NR2852--MA0659.1.MAFG	chr12	81845168	81845188	+	0.000	0.000	Merged-chr12-81845150-28
NR7818--MA0659.1.MAFG	chr2	157131378	157131398	-	0.000	0.000	Merged-chr2-157131278-25
NR7270--MA0089.1.MAFG::NFE2L1	chr2	61474866	61474871	+	0.000	0.000	Merged-chr2-61474781-19
NR2397--MA0591.1.Bach1::Mafk	chr11	100588667	100588681	-	0.000	0.000	Merged-chr11-100588743-35
NR5244--MA0591.1.Bach1::Mafk	chr16	29814161	29814175	+	0.000	0.000	Merged-chr16-29814134-35
NR6753--MA0495.2.MAFF	chr19	8997796	8997816	+	0.000	0.000	Merged-chr19-8997882-60
NR9885--MA0591.1.Bach1::Mafk	chr5	4104555	4104569	+	0.000	0.000	Merged-chr5-4104538-75
NR12252--MA0501.1.MAF::NFE2	chr7	122414410	122414424	+	0.000	0.000	Merged-chr7-122414418-49
NR12156--MA0501.1.MAF::NFE2	chr7	104465143	104465157	+	0.000	0.000	Merged-chr7-104465292-53
NR5324--MA0501.1.MAF::NFE2	chr16	50737733	50737747	+	0.000	0.000	Merged-chr16-50737708-13
NR8915--MA0495.2.MAFF	chr3	146063412	146063432	+	0.000	0.000	Merged-chr3-146063322-20
NR2946--MA0117.2.Mafb	chr12	98901219	98901230	+	0.000	0.000	Merged-chr12-98901139-88
NR5523--MA0591.1.Bach1::Mafk	chr16	76341851	76341865	-	0.000	0.000	Merged-chr16-76341927-28
NR5929--MA0089.1.MAFG::NFE2L1	chr17	51732725	51732730	+	0.000	0.000	Merged-chr17-51732863-12
NR12365--MA0496.2.MAFK	chr8	10927703	10927721	-	0.000	0.000	Merged-chr8-10927860-5
NR10054--MA0501.1.MAF::NFE2	chr5	25011121	25011135	+	0.000	0.000	Merged-chr5-25010923-94
NR7351--MA0591.1.Bach1::Mafk	chr2	75823975	75823989	+	0.000	0.000	Merged-chr2-75823994-29
NR1187--MA0501.1.MAF::NFE2	chr10	14207915	14207929	-	0.000	0.000	Merged-chr10-14207893-35
NR7820--MA0496.2.MAFK	chr2	157131379	157131397	-	0.000	0.000	Merged-chr2-157131278-25
NR12717--MA0591.1.Bach1::Mafk	chr8	77713973	77713987	-	0.000	0.000	Merged-chr8-77713879-9
NR12809--MA0495.2.MAFF	chr8	90961803	90961823	+	0.000	0.000	Merged-chr8-90961787-20
NR1596--MA0089.1.MAFG::NFE2L1	chr10	67698098	67698103	-	0.000	0.000	Merged-chr10-67697981-39
NR844--MA0591.1.Bach1::Mafk	chr1	155087011	155087025	+	0.000	0.000	Merged-chr1-155087045-33
NR8628--MA0591.1.Bach1::Mafk	chr3	103927755	103927769	+	0.000	0.000	Merged-chr3-103927636-31
NR13649--MA0089.1.MAFG::NFE2L1	chrX	96025992	96025997	-	0.000	0.000	Merged-chrX-96026030-41
NR8046--MA0501.1.MAF::NFE2	chr3	9500065	9500079	-	0.000	0.000	Merged-chr3-9499976-58
NR10307--MA0495.2.MAFF	chr5	76565520	76565540	+	0.000	0.000	Merged-chr5-76565486-34
NR13209--MA0496.2.MAFK	chr9	75582155	75582173	+	0.000	0.000	Merged-chr9-75582194-17
NR5827--MA0089.1.MAFG::NFE2L1	chr17	29552560	29552565	+	0.000	0.000	Merged-chr17-29552502-38
NR1701--MA0501.1.MAF::NFE2	chr10	84517747	84517761	+	0.000	0.000	Merged-chr10-84517776-8
NR3378--MA0117.2.Mafb	chr13	67683322	67683333	-	0.000	0.000	Merged-chr13-67683532-62
NR5712--MA0089.1.MAFG::NFE2L1	chr17	12318646	12318651	+	0.000	0.000	Merged-chr17-12318588-111
NR10593--MA0591.1.Bach1::Mafk	chr5	135794683	135794697	+	0.000	0.000	Merged-chr5-135794522-54
NR10356--MA0591.1.Bach1::Mafk	chr5	90595048	90595062	+	0.000	0.000	Merged-chr5-90595203-46
NR2839--MA0089.1.MAFG::NFE2L1	chr12	79623495	79623500	-	0.000	0.000	Merged-chr12-79623487-16
NR381--MA0501.1.MAF::NFE2	chr1	72870505	72870519	+	0.000	0.000	Merged-chr1-72870469-25
NR7206--MA0089.1.MAFG::NFE2L1	chr2	53809317	53809322	-	0.000	0.000	Merged-chr2-53809276-5
NR9542--MA0089.1.MAFG::NFE2L1	chr4	89311075	89311080	-	0.000	0.000	Merged-chr4-89310885-77
NR8467--MA0496.2.MAFK	chr3	78958962	78958980	+	0.000	0.000	Merged-chr3-78959037-23
NR8713--MA0089.1.MAFG::NFE2L1	chr3	116751425	116751430	+	0.000	0.000	Merged-chr3-116751371-23
NR245--MA0089.1.MAFG::NFE2L1	chr1	54492655	54492660	-	0.000	0.000	Merged-chr1-54492864-67
NR4916--MA0659.1.MAFG	chr15	73627474	73627494	-	0.000	0.000	Merged-chr15-73627530-51
NR1700--MA0591.1.Bach1::Mafk	chr10	84517744	84517758	+	0.000	0.000	Merged-chr10-84517776-8
NR10635--MA0591.1.Bach1::Mafk	chr5	146784137	146784151	-	0.000	0.000	Merged-chr5-146784100-8
NR7483--MA0089.1.MAFG::NFE2L1	chr2	103668157	103668162	-	0.000	0.000	Merged-chr2-103668249-32
NR4374--MA0117.2.Mafb	chr14	100461772	100461783	+	0.000	0.000	Merged-chr14-100461621-38
NR9844--MA0089.1.MAFG::NFE2L1	chr4	150964759	150964764	+	0.000	0.000	Merged-chr4-150964729-1
NR4305--MA0089.1.MAFG::NFE2L1	chr14	87498403	87498408	-	0.000	0.000	Merged-chr14-87498346-23
NR9711--MA0501.1.MAF::NFE2	chr4	129276768	129276782	-	0.000	0.000	Merged-chr4-129276649-33
NR590--MA0591.1.Bach1::Mafk	chr1	106019761	106019775	+	0.000	0.000	Merged-chr1-106019933-3
NR1776--MA0117.2.Mafb	chr10	93179961	93179972	+	0.000	0.000	Merged-chr10-93180050-46
NR11199--MA0089.1.MAFG::NFE2L1	chr6	90538361	90538366	-	0.000	0.000	Merged-chr6-90538158-36
NR13503--MA0501.1.MAF::NFE2	chr9	121985255	121985269	+	0.000	0.000	Merged-chr9-121985208-26
NR4274--MA0495.2.MAFF	chr14	78273820	78273840	+	0.000	0.000	Merged-chr14-78273841-14
NR11401--MA0501.1.MAF::NFE2	chr6	118099638	118099652	+	0.000	0.000	Merged-chr6-118099551-27
NR10528--MA0591.1.Bach1::Mafk	chr5	122950752	122950766	+	0.000	0.000	Merged-chr5-122950770-15
NR2866--MA0117.2.Mafb	chr12	86891607	86891618	-	0.000	0.000	Merged-chr12-86891663-3
NR967--MA0496.2.MAFK	chr1	174921247	174921265	+	0.000	0.000	Merged-chr1-174921307-1
NR11625--MA0496.2.MAFK	chr6	144679047	144679065	+	0.000	0.000	Merged-chr6-144679049-11
NR1318--MA0495.2.MAFF	chr10	29313190	29313210	-	0.000	0.000	Merged-chr10-29313390-69
NR6117--MA0591.1.Bach1::Mafk	chr17	85023740	85023754	+	0.000	0.000	Merged-chr17-85023702-53
NR3974--MA0659.1.MAFG	chr14	17414421	17414441	-	0.000	0.000	Merged-chr14-17414498-32
NR11323--MA0659.1.MAFG	chr6	108426942	108426962	+	0.000	0.000	Merged-chr6-108426934-21
