#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.up.bed
NR1740--MA0684.1.RUNX3	chr11	84829256	84829265	-	0.000	0.000	Merged-chr11-84829158-56
NR9311--MA0002.2.RUNX1	chr8	79534571	79534581	+	0.000	0.000	Merged-chr8-79534488-18
NR2517--MA0684.1.RUNX3	chr13	30914008	30914017	+	0.000	0.000	Merged-chr13-30913971-16
NR7902--MA0002.2.RUNX1	chr6	37821670	37821680	-	0.000	0.000	Merged-chr6-37821802-56
NR387--MA0684.1.RUNX3	chr1	106152017	106152026	-	0.000	0.000	Merged-chr1-106152101-46
NR929--MA0684.1.RUNX3	chr10	20907236	20907245	-	0.000	0.000	Merged-chr10-20907205-16
NR3400--MA0002.2.RUNX1	chr15	28021819	28021829	-	0.000	0.000	Merged-chr15-28021766-8
NR6605--MA0684.1.RUNX3	chr4	3810441	3810450	+	0.000	0.000	Merged-chr4-3810365-16
NR4178--MA0684.1.RUNX3	chr17	19435175	19435184	+	0.000	0.000	Merged-chr17-19435269-18
NR8693--MA0511.2.RUNX2	chr7	68350156	68350164	-	0.000	0.000	Merged-chr7-68350249-38
NR1515--MA0002.2.RUNX1	chr11	14142621	14142631	+	0.000	0.000	Merged-chr11-14142731-31
NR8488--MA0511.2.RUNX2	chr6	146434552	146434560	+	0.000	0.000	Merged-chr6-146434496-35
NR4733--MA0511.2.RUNX2	chr18	65626678	65626686	-	0.000	0.000	Merged-chr18-65626623-8
NR8266--MA0684.1.RUNX3	chr6	119918695	119918704	+	0.000	0.000	Merged-chr6-119918835-40
NR8389--MA0002.2.RUNX1	chr6	134220381	134220391	+	0.000	0.000	Merged-chr6-134220428-49
NR4240--MA0684.1.RUNX3	chr17	34896559	34896568	+	0.000	0.000	Merged-chr17-34896478-26
NR2848--MA0511.2.RUNX2	chr13	104288314	104288322	-	0.000	0.000	Merged-chr13-104288179-50
NR4035--MA0684.1.RUNX3	chr16	89986206	89986215	+	0.000	0.000	Merged-chr16-89986478-112
NR9420--MA0002.2.RUNX1	chr8	117772809	117772819	-	0.000	0.000	Merged-chr8-117772652-68
NR7740--MA0002.2.RUNX1	chr5	134437569	134437579	-	0.000	0.000	Merged-chr5-134437601-35
NR1723--MA0511.2.RUNX2	chr11	80484436	80484444	-	0.000	0.000	Merged-chr11-80484398-4
NR6295--MA0002.2.RUNX1	chr3	108726488	108726498	+	0.000	0.000	Merged-chr3-108726514-23
NR6522--MA0511.2.RUNX2	chr3	146758209	146758217	+	0.000	0.000	Merged-chr3-146758289-47
NR5712--MA0002.2.RUNX1	chr2	148689696	148689706	+	0.000	0.000	Merged-chr2-148689712-32
NR4637--MA0511.2.RUNX2	chr18	39758461	39758469	+	0.000	0.000	Merged-chr18-39758407-11
NR4908--MA0511.2.RUNX2	chr19	8592422	8592430	+	0.000	0.000	Merged-chr19-8592238-38
NR8454--MA0511.2.RUNX2	chr6	144910471	144910479	-	0.000	0.000	Merged-chr6-144910390-40
NR2259--MA0684.1.RUNX3	chr12	100277062	100277071	+	0.000	0.000	Merged-chr12-100277058-24
NR6569--MA0511.2.RUNX2	chr3	154778979	154778987	+	0.000	0.000	Merged-chr3-154778992-62
NR7915--MA0002.2.RUNX1	chr6	40891092	40891102	-	0.000	0.000	Merged-chr6-40891354-82
NR10210--MA0002.2.RUNX1	chrX	134804309	134804319	-	0.000	0.000	Merged-chrX-134804510-14
NR9847--MA0002.2.RUNX1	chr9	90259616	90259626	+	0.000	0.000	Merged-chr9-90259820-55
NR3936--MA0002.2.RUNX1	chr16	57231581	57231591	-	0.000	0.000	Merged-chr16-57231478-49
NR3350--MA0511.2.RUNX2	chr15	3290533	3290541	-	0.000	0.000	Merged-chr15-3290686-29
NR4998--MA0511.2.RUNX2	chr19	32988776	32988784	-	0.000	0.000	Merged-chr19-32988872-27
NR4603--MA0511.2.RUNX2	chr18	35730513	35730521	-	0.000	0.000	Merged-chr18-35730462-50
NR4127--MA0511.2.RUNX2	chr17	7889200	7889208	-	0.000	0.000	Merged-chr17-7889151-33
NR3522--MA0002.2.RUNX1	chr15	60132879	60132889	+	0.000	0.000	Merged-chr15-60132913-50
NR9685--MA0002.2.RUNX1	chr9	59959388	59959398	+	0.000	0.000	Merged-chr9-59959525-42
NR7610--MA0002.2.RUNX1	chr5	112274255	112274265	-	0.000	0.000	Merged-chr5-112274120-60
NR637--MA0684.1.RUNX3	chr1	164138822	164138831	+	0.000	0.000	Merged-chr1-164138853-49
NR489--MA0002.2.RUNX1	chr1	136568882	136568892	+	0.000	0.000	Merged-chr1-136568866-12
NR1889--MA0002.2.RUNX1	chr11	117337878	117337888	+	0.000	0.000	Merged-chr11-117337959-21
NR6294--MA0684.1.RUNX3	chr3	108591377	108591386	+	0.000	0.000	Merged-chr3-108591488-55
NR1680--MA0002.2.RUNX1	chr11	73267422	73267432	+	0.000	0.000	Merged-chr11-73267242-14
NR7991--MA0684.1.RUNX3	chr6	60940542	60940551	+	0.000	0.000	Merged-chr6-60940563-22
NR3760--MA0684.1.RUNX3	chr16	14088427	14088436	-	0.000	0.000	Merged-chr16-14088440-49
NR6422--MA0684.1.RUNX3	chr3	135629097	135629106	+	0.000	0.000	Merged-chr3-135628984-19
NR3949--MA0002.2.RUNX1	chr16	58694216	58694226	+	0.000	0.000	Merged-chr16-58694307-32
NR2857--MA0684.1.RUNX3	chr13	107095622	107095631	+	0.000	0.000	Merged-chr13-107095527-25
NR5692--MA0684.1.RUNX3	chr2	144300253	144300262	+	0.000	0.000	Merged-chr2-144300316-30
NR93--MA0002.2.RUNX1	chr1	37473509	37473519	-	0.000	0.000	Merged-chr1-37473461-33
NR7100--MA0002.2.RUNX1	chr4	139242139	139242149	+	0.000	0.000	Merged-chr4-139242159-17
NR8083--MA0684.1.RUNX3	chr6	86548166	86548175	-	0.000	0.000	Merged-chr6-86548021-53
NR8477--MA0002.2.RUNX1	chr6	145980992	145981002	+	0.000	0.000	Merged-chr6-145981176-43
NR379--MA0684.1.RUNX3	chr1	105435211	105435220	-	0.000	0.000	Merged-chr1-105435161-34
NR5943--MA0002.2.RUNX1	chr3	19894898	19894908	+	0.000	0.000	Merged-chr3-19894950-73
NR9760--MA0002.2.RUNX1	chr9	77592576	77592586	+	0.000	0.000	Merged-chr9-77592652-18
NR9555--MA0002.2.RUNX1	chr9	21288150	21288160	-	0.000	0.000	Merged-chr9-21288037-93
NR4454--MA0511.2.RUNX2	chr17	84226584	84226592	-	0.000	0.000	Merged-chr17-84226544-42
NR1907--MA0684.1.RUNX3	chr11	119671400	119671409	-	0.000	0.000	Merged-chr11-119671227-50
NR1964--MA0002.2.RUNX1	chr12	16584080	16584090	-	0.000	0.000	Merged-chr12-16584018-49
NR1759--MA0002.2.RUNX1	chr11	93884969	93884979	+	0.000	0.000	Merged-chr11-93885060-4
NR3995--MA0511.2.RUNX2	chr16	78546726	78546734	+	0.000	0.000	Merged-chr16-78546881-68
NR3896--MA0002.2.RUNX1	chr16	48594584	48594594	-	0.000	0.000	Merged-chr16-48594719-53
NR2426--MA0511.2.RUNX2	chr13	6688972	6688980	-	0.000	0.000	Merged-chr13-6689153-22
NR6287--MA0002.2.RUNX1	chr3	108061524	108061534	-	0.000	0.000	Merged-chr3-108061628-33
NR9812--MA0684.1.RUNX3	chr9	85680203	85680212	-	0.000	0.000	Merged-chr9-85680180-31
NR9393--MA0002.2.RUNX1	chr8	114264133	114264143	+	0.000	0.000	Merged-chr8-114264109-12
NR3901--MA0684.1.RUNX3	chr16	49774780	49774789	-	0.000	0.000	Merged-chr16-49774880-113
NR8638--MA0684.1.RUNX3	chr7	55890219	55890228	-	0.000	0.000	Merged-chr7-55890160-26
NR5890--MA0002.2.RUNX1	chr2	181591915	181591925	-	0.000	0.000	Merged-chr2-181591869-5
NR3610--MA0002.2.RUNX1	chr15	84178915	84178925	-	0.000	0.000	Merged-chr15-84178956-9
NR10202--MA0002.2.RUNX1	chrX	113002327	113002337	+	0.000	0.000	Merged-chrX-113002387-37
NR8032--MA0511.2.RUNX2	chr6	70830908	70830916	-	0.000	0.000	Merged-chr6-70831056-63
NR8969--MA0511.2.RUNX2	chr7	125597223	125597231	-	0.000	0.000	Merged-chr7-125597306-20
NR4196--MA0511.2.RUNX2	chr17	25829011	25829019	-	0.000	0.000	Merged-chr17-25828970-38
NR1854--MA0684.1.RUNX3	chr11	109694174	109694183	-	0.000	0.000	Merged-chr11-109694201-12
NR1311--MA0002.2.RUNX1	chr10	98786239	98786249	-	0.000	0.000	Merged-chr10-98786079-74
NR4368--MA0002.2.RUNX1	chr17	64754405	64754415	+	0.000	0.000	Merged-chr17-64754304-57
NR8826--MA0511.2.RUNX2	chr7	102210489	102210497	+	0.000	0.000	Merged-chr7-102210325-100
NR3613--MA0511.2.RUNX2	chr15	84313601	84313609	-	0.000	0.000	Merged-chr15-84313700-40
NR72--MA0002.2.RUNX1	chr1	36025099	36025109	+	0.000	0.000	Merged-chr1-36025179-31
NR8333--MA0684.1.RUNX3	chr6	127617443	127617452	+	0.000	0.000	Merged-chr6-127617353-34
NR5794--MA0002.2.RUNX1	chr2	160657998	160658008	+	0.000	0.000	Merged-chr2-160657923-30
NR4324--MA0511.2.RUNX2	chr17	52125415	52125423	-	0.000	0.000	Merged-chr17-52125389-32
NR7430--MA0511.2.RUNX2	chr5	73340419	73340427	-	0.000	0.000	Merged-chr5-73340408-13
NR7701--MA0511.2.RUNX2	chr5	124302983	124302991	+	0.000	0.000	Merged-chr5-124303032-6
NR5380--MA0002.2.RUNX1	chr2	60878143	60878153	-	0.000	0.000	Merged-chr2-60878156-51
NR4354--MA0684.1.RUNX3	chr17	62784252	62784261	+	0.000	0.000	Merged-chr17-62784192-42
NR2198--MA0684.1.RUNX3	chr12	91765663	91765672	+	0.000	0.000	Merged-chr12-91765630-19
NR9263--MA0002.2.RUNX1	chr8	67986948	67986958	+	0.000	0.000	Merged-chr8-67986835-44
NR2469--MA0684.1.RUNX3	chr13	21160944	21160953	+	0.000	0.000	Merged-chr13-21161115-55
NR3500--MA0684.1.RUNX3	chr15	52928624	52928633	+	0.000	0.000	Merged-chr15-52928656-21
NR4877--MA0684.1.RUNX3	chr18	84851322	84851331	-	0.000	0.000	Merged-chr18-84851440-69
NR1467--MA0002.2.RUNX1	chr10	130439226	130439236	+	0.000	0.000	Merged-chr10-130439179-24
NR6907--MA0511.2.RUNX2	chr4	102629843	102629851	-	0.000	0.000	Merged-chr4-102629885-23
NR5284--MA0002.2.RUNX1	chr2	32514517	32514527	-	0.000	0.000	Merged-chr2-32514526-37
NR4192--MA0684.1.RUNX3	chr17	24687235	24687244	-	0.000	0.000	Merged-chr17-24687301-48
NR3875--MA0002.2.RUNX1	chr16	44508281	44508291	-	0.000	0.000	Merged-chr16-44508258-19
NR9372--MA0002.2.RUNX1	chr8	107503102	107503112	+	0.000	0.000	Merged-chr8-107503239-42
NR8297--MA0511.2.RUNX2	chr6	122804610	122804618	+	0.000	0.000	Merged-chr6-122804652-39
NR9643--MA0002.2.RUNX1	chr9	50966604	50966614	-	0.000	0.000	Merged-chr9-50966454-25
NR2035--MA0002.2.RUNX1	chr12	40198598	40198608	-	0.000	0.000	Merged-chr12-40198626-36
NR9994--MA0511.2.RUNX2	chr9	116366366	116366374	+	0.000	0.000	Merged-chr9-116366334-59
NR2164--MA0684.1.RUNX3	chr12	86310025	86310034	-	0.000	0.000	Merged-chr12-86310059-67
NR9500--MA0002.2.RUNX1	chr8	127968156	127968166	-	0.000	0.000	Merged-chr8-127968270-33
NR8055--MA0002.2.RUNX1	chr6	72391086	72391096	+	0.000	0.000	Merged-chr6-72391108-3
NR8948--MA0511.2.RUNX2	chr7	122288946	122288954	-	0.000	0.000	Merged-chr7-122289082-6
NR3513--MA0684.1.RUNX3	chr15	59009573	59009582	+	0.000	0.000	Merged-chr15-59009632-21
NR2273--MA0684.1.RUNX3	chr12	100988529	100988538	+	0.000	0.000	Merged-chr12-100988724-71
NR1956--MA0002.2.RUNX1	chr12	16170384	16170394	-	0.000	0.000	Merged-chr12-16170449-47
NR8263--MA0511.2.RUNX2	chr6	119848058	119848066	-	0.000	0.000	Merged-chr6-119848153-79
NR6378--MA0511.2.RUNX2	chr3	129613936	129613944	-	0.000	0.000	Merged-chr3-129613875-22
NR1912--MA0511.2.RUNX2	chr11	119929867	119929875	-	0.000	0.000	Merged-chr11-119929820-6
NR8041--MA0684.1.RUNX3	chr6	71048303	71048312	+	0.000	0.000	Merged-chr6-71048511-32
NR5773--MA0002.2.RUNX1	chr2	158133353	158133363	+	0.000	0.000	Merged-chr2-158133215-37
NR8107--MA0684.1.RUNX3	chr6	90984209	90984218	+	0.000	0.000	Merged-chr6-90984346-4
NR4476--MA0684.1.RUNX3	chr17	86038397	86038406	+	0.000	0.000	Merged-chr17-86038391-20
NR9861--MA0002.2.RUNX1	chr9	94668705	94668715	+	0.000	0.000	Merged-chr9-94668774-42
NR3844--MA0511.2.RUNX2	chr16	35984081	35984089	+	0.000	0.000	Merged-chr16-35984000-4
NR9656--MA0002.2.RUNX1	chr9	53786873	53786883	-	0.000	0.000	Merged-chr9-53786922-72
NR8293--MA0684.1.RUNX3	chr6	122533103	122533112	+	0.000	0.000	Merged-chr6-122533116-39
NR7976--MA0002.2.RUNX1	chr6	54685312	54685322	+	0.000	0.000	Merged-chr6-54685260-34
NR3080--MA0684.1.RUNX3	chr14	54222637	54222646	-	0.000	0.000	Merged-chr14-54222562-63
NR5630--MA0002.2.RUNX1	chr2	128318463	128318473	-	0.000	0.000	Merged-chr2-128318457-15
NR5981--MA0511.2.RUNX2	chr3	30876917	30876925	-	0.000	0.000	Merged-chr3-30876888-40
NR9785--MA0684.1.RUNX3	chr9	80754780	80754789	-	0.000	0.000	Merged-chr9-80754738-24
NR7833--MA0002.2.RUNX1	chr5	151252478	151252488	-	0.000	0.000	Merged-chr5-151252284-65
NR5825--MA0684.1.RUNX3	chr2	166610520	166610529	+	0.000	0.000	Merged-chr2-166610595-30
NR3060--MA0002.2.RUNX1	chr14	50870659	50870669	-	0.000	0.000	Merged-chr14-50870513-68
NR2527--MA0511.2.RUNX2	chr13	32982810	32982818	-	0.000	0.000	Merged-chr13-32982935-23
NR7691--MA0684.1.RUNX3	chr5	123382150	123382159	+	0.000	0.000	Merged-chr5-123382042-18
NR5904--MA0511.2.RUNX2	chr3	9567028	9567036	+	0.000	0.000	Merged-chr3-9567055-14
NR9765--MA0002.2.RUNX1	chr9	79919432	79919442	-	0.000	0.000	Merged-chr9-79919473-56
NR7836--MA0511.2.RUNX2	chr6	3496351	3496359	-	0.000	0.000	Merged-chr6-3496456-14
NR9417--MA0002.2.RUNX1	chr8	117395352	117395362	+	0.000	0.000	Merged-chr8-117395323-13
NR8054--MA0684.1.RUNX3	chr6	72190328	72190337	+	0.000	0.000	Merged-chr6-72190479-35
NR7737--MA0002.2.RUNX1	chr5	134282794	134282804	+	0.000	0.000	Merged-chr5-134282688-60
NR9480--MA0684.1.RUNX3	chr8	125667472	125667481	-	0.000	0.000	Merged-chr8-125667402-39
NR3840--MA0684.1.RUNX3	chr16	35742396	35742405	-	0.000	0.000	Merged-chr16-35742622-74
NR5643--MA0002.2.RUNX1	chr2	129198693	129198703	+	0.000	0.000	Merged-chr2-129198566-84
NR7674--MA0511.2.RUNX2	chr5	121184941	121184949	+	0.000	0.000	Merged-chr5-121185063-20
NR5994--MA0511.2.RUNX2	chr3	37173481	37173489	-	0.000	0.000	Merged-chr3-37173489-44
NR4617--MA0684.1.RUNX3	chr18	37926031	37926040	-	0.000	0.000	Merged-chr18-37926090-48
NR6149--MA0002.2.RUNX1	chr3	86961163	86961173	+	0.000	0.000	Merged-chr3-86961231-31
NR1207--MA0002.2.RUNX1	chr10	84897547	84897557	-	0.000	0.000	Merged-chr10-84897526-62
NR8229--MA0684.1.RUNX3	chr6	114660167	114660176	-	0.000	0.000	Merged-chr6-114660280-61
NR1812--MA0684.1.RUNX3	chr11	104582888	104582897	-	0.000	0.000	Merged-chr11-104582835-39
NR3344--MA0002.2.RUNX1	chr14	123163086	123163096	-	0.000	0.000	Merged-chr14-123163033-38
NR9860--MA0684.1.RUNX3	chr9	94621078	94621087	-	0.000	0.000	Merged-chr9-94620917-97
NR3615--MA0002.2.RUNX1	chr15	84372841	84372851	+	0.000	0.000	Merged-chr15-84372915-18
NR4869--MA0684.1.RUNX3	chr18	84302688	84302697	+	0.000	0.000	Merged-chr18-84302803-33
NR1935--MA0002.2.RUNX1	chr12	3807743	3807753	+	0.000	0.000	Merged-chr12-3807686-5
NR1459--MA0002.2.RUNX1	chr10	128637206	128637216	+	0.000	0.000	Merged-chr10-128637070-78
NR3695--MA0511.2.RUNX2	chr15	98772774	98772782	-	0.000	0.000	Merged-chr15-98772758-63
NR6357--MA0511.2.RUNX2	chr3	126690816	126690824	-	0.000	0.000	Merged-chr3-126690917-48
NR1793--MA0684.1.RUNX3	chr11	100804662	100804671	+	0.000	0.000	Merged-chr11-100804708-41
NR7290--MA0684.1.RUNX3	chr5	23722212	23722221	+	0.000	0.000	Merged-chr5-23722080-21
NR5503--MA0511.2.RUNX2	chr2	90503403	90503411	-	0.000	0.000	Merged-chr2-90503478-20
NR2299--MA0684.1.RUNX3	chr12	107119317	107119326	-	0.000	0.000	Merged-chr12-107119357-16
NR9635--MA0002.2.RUNX1	chr9	48404003	48404013	-	0.000	0.000	Merged-chr9-48403880-28
NR1716--MA0684.1.RUNX3	chr11	79130083	79130092	+	0.000	0.000	Merged-chr11-79129992-68
NR3519--MA0002.2.RUNX1	chr15	59669846	59669856	+	0.000	0.000	Merged-chr15-59669905-17
NR6830--MA0002.2.RUNX1	chr4	86712877	86712887	+	0.000	0.000	Merged-chr4-86712811-38
NR7812--MA0002.2.RUNX1	chr5	148709295	148709305	-	0.000	0.000	Merged-chr5-148709171-35
NR5385--MA0002.2.RUNX1	chr2	62332033	62332043	+	0.000	0.000	Merged-chr2-62332140-9
NR5656--MA0002.2.RUNX1	chr2	132264125	132264135	+	0.000	0.000	Merged-chr2-132264143-23
NR3976--MA0002.2.RUNX1	chr16	70365448	70365458	-	0.000	0.000	Merged-chr16-70365429-20
NR1425--MA0002.2.RUNX1	chr10	122567063	122567073	-	0.000	0.000	Merged-chr10-122566962-17
NR1283--MA0684.1.RUNX3	chr10	95300007	95300016	-	0.000	0.000	Merged-chr10-95299831-73
NR3562--MA0002.2.RUNX1	chr15	75616403	75616413	-	0.000	0.000	Merged-chr15-75616511-51
NR1362--MA0511.2.RUNX2	chr10	117494385	117494393	-	0.000	0.000	Merged-chr10-117494286-56
NR3691--MA0684.1.RUNX3	chr15	97836698	97836707	-	0.000	0.000	Merged-chr15-97837039-84
NR9681--MA0511.2.RUNX2	chr9	58280708	58280716	-	0.000	0.000	Merged-chr9-58280700-28
NR3757--MA0684.1.RUNX3	chr16	14088390	14088399	-	0.000	0.000	Merged-chr16-14088440-49
NR5721--MA0511.2.RUNX2	chr2	151974259	151974267	-	0.000	0.000	Merged-chr2-151974232-5
NR1805--MA0002.2.RUNX1	chr11	104361985	104361995	+	0.000	0.000	Merged-chr11-104361864-47
NR9853--MA0002.2.RUNX1	chr9	92611076	92611086	+	0.000	0.000	Merged-chr9-92611125-19
NR7031--MA0002.2.RUNX1	chr4	129621168	129621178	+	0.000	0.000	Merged-chr4-129621333-30
NR5622--MA0002.2.RUNX1	chr2	128117811	128117821	+	0.000	0.000	Merged-chr2-128117807-36
NR3614--MA0684.1.RUNX3	chr15	84313600	84313609	-	0.000	0.000	Merged-chr15-84313700-40
NR4054--MA0684.1.RUNX3	chr16	91789929	91789938	+	0.000	0.000	Merged-chr16-91789935-50
NR8364--MA0511.2.RUNX2	chr6	130031808	130031816	+	0.000	0.000	Merged-chr6-130031811-45
NR3200--MA0684.1.RUNX3	chr14	78474145	78474154	+	0.000	0.000	Merged-chr14-78474159-29
NR1808--MA0511.2.RUNX2	chr11	104582889	104582897	-	0.000	0.000	Merged-chr11-104582835-39
NR3052--MA0002.2.RUNX1	chr14	48236301	48236311	+	0.000	0.000	Merged-chr14-48236278-24
NR1315--MA0684.1.RUNX3	chr10	98897684	98897693	-	0.000	0.000	Merged-chr10-98897679-33
NR1643--MA0002.2.RUNX1	chr11	61564198	61564208	-	0.000	0.000	Merged-chr11-61564144-31
NR9486--MA0002.2.RUNX1	chr8	125871176	125871186	-	0.000	0.000	Merged-chr8-125871015-13
NR5132--MA0684.1.RUNX3	chr19	59344465	59344474	+	0.000	0.000	Merged-chr19-59344493-23
NR7411--MA0002.2.RUNX1	chr5	65863568	65863578	-	0.000	0.000	Merged-chr5-65863563-64
NR4385--MA0511.2.RUNX2	chr17	70751365	70751373	-	0.000	0.000	Merged-chr17-70751409-15
NR9171--MA0511.2.RUNX2	chr8	22405902	22405910	-	0.000	0.000	Merged-chr8-22405869-37
NR9713--MA0511.2.RUNX2	chr9	64797603	64797611	+	0.000	0.000	Merged-chr9-64797561-46
NR610--MA0002.2.RUNX1	chr1	161779269	161779279	-	0.000	0.000	Merged-chr1-161779312-20
NR6952--MA0002.2.RUNX1	chr4	109274052	109274062	+	0.000	0.000	Merged-chr4-109273984-17
NR7811--MA0684.1.RUNX3	chr5	148678762	148678771	+	0.000	0.000	Merged-chr5-148678733-37
NR7392--MA0002.2.RUNX1	chr5	62772103	62772113	-	0.000	0.000	Merged-chr5-62772215-28
NR6588--MA0511.2.RUNX2	chr3	157803538	157803546	-	0.000	0.000	Merged-chr3-157803404-34
NR9965--MA0511.2.RUNX2	chr9	114787861	114787869	-	0.000	0.000	Merged-chr9-114787935-34
NR3161--MA0002.2.RUNX1	chr14	72863037	72863047	+	0.000	0.000	Merged-chr14-72863184-30
NR2357--MA0511.2.RUNX2	chr12	115012937	115012945	+	0.000	0.000	Merged-chr12-115012998-22
NR3703--MA0002.2.RUNX1	chr15	99644989	99644999	-	0.000	0.000	Merged-chr15-99645060-19
NR5734--MA0511.2.RUNX2	chr2	153336331	153336339	-	0.000	0.000	Merged-chr2-153336329-40
NR2135--MA0684.1.RUNX3	chr12	79437129	79437138	-	0.000	0.000	Merged-chr12-79437240-16
NR9200--MA0002.2.RUNX1	chr8	34615169	34615179	-	0.000	0.000	Merged-chr8-34615057-34
NR7315--MA0002.2.RUNX1	chr5	31964050	31964060	+	0.000	0.000	Merged-chr5-31963887-11
NR5093--MA0002.2.RUNX1	chr19	56530751	56530761	-	0.000	0.000	Merged-chr19-56530729-50
NR1676--MA0684.1.RUNX3	chr11	73019624	73019633	-	0.000	0.000	Merged-chr11-73019652-4
NR1799--MA0002.2.RUNX1	chr11	102739354	102739364	-	0.000	0.000	Merged-chr11-102739455-28
NR9723--MA0002.2.RUNX1	chr9	66504135	66504145	+	0.000	0.000	Merged-chr9-66504076-31
NR7296--MA0002.2.RUNX1	chr5	25092799	25092809	-	0.000	0.000	Merged-chr5-25092896-11
NR1755--MA0511.2.RUNX2	chr11	90698016	90698024	+	0.000	0.000	Merged-chr11-90697864-33
NR5887--MA0002.2.RUNX1	chr2	181288180	181288190	+	0.000	0.000	Merged-chr2-181288221-3
NR3541--MA0002.2.RUNX1	chr15	66786799	66786809	+	0.000	0.000	Merged-chr15-66786864-7
NR9918--MA0684.1.RUNX3	chr9	107709905	107709914	-	0.000	0.000	Merged-chr9-107709894-54
NR9499--MA0002.2.RUNX1	chr8	127968205	127968215	+	0.000	0.000	Merged-chr8-127968270-33
NR5350--MA0684.1.RUNX3	chr2	58282830	58282839	+	0.000	0.000	Merged-chr2-58282647-50
NR1070--MA0511.2.RUNX2	chr10	60162675	60162683	-	0.000	0.000	Merged-chr10-60162645-38
NR3670--MA0684.1.RUNX3	chr15	94453065	94453074	+	0.000	0.000	Merged-chr15-94453103-20
NR9660--MA0511.2.RUNX2	chr9	53854919	53854927	+	0.000	0.000	Merged-chr9-53854971-17
NR3941--MA0684.1.RUNX3	chr16	57495697	57495706	-	0.000	0.000	Merged-chr16-57495758-66
NR5473--MA0002.2.RUNX1	chr2	79370942	79370952	-	0.000	0.000	Merged-chr2-79370906-44
NR5539--MA0002.2.RUNX1	chr2	103600711	103600721	+	0.000	0.000	Merged-chr2-103600577-48
NR9085--MA0002.2.RUNX1	chr7	143005586	143005596	-	0.000	0.000	Merged-chr7-143005288-104
NR6458--MA0511.2.RUNX2	chr3	142437065	142437073	+	0.000	0.000	Merged-chr3-142437047-18
NR3845--MA0684.1.RUNX3	chr16	35984081	35984090	+	0.000	0.000	Merged-chr16-35984000-4
NR5377--MA0002.2.RUNX1	chr2	60845517	60845527	+	0.000	0.000	Merged-chr2-60845573-40
NR1080--MA0002.2.RUNX1	chr10	61382594	61382604	-	0.000	0.000	Merged-chr10-61382638-8
NR1351--MA0002.2.RUNX1	chr10	117056182	117056192	+	0.000	0.000	Merged-chr10-117056166-30
NR3702--MA0684.1.RUNX3	chr15	99333229	99333238	+	0.000	0.000	Merged-chr15-99333202-49
NR5234--MA0002.2.RUNX1	chr2	24679382	24679392	+	0.000	0.000	Merged-chr2-24679385-9
NR5505--MA0002.2.RUNX1	chr2	90563610	90563620	-	0.000	0.000	Merged-chr2-90563524-16
NR6488--MA0684.1.RUNX3	chr3	144411166	144411175	-	0.000	0.000	Merged-chr3-144411311-32
NR9594--MA0684.1.RUNX3	chr9	42158806	42158815	+	0.000	0.000	Merged-chr9-42158908-46
NR7807--MA0511.2.RUNX2	chr5	147366586	147366594	+	0.000	0.000	Merged-chr5-147366476-45
NR6660--MA0002.2.RUNX1	chr4	24569310	24569320	+	0.000	0.000	Merged-chr4-24569297-30
NR1669--MA0002.2.RUNX1	chr11	72429405	72429415	-	0.000	0.000	Merged-chr11-72429357-54
NR9988--MA0002.2.RUNX1	chr9	116212260	116212270	+	0.000	0.000	Merged-chr9-116212405-59
NR7166--MA0002.2.RUNX1	chr4	148998343	148998353	+	0.000	0.000	Merged-chr4-148998288-20
NR1625--MA0511.2.RUNX2	chr11	55031376	55031384	+	0.000	0.000	Merged-chr11-55031517-56
NR7437--MA0002.2.RUNX1	chr5	75143429	75143439	-	0.000	0.000	Merged-chr5-75143306-22
NR7708--MA0002.2.RUNX1	chr5	124955224	124955234	+	0.000	0.000	Merged-chr5-124955042-61
NR841--MA0002.2.RUNX1	chr1	193181245	193181255	+	0.000	0.000	Merged-chr1-193181317-39
NR3491--MA0511.2.RUNX2	chr15	51843860	51843868	+	0.000	0.000	Merged-chr15-51844000-32
NR3557--MA0511.2.RUNX2	chr15	74935318	74935326	+	0.000	0.000	Merged-chr15-74935411-23
NR3540--MA0684.1.RUNX3	chr15	66785499	66785508	-	0.000	0.000	Merged-chr15-66785581-20
NR5614--MA0002.2.RUNX1	chr2	127444661	127444671	-	0.000	0.000	Merged-chr2-127444520-53
NR1778--MA0002.2.RUNX1	chr11	98477189	98477199	+	0.000	0.000	Merged-chr11-98477457-48
NR9431--MA0002.2.RUNX1	chr8	120332960	120332970	+	0.000	0.000	Merged-chr8-120332869-43
NR9848--MA0511.2.RUNX2	chr9	90259714	90259722	+	0.000	0.000	Merged-chr9-90259820-55
NR5822--MA0511.2.RUNX2	chr2	166610520	166610528	+	0.000	0.000	Merged-chr2-166610595-30
NR1906--MA0002.2.RUNX1	chr11	119671399	119671409	+	0.000	0.000	Merged-chr11-119671227-50
