#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/Bcl6KO_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR2066--MA0002.2.RUNX1	chr12	25270161	25270171	-	0.000	0.000	Merged-chr12-25270049-10
NR4573--MA0511.2.RUNX2	chr17	80762566	80762574	-	0.000	0.000	Merged-chr17-80762560-27
NR8310--MA0002.2.RUNX1	chr6	128836399	128836409	-	0.000	0.000	Merged-chr6-128836446-70
NR6697--MA0684.1.RUNX3	chr3	157803537	157803546	-	0.000	0.000	Merged-chr3-157803404-34
NR8976--MA0002.2.RUNX1	chr7	125635651	125635661	-	0.000	0.000	Merged-chr7-125635870-68
NR3048--MA0002.2.RUNX1	chr14	27045264	27045274	-	0.000	0.000	Merged-chr14-27045220-26
NR4351--MA0684.1.RUNX3	chr17	29584505	29584514	+	0.000	0.000	Merged-chr17-29584339-4
NR4701--MA0511.2.RUNX2	chr18	23734927	23734935	-	0.000	0.000	Merged-chr18-23734973-16
NR10245--MA0684.1.RUNX3	chrX	167025097	167025106	+	0.000	0.000	Merged-chrX-167025120-15
NR10097--MA0002.2.RUNX1	chrX	8090521	8090531	-	0.000	0.000	Merged-chrX-8090541-41
NR4060--MA0002.2.RUNX1	chr16	76679068	76679078	+	0.000	0.000	Merged-chr16-76679194-37
NR2380--MA0002.2.RUNX1	chr12	112587323	112587333	-	0.000	0.000	Merged-chr12-112587298-29
NR2446--MA0002.2.RUNX1	chr12	115790572	115790582	+	0.000	0.000	Merged-chr12-115790731-44
NR3034--MA0684.1.RUNX3	chr14	21635311	21635320	-	0.000	0.000	Merged-chr14-21635245-13
NR464--MA0684.1.RUNX3	chr1	151670186	151670195	-	0.000	0.000	Merged-chr1-151670167-23
NR8770--MA0511.2.RUNX2	chr7	97463493	97463501	-	0.000	0.000	Merged-chr7-97463655-18
NR4583--MA0002.2.RUNX1	chr17	83816589	83816599	-	0.000	0.000	Merged-chr17-83816542-35
NR4378--MA0002.2.RUNX1	chr17	35246462	35246472	+	0.000	0.000	Merged-chr17-35246340-22
NR6885--MA0511.2.RUNX2	chr4	83273865	83273873	-	0.000	0.000	Merged-chr4-83273873-49
NR2383--MA0511.2.RUNX2	chr12	112861005	112861013	+	0.000	0.000	Merged-chr12-112860925-89
NR2826--MA0002.2.RUNX1	chr13	95892234	95892244	-	0.000	0.000	Merged-chr13-95891948-150
NR8595--MA0684.1.RUNX3	chr7	44528088	44528097	-	0.000	0.000	Merged-chr7-44527953-37
NR9577--MA0684.1.RUNX3	chr9	15357635	15357644	-	0.000	0.000	Merged-chr9-15357727-65
NR7026--MA0684.1.RUNX3	chr4	116678004	116678013	-	0.000	0.000	Merged-chr4-116678042-15
NR6709--MA0002.2.RUNX1	chr4	7152234	7152244	+	0.000	0.000	Merged-chr4-7152146-8
NR4487--MA0002.2.RUNX1	chr17	57194407	57194417	+	0.000	0.000	Merged-chr17-57194359-63
NR2270--MA0684.1.RUNX3	chr12	98800481	98800490	+	0.000	0.000	Merged-chr12-98800600-14
NR8531--MA0511.2.RUNX2	chr7	25674667	25674675	+	0.000	0.000	Merged-chr7-25674756-20
NR4344--MA0002.2.RUNX1	chr17	29494497	29494507	-	0.000	0.000	Merged-chr17-29494430-50
NR8802--MA0511.2.RUNX2	chr7	101636182	101636190	-	0.000	0.000	Merged-chr7-101636183-33
NR2393--MA0002.2.RUNX1	chr12	114108980	114108990	+	0.000	0.000	Merged-chr12-114109126-31
NR1589--MA0511.2.RUNX2	chr11	53795093	53795101	+	0.000	0.000	Merged-chr11-53795155-60
NR2188--MA0002.2.RUNX1	chr12	80792993	80793003	+	0.000	0.000	Merged-chr12-80792995-40
NR7721--MA0002.2.RUNX1	chr5	124215134	124215144	-	0.000	0.000	Merged-chr5-124215011-42
NR8227--MA0002.2.RUNX1	chr6	120124864	120124874	+	0.000	0.000	Merged-chr6-120124865-39
NR6276--MA0002.2.RUNX1	chr3	65537570	65537580	+	0.000	0.000	Merged-chr3-65537527-21
NR7135--MA0684.1.RUNX3	chr4	136269031	136269040	-	0.000	0.000	Merged-chr4-136269140-11
NR285--MA0511.2.RUNX2	chr1	92080355	92080363	+	0.000	0.000	Merged-chr1-92080187-57
NR4201--MA0002.2.RUNX1	chr17	3521570	3521580	-	0.000	0.000	Merged-chr17-3521498-21
NR9209--MA0002.2.RUNX1	chr8	36016439	36016449	+	0.000	0.000	Merged-chr8-36016456-26
NR2316--MA0002.2.RUNX1	chr12	104214669	104214679	+	0.000	0.000	Merged-chr12-104214522-40
NR6010--MA0684.1.RUNX3	chr2	164360573	164360582	-	0.000	0.000	Merged-chr2-164360506-23
NR4330--MA0684.1.RUNX3	chr17	28007313	28007322	-	0.000	0.000	Merged-chr17-28007418-17
NR7387--MA0684.1.RUNX3	chr5	37045010	37045019	+	0.000	0.000	Merged-chr5-37044965-52
NR142--MA0511.2.RUNX2	chr1	60744506	60744514	-	0.000	0.000	Merged-chr1-60744410-6
NR586--MA0684.1.RUNX3	chr1	170977358	170977367	-	0.000	0.000	Merged-chr1-170977420-4
NR2839--MA0002.2.RUNX1	chr13	99148598	99148608	-	0.000	0.000	Merged-chr13-99148566-18
NR857--MA0684.1.RUNX3	chr10	19506188	19506197	-	0.000	0.000	Merged-chr10-19506242-43
NR8270--MA0002.2.RUNX1	chr6	124910207	124910217	-	0.000	0.000	Merged-chr6-124910348-31
NR6262--MA0684.1.RUNX3	chr3	59222393	59222402	+	0.000	0.000	Merged-chr3-59222464-17
NR8541--MA0002.2.RUNX1	chr7	27541512	27541522	+	0.000	0.000	Merged-chr7-27541584-49
NR8336--MA0002.2.RUNX1	chr6	130538634	130538644	-	0.000	0.000	Merged-chr6-130538609-12
NR4390--MA0511.2.RUNX2	chr17	36227190	36227198	-	0.000	0.000	Merged-chr17-36227159-19
NR8736--MA0684.1.RUNX3	chr7	84681780	84681789	+	0.000	0.000	Merged-chr7-84681796-26
NR4727--MA0511.2.RUNX2	chr18	36701978	36701986	-	0.000	0.000	Merged-chr18-36701992-26
NR509--MA0684.1.RUNX3	chr1	161794747	161794756	-	0.000	0.000	Merged-chr1-161794797-65
NR5438--MA0511.2.RUNX2	chr2	30587370	30587378	-	0.000	0.000	Merged-chr2-30587397-33
NR251--MA0511.2.RUNX2	chr1	86005772	86005780	+	0.000	0.000	Merged-chr1-86005917-70
NR6308--MA0002.2.RUNX1	chr3	84622164	84622174	-	0.000	0.000	Merged-chr3-84622230-22
NR6593--MA0511.2.RUNX2	chr3	137800415	137800423	+	0.000	0.000	Merged-chr3-137800561-20
NR6864--MA0511.2.RUNX2	chr4	63847311	63847319	-	0.000	0.000	Merged-chr4-63847263-40
NR8174--MA0002.2.RUNX1	chr6	108630932	108630942	+	0.000	0.000	Merged-chr6-108631007-44
NR7099--MA0511.2.RUNX2	chr4	134041640	134041648	+	0.000	0.000	Merged-chr4-134041766-28
NR10128--MA0684.1.RUNX3	chrX	38248845	38248854	+	0.000	0.000	Merged-chrX-38248854-9
NR1700--MA0684.1.RUNX3	chr11	77630648	77630657	-	0.000	0.000	Merged-chr11-77630549-32
NR6708--MA0684.1.RUNX3	chr4	6924977	6924986	+	0.000	0.000	Merged-chr4-6924913-49
NR9871--MA0002.2.RUNX1	chr9	95832942	95832952	+	0.000	0.000	Merged-chr9-95832946-23
NR8401--MA0511.2.RUNX2	chr6	143114649	143114657	-	0.000	0.000	Merged-chr6-143114675-1
NR4214--MA0002.2.RUNX1	chr17	6008217	6008227	+	0.000	0.000	Merged-chr17-6008372-53
NR6450--MA0511.2.RUNX2	chr3	108718344	108718352	+	0.000	0.000	Merged-chr3-108718262-42
NR4836--MA0511.2.RUNX2	chr18	62192561	62192569	+	0.000	0.000	Merged-chr18-62192443-48
NR8031--MA0002.2.RUNX1	chr6	54766696	54766706	-	0.000	0.000	Merged-chr6-54766670-35
NR8302--MA0002.2.RUNX1	chr6	128769642	128769652	-	0.000	0.000	Merged-chr6-128769715-5
NR2663--MA0684.1.RUNX3	chr13	48929801	48929810	-	0.000	0.000	Merged-chr13-48929819-47
NR4195--MA0002.2.RUNX1	chr16	97593309	97593319	+	0.000	0.000	Merged-chr16-97593243-42
NR2120--MA0002.2.RUNX1	chr12	54567271	54567281	+	0.000	0.000	Merged-chr12-54567163-73
NR2786--MA0002.2.RUNX1	chr13	86046847	86046857	+	0.000	0.000	Merged-chr13-86046681-54
NR599--MA0684.1.RUNX3	chr1	171796426	171796435	-	0.000	0.000	Merged-chr1-171796405-6
NR8349--MA0002.2.RUNX1	chr6	134829973	134829983	-	0.000	0.000	Merged-chr6-134830106-68
NR10089--MA0002.2.RUNX1	chrX	7618418	7618428	-	0.000	0.000	Merged-chrX-7618327-48
NR2044--MA0684.1.RUNX3	chr12	16170384	16170393	+	0.000	0.000	Merged-chr12-16170449-47
NR2315--MA0684.1.RUNX3	chr12	104066556	104066565	-	0.000	0.000	Merged-chr12-104066472-5
NR2438--MA0002.2.RUNX1	chr12	115386676	115386686	+	0.000	0.000	Merged-chr12-115386807-38
NR727--MA0684.1.RUNX3	chr1	185404011	185404020	-	0.000	0.000	Merged-chr1-185404130-28
NR2772--MA0684.1.RUNX3	chr13	83656978	83656987	-	0.000	0.000	Merged-chr13-83656989-24
NR9903--MA0002.2.RUNX1	chr9	100400552	100400562	+	0.000	0.000	Merged-chr9-100400570-38
NR2024--MA0002.2.RUNX1	chr11	121712899	121712909	-	0.000	0.000	Merged-chr11-121712816-9
NR979--MA0684.1.RUNX3	chr10	44029766	44029775	-	0.000	0.000	Merged-chr10-44029776-28
NR4802--MA0511.2.RUNX2	chr18	56459018	56459026	+	0.000	0.000	Merged-chr18-56459089-42
NR9539--MA0511.2.RUNX2	chr8	127655684	127655692	-	0.000	0.000	Merged-chr8-127655779-25
NR4326--MA0511.2.RUNX2	chr17	27323200	27323208	-	0.000	0.000	Merged-chr17-27323176-36
NR2153--MA0684.1.RUNX3	chr12	72674643	72674652	+	0.000	0.000	Merged-chr12-72674596-16
NR9169--MA0002.2.RUNX1	chr8	22859176	22859186	+	0.000	0.000	Merged-chr8-22859146-16
NR2424--MA0684.1.RUNX3	chr12	115258013	115258022	+	0.000	0.000	Merged-chr12-115257987-63
NR2547--MA0002.2.RUNX1	chr13	19219834	19219844	-	0.000	0.000	Merged-chr13-19219739-41
NR836--MA0684.1.RUNX3	chr10	14325113	14325122	-	0.000	0.000	Merged-chr10-14325229-5
NR3973--MA0002.2.RUNX1	chr16	45224768	45224778	+	0.000	0.000	Merged-chr16-45224800-5
NR959--MA0002.2.RUNX1	chr10	40163570	40163580	+	0.000	0.000	Merged-chr10-40163524-42
NR6093--MA0002.2.RUNX1	chr2	173431861	173431871	-	0.000	0.000	Merged-chr2-173431870-16
NR9741--MA0002.2.RUNX1	chr9	66883764	66883774	-	0.000	0.000	Merged-chr9-66883654-39
NR8666--MA0511.2.RUNX2	chr7	68350156	68350164	-	0.000	0.000	Merged-chr7-68350249-38
NR4479--MA0002.2.RUNX1	chr17	56289436	56289446	-	0.000	0.000	Merged-chr17-56289493-28
NR3009--MA0511.2.RUNX2	chr14	20006605	20006613	-	0.000	0.000	Merged-chr14-20006465-7
NR7790--MA0002.2.RUNX1	chr5	138657856	138657866	-	0.000	0.000	Merged-chr5-138657986-28
NR151--MA0684.1.RUNX3	chr1	60916653	60916662	-	0.000	0.000	Merged-chr1-60916726-62
NR2404--MA0002.2.RUNX1	chr12	114809400	114809410	+	0.000	0.000	Merged-chr12-114809482-22
NR422--MA0684.1.RUNX3	chr1	138931077	138931086	+	0.000	0.000	Merged-chr1-138931080-29
NR274--MA0002.2.RUNX1	chr1	91049441	91049451	-	0.000	0.000	Merged-chr1-91049511-13
NR6764--MA0684.1.RUNX3	chr4	34778239	34778248	+	0.000	0.000	Merged-chr4-34778308-51
NR1945--MA0002.2.RUNX1	chr11	109790429	109790439	+	0.000	0.000	Merged-chr11-109790418-22
NR9993--MA0002.2.RUNX1	chr9	115561293	115561303	-	0.000	0.000	Merged-chr9-115561296-46
NR4336--MA0002.2.RUNX1	chr17	28625627	28625637	-	0.000	0.000	Merged-chr17-28625613-28
NR7713--MA0002.2.RUNX1	chr5	123765754	123765764	+	0.000	0.000	Merged-chr5-123765693-26
NR7078--MA0511.2.RUNX2	chr4	131696216	131696224	+	0.000	0.000	Merged-chr4-131696229-22
NR10107--MA0684.1.RUNX3	chrX	17365285	17365294	-	0.000	0.000	Merged-chrX-17365333-21
NR1260--MA0002.2.RUNX1	chr10	96015686	96015696	+	0.000	0.000	Merged-chr10-96015913-48
NR9850--MA0002.2.RUNX1	chr9	92313875	92313885	+	0.000	0.000	Merged-chr9-92314019-19
NR4588--MA0002.2.RUNX1	chr17	84063958	84063968	+	0.000	0.000	Merged-chr17-84064049-48
NR260--MA0684.1.RUNX3	chr1	88217874	88217883	+	0.000	0.000	Merged-chr1-88217752-6
NR2037--MA0002.2.RUNX1	chr12	13512612	13512622	-	0.000	0.000	Merged-chr12-13512538-15
NR178--MA0002.2.RUNX1	chr1	66816208	66816218	-	0.000	0.000	Merged-chr1-66816152-31
NR4322--MA0684.1.RUNX3	chr17	26752475	26752484	-	0.000	0.000	Merged-chr17-26752448-33
NR5970--MA0511.2.RUNX2	chr2	158133242	158133250	-	0.000	0.000	Merged-chr2-158133215-37
NR4445--MA0002.2.RUNX1	chr17	50310626	50310636	-	0.000	0.000	Merged-chr17-50310494-22
NR2437--MA0684.1.RUNX3	chr12	115372000	115372009	+	0.000	0.000	Merged-chr12-115372046-26
NR6747--MA0511.2.RUNX2	chr4	24496517	24496525	-	0.000	0.000	Merged-chr4-24496528-78
NR5871--MA0002.2.RUNX1	chr2	144224564	144224574	+	0.000	0.000	Merged-chr2-144224483-67
NR6377--MA0002.2.RUNX1	chr3	94388352	94388362	-	0.000	0.000	Merged-chr3-94388255-39
NR8884--MA0511.2.RUNX2	chr7	114095555	114095563	+	0.000	0.000	Merged-chr7-114095651-34
NR4302--MA0002.2.RUNX1	chr17	24349340	24349350	+	0.000	0.000	Merged-chr17-24349449-2
NR9039--MA0002.2.RUNX1	chr7	135538389	135538399	+	0.000	0.000	Merged-chr7-135538281-2
NR2146--MA0002.2.RUNX1	chr12	69539513	69539523	-	0.000	0.000	Merged-chr12-69539558-45
NR164--MA0684.1.RUNX3	chr1	62829801	62829810	-	0.000	0.000	Merged-chr1-62829921-36
NR2417--MA0002.2.RUNX1	chr12	115027210	115027220	+	0.000	0.000	Merged-chr12-115027175-2
NR6777--MA0684.1.RUNX3	chr4	40721127	40721136	+	0.000	0.000	Merged-chr4-40721165-38
NR8470--MA0511.2.RUNX2	chr6	146776792	146776800	-	0.000	0.000	Merged-chr6-146776808-33
NR6790--MA0511.2.RUNX2	chr4	44962510	44962518	+	0.000	0.000	Merged-chr4-44962580-14
NR7931--MA0002.2.RUNX1	chr6	31126562	31126572	-	0.000	0.000	Merged-chr6-31126464-93
NR687--MA0684.1.RUNX3	chr1	182504346	182504355	-	0.000	0.000	Merged-chr1-182504417-24
NR3972--MA0684.1.RUNX3	chr16	45222995	45223004	-	0.000	0.000	Merged-chr16-45223020-10
NR8166--MA0002.2.RUNX1	chr6	103034149	103034159	-	0.000	0.000	Merged-chr6-103034102-21
NR2625--MA0511.2.RUNX2	chr13	41302822	41302830	+	0.000	0.000	Merged-chr13-41302926-20
NR4683--MA0684.1.RUNX3	chr18	12643081	12643090	+	0.000	0.000	Merged-chr18-12643158-2
NR9025--MA0684.1.RUNX3	chr7	132686646	132686655	+	0.000	0.000	Merged-chr7-132686748-28
NR6757--MA0002.2.RUNX1	chr4	32768321	32768331	-	0.000	0.000	Merged-chr4-32768214-30
NR8993--MA0511.2.RUNX2	chr7	128105589	128105597	+	0.000	0.000	Merged-chr7-128105500-13
NR100--MA0511.2.RUNX2	chr1	53784797	53784805	+	0.000	0.000	Merged-chr1-53784836-115
NR2798--MA0684.1.RUNX3	chr13	90981449	90981458	-	0.000	0.000	Merged-chr13-90981461-11
NR4206--MA0002.2.RUNX1	chr17	5107993	5108003	+	0.000	0.000	Merged-chr17-5107865-36
NR5189--MA0684.1.RUNX3	chr19	37207683	37207692	-	0.000	0.000	Merged-chr19-37207586-110
NR6713--MA0511.2.RUNX2	chr4	7341339	7341347	-	0.000	0.000	Merged-chr4-7341351-14
NR8295--MA0684.1.RUNX3	chr6	127617437	127617446	+	0.000	0.000	Merged-chr6-127617353-34
NR3681--MA0002.2.RUNX1	chr15	80572480	80572490	+	0.000	0.000	Merged-chr15-80572443-63
NR1229--MA0684.1.RUNX3	chr10	93830105	93830114	+	0.000	0.000	Merged-chr10-93830099-23
NR8689--MA0002.2.RUNX1	chr7	75600561	75600571	-	0.000	0.000	Merged-chr7-75600674-52
NR1130--MA0002.2.RUNX1	chr10	77273444	77273454	+	0.000	0.000	Merged-chr10-77273499-67
NR6614--MA0002.2.RUNX1	chr3	142281311	142281321	-	0.000	0.000	Merged-chr3-142281213-32
NR6138--MA0002.2.RUNX1	chr2	181443266	181443276	-	0.000	0.000	Merged-chr2-181443213-7
NR6409--MA0002.2.RUNX1	chr3	101236383	101236393	+	0.000	0.000	Merged-chr3-101236423-33
NR8645--MA0511.2.RUNX2	chr7	64090235	64090243	-	0.000	0.000	Merged-chr7-64090173-26
NR2463--MA0511.2.RUNX2	chr12	117586386	117586394	-	0.000	0.000	Merged-chr12-117586270-30
NR8546--MA0002.2.RUNX1	chr7	28382865	28382875	+	0.000	0.000	Merged-chr7-28382827-73
NR319--MA0002.2.RUNX1	chr1	106035625	106035635	+	0.000	0.000	Merged-chr1-106035815-1
NR6595--MA0002.2.RUNX1	chr3	137800415	137800425	-	0.000	0.000	Merged-chr3-137800561-20
NR1924--MA0002.2.RUNX1	chr11	108068735	108068745	-	0.000	0.000	Merged-chr11-108068595-28
NR6822--MA0511.2.RUNX2	chr4	53920736	53920744	-	0.000	0.000	Merged-chr4-53920761-26
NR10037--MA0511.2.RUNX2	chr9	120030617	120030625	-	0.000	0.000	Merged-chr9-120030518-100
NR3856--MA0002.2.RUNX1	chr16	23224254	23224264	+	0.000	0.000	Merged-chr16-23224416-1
NR4444--MA0684.1.RUNX3	chr17	50167698	50167707	+	0.000	0.000	Merged-chr17-50167764-6
NR1510--MA0002.2.RUNX1	chr11	32445733	32445743	-	0.000	0.000	Merged-chr11-32445818-14
NR6518--MA0002.2.RUNX1	chr3	126662139	126662149	+	0.000	0.000	Merged-chr3-126662098-34
NR4296--MA0002.2.RUNX1	chr17	23797593	23797603	-	0.000	0.000	Merged-chr17-23797661-48
NR8261--MA0684.1.RUNX3	chr6	122804610	122804619	+	0.000	0.000	Merged-chr6-122804652-39
NR7944--MA0002.2.RUNX1	chr6	38320858	38320868	+	0.000	0.000	Merged-chr6-38320889-16
NR6852--MA0684.1.RUNX3	chr4	62367820	62367829	+	0.000	0.000	Merged-chr4-62367859-6
NR8655--MA0002.2.RUNX1	chr7	66253504	66253514	-	0.000	0.000	Merged-chr7-66253544-6
NR157--MA0002.2.RUNX1	chr1	61424265	61424275	-	0.000	0.000	Merged-chr1-61424221-7
NR1762--MA0002.2.RUNX1	chr11	86386113	86386123	+	0.000	0.000	Merged-chr11-86385972-25
NR4424--MA0002.2.RUNX1	chr17	45703419	45703429	-	0.000	0.000	Merged-chr17-45703436-19
NR8579--MA0684.1.RUNX3	chr7	38163618	38163627	+	0.000	0.000	Merged-chr7-38163666-11
NR2224--MA0511.2.RUNX2	chr12	86819379	86819387	-	0.000	0.000	Merged-chr12-86819231-52
NR8036--MA0002.2.RUNX1	chr6	58832816	58832826	-	0.000	0.000	Merged-chr6-58832889-39
NR4282--MA0684.1.RUNX3	chr17	19435175	19435184	+	0.000	0.000	Merged-chr17-19435269-18
NR4553--MA0684.1.RUNX3	chr17	74828364	74828373	-	0.000	0.000	Merged-chr17-74828377-14
NR4010--MA0002.2.RUNX1	chr16	51807559	51807569	-	0.000	0.000	Merged-chr16-51807556-50
NR6041--MA0511.2.RUNX2	chr2	166610520	166610528	+	0.000	0.000	Merged-chr2-166610595-30
NR1970--MA0511.2.RUNX2	chr11	115717072	115717080	+	0.000	0.000	Merged-chr11-115717034-10
NR7782--MA0002.2.RUNX1	chr5	137535164	137535174	-	0.000	0.000	Merged-chr5-137535332-8
NR10176--MA0684.1.RUNX3	chrX	77510081	77510090	-	0.000	0.000	Merged-chrX-77510141-17
NR8288--MA0002.2.RUNX1	chr6	126836821	126836831	-	0.000	0.000	Merged-chr6-126836758-17
NR8559--MA0002.2.RUNX1	chr7	30887651	30887661	-	0.000	0.000	Merged-chr7-30887782-39
NR6835--MA0511.2.RUNX2	chr4	58050835	58050843	-	0.000	0.000	Merged-chr4-58050773-31
NR666--MA0684.1.RUNX3	chr1	180546325	180546334	-	0.000	0.000	Merged-chr1-180546359-32
NR2919--MA0002.2.RUNX1	chr13	111043826	111043836	+	0.000	0.000	Merged-chr13-111043861-34
NR3951--MA0684.1.RUNX3	chr16	43699128	43699137	-	0.000	0.000	Merged-chr16-43699187-66
NR2062--MA0511.2.RUNX2	chr12	25270109	25270117	-	0.000	0.000	Merged-chr12-25270049-10
NR2333--MA0511.2.RUNX2	chr12	107731129	107731137	+	0.000	0.000	Merged-chr12-107731071-10
NR4391--MA0684.1.RUNX3	chr17	36227189	36227198	-	0.000	0.000	Merged-chr17-36227159-19
NR4662--MA0684.1.RUNX3	chr18	6310276	6310285	-	0.000	0.000	Merged-chr18-6310381-25
NR6736--MA0002.2.RUNX1	chr4	15986589	15986599	-	0.000	0.000	Merged-chr4-15986540-43
NR9842--MA0002.2.RUNX1	chr9	88718284	88718294	-	0.000	0.000	Merged-chr9-88718244-37
NR1159--MA0511.2.RUNX2	chr10	80622478	80622486	-	0.000	0.000	Merged-chr10-80622471-84
NR318--MA0684.1.RUNX3	chr1	105752370	105752379	+	0.000	0.000	Merged-chr1-105752373-14
NR6051--MA0002.2.RUNX1	chr2	167805042	167805052	-	0.000	0.000	Merged-chr2-167805304-70
NR9971--MA0684.1.RUNX3	chr9	114462776	114462785	-	0.000	0.000	Merged-chr9-114462838-21
NR8131--MA0684.1.RUNX3	chr6	97235085	97235094	-	0.000	0.000	Merged-chr6-97234982-1
NR5592--MA0002.2.RUNX1	chr2	73597937	73597947	-	0.000	0.000	Merged-chr2-73597981-26
NR299--MA0684.1.RUNX3	chr1	94092013	94092022	-	0.000	0.000	Merged-chr1-94091974-43
NR8402--MA0684.1.RUNX3	chr6	143114648	143114657	-	0.000	0.000	Merged-chr6-143114675-1
NR6246--MA0684.1.RUNX3	chr3	52555267	52555276	-	0.000	0.000	Merged-chr3-52555195-52
NR1361--MA0002.2.RUNX1	chr10	121587571	121587581	-	0.000	0.000	Merged-chr10-121587592-1
NR6369--MA0002.2.RUNX1	chr3	93562573	93562583	-	0.000	0.000	Merged-chr3-93562558-40
NR2072--MA0002.2.RUNX1	chr12	25431146	25431156	+	0.000	0.000	Merged-chr12-25431052-52
NR1983--MA0511.2.RUNX2	chr11	117311617	117311625	-	0.000	0.000	Merged-chr11-117311586-68
NR4916--MA0511.2.RUNX2	chr18	75489376	75489384	+	0.000	0.000	Merged-chr18-75489446-39
NR8777--MA0002.2.RUNX1	chr7	98090400	98090410	-	0.000	0.000	Merged-chr7-98090470-13
NR4275--MA0002.2.RUNX1	chr17	18718439	18718449	-	0.000	0.000	Merged-chr17-18718477-13
NR7381--MA0002.2.RUNX1	chr5	36590852	36590862	-	0.000	0.000	Merged-chr5-36590712-21
NR8306--MA0684.1.RUNX3	chr6	128771052	128771061	-	0.000	0.000	Merged-chr6-128771124-9
NR3150--MA0002.2.RUNX1	chr14	60744637	60744647	+	0.000	0.000	Merged-chr14-60744715-28
NR1470--MA0002.2.RUNX1	chr11	14142621	14142631	+	0.000	0.000	Merged-chr11-14142731-31
NR6478--MA0002.2.RUNX1	chr3	115793771	115793781	+	0.000	0.000	Merged-chr3-115793653-57
NR2995--MA0684.1.RUNX3	chr14	14088430	14088439	+	0.000	0.000	Merged-chr14-14088309-59
NR4798--MA0002.2.RUNX1	chr18	56413120	56413130	+	0.000	0.000	Merged-chr18-56413005-50
NR2518--MA0002.2.RUNX1	chr13	12257825	12257835	-	0.000	0.000	Merged-chr13-12257954-77
NR4754--MA0511.2.RUNX2	chr18	39282250	39282258	+	0.000	0.000	Merged-chr18-39282313-47
NR8287--MA0684.1.RUNX3	chr6	125524337	125524346	+	0.000	0.000	Merged-chr6-125524314-17
NR2203--MA0511.2.RUNX2	chr12	84361962	84361970	+	0.000	0.000	Merged-chr12-84361872-57
NR4327--MA0684.1.RUNX3	chr17	27323199	27323208	-	0.000	0.000	Merged-chr17-27323176-36
NR4340--MA0511.2.RUNX2	chr17	29304535	29304543	+	0.000	0.000	Merged-chr17-29304449-24
NR5876--MA0002.2.RUNX1	chr2	144646569	144646579	+	0.000	0.000	Merged-chr2-144646502-21
NR6858--MA0002.2.RUNX1	chr4	63399419	63399429	-	0.000	0.000	Merged-chr4-63399469-54
NR4307--MA0002.2.RUNX1	chr17	24720021	24720031	-	0.000	0.000	Merged-chr17-24720071-62
NR2356--MA0002.2.RUNX1	chr12	110825286	110825296	+	0.000	0.000	Merged-chr12-110825377-13
NR11--MA0002.2.RUNX1	chr1	7147198	7147208	-	0.000	0.000	Merged-chr1-7147128-26
NR5462--MA0002.2.RUNX1	chr2	33746637	33746647	+	0.000	0.000	Merged-chr2-33746692-5
NR7049--MA0511.2.RUNX2	chr4	122923027	122923035	-	0.000	0.000	Merged-chr4-122923030-28
NR1897--MA0002.2.RUNX1	chr11	104630384	104630394	+	0.000	0.000	Merged-chr11-104630373-60
NR1502--MA0002.2.RUNX1	chr11	30191844	30191854	-	0.000	0.000	Merged-chr11-30191741-3
NR8524--MA0684.1.RUNX3	chr7	24457834	24457843	+	0.000	0.000	Merged-chr7-24457903-49
NR4244--MA0511.2.RUNX2	chr17	12174477	12174485	-	0.000	0.000	Merged-chr17-12174414-2
NR5985--MA0002.2.RUNX1	chr2	163084463	163084473	+	0.000	0.000	Merged-chr2-163084384-15
NR1360--MA0684.1.RUNX3	chr10	121189373	121189382	-	0.000	0.000	Merged-chr10-121189304-59
NR8319--MA0684.1.RUNX3	chr6	129045190	129045199	-	0.000	0.000	Merged-chr6-129045306-7
NR8647--MA0002.2.RUNX1	chr7	64090233	64090243	+	0.000	0.000	Merged-chr7-64090173-26
NR6696--MA0002.2.RUNX1	chr3	157803536	157803546	+	0.000	0.000	Merged-chr3-157803404-34
NR3705--MA0002.2.RUNX1	chr15	84681931	84681941	+	0.000	0.000	Merged-chr15-84682027-1
NR8110--MA0684.1.RUNX3	chr6	86850880	86850889	-	0.000	0.000	Merged-chr6-86850884-40
NR3686--MA0002.2.RUNX1	chr15	81081419	81081429	+	0.000	0.000	Merged-chr15-81081361-14
NR2216--MA0511.2.RUNX2	chr12	86310026	86310034	-	0.000	0.000	Merged-chr12-86310059-67
NR4002--MA0002.2.RUNX1	chr16	49958404	49958414	+	0.000	0.000	Merged-chr16-49958534-4
NR2389--MA0684.1.RUNX3	chr12	112976384	112976393	+	0.000	0.000	Merged-chr12-112976486-72
NR4939--MA0002.2.RUNX1	chr18	79300919	79300929	+	0.000	0.000	Merged-chr18-79300838-16
NR7774--MA0002.2.RUNX1	chr5	135152711	135152721	-	0.000	0.000	Merged-chr5-135152691-12
NR4353--MA0511.2.RUNX2	chr17	29693746	29693754	+	0.000	0.000	Merged-chr17-29693798-13
