#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Bcl6KO_Th1_vs_WT_Th1.up.bed
NR6203--MA0511.2.RUNX2	chr2	155553338	155553346	+	0.000	0.000	Merged-chr2-155553198-41
NR2638--MA0511.2.RUNX2	chr13	13557079	13557087	-	0.000	0.000	Merged-chr13-13557258-36
NR9309--MA0684.1.RUNX3	chr7	80209933	80209942	-	0.000	0.000	Merged-chr7-80209951-53
NR4153--MA0002.2.RUNX1	chr16	35905582	35905592	+	0.000	0.000	Merged-chr16-35905598-39
NR3349--MA0511.2.RUNX2	chr14	64884972	64884980	-	0.000	0.000	Merged-chr14-64885056-34
NR7530--MA0002.2.RUNX1	chr4	150570003	150570013	+	0.000	0.000	Merged-chr4-150570161-6
NR8784--MA0684.1.RUNX3	chr6	129045190	129045199	-	0.000	0.000	Merged-chr6-129045306-7
NR2539--MA0002.2.RUNX1	chr12	115359119	115359129	+	0.000	0.000	Merged-chr12-115359237-46
NR5850--MA0002.2.RUNX1	chr2	80579459	80579469	-	0.000	0.000	Merged-chr2-80579477-19
NR3694--MA0002.2.RUNX1	chr15	41846602	41846612	-	0.000	0.000	Merged-chr15-41846585-48
NR636--MA0511.2.RUNX2	chr1	171939569	171939577	+	0.000	0.000	Merged-chr1-171939454-57
NR7782--MA0002.2.RUNX1	chr5	64609613	64609623	+	0.000	0.000	Merged-chr5-64609569-18
NR8370--MA0684.1.RUNX3	chr6	33683815	33683824	-	0.000	0.000	Merged-chr6-33683719-46
NR8641--MA0684.1.RUNX3	chr6	108098721	108098730	+	0.000	0.000	Merged-chr6-108098714-35
NR8707--MA0684.1.RUNX3	chr6	120124865	120124874	-	0.000	0.000	Merged-chr6-120124865-39
NR6485--MA0684.1.RUNX3	chr3	51554249	51554258	-	0.000	0.000	Merged-chr3-51554312-36
NR8288--MA0002.2.RUNX1	chr5	151704137	151704147	-	0.000	0.000	Merged-chr5-151704265-4
NR1937--MA0002.2.RUNX1	chr11	104538431	104538441	-	0.000	0.000	Merged-chr11-104538419-8
NR888--MA0511.2.RUNX2	chr10	13553016	13553024	+	0.000	0.000	Merged-chr10-13553137-58
NR2525--MA0684.1.RUNX3	chr12	115012937	115012946	+	0.000	0.000	Merged-chr12-115012998-22
NR8959--MA0684.1.RUNX3	chr6	145105218	145105227	-	0.000	0.000	Merged-chr6-145105130-3
NR2333--MA0511.2.RUNX2	chr12	86310026	86310034	-	0.000	0.000	Merged-chr12-86310059-67
NR6194--MA0002.2.RUNX1	chr2	154732922	154732932	-	0.000	0.000	Merged-chr2-154732933-29
NR6408--MA0684.1.RUNX3	chr3	21911280	21911289	-	0.000	0.000	Merged-chr3-21911228-38
NR4186--MA0684.1.RUNX3	chr16	43699135	43699144	-	0.000	0.000	Merged-chr16-43699187-66
NR252--MA0684.1.RUNX3	chr1	87637246	87637255	-	0.000	0.000	Merged-chr1-87637275-111
NR2029--MA0002.2.RUNX1	chr11	114321677	114321687	-	0.000	0.000	Merged-chr11-114321606-35
NR3660--MA0002.2.RUNX1	chr15	36361438	36361448	-	0.000	0.000	Merged-chr15-36361606-62
NR8397--MA0002.2.RUNX1	chr6	41554461	41554471	+	0.000	0.000	Merged-chr6-41554402-95
NR8668--MA0002.2.RUNX1	chr6	114644726	114644736	+	0.000	0.000	Merged-chr6-114644613-24
NR1980--MA0002.2.RUNX1	chr11	108235504	108235514	+	0.000	0.000	Merged-chr11-108235503-22
NR4314--MA0684.1.RUNX3	chr16	76679069	76679078	-	0.000	0.000	Merged-chr16-76679194-37
NR2363--MA0684.1.RUNX3	chr12	92823631	92823640	+	0.000	0.000	Merged-chr12-92823421-39
NR997--MA0511.2.RUNX2	chr10	41984367	41984375	+	0.000	0.000	Merged-chr10-41984389-13
NR126--MA0511.2.RUNX2	chr1	57377523	57377531	+	0.000	0.000	Merged-chr1-57377842-99
NR2757--MA0002.2.RUNX1	chr13	38050152	38050162	+	0.000	0.000	Merged-chr13-38050052-14
NR2713--MA0511.2.RUNX2	chr13	29979450	29979458	+	0.000	0.000	Merged-chr13-29979339-43
NR10980--MA0002.2.RUNX1	chrX	159828383	159828393	-	0.000	0.000	Merged-chrX-159828290-35
NR1361--MA0002.2.RUNX1	chr10	117056182	117056192	+	0.000	0.000	Merged-chr10-117056166-30
NR7400--MA0002.2.RUNX1	chr4	134998155	134998165	+	0.000	0.000	Merged-chr4-134998214-2
NR2138--MA0002.2.RUNX1	chr12	16584080	16584090	-	0.000	0.000	Merged-chr12-16584018-49
NR2409--MA0002.2.RUNX1	chr12	100895668	100895678	+	0.000	0.000	Merged-chr12-100895499-71
NR8111--MA0002.2.RUNX1	chr5	120775836	120775846	+	0.000	0.000	Merged-chr5-120775735-65
NR3564--MA0002.2.RUNX1	chr14	121970662	121970672	-	0.000	0.000	Merged-chr14-121970624-14
NR1884--MA0002.2.RUNX1	chr11	97830112	97830122	-	0.000	0.000	Merged-chr11-97830087-30
NR9603--MA0002.2.RUNX1	chr7	128132415	128132425	-	0.000	0.000	Merged-chr7-128132284-5
NR10539--MA0511.2.RUNX2	chr9	86624346	86624354	-	0.000	0.000	Merged-chr9-86624608-86
NR8511--MA0684.1.RUNX3	chr6	83066176	83066185	+	0.000	0.000	Merged-chr6-83066192-22
NR5972--MA0002.2.RUNX1	chr2	114145438	114145448	-	0.000	0.000	Merged-chr2-114145226-70
NR8035--MA0684.1.RUNX3	chr5	112220447	112220456	+	0.000	0.000	Merged-chr5-112220290-48
NR3964--MA0684.1.RUNX3	chr15	97843391	97843400	-	0.000	0.000	Merged-chr15-97843455-26
NR1470--MA0002.2.RUNX1	chr10	130337528	130337538	+	0.000	0.000	Merged-chr10-130337662-26
NR4946--MA0684.1.RUNX3	chr18	39282250	39282259	+	0.000	0.000	Merged-chr18-39282313-47
NR4132--MA0002.2.RUNX1	chr16	32430850	32430860	+	0.000	0.000	Merged-chr16-32431022-65
NR4483--MA0511.2.RUNX2	chr17	12165580	12165588	+	0.000	0.000	Merged-chr17-12165459-54
NR8558--MA0684.1.RUNX3	chr6	89272954	89272963	+	0.000	0.000	Merged-chr6-89272769-1
NR5624--MA0002.2.RUNX1	chr2	27438516	27438526	-	0.000	0.000	Merged-chr2-27438518-5
NR659--MA0002.2.RUNX1	chr1	175631929	175631939	-	0.000	0.000	Merged-chr1-175631822-65
NR1122--MA0002.2.RUNX1	chr10	70318881	70318891	+	0.000	0.000	Merged-chr10-70318807-18
NR4384--MA0002.2.RUNX1	chr16	91789929	91789939	-	0.000	0.000	Merged-chr16-91789935-50
NR2647--MA0684.1.RUNX3	chr13	17975931	17975940	+	0.000	0.000	Merged-chr13-17976038-42
NR4179--MA0002.2.RUNX1	chr16	43650508	43650518	-	0.000	0.000	Merged-chr16-43650685-39
NR139--MA0511.2.RUNX2	chr1	60744506	60744514	-	0.000	0.000	Merged-chr1-60744410-6
NR960--MA0002.2.RUNX1	chr10	28652212	28652222	-	0.000	0.000	Merged-chr10-28652145-10
NR6587--MA0002.2.RUNX1	chr3	84093124	84093134	-	0.000	0.000	Merged-chr3-84093112-19
NR201--MA0511.2.RUNX2	chr1	74390213	74390221	-	0.000	0.000	Merged-chr1-74390334-35
NR1916--MA0002.2.RUNX1	chr11	102209051	102209061	+	0.000	0.000	Merged-chr11-102208952-14
NR2085--MA0002.2.RUNX1	chr11	119856879	119856889	-	0.000	0.000	Merged-chr11-119856710-37
NR8667--MA0684.1.RUNX3	chr6	113681491	113681500	-	0.000	0.000	Merged-chr6-113681431-40
NR1502--MA0002.2.RUNX1	chr11	5216015	5216025	-	0.000	0.000	Merged-chr11-5215848-30
NR897--MA0684.1.RUNX3	chr10	14326468	14326477	-	0.000	0.000	Merged-chr10-14326395-38
NR8647--MA0002.2.RUNX1	chr6	108665711	108665721	+	0.000	0.000	Merged-chr6-108665749-34
NR149--MA0002.2.RUNX1	chr1	61181590	61181600	-	0.000	0.000	Merged-chr1-61181462-55
NR2421--MA0511.2.RUNX2	chr12	105013232	105013240	+	0.000	0.000	Merged-chr12-105013301-48
NR10902--MA0684.1.RUNX3	chrX	71468800	71468809	-	0.000	0.000	Merged-chrX-71468864-48
NR3686--MA0002.2.RUNX1	chr15	38590250	38590260	-	0.000	0.000	Merged-chr15-38590219-18
NR2216--MA0511.2.RUNX2	chr12	51976726	51976734	+	0.000	0.000	Merged-chr12-51976631-16
NR4545--MA0684.1.RUNX3	chr17	25829010	25829019	-	0.000	0.000	Merged-chr17-25828970-38
NR7651--MA0684.1.RUNX3	chr5	23719094	23719103	+	0.000	0.000	Merged-chr5-23719169-48
NR4397--MA0002.2.RUNX1	chr16	92867430	92867440	+	0.000	0.000	Merged-chr16-92867582-45
NR3913--MA0511.2.RUNX2	chr15	92134396	92134404	+	0.000	0.000	Merged-chr15-92134460-52
NR7774--MA0002.2.RUNX1	chr5	63768030	63768040	-	0.000	0.000	Merged-chr5-63767981-25
NR8904--MA0684.1.RUNX3	chr6	140508534	140508543	-	0.000	0.000	Merged-chr6-140508405-40
NR10611--MA0002.2.RUNX1	chr9	96953704	96953714	+	0.000	0.000	Merged-chr9-96953731-26
NR6490--MA0511.2.RUNX2	chr3	52555268	52555276	-	0.000	0.000	Merged-chr3-52555195-52
NR9311--MA0002.2.RUNX1	chr7	80782331	80782341	+	0.000	0.000	Merged-chr7-80782374-50
NR8236--MA0511.2.RUNX2	chr5	144126166	144126174	-	0.000	0.000	Merged-chr5-144126158-36
NR4049--MA0002.2.RUNX1	chr16	14088506	14088516	+	0.000	0.000	Merged-chr16-14088440-49
NR5746--MA0002.2.RUNX1	chr2	60845517	60845527	+	0.000	0.000	Merged-chr2-60845573-40
NR7982--MA0511.2.RUNX2	chr5	106677005	106677013	+	0.000	0.000	Merged-chr5-106676986-37
NR6728--MA0002.2.RUNX1	chr3	116483500	116483510	-	0.000	0.000	Merged-chr3-116483487-8
NR195--MA0511.2.RUNX2	chr1	74249029	74249037	-	0.000	0.000	Merged-chr1-74249152-57
NR466--MA0511.2.RUNX2	chr1	143956226	143956234	+	0.000	0.000	Merged-chr1-143956400-9
NR5061--MA0002.2.RUNX1	chr18	70544746	70544756	+	0.000	0.000	Merged-chr18-70544560-36
NR10992--MA0684.1.RUNX3	chrX	164318752	164318761	+	0.000	0.000	Merged-chrX-164318746-35
NR3923--MA0002.2.RUNX1	chr15	93302062	93302072	+	0.000	0.000	Merged-chr15-93302109-22
NR1972--MA0002.2.RUNX1	chr11	107693457	107693467	-	0.000	0.000	Merged-chr11-107693539-25
NR4035--MA0684.1.RUNX3	chr16	10979593	10979602	-	0.000	0.000	Merged-chr16-10979660-46
NR1101--MA0002.2.RUNX1	chr10	67658076	67658086	+	0.000	0.000	Merged-chr10-67657975-87
NR2084--MA0684.1.RUNX3	chr11	119671241	119671250	-	0.000	0.000	Merged-chr11-119671227-50
NR6665--MA0511.2.RUNX2	chr3	104466710	104466718	+	0.000	0.000	Merged-chr3-104466607-13
NR2749--MA0002.2.RUNX1	chr13	37403901	37403911	-	0.000	0.000	Merged-chr13-37403815-12
NR9771--MA0511.2.RUNX2	chr8	18626688	18626696	-	0.000	0.000	Merged-chr8-18626725-25
NR6295--MA0002.2.RUNX1	chr2	167959507	167959517	-	0.000	0.000	Merged-chr2-167959658-81
NR4558--MA0684.1.RUNX3	chr17	27323199	27323208	-	0.000	0.000	Merged-chr17-27323176-36
NR9672--MA0002.2.RUNX1	chr7	139157710	139157720	+	0.000	0.000	Merged-chr7-139157777-16
NR6251--MA0511.2.RUNX2	chr2	163412099	163412107	+	0.000	0.000	Merged-chr2-163411842-29
NR8646--MA0684.1.RUNX3	chr6	108630933	108630942	-	0.000	0.000	Merged-chr6-108631007-44
NR2957--MA0511.2.RUNX2	chr13	91541189	91541197	-	0.000	0.000	Merged-chr13-91541138-52
NR3827--MA0002.2.RUNX1	chr15	76799566	76799576	-	0.000	0.000	Merged-chr15-76799596-17
NR1876--MA0002.2.RUNX1	chr11	96441759	96441769	+	0.000	0.000	Merged-chr11-96441741-50
NR2259--MA0684.1.RUNX3	chr12	73162817	73162826	-	0.000	0.000	Merged-chr12-73162812-38
NR4538--MA0002.2.RUNX1	chr17	24720021	24720031	-	0.000	0.000	Merged-chr17-24720071-62
NR5841--MA0684.1.RUNX3	chr2	79121032	79121041	-	0.000	0.000	Merged-chr2-79121079-51
NR2587--MA0002.2.RUNX1	chr12	118439165	118439175	-	0.000	0.000	Merged-chr12-118439012-3
NR7644--MA0002.2.RUNX1	chr5	23620809	23620819	-	0.000	0.000	Merged-chr5-23620874-12
NR7915--MA0002.2.RUNX1	chr5	97983572	97983582	-	0.000	0.000	Merged-chr5-97983447-49
NR5693--MA0002.2.RUNX1	chr2	46372995	46373005	-	0.000	0.000	Merged-chr2-46373080-32
NR10038--MA0684.1.RUNX3	chr8	110939463	110939472	+	0.000	0.000	Merged-chr8-110939286-87
NR9781--MA0002.2.RUNX1	chr8	22405868	22405878	-	0.000	0.000	Merged-chr8-22405869-37
NR8311--MA0511.2.RUNX2	chr6	12012367	12012375	+	0.000	0.000	Merged-chr6-12012357-7
NR7773--MA0684.1.RUNX3	chr5	62909467	62909476	-	0.000	0.000	Merged-chr5-62909359-25
NR10733--MA0002.2.RUNX1	chr9	116263826	116263836	+	0.000	0.000	Merged-chr9-116263985-48
NR80--MA0002.2.RUNX1	chr1	40475897	40475907	+	0.000	0.000	Merged-chr1-40475905-49
NR8193--MA0002.2.RUNX1	chr5	139303758	139303768	-	0.000	0.000	Merged-chr5-139303910-62
NR10862--MA0684.1.RUNX3	chrX	37141940	37141949	-	0.000	0.000	Merged-chrX-37141960-22
NR3251--MA0002.2.RUNX1	chr14	45080380	45080390	-	0.000	0.000	Merged-chr14-45080367-24
NR6579--MA0002.2.RUNX1	chr3	82365230	82365240	-	0.000	0.000	Merged-chr3-82365236-33
NR588--MA0511.2.RUNX2	chr1	164960259	164960267	-	0.000	0.000	Merged-chr1-164960365-86
NR9956--MA0002.2.RUNX1	chr8	84876997	84877007	+	0.000	0.000	Merged-chr8-84876953-6
NR2619--MA0002.2.RUNX1	chr13	10019443	10019453	-	0.000	0.000	Merged-chr13-10019536-22
NR5930--MA0002.2.RUNX1	chr2	101991893	101991903	+	0.000	0.000	Merged-chr2-101991789-33
NR637--MA0684.1.RUNX3	chr1	171939569	171939578	+	0.000	0.000	Merged-chr1-171939454-57
NR7690--MA0511.2.RUNX2	chr5	35166062	35166070	-	0.000	0.000	Merged-chr5-35166204-55
NR6979--MA0684.1.RUNX3	chr4	7207179	7207188	+	0.000	0.000	Merged-chr4-7207158-12
NR9813--MA0002.2.RUNX1	chr8	34124342	34124352	+	0.000	0.000	Merged-chr8-34124409-82
NR5854--MA0684.1.RUNX3	chr2	80684883	80684892	+	0.000	0.000	Merged-chr2-80684823-58
NR7928--MA0002.2.RUNX1	chr5	100915564	100915574	-	0.000	0.000	Merged-chr5-100915342-34
NR3631--MA0002.2.RUNX1	chr15	27577977	27577987	-	0.000	0.000	Merged-chr15-27578127-37
NR1623--MA0684.1.RUNX3	chr11	48935110	48935119	+	0.000	0.000	Merged-chr11-48935044-1
NR2063--MA0684.1.RUNX3	chr11	117872035	117872044	-	0.000	0.000	Merged-chr11-117872185-83
NR2334--MA0684.1.RUNX3	chr12	86310025	86310034	-	0.000	0.000	Merged-chr12-86310059-67
NR2186--MA0002.2.RUNX1	chr12	36157960	36157970	+	0.000	0.000	Merged-chr12-36157829-2
NR2457--MA0002.2.RUNX1	chr12	110438541	110438551	-	0.000	0.000	Merged-chr12-110438622-2
NR5292--MA0002.2.RUNX1	chr19	21510324	21510334	+	0.000	0.000	Merged-chr19-21510334-13
NR1875--MA0684.1.RUNX3	chr11	95748511	95748520	-	0.000	0.000	Merged-chr11-95748526-3
NR8225--MA0002.2.RUNX1	chr5	142404506	142404516	-	0.000	0.000	Merged-chr5-142404531-8
NR1603--MA0002.2.RUNX1	chr11	46076266	46076276	-	0.000	0.000	Merged-chr11-46076262-41
NR6198--MA0684.1.RUNX3	chr2	154754253	154754262	-	0.000	0.000	Merged-chr2-154754253-27
NR8748--MA0002.2.RUNX1	chr6	125241739	125241749	+	0.000	0.000	Merged-chr6-125241695-39
NR4246--MA0002.2.RUNX1	chr16	57231581	57231591	-	0.000	0.000	Merged-chr16-57231478-49
NR7081--MA0002.2.RUNX1	chr4	46485877	46485887	+	0.000	0.000	Merged-chr4-46485924-53
NR1811--MA0511.2.RUNX2	chr11	84829171	84829179	+	0.000	0.000	Merged-chr11-84829158-56
NR5672--MA0002.2.RUNX1	chr2	35661557	35661567	-	0.000	0.000	Merged-chr2-35661692-79
NR4375--MA0684.1.RUNX3	chr16	90995116	90995125	+	0.000	0.000	Merged-chr16-90995039-12
NR6178--MA0002.2.RUNX1	chr2	152671727	152671737	+	0.000	0.000	Merged-chr2-152671546-97
NR4769--MA0002.2.RUNX1	chr17	73815027	73815037	+	0.000	0.000	Merged-chr17-73814943-62
NR9555--MA0002.2.RUNX1	chr7	122317088	122317098	-	0.000	0.000	Merged-chr7-122317075-24
NR9826--MA0002.2.RUNX1	chr8	35650751	35650761	+	0.000	0.000	Merged-chr8-35650941-17
NR6405--MA0511.2.RUNX2	chr3	21838261	21838269	+	0.000	0.000	Merged-chr3-21838264-19
NR359--MA0002.2.RUNX1	chr1	118459131	118459141	+	0.000	0.000	Merged-chr1-118459359-93
NR4898--MA0684.1.RUNX3	chr18	14669384	14669393	+	0.000	0.000	Merged-chr18-14669573-8
NR8542--MA0511.2.RUNX2	chr6	87541311	87541319	-	0.000	0.000	Merged-chr6-87541310-26
NR4040--MA0511.2.RUNX2	chr16	14088391	14088399	-	0.000	0.000	Merged-chr16-14088440-49
NR5781--MA0002.2.RUNX1	chr2	70091910	70091920	-	0.000	0.000	Merged-chr2-70091832-100
NR3230--MA0002.2.RUNX1	chr14	32388531	32388541	+	0.000	0.000	Merged-chr14-32388438-6
NR931--MA0002.2.RUNX1	chr10	21504626	21504636	-	0.000	0.000	Merged-chr10-21504659-28
NR7113--MA0002.2.RUNX1	chr4	59244348	59244358	-	0.000	0.000	Merged-chr4-59244253-10
NR3482--MA0002.2.RUNX1	chr14	87452281	87452291	+	0.000	0.000	Merged-chr14-87452152-30
NR10550--MA0002.2.RUNX1	chr9	88718284	88718294	-	0.000	0.000	Merged-chr9-88718244-37
NR1597--MA0002.2.RUNX1	chr11	43705357	43705367	-	0.000	0.000	Merged-chr11-43705351-17
NR1202--MA0002.2.RUNX1	chr10	85046881	85046891	+	0.000	0.000	Merged-chr10-85046752-18
NR9250--MA0002.2.RUNX1	chr7	66104630	66104640	-	0.000	0.000	Merged-chr7-66104804-17
NR4259--MA0002.2.RUNX1	chr16	59451968	59451978	+	0.000	0.000	Merged-chr16-59451982-14
NR6544--MA0684.1.RUNX3	chr3	75731470	75731479	+	0.000	0.000	Merged-chr3-75731321-54
NR9650--MA0684.1.RUNX3	chr7	135596074	135596083	-	0.000	0.000	Merged-chr7-135595943-8
NR9921--MA0684.1.RUNX3	chr8	77490489	77490498	+	0.000	0.000	Merged-chr8-77490437-4
NR10202--MA0002.2.RUNX1	chr8	128562899	128562909	+	0.000	0.000	Merged-chr8-128563020-29
NR1725--MA0002.2.RUNX1	chr11	68442540	68442550	+	0.000	0.000	Merged-chr11-68442579-25
NR5813--MA0002.2.RUNX1	chr2	75638324	75638334	+	0.000	0.000	Merged-chr2-75638306-35
NR5671--MA0684.1.RUNX3	chr2	35299614	35299623	-	0.000	0.000	Merged-chr2-35299647-29
NR1391--MA0511.2.RUNX2	chr10	118460471	118460479	+	0.000	0.000	Merged-chr10-118460418-18
NR1662--MA0511.2.RUNX2	chr11	57911898	57911906	+	0.000	0.000	Merged-chr11-57911963-18
NR1933--MA0511.2.RUNX2	chr11	104443545	104443553	-	0.000	0.000	Merged-chr11-104443486-1
NR9981--MA0511.2.RUNX2	chr8	95001807	95001815	+	0.000	0.000	Merged-chr8-95001890-40
NR6177--MA0684.1.RUNX3	chr2	152372288	152372297	+	0.000	0.000	Merged-chr2-152372304-34
NR1292--MA0002.2.RUNX1	chr10	96274204	96274214	+	0.000	0.000	Merged-chr10-96274144-52
NR4940--MA0002.2.RUNX1	chr18	38940558	38940568	-	0.000	0.000	Merged-chr18-38940631-14
NR7331--MA0002.2.RUNX1	chr4	121041163	121041173	-	0.000	0.000	Merged-chr4-121041130-36
NR4576--MA0511.2.RUNX2	chr17	29494378	29494386	+	0.000	0.000	Merged-chr17-29494430-50
NR629--MA0684.1.RUNX3	chr1	171605016	171605025	-	0.000	0.000	Merged-chr1-171604872-7
NR1692--MA0684.1.RUNX3	chr11	61639251	61639260	+	0.000	0.000	Merged-chr11-61639314-57
NR5717--MA0002.2.RUNX1	chr2	53102493	53102503	+	0.000	0.000	Merged-chr2-53102302-39
NR9263--MA0002.2.RUNX1	chr7	67631108	67631118	+	0.000	0.000	Merged-chr7-67631020-23
NR4877--MA0684.1.RUNX3	chr18	6310276	6310285	-	0.000	0.000	Merged-chr18-6310381-25
NR4006--MA0684.1.RUNX3	chr15	102376956	102376965	+	0.000	0.000	Merged-chr15-102377119-58
NR3974--MA0511.2.RUNX2	chr15	99365118	99365126	-	0.000	0.000	Merged-chr15-99365057-34
NR2178--MA0002.2.RUNX1	chr12	33235877	33235887	-	0.000	0.000	Merged-chr12-33235849-22
NR8489--MA0684.1.RUNX3	chr6	71962876	71962885	-	0.000	0.000	Merged-chr6-71962835-53
NR3004--MA0002.2.RUNX1	chr13	98925801	98925811	-	0.000	0.000	Merged-chr13-98925970-133
NR2035--MA0002.2.RUNX1	chr11	115158048	115158058	-	0.000	0.000	Merged-chr11-115158188-48
NR1675--MA0511.2.RUNX2	chr11	58437012	58437020	-	0.000	0.000	Merged-chr11-58437152-28
NR85--MA0002.2.RUNX1	chr1	40524417	40524427	+	0.000	0.000	Merged-chr1-40524250-15
NR5412--MA0002.2.RUNX1	chr19	45577328	45577338	-	0.000	0.000	Merged-chr19-45577468-39
NR6395--MA0684.1.RUNX3	chr3	18624050	18624059	+	0.000	0.000	Merged-chr3-18624063-31
NR3461--MA0002.2.RUNX1	chr14	78685264	78685274	-	0.000	0.000	Merged-chr14-78685455-11
NR891--MA0002.2.RUNX1	chr10	13967574	13967584	-	0.000	0.000	Merged-chr10-13967586-131
NR3256--MA0002.2.RUNX1	chr14	47395862	47395872	+	0.000	0.000	Merged-chr14-47395869-114
NR2435--MA0684.1.RUNX3	chr12	107731129	107731138	+	0.000	0.000	Merged-chr12-107731071-10
NR5270--MA0684.1.RUNX3	chr19	16029382	16029391	-	0.000	0.000	Merged-chr19-16029300-45
NR4509--MA0002.2.RUNX1	chr17	18597514	18597524	-	0.000	0.000	Merged-chr17-18597509-40
NR7073--MA0002.2.RUNX1	chr4	43964396	43964406	+	0.000	0.000	Merged-chr4-43964445-9
NR1803--MA0511.2.RUNX2	chr11	82203896	82203904	+	0.000	0.000	Merged-chr11-82203990-35
NR9580--MA0511.2.RUNX2	chr7	125603528	125603536	+	0.000	0.000	Merged-chr7-125603403-47
NR3861--MA0684.1.RUNX3	chr15	82111958	82111967	-	0.000	0.000	Merged-chr15-82112003-17
NR1310--MA0684.1.RUNX3	chr10	98776540	98776549	+	0.000	0.000	Merged-chr10-98776574-38
NR3113--MA0002.2.RUNX1	chr13	112458796	112458806	-	0.000	0.000	Merged-chr13-112458738-9
NR4909--MA0684.1.RUNX3	chr18	32192320	32192329	-	0.000	0.000	Merged-chr18-32192400-28
NR4810--MA0002.2.RUNX1	chr17	84043251	84043261	+	0.000	0.000	Merged-chr17-84043230-18
NR9818--MA0002.2.RUNX1	chr8	34740484	34740494	+	0.000	0.000	Merged-chr8-34740455-84
NR5250--MA0002.2.RUNX1	chr19	12479475	12479485	-	0.000	0.000	Merged-chr19-12479491-16
NR3570--MA0002.2.RUNX1	chr14	122191106	122191116	-	0.000	0.000	Merged-chr14-122191173-22
NR1685--MA0002.2.RUNX1	chr11	60879677	60879687	-	0.000	0.000	Merged-chr11-60879671-9
NR307--MA0511.2.RUNX2	chr1	95674259	95674267	-	0.000	0.000	Merged-chr1-95674241-20
NR2339--MA0684.1.RUNX3	chr12	86971251	86971260	-	0.000	0.000	Merged-chr12-86971344-14
NR5650--MA0684.1.RUNX3	chr2	32542084	32542093	-	0.000	0.000	Merged-chr2-32542194-49
NR7182--MA0002.2.RUNX1	chr4	88300824	88300834	-	0.000	0.000	Merged-chr4-88300823-32
NR7453--MA0002.2.RUNX1	chr4	140857289	140857299	-	0.000	0.000	Merged-chr4-140857232-22
NR51--MA0002.2.RUNX1	chr1	37471649	37471659	-	0.000	0.000	Merged-chr1-37471561-5
NR4698--MA0511.2.RUNX2	chr17	56289470	56289478	+	0.000	0.000	Merged-chr17-56289493-28
NR4747--MA0684.1.RUNX3	chr17	71216502	71216511	-	0.000	0.000	Merged-chr17-71216494-9
NR9590--MA0002.2.RUNX1	chr7	127144624	127144634	+	0.000	0.000	Merged-chr7-127144596-50
NR7310--MA0002.2.RUNX1	chr4	116701029	116701039	+	0.000	0.000	Merged-chr4-116701085-12
NR7976--MA0002.2.RUNX1	chr5	105675681	105675691	+	0.000	0.000	Merged-chr5-105675662-27
NR3351--MA0684.1.RUNX3	chr14	64884971	64884980	-	0.000	0.000	Merged-chr14-64885056-34
NR4999--MA0684.1.RUNX3	chr18	56413121	56413130	-	0.000	0.000	Merged-chr18-56413005-50
NR3430--MA0511.2.RUNX2	chr14	75227533	75227541	-	0.000	0.000	Merged-chr14-75227646-35
NR2448--MA0684.1.RUNX3	chr12	108635809	108635818	-	0.000	0.000	Merged-chr12-108635835-63
NR2719--MA0684.1.RUNX3	chr13	30003397	30003406	+	0.000	0.000	Merged-chr13-30003327-31
NR2256--MA0511.2.RUNX2	chr12	72674643	72674651	+	0.000	0.000	Merged-chr12-72674596-16
NR6388--MA0002.2.RUNX1	chr3	9863247	9863257	+	0.000	0.000	Merged-chr3-9863342-50
NR9494--MA0002.2.RUNX1	chr7	114069203	114069213	-	0.000	0.000	Merged-chr7-114069379-29
NR2305--MA0684.1.RUNX3	chr12	79437129	79437138	-	0.000	0.000	Merged-chr12-79437240-16
NR2157--MA0002.2.RUNX1	chr12	25190521	25190531	+	0.000	0.000	Merged-chr12-25190622-38
NR1131--MA0511.2.RUNX2	chr10	75146224	75146232	-	0.000	0.000	Merged-chr10-75146347-53
NR1402--MA0511.2.RUNX2	chr10	119031033	119031041	-	0.000	0.000	Merged-chr10-119031155-35
NR6960--MA0002.2.RUNX1	chr3	157938775	157938785	-	0.000	0.000	Merged-chr3-157938783-43
NR4237--MA0684.1.RUNX3	chr16	52129659	52129668	-	0.000	0.000	Merged-chr16-52129675-51
NR8818--MA0511.2.RUNX2	chr6	130538634	130538642	+	0.000	0.000	Merged-chr6-130538609-12
NR9417--MA0002.2.RUNX1	chr7	105373094	105373104	+	0.000	0.000	Merged-chr7-105373185-17
NR4045--MA0511.2.RUNX2	chr16	14088468	14088476	-	0.000	0.000	Merged-chr16-14088440-49
NR1161--MA0684.1.RUNX3	chr10	78345838	78345847	+	0.000	0.000	Merged-chr10-78345751-13
NR5742--MA0511.2.RUNX2	chr2	60774692	60774700	+	0.000	0.000	Merged-chr2-60774747-55
NR1555--MA0002.2.RUNX1	chr11	20446254	20446264	+	0.000	0.000	Merged-chr11-20446064-36
NR3791--MA0511.2.RUNX2	chr15	73833432	73833440	-	0.000	0.000	Merged-chr15-73833465-20
