#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.dn.bed
NR3413--MA0089.1.MAFG::NFE2L1	chr12	112994472	112994477	+	0.000	0.000	Merged-chr12-112994371-22
NR5386--MA0089.1.MAFG::NFE2L1	chr15	89123092	89123097	+	0.000	0.000	Merged-chr15-89123028-62
NR1739--MA0501.1.MAF::NFE2	chr10	80606583	80606597	-	0.000	0.000	Merged-chr10-80606564-22
NR10771--MA0591.1.Bach1::Mafk	chr5	31576934	31576948	+	0.000	0.000	Merged-chr5-31576784-60
NR14692--MA0659.1.MAFG	chr9	114787911	114787931	-	0.000	0.000	Merged-chr9-114787935-34
NR12960--MA0659.1.MAFG	chr7	98995279	98995299	-	0.000	0.000	Merged-chr7-98995432-21
NR2398--MA0089.1.MAFG::NFE2L1	chr11	53350912	53350917	-	0.000	0.000	Merged-chr11-53350915-81
NR6063--MA0501.1.MAF::NFE2	chr16	94660247	94660261	-	0.000	0.000	Merged-chr16-94660460-20
NR6851--MA0501.1.MAF::NFE2	chr18	55050889	55050903	-	0.000	0.000	Merged-chr18-55050703-48
NR1516--MA0495.2.MAFF	chr10	44716058	44716078	+	0.000	0.000	Merged-chr10-44715918-29
NR12584--MA0501.1.MAF::NFE2	chr7	16629615	16629629	+	0.000	0.000	Merged-chr7-16629761-8
NR7343--MA0089.1.MAFG::NFE2L1	chr19	42305982	42305987	+	0.000	0.000	Merged-chr19-42305883-1
NR10394--MA0089.1.MAFG::NFE2L1	chr4	132946814	132946819	-	0.000	0.000	Merged-chr4-132946711-2
NR2162--MA0496.2.MAFK	chr11	5099438	5099456	+	0.000	0.000	Merged-chr11-5099369-106
NR3140--MA0496.2.MAFK	chr12	79488967	79488985	+	0.000	0.000	Merged-chr12-79488992-20
NR11389--MA0501.1.MAF::NFE2	chr5	140637018	140637032	-	0.000	0.000	Merged-chr5-140636895-23
NR2612--MA0117.2.Mafb	chr11	90225309	90225320	+	0.000	0.000	Merged-chr11-90225249-59
NR5322--MA0117.2.Mafb	chr15	77970849	77970860	-	0.000	0.000	Merged-chr15-77970844-78
NR2642--MA0591.1.Bach1::Mafk	chr11	95777953	95777967	-	0.000	0.000	Merged-chr11-95777825-14
NR9894--MA0089.1.MAFG::NFE2L1	chr4	46404281	46404286	+	0.000	0.000	Merged-chr4-46404308-42
NR3802--MA0089.1.MAFG::NFE2L1	chr13	51970226	51970231	+	0.000	0.000	Merged-chr13-51970284-43
NR7959--MA0591.1.Bach1::Mafk	chr2	84938405	84938419	+	0.000	0.000	Merged-chr2-84938594-55
NR2455--MA0501.1.MAF::NFE2	chr11	61629877	61629891	+	0.000	0.000	Merged-chr11-61629890-18
NR1527--MA0659.1.MAFG	chr10	45635338	45635358	-	0.000	0.000	Merged-chr10-45635407-27
NR13128--MA0659.1.MAFG	chr7	118277674	118277694	+	0.000	0.000	Merged-chr7-118277428-74
NR12284--MA0117.2.Mafb	chr6	128805289	128805300	-	0.000	0.000	Merged-chr6-128805330-14
NR1580--MA0591.1.Bach1::Mafk	chr10	58446879	58446893	-	0.000	0.000	Merged-chr10-58446791-110
NR11619--MA0591.1.Bach1::Mafk	chr6	29827426	29827440	+	0.000	0.000	Merged-chr6-29827502-39
NR9139--MA0089.1.MAFG::NFE2L1	chr3	89190557	89190562	-	0.000	0.000	Merged-chr3-89190624-36
NR11618--MA0495.2.MAFF	chr6	29827423	29827443	-	0.000	0.000	Merged-chr6-29827502-39
NR8474--MA0501.1.MAF::NFE2	chr2	150645488	150645502	-	0.000	0.000	Merged-chr2-150645418-8
NR12190--MA0117.2.Mafb	chr6	120294500	120294511	-	0.000	0.000	Merged-chr6-120294540-46
NR10998--MA0089.1.MAFG::NFE2L1	chr5	77167484	77167489	+	0.000	0.000	Merged-chr5-77167373-14
NR11737--MA0089.1.MAFG::NFE2L1	chr6	54162850	54162855	-	0.000	0.000	Merged-chr6-54162989-41
NR10306--MA0117.2.Mafb	chr4	119962920	119962931	-	0.000	0.000	Merged-chr4-119962727-36
NR5434--MA0501.1.MAF::NFE2	chr15	97581874	97581888	-	0.000	0.000	Merged-chr15-97581834-38
NR3171--MA0501.1.MAF::NFE2	chr12	84417265	84417279	+	0.000	0.000	Merged-chr12-84417394-49
NR6303--MA0495.2.MAFF	chr17	35064968	35064988	+	0.000	0.000	Merged-chr17-35065202-25
NR13486--MA0117.2.Mafb	chr8	34216231	34216242	+	0.000	0.000	Merged-chr8-34216280-115
NR11328--MA0501.1.MAF::NFE2	chr5	130196626	130196640	+	0.000	0.000	Merged-chr5-130196551-48
NR8267--MA0501.1.MAF::NFE2	chr2	126284279	126284293	-	0.000	0.000	Merged-chr2-126284232-9
NR6424--MA0495.2.MAFF	chr17	56997299	56997319	+	0.000	0.000	Merged-chr17-56997354-48
NR5233--MA0591.1.Bach1::Mafk	chr15	62145431	62145445	-	0.000	0.000	Merged-chr15-62145292-46
NR8298--MA0089.1.MAFG::NFE2L1	chr2	129180153	129180158	+	0.000	0.000	Merged-chr2-129180074-1
NR5975--MA0089.1.MAFG::NFE2L1	chr16	87709519	87709524	+	0.000	0.000	Merged-chr16-87709397-19
NR3135--MA0089.1.MAFG::NFE2L1	chr12	78980769	78980774	+	0.000	0.000	Merged-chr12-78980936-73
NR12840--MA0089.1.MAFG::NFE2L1	chr7	78566732	78566737	+	0.000	0.000	Merged-chr7-78566867-22
NR6326--MA0501.1.MAF::NFE2	chr17	36042869	36042883	-	0.000	0.000	Merged-chr17-36042760-57
NR2106--MA0591.1.Bach1::Mafk	chr10	127662310	127662324	-	0.000	0.000	Merged-chr10-127662313-49
NR13946--MA0501.1.MAF::NFE2	chr8	117074719	117074733	+	0.000	0.000	Merged-chr8-117074609-38
NR11866--MA0117.2.Mafb	chr6	71156852	71156863	+	0.000	0.000	Merged-chr6-71156958-28
NR6321--MA0495.2.MAFF	chr17	36042869	36042889	+	0.000	0.000	Merged-chr17-36042760-57
NR1418--MA0495.2.MAFF	chr10	26325616	26325636	+	0.000	0.000	Merged-chr10-26325461-56
NR4224--MA0501.1.MAF::NFE2	chr13	113168632	113168646	+	0.000	0.000	Merged-chr13-113168484-63
NR1752--MA0591.1.Bach1::Mafk	chr10	81633615	81633629	-	0.000	0.000	Merged-chr10-81633689-43
NR4385--MA0659.1.MAFG	chr14	20253559	20253579	+	0.000	0.000	Merged-chr14-20253489-29
NR3928--MA0089.1.MAFG::NFE2L1	chr13	73798426	73798431	-	0.000	0.000	Merged-chr13-73798254-1
NR15040--MA0591.1.Bach1::Mafk	chrX	142792383	142792397	+	0.000	0.000	Merged-chrX-142792362-24
NR13998--MA0501.1.MAF::NFE2	chr8	124046011	124046025	-	0.000	0.000	Merged-chr8-124045987-6
NR11992--MA0501.1.MAF::NFE2	chr6	95712230	95712244	-	0.000	0.000	Merged-chr6-95712332-22
NR10098--MA0496.2.MAFK	chr4	89351108	89351126	-	0.000	0.000	Merged-chr4-89351221-94
NR3813--MA0089.1.MAFG::NFE2L1	chr13	55421291	55421296	-	0.000	0.000	Merged-chr13-55421370-39
NR4226--MA0496.2.MAFK	chr13	113168627	113168645	-	0.000	0.000	Merged-chr13-113168484-63
NR3194--MA0591.1.Bach1::Mafk	chr12	88428739	88428753	-	0.000	0.000	Merged-chr12-88428863-29
NR1230--MA0495.2.MAFF	chr1	191420990	191421010	-	0.000	0.000	Merged-chr1-191421132-37
NR5307--MA0089.1.MAFG::NFE2L1	chr15	76332793	76332798	+	0.000	0.000	Merged-chr15-76332818-16
NR11000--MA0591.1.Bach1::Mafk	chr5	77367828	77367842	+	0.000	0.000	Merged-chr5-77367800-15
NR10454--MA0117.2.Mafb	chr4	141559526	141559537	-	0.000	0.000	Merged-chr4-141559533-121
NR5299--MA0591.1.Bach1::Mafk	chr15	75117650	75117664	-	0.000	0.000	Merged-chr15-75117668-42
NR299--MA0501.1.MAF::NFE2	chr1	71576224	71576238	-	0.000	0.000	Merged-chr1-71576177-1
NR4064--MA0591.1.Bach1::Mafk	chr13	99932664	99932678	-	0.000	0.000	Merged-chr13-99932700-36
NR14272--MA0659.1.MAFG	chr9	45247852	45247872	-	0.000	0.000	Merged-chr9-45247703-45
NR5101--MA0501.1.MAF::NFE2	chr15	34050356	34050370	-	0.000	0.000	Merged-chr15-34050417-28
NR707--MA0089.1.MAFG::NFE2L1	chr1	131010623	131010628	-	0.000	0.000	Merged-chr1-131010715-50
NR5609--MA0089.1.MAFG::NFE2L1	chr16	30067035	30067040	+	0.000	0.000	Merged-chr16-30066931-47
NR1232--MA0659.1.MAFG	chr1	191420990	191421010	-	0.000	0.000	Merged-chr1-191421132-37
NR14803--MA0495.2.MAFF	chrX	7308346	7308366	-	0.000	0.000	Merged-chrX-7308441-13
NR9821--MA0501.1.MAF::NFE2	chr4	24569373	24569387	-	0.000	0.000	Merged-chr4-24569297-30
NR6783--MA0501.1.MAF::NFE2	chr18	39010627	39010641	-	0.000	0.000	Merged-chr18-39010608-38
NR2659--MA0501.1.MAF::NFE2	chr11	97719193	97719207	-	0.000	0.000	Merged-chr11-97719070-35
NR2217--MA0089.1.MAFG::NFE2L1	chr11	19998229	19998234	-	0.000	0.000	Merged-chr11-19998211-11
NR14145--MA0495.2.MAFF	chr9	21609994	21610014	+	0.000	0.000	Merged-chr9-21610100-42
NR5231--MA0496.2.MAFK	chr15	61539015	61539033	-	0.000	0.000	Merged-chr15-61539170-27
NR6672--MA0501.1.MAF::NFE2	chr18	12640698	12640712	+	0.000	0.000	Merged-chr18-12640751-40
NR1114--MA0495.2.MAFF	chr1	182528172	182528192	+	0.000	0.000	Merged-chr1-182528373-67
NR9815--MA0495.2.MAFF	chr4	24569373	24569393	+	0.000	0.000	Merged-chr4-24569297-30
NR2848--MA0496.2.MAFK	chr12	3740259	3740277	+	0.000	0.000	Merged-chr12-3740314-45
NR5477--MA0501.1.MAF::NFE2	chr15	103153084	103153098	+	0.000	0.000	Merged-chr15-103152944-45
NR14505--MA0501.1.MAF::NFE2	chr9	88710035	88710049	-	0.000	0.000	Merged-chr9-88709854-64
NR1799--MA0495.2.MAFF	chr10	86727747	86727767	-	0.000	0.000	Merged-chr10-86727830-49
NR14243--MA0496.2.MAFK	chr9	43785162	43785180	+	0.000	0.000	Merged-chr9-43784994-20
NR13407--MA0591.1.Bach1::Mafk	chr8	13551186	13551200	-	0.000	0.000	Merged-chr8-13551195-28
NR5050--MA0659.1.MAFG	chr15	10723725	10723745	+	0.000	0.000	Merged-chr15-10723648-41
NR13127--MA0089.1.MAFG::NFE2L1	chr7	118135777	118135782	+	0.000	0.000	Merged-chr7-118135744-21
NR2389--MA0591.1.Bach1::Mafk	chr11	52261030	52261044	+	0.000	0.000	Merged-chr11-52261104-14
NR8848--MA0659.1.MAFG	chr3	28236949	28236969	-	0.000	0.000	Merged-chr3-28236857-20
NR5473--MA0591.1.Bach1::Mafk	chr15	102376995	102377009	-	0.000	0.000	Merged-chr15-102377119-58
NR1434--MA0501.1.MAF::NFE2	chr10	28684207	28684221	+	0.000	0.000	Merged-chr10-28684367-6
NR7278--MA0089.1.MAFG::NFE2L1	chr19	24969434	24969439	+	0.000	0.000	Merged-chr19-24969346-10
NR12582--MA0591.1.Bach1::Mafk	chr7	16314090	16314104	-	0.000	0.000	Merged-chr7-16314036-50
NR2796--MA0089.1.MAFG::NFE2L1	chr11	116012676	116012681	+	0.000	0.000	Merged-chr11-116012659-52
NR2115--MA0089.1.MAFG::NFE2L1	chr10	128526174	128526179	-	0.000	0.000	Merged-chr10-128526022-11
NR11991--MA0591.1.Bach1::Mafk	chr6	95712233	95712247	-	0.000	0.000	Merged-chr6-95712332-22
NR1261--MA0089.1.MAFG::NFE2L1	chr1	192727042	192727047	+	0.000	0.000	Merged-chr1-192727187-32
NR10096--MA0501.1.MAF::NFE2	chr4	89351107	89351121	-	0.000	0.000	Merged-chr4-89351221-94
NR5359--MA0117.2.Mafb	chr15	83602907	83602918	+	0.000	0.000	Merged-chr15-83602865-55
NR4267--MA0501.1.MAF::NFE2	chr13	117196139	117196153	+	0.000	0.000	Merged-chr13-117196008-56
NR5430--MA0591.1.Bach1::Mafk	chr15	97468965	97468979	+	0.000	0.000	Merged-chr15-97468896-4
NR14358--MA0089.1.MAFG::NFE2L1	chr9	63602415	63602420	+	0.000	0.000	Merged-chr9-63602538-63
NR693--MA0089.1.MAFG::NFE2L1	chr1	128830886	128830891	-	0.000	0.000	Merged-chr1-128830861-23
NR3618--MA0117.2.Mafb	chr13	22043125	22043136	-	0.000	0.000	Merged-chr13-22043154-75
NR6113--MA0117.2.Mafb	chr17	3092893	3092904	-	0.000	0.000	Merged-chr17-3092916-34
NR15013--MA0117.2.Mafb	chrX	135752939	135752950	+	0.000	0.000	Merged-chrX-135752954-36
NR11746--MA0089.1.MAFG::NFE2L1	chr6	54972259	54972264	+	0.000	0.000	Merged-chr6-54972195-1
NR12299--MA0089.1.MAFG::NFE2L1	chr6	129552655	129552660	-	0.000	0.000	Merged-chr6-129552660-25
NR6045--MA0089.1.MAFG::NFE2L1	chr16	93918207	93918212	-	0.000	0.000	Merged-chr16-93918388-61
NR13591--MA0089.1.MAFG::NFE2L1	chr8	69920482	69920487	-	0.000	0.000	Merged-chr8-69920362-48
NR3876--MA0495.2.MAFF	chr13	63431573	63431593	+	0.000	0.000	Merged-chr13-63431477-108
NR10773--MA0501.1.MAF::NFE2	chr5	31576931	31576945	-	0.000	0.000	Merged-chr5-31576784-60
NR13816--MA0591.1.Bach1::Mafk	chr8	95633390	95633404	-	0.000	0.000	Merged-chr8-95633517-53
NR6623--MA0089.1.MAFG::NFE2L1	chr17	90584914	90584919	+	0.000	0.000	Merged-chr17-90584886-65
NR5203--MA0089.1.MAFG::NFE2L1	chr15	58196883	58196888	-	0.000	0.000	Merged-chr15-58196982-23
NR7944--MA0591.1.Bach1::Mafk	chr2	84059584	84059598	+	0.000	0.000	Merged-chr2-84059493-47
NR1380--MA0117.2.Mafb	chr10	20855280	20855291	+	0.000	0.000	Merged-chr10-20855169-17
NR12321--MA0117.2.Mafb	chr6	130538555	130538566	-	0.000	0.000	Merged-chr6-130538609-12
NR2719--MA0089.1.MAFG::NFE2L1	chr11	104622869	104622874	-	0.000	0.000	Merged-chr11-104622687-63
NR4614--MA0117.2.Mafb	chr14	55540238	55540249	+	0.000	0.000	Merged-chr14-55540407-42
NR2990--MA0501.1.MAF::NFE2	chr12	40010143	40010157	-	0.000	0.000	Merged-chr12-40010101-23
NR2290--MA0089.1.MAFG::NFE2L1	chr11	34010295	34010300	+	0.000	0.000	Merged-chr11-34010377-133
NR3042--MA0501.1.MAF::NFE2	chr12	55027298	55027312	-	0.000	0.000	Merged-chr12-55027232-31
NR1499--MA0591.1.Bach1::Mafk	chr10	43901035	43901049	+	0.000	0.000	Merged-chr10-43901198-1
NR12688--MA0089.1.MAFG::NFE2L1	chr7	47146263	47146268	-	0.000	0.000	Merged-chr7-47146350-32
NR9133--MA0089.1.MAFG::NFE2L1	chr3	88325033	88325038	-	0.000	0.000	Merged-chr3-88325153-39
NR6810--MA0089.1.MAFG::NFE2L1	chr18	46741618	46741623	-	0.000	0.000	Merged-chr18-46741724-81
NR14071--MA0117.2.Mafb	chr8	128572215	128572226	-	0.000	0.000	Merged-chr8-128572314-34
NR4388--MA0496.2.MAFK	chr14	20253560	20253578	-	0.000	0.000	Merged-chr14-20253489-29
NR2635--MA0501.1.MAF::NFE2	chr11	94275926	94275940	+	0.000	0.000	Merged-chr11-94275707-70
NR14934--MA0089.1.MAFG::NFE2L1	chrX	85839387	85839392	+	0.000	0.000	Merged-chrX-85839388-40
NR14741--MA0495.2.MAFF	chr9	117910891	117910911	+	0.000	0.000	Merged-chr9-117910970-21
NR1909--MA0659.1.MAFG	chr10	99221678	99221698	-	0.000	0.000	Merged-chr10-99221651-27
NR2218--MA0495.2.MAFF	chr11	20107921	20107941	+	0.000	0.000	Merged-chr11-20107877-60
NR2687--MA0501.1.MAF::NFE2	chr11	101562445	101562459	+	0.000	0.000	Merged-chr11-101562568-31
NR1387--MA0089.1.MAFG::NFE2L1	chr10	21335674	21335679	-	0.000	0.000	Merged-chr10-21335656-23
NR10359--MA0501.1.MAF::NFE2	chr4	126262259	126262273	-	0.000	0.000	Merged-chr4-126262300-51
NR9166--MA0496.2.MAFK	chr3	90587052	90587070	-	0.000	0.000	Merged-chr3-90587051-129
NR1749--MA0501.1.MAF::NFE2	chr10	81407756	81407770	+	0.000	0.000	Merged-chr10-81407786-38
NR2213--MA0089.1.MAFG::NFE2L1	chr11	16956633	16956638	+	0.000	0.000	Merged-chr11-16956809-36
NR1850--MA0089.1.MAFG::NFE2L1	chr10	93343646	93343651	+	0.000	0.000	Merged-chr10-93343616-39
NR2650--MA0591.1.Bach1::Mafk	chr11	97123496	97123510	+	0.000	0.000	Merged-chr11-97123645-15
NR4611--MA0501.1.MAF::NFE2	chr14	54518670	54518684	-	0.000	0.000	Merged-chr14-54518806-37
NR1170--MA0117.2.Mafb	chr1	185204099	185204110	+	0.000	0.000	Merged-chr1-185204112-85
NR6136--MA0117.2.Mafb	chr17	6746195	6746206	+	0.000	0.000	Merged-chr17-6746171-15
NR1911--MA0496.2.MAFK	chr10	99221679	99221697	+	0.000	0.000	Merged-chr10-99221651-27
NR11113--MA0496.2.MAFK	chr5	100466828	100466846	-	0.000	0.000	Merged-chr5-100466890-43
NR4979--MA0089.1.MAFG::NFE2L1	chr14	120572338	120572343	-	0.000	0.000	Merged-chr14-120572441-59
NR14543--MA0089.1.MAFG::NFE2L1	chr9	96299846	96299851	+	0.000	0.000	Merged-chr9-96299738-12
NR7187--MA0089.1.MAFG::NFE2L1	chr19	10740845	10740850	+	0.000	0.000	Merged-chr19-10740787-51
NR11672--MA0591.1.Bach1::Mafk	chr6	40891144	40891158	-	0.000	0.000	Merged-chr6-40891354-82
NR7584--MA0117.2.Mafb	chr2	29649882	29649893	-	0.000	0.000	Merged-chr2-29649675-51
NR13338--MA0501.1.MAF::NFE2	chr7	142056810	142056824	+	0.000	0.000	Merged-chr7-142056944-50
NR5433--MA0591.1.Bach1::Mafk	chr15	97581877	97581891	-	0.000	0.000	Merged-chr15-97581834-38
NR2390--MA0659.1.MAFG	chr11	52261027	52261047	+	0.000	0.000	Merged-chr11-52261104-14
NR11179--MA0089.1.MAFG::NFE2L1	chr5	105541195	105541200	+	0.000	0.000	Merged-chr5-105541026-23
NR10233--MA0501.1.MAF::NFE2	chr4	108826237	108826251	+	0.000	0.000	Merged-chr4-108826101-25
NR7496--MA0501.1.MAF::NFE2	chr2	12406868	12406882	+	0.000	0.000	Merged-chr2-12406910-25
NR5301--MA0089.1.MAFG::NFE2L1	chr15	75981832	75981837	-	0.000	0.000	Merged-chr15-75981865-59
NR2469--MA0495.2.MAFF	chr11	62822164	62822184	+	0.000	0.000	Merged-chr11-62822095-14
NR4854--MA0496.2.MAFK	chr14	99266002	99266020	+	0.000	0.000	Merged-chr14-99266048-28
NR2306--MA0591.1.Bach1::Mafk	chr11	34506623	34506637	-	0.000	0.000	Merged-chr11-34506583-46
NR13162--MA0501.1.MAF::NFE2	chr7	122414410	122414424	+	0.000	0.000	Merged-chr7-122414418-49
NR14422--MA0501.1.MAF::NFE2	chr9	78527524	78527538	+	0.000	0.000	Merged-chr9-78527704-82
NR7484--MA0495.2.MAFF	chr2	11497008	11497028	+	0.000	0.000	Merged-chr2-11496832-15
NR5053--MA0496.2.MAFK	chr15	10723726	10723744	+	0.000	0.000	Merged-chr15-10723648-41
NR2904--MA0089.1.MAFG::NFE2L1	chr12	25209010	25209015	-	0.000	0.000	Merged-chr12-25209047-25
NR11243--MA0496.2.MAFK	chr5	112286791	112286809	-	0.000	0.000	Merged-chr5-112286717-1
NR2907--MA0591.1.Bach1::Mafk	chr12	25240220	25240234	-	0.000	0.000	Merged-chr12-25240283-42
NR7238--MA0495.2.MAFF	chr19	20424388	20424408	-	0.000	0.000	Merged-chr19-20424322-22
NR8026--MA0089.1.MAFG::NFE2L1	chr2	101628974	101628979	-	0.000	0.000	Merged-chr2-101628862-31
NR2500--MA0089.1.MAFG::NFE2L1	chr11	69881205	69881210	+	0.000	0.000	Merged-chr11-69881120-86
NR5094--MA0495.2.MAFF	chr15	32526185	32526205	+	0.000	0.000	Merged-chr15-32526016-1
NR11869--MA0501.1.MAF::NFE2	chr6	71632848	71632862	-	0.000	0.000	Merged-chr6-71633001-103
NR2283--MA0659.1.MAFG	chr11	32561585	32561605	+	0.000	0.000	Merged-chr11-32561785-56
NR11467--MA0496.2.MAFK	chr5	149235157	149235175	-	0.000	0.000	Merged-chr5-149235115-37
NR9117--MA0501.1.MAF::NFE2	chr3	85023090	85023104	+	0.000	0.000	Merged-chr3-85023059-16
NR1999--MA0501.1.MAF::NFE2	chr10	118007272	118007286	+	0.000	0.000	Merged-chr10-118007304-63
NR6038--MA0117.2.Mafb	chr16	93392260	93392271	-	0.000	0.000	Merged-chr16-93392289-32
NR6012--MA0501.1.MAF::NFE2	chr16	91366694	91366708	-	0.000	0.000	Merged-chr16-91366873-55
NR12696--MA0501.1.MAF::NFE2	chr7	48919488	48919502	-	0.000	0.000	Merged-chr7-48919531-17
NR5691--MA0089.1.MAFG::NFE2L1	chr16	38353796	38353801	-	0.000	0.000	Merged-chr16-38353945-34
NR14669--MA0089.1.MAFG::NFE2L1	chr9	112197801	112197806	-	0.000	0.000	Merged-chr9-112197999-1
NR6289--MA0659.1.MAFG	chr17	32891342	32891362	-	0.000	0.000	Merged-chr17-32891413-48
NR2594--MA0496.2.MAFK	chr11	86618708	86618726	+	0.000	0.000	Merged-chr11-86618782-14
NR3039--MA0501.1.MAF::NFE2	chr12	55027264	55027278	+	0.000	0.000	Merged-chr12-55027232-31
NR1738--MA0591.1.Bach1::Mafk	chr10	80606586	80606600	-	0.000	0.000	Merged-chr10-80606564-22
NR5613--MA0496.2.MAFK	chr16	30510716	30510734	-	0.000	0.000	Merged-chr16-30510671-63
NR257--MA0501.1.MAF::NFE2	chr1	60758318	60758332	-	0.000	0.000	Merged-chr1-60758375-49
NR5993--MA0089.1.MAFG::NFE2L1	chr16	89872268	89872273	+	0.000	0.000	Merged-chr16-89872318-26
NR12489--MA0501.1.MAF::NFE2	chr6	145276496	145276510	-	0.000	0.000	Merged-chr6-145276388-70
NR11486--MA0501.1.MAF::NFE2	chr6	3345469	3345483	+	0.000	0.000	Merged-chr6-3345422-65
NR1383--MA0089.1.MAFG::NFE2L1	chr10	21186863	21186868	+	0.000	0.000	Merged-chr10-21186963-29
NR8682--MA0501.1.MAF::NFE2	chr2	173038249	173038263	-	0.000	0.000	Merged-chr2-173038301-38
NR13927--MA0089.1.MAFG::NFE2L1	chr8	115183824	115183829	+	0.000	0.000	Merged-chr8-115183735-24
NR2439--MA0089.1.MAFG::NFE2L1	chr11	59472159	59472164	+	0.000	0.000	Merged-chr11-59472389-45
NR10387--MA0501.1.MAF::NFE2	chr4	130900050	130900064	-	0.000	0.000	Merged-chr4-130900085-53
NR6291--MA0496.2.MAFK	chr17	32891343	32891361	-	0.000	0.000	Merged-chr17-32891413-48
NR14878--MA0117.2.Mafb	chrX	57253761	57253772	+	0.000	0.000	Merged-chrX-57253722-63
NR14317--MA0501.1.MAF::NFE2	chr9	55209109	55209123	-	0.000	0.000	Merged-chr9-55209102-59
NR4760--MA0591.1.Bach1::Mafk	chr14	75175416	75175430	-	0.000	0.000	Merged-chr14-75175322-22
NR8239--MA0089.1.MAFG::NFE2L1	chr2	120027510	120027515	-	0.000	0.000	Merged-chr2-120027547-78
NR13204--MA0496.2.MAFK	chr7	127573109	127573127	+	0.000	0.000	Merged-chr7-127573236-53
NR7780--MA0591.1.Bach1::Mafk	chr2	60328783	60328797	-	0.000	0.000	Merged-chr2-60328757-33
NR14529--MA0117.2.Mafb	chr9	95120208	95120219	-	0.000	0.000	Merged-chr9-95120288-34
NR2384--MA0496.2.MAFK	chr11	51898837	51898855	+	0.000	0.000	Merged-chr11-51898870-27
NR2825--MA0591.1.Bach1::Mafk	chr11	119991486	119991500	+	0.000	0.000	Merged-chr11-119991452-27
NR6556--MA0089.1.MAFG::NFE2L1	chr17	80169141	80169146	+	0.000	0.000	Merged-chr17-80169005-20
NR1422--MA0659.1.MAFG	chr10	26325616	26325636	-	0.000	0.000	Merged-chr10-26325461-56
NR6932--MA0089.1.MAFG::NFE2L1	chr18	66429304	66429309	+	0.000	0.000	Merged-chr18-66429331-35
NR7943--MA0117.2.Mafb	chr2	84059590	84059601	-	0.000	0.000	Merged-chr2-84059493-47
NR6907--MA0591.1.Bach1::Mafk	chr18	63692318	63692332	-	0.000	0.000	Merged-chr18-63692384-62
NR14793--MA0117.2.Mafb	chr9	123021076	123021087	-	0.000	0.000	Merged-chr9-123021299-81
NR1135--MA0501.1.MAF::NFE2	chr1	184441267	184441281	+	0.000	0.000	Merged-chr1-184441398-48
NR1098--MA0591.1.Bach1::Mafk	chr1	181866631	181866645	-	0.000	0.000	Merged-chr1-181866572-42
NR14061--MA0089.1.MAFG::NFE2L1	chr8	128223623	128223628	-	0.000	0.000	Merged-chr8-128223372-20
NR1756--MA0495.2.MAFF	chr10	82778148	82778168	-	0.000	0.000	Merged-chr10-82778212-17
NR5441--MA0117.2.Mafb	chr15	99644037	99644048	-	0.000	0.000	Merged-chr15-99643998-26
NR8513--MA0089.1.MAFG::NFE2L1	chr2	155382161	155382166	+	0.000	0.000	Merged-chr2-155382008-76
NR13723--MA0089.1.MAFG::NFE2L1	chr8	84689264	84689269	-	0.000	0.000	Merged-chr8-84689283-39
NR14276--MA0089.1.MAFG::NFE2L1	chr9	45291890	45291895	+	0.000	0.000	Merged-chr9-45291923-45
NR7153--MA0496.2.MAFK	chr19	5529594	5529612	+	0.000	0.000	Merged-chr19-5529616-39
NR7351--MA0591.1.Bach1::Mafk	chr19	46305973	46305987	+	0.000	0.000	Merged-chr19-46306071-1
NR12632--MA0591.1.Bach1::Mafk	chr7	28665734	28665748	+	0.000	0.000	Merged-chr7-28665750-36
NR2123--MA0501.1.MAF::NFE2	chr10	128902528	128902542	-	0.000	0.000	Merged-chr10-128902610-18
NR11376--MA0591.1.Bach1::Mafk	chr5	138116976	138116990	-	0.000	0.000	Merged-chr5-138117022-54
NR8728--MA0089.1.MAFG::NFE2L1	chr2	177897167	177897172	-	0.000	0.000	Merged-chr2-177897114-64
NR7308--MA0089.1.MAFG::NFE2L1	chr19	33223044	33223049	+	0.000	0.000	Merged-chr19-33223001-63
NR13144--MA0501.1.MAF::NFE2	chr7	119861794	119861808	+	0.000	0.000	Merged-chr7-119861539-102
NR5052--MA0501.1.MAF::NFE2	chr15	10723731	10723745	+	0.000	0.000	Merged-chr15-10723648-41
NR6945--MA0089.1.MAFG::NFE2L1	chr18	67441275	67441280	+	0.000	0.000	Merged-chr18-67441262-43
NR2631--MA0495.2.MAFF	chr11	94275920	94275940	-	0.000	0.000	Merged-chr11-94275707-70
NR7941--MA0496.2.MAFK	chr2	84059440	84059458	+	0.000	0.000	Merged-chr2-84059493-47
NR12851--MA0659.1.MAFG	chr7	80209870	80209890	-	0.000	0.000	Merged-chr7-80209951-53
NR1972--MA0089.1.MAFG::NFE2L1	chr10	111997264	111997269	+	0.000	0.000	Merged-chr10-111997186-1
NR515--MA0495.2.MAFF	chr1	94497025	94497045	+	0.000	0.000	Merged-chr1-94497080-23
