#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Runx/DKO_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Tfh_vs_WT_Tfh.dn.bed
NR453--MA0002.2.RUNX1	chr1	128399307	128399317	-	0.000	0.000	Merged-chr1-128399248-36
NR10486--MA0002.2.RUNX1	chr9	46015123	46015133	+	0.000	0.000	Merged-chr9-46015200-37
NR6400--MA0002.2.RUNX1	chr2	160578939	160578949	-	0.000	0.000	Merged-chr2-160578868-32
NR7111--MA0002.2.RUNX1	chr3	146063404	146063414	+	0.000	0.000	Merged-chr3-146063322-20
NR5769--MA0684.1.RUNX3	chr2	13224885	13224894	-	0.000	0.000	Merged-chr2-13224767-22
NR4085--MA0511.2.RUNX2	chr15	94231419	94231427	-	0.000	0.000	Merged-chr15-94231457-27
NR7429--MA0002.2.RUNX1	chr4	95278164	95278174	-	0.000	0.000	Merged-chr4-95278286-49
NR291--MA0002.2.RUNX1	chr1	86416418	86416428	-	0.000	0.000	Merged-chr1-86416455-1
NR1181--MA0002.2.RUNX1	chr10	80569998	80570008	+	0.000	0.000	Merged-chr10-80569916-4
NR10200--MA0002.2.RUNX1	chr8	112061608	112061618	+	0.000	0.000	Merged-chr8-112061529-13
NR5163--MA0511.2.RUNX2	chr18	32352881	32352889	-	0.000	0.000	Merged-chr18-32352849-42
NR3754--MA0511.2.RUNX2	chr14	121038464	121038472	-	0.000	0.000	Merged-chr14-121038443-10
NR9566--MA0002.2.RUNX1	chr7	105554388	105554398	+	0.000	0.000	Merged-chr7-105554530-56
NR5064--MA0002.2.RUNX1	chr17	87514041	87514051	+	0.000	0.000	Merged-chr17-87513976-28
NR7571--MA0511.2.RUNX2	chr4	124695933	124695941	-	0.000	0.000	Merged-chr4-124696004-25
NR2900--MA0511.2.RUNX2	chr13	41615012	41615020	-	0.000	0.000	Merged-chr13-41614922-33
NR3179--MA0002.2.RUNX1	chr13	101713878	101713888	+	0.000	0.000	Merged-chr13-101713890-21
NR6761--MA0002.2.RUNX1	chr3	87274569	87274579	+	0.000	0.000	Merged-chr3-87274512-10
NR4309--MA0684.1.RUNX3	chr16	34125768	34125777	+	0.000	0.000	Merged-chr16-34125712-27
NR3406--MA0511.2.RUNX2	chr14	27384346	27384354	+	0.000	0.000	Merged-chr14-27384235-54
