#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Gata/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-WT_Tfh_vs_WT_Th1.up.bed
NR567--MA0037.3.GATA3	chr1	180988015	180988022	-	0.000	0.000	Merged-chr1-180987901-35
NR1154--MA0036.3.GATA2	chr11	46389538	46389548	+	0.000	0.000	Merged-chr11-46389577-59
NR1967--MA0037.3.GATA3	chr13	52922198	52922205	+	0.000	0.000	Merged-chr13-52922066-27
NR4270--MA0766.1.GATA5	chr2	66185007	66185014	+	0.000	0.000	Merged-chr2-66184903-51
NR4260--MA0036.3.GATA2	chr2	65552088	65552098	-	0.000	0.000	Merged-chr2-65551988-12
NR1778--MA0035.3.Gata1	chr12	112606010	112606020	+	0.000	0.000	Merged-chr12-112605824-36
NR5037--MA0036.3.GATA2	chr3	115729286	115729296	+	0.000	0.000	Merged-chr3-115729400-55
NR5106--MA0140.2.GATA1::TAL1	chr3	129536343	129536360	-	0.000	0.000	Merged-chr3-129536427-52
NR131--MA0766.1.GATA5	chr1	79752490	79752497	+	0.000	0.000	Merged-chr1-79752241-78
NR6744--MA0766.1.GATA5	chr7	19093680	19093687	-	0.000	0.000	Merged-chr7-19093740-100
NR7251--MA0482.1.Gata4	chr8	64935135	64935145	+	0.000	0.000	Merged-chr8-64935114-22
NR7046--MA0482.1.Gata4	chr7	125281540	125281550	-	0.000	0.000	Merged-chr7-125281590-1
NR6320--MA0036.3.GATA2	chr6	71980504	71980514	-	0.000	0.000	Merged-chr6-71980569-75
NR6986--MA0036.3.GATA2	chr7	108943831	108943841	-	0.000	0.000	Merged-chr7-108943832-1
NR3957--MA0482.1.Gata4	chr19	29418706	29418716	+	0.000	0.000	Merged-chr19-29418635-70
NR1135--MA0482.1.Gata4	chr11	32162426	32162436	+	0.000	0.000	Merged-chr11-32162378-27
NR240--MA0766.1.GATA5	chr1	94035513	94035520	-	0.000	0.000	Merged-chr1-94035484-87
NR3067--MA0482.1.Gata4	chr16	45025477	45025487	-	0.000	0.000	Merged-chr16-45025536-40
NR3246--MA1104.1.GATA6	chr16	84864870	84864882	-	0.000	0.000	Merged-chr16-84864807-26
NR3153--MA0035.3.Gata1	chr16	57174598	57174608	+	0.000	0.000	Merged-chr16-57174772-11
NR1929--MA0482.1.Gata4	chr13	43191922	43191932	+	0.000	0.000	Merged-chr13-43191968-21
NR753--MA0036.3.GATA2	chr10	40713352	40713362	-	0.000	0.000	Merged-chr10-40713251-44
NR5627--MA0035.3.Gata1	chr4	136106796	136106806	+	0.000	0.000	Merged-chr4-136106995-34
NR711--MA0035.3.Gata1	chr10	24291719	24291729	-	0.000	0.000	Merged-chr10-24291757-17
NR4645--MA0140.2.GATA1::TAL1	chr2	150869656	150869673	+	0.000	0.000	Merged-chr2-150869596-45
NR5061--MA0482.1.Gata4	chr3	121689284	121689294	-	0.000	0.000	Merged-chr3-121689232-23
NR6151--MA0140.2.GATA1::TAL1	chr5	148373400	148373417	-	0.000	0.000	Merged-chr5-148373511-17
NR5584--MA0482.1.Gata4	chr4	124769254	124769264	-	0.000	0.000	Merged-chr4-124769177-27
NR371--MA1104.1.GATA6	chr1	136601135	136601147	-	0.000	0.000	Merged-chr1-136600909-41
NR4496--MA0140.2.GATA1::TAL1	chr2	127789087	127789104	+	0.000	0.000	Merged-chr2-127788936-49
NR3285--MA0482.1.Gata4	chr16	92641310	92641320	-	0.000	0.000	Merged-chr16-92641253-41
NR1209--MA0766.1.GATA5	chr11	64086047	64086054	-	0.000	0.000	Merged-chr11-64086070-15
NR7987--MA0140.2.GATA1::TAL1	chrX	136993116	136993133	-	0.000	0.000	Merged-chrX-136993018-95
NR1579--MA1104.1.GATA6	chr12	70999793	70999805	+	0.000	0.000	Merged-chr12-70999631-61
NR7254--MA0035.3.Gata1	chr8	64935134	64935144	+	0.000	0.000	Merged-chr8-64935114-22
NR3050--MA1104.1.GATA6	chr16	43661707	43661719	+	0.000	0.000	Merged-chr16-43661789-37
NR4838--MA0766.1.GATA5	chr3	37483951	37483958	+	0.000	0.000	Merged-chr3-37484009-38
NR1436--MA1104.1.GATA6	chr12	4454560	4454572	+	0.000	0.000	Merged-chr12-4454481-33
NR7896--MA0482.1.Gata4	chr9	117400611	117400621	-	0.000	0.000	Merged-chr9-117400417-34
NR5226--MA0035.3.Gata1	chr3	146699129	146699139	+	0.000	0.000	Merged-chr3-146699153-10
NR69--MA0036.3.GATA2	chr1	43457246	43457256	+	0.000	0.000	Merged-chr1-43457148-27
NR4881--MA0766.1.GATA5	chr3	60788288	60788295	-	0.000	0.000	Merged-chr3-60788099-46
NR5478--MA0035.3.Gata1	chr4	86725371	86725381	+	0.000	0.000	Merged-chr4-86725378-12
NR3798--MA0140.2.GATA1::TAL1	chr18	74991055	74991072	+	0.000	0.000	Merged-chr18-74991256-33
NR2320--MA0036.3.GATA2	chr14	27562727	27562737	-	0.000	0.000	Merged-chr14-27562668-44
NR461--MA0036.3.GATA2	chr1	160195097	160195107	+	0.000	0.000	Merged-chr1-160195203-53
NR4353--MA0035.3.Gata1	chr2	85246760	85246770	+	0.000	0.000	Merged-chr2-85246695-45
NR732--MA0036.3.GATA2	chr10	34096574	34096584	-	0.000	0.000	Merged-chr10-34096665-20
NR5362--MA1104.1.GATA6	chr4	53384820	53384832	-	0.000	0.000	Merged-chr4-53384912-31
NR5249--MA0482.1.Gata4	chr3	152929753	152929763	+	0.000	0.000	Merged-chr3-152929727-94
