#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-Prdm1KO_Tfh_vs_WT_Tfh.dn.bed
NR14616--MA0089.1.MAFG::NFE2L1	chr9	104870733	104870738	+	0.000	0.000	Merged-chr9-104870769-1
NR6035--MA0501.1.MAF::NFE2	chr16	92944073	92944087	+	0.000	0.000	Merged-chr16-92944045-14
NR1859--MA0501.1.MAF::NFE2	chr10	94021247	94021261	-	0.000	0.000	Merged-chr10-94021256-59
NR1358--MA0089.1.MAFG::NFE2L1	chr10	17508209	17508214	+	0.000	0.000	Merged-chr10-17508060-2
NR3744--MA0591.1.Bach1::Mafk	chr13	44507141	44507155	+	0.000	0.000	Merged-chr13-44507226-54
NR2383--MA0659.1.MAFG	chr11	51898836	51898856	-	0.000	0.000	Merged-chr11-51898870-27
NR12652--MA0501.1.MAF::NFE2	chr7	31002843	31002857	+	0.000	0.000	Merged-chr7-31002870-48
NR7004--MA0117.2.Mafb	chr18	74991179	74991190	-	0.000	0.000	Merged-chr18-74991256-33
NR6029--MA0495.2.MAFF	chr16	92944067	92944087	-	0.000	0.000	Merged-chr16-92944045-14
NR6782--MA0089.1.MAFG::NFE2L1	chr18	38701084	38701089	-	0.000	0.000	Merged-chr18-38700911-27
NR3654--MA0496.2.MAFK	chr13	29805497	29805515	-	0.000	0.000	Merged-chr13-29805422-4
NR3719--MA0089.1.MAFG::NFE2L1	chr13	42077768	42077773	-	0.000	0.000	Merged-chr13-42077893-29
NR5724--MA0501.1.MAF::NFE2	chr16	43664477	43664491	-	0.000	0.000	Merged-chr16-43664461-91
NR11811--MA0117.2.Mafb	chr6	65818513	65818524	-	0.000	0.000	Merged-chr6-65818480-32
NR5073--MA0089.1.MAFG::NFE2L1	chr15	25817422	25817427	-	0.000	0.000	Merged-chr15-25817272-36
NR1821--MA0089.1.MAFG::NFE2L1	chr10	88826826	88826831	-	0.000	0.000	Merged-chr10-88826786-54
NR10283--MA0089.1.MAFG::NFE2L1	chr4	116807517	116807522	+	0.000	0.000	Merged-chr4-116807606-59
NR6099--MA0591.1.Bach1::Mafk	chr16	97442160	97442174	+	0.000	0.000	Merged-chr16-97442198-19
NR14643--MA0501.1.MAF::NFE2	chr9	108150735	108150749	-	0.000	0.000	Merged-chr9-108150702-30
NR6014--MA0089.1.MAFG::NFE2L1	chr16	91443566	91443571	+	0.000	0.000	Merged-chr16-91443415-25
NR213--MA0501.1.MAF::NFE2	chr1	52100694	52100708	-	0.000	0.000	Merged-chr1-52100715-41
NR4885--MA0117.2.Mafb	chr14	103017209	103017220	-	0.000	0.000	Merged-chr14-103017290-44
NR9408--MA0659.1.MAFG	chr3	121874812	121874832	-	0.000	0.000	Merged-chr3-121874730-10
NR15067--MA0089.1.MAFG::NFE2L1	chrX	159257272	159257277	+	0.000	0.000	Merged-chrX-159257265-34
NR7158--MA0089.1.MAFG::NFE2L1	chr19	5845623	5845628	-	0.000	0.000	Merged-chr19-5845664-115
NR1572--MA0501.1.MAF::NFE2	chr10	57448082	57448096	-	0.000	0.000	Merged-chr10-57448269-42
NR14371--MA0501.1.MAF::NFE2	chr9	66615320	66615334	+	0.000	0.000	Merged-chr9-66615364-32
NR2932--MA0495.2.MAFF	chr12	32018091	32018111	-	0.000	0.000	Merged-chr12-32017895-23
NR12240--MA0089.1.MAFG::NFE2L1	chr6	125215542	125215547	-	0.000	0.000	Merged-chr6-125215615-63
NR10408--MA0501.1.MAF::NFE2	chr4	133843253	133843267	-	0.000	0.000	Merged-chr4-133843326-54
NR7245--MA0089.1.MAFG::NFE2L1	chr19	21144872	21144877	-	0.000	0.000	Merged-chr19-21144812-47
NR11941--MA0117.2.Mafb	chr6	87838895	87838906	-	0.000	0.000	Merged-chr6-87838826-55
NR12831--MA0089.1.MAFG::NFE2L1	chr7	75788632	75788637	+	0.000	0.000	Merged-chr7-75788525-69
NR1343--MA0089.1.MAFG::NFE2L1	chr10	13967562	13967567	+	0.000	0.000	Merged-chr10-13967586-131
NR12896--MA0591.1.Bach1::Mafk	chr7	88277952	88277966	-	0.000	0.000	Merged-chr7-88277726-133
NR8594--MA0501.1.MAF::NFE2	chr2	163719348	163719362	-	0.000	0.000	Merged-chr2-163719480-37
NR5079--MA0591.1.Bach1::Mafk	chr15	27596942	27596956	+	0.000	0.000	Merged-chr15-27596992-56
NR14325--MA0089.1.MAFG::NFE2L1	chr9	57577549	57577554	-	0.000	0.000	Merged-chr9-57577523-17
NR6979--MA0591.1.Bach1::Mafk	chr18	70520982	70520996	-	0.000	0.000	Merged-chr18-70520943-32
NR7332--MA0089.1.MAFG::NFE2L1	chr19	41366698	41366703	-	0.000	0.000	Merged-chr19-41366765-21
NR4633--MA0089.1.MAFG::NFE2L1	chr14	59397162	59397167	+	0.000	0.000	Merged-chr14-59397210-50
NR12188--MA0591.1.Bach1::Mafk	chr6	120037231	120037245	-	0.000	0.000	Merged-chr6-120037212-39
NR4657--MA0117.2.Mafb	chr14	63194859	63194870	+	0.000	0.000	Merged-chr14-63194714-49
NR158--MA0495.2.MAFF	chr1	40086086	40086106	-	0.000	0.000	Merged-chr1-40085963-65
NR7152--MA0117.2.Mafb	chr19	5389875	5389886	-	0.000	0.000	Merged-chr19-5390000-41
NR10598--MA0089.1.MAFG::NFE2L1	chr4	155222029	155222034	+	0.000	0.000	Merged-chr4-155221970-40
NR9392--MA0089.1.MAFG::NFE2L1	chr3	120458113	120458118	+	0.000	0.000	Merged-chr3-120457943-64
NR2198--MA0089.1.MAFG::NFE2L1	chr11	11546132	11546137	+	0.000	0.000	Merged-chr11-11546059-6
NR5626--MA0117.2.Mafb	chr16	31933235	31933246	-	0.000	0.000	Merged-chr16-31933102-38
NR4230--MA0495.2.MAFF	chr13	113322203	113322223	+	0.000	0.000	Merged-chr13-113322180-25
NR7146--MA0495.2.MAFF	chr19	4299730	4299750	-	0.000	0.000	Merged-chr19-4299826-2
NR8697--MA0495.2.MAFF	chr2	174566021	174566041	-	0.000	0.000	Merged-chr2-174566072-46
NR1410--MA0659.1.MAFG	chr10	25140546	25140566	+	0.000	0.000	Merged-chr10-25140477-16
NR1093--MA0501.1.MAF::NFE2	chr1	181261214	181261228	-	0.000	0.000	Merged-chr1-181261225-12
NR10874--MA0659.1.MAFG	chr5	53401309	53401329	-	0.000	0.000	Merged-chr5-53401251-38
NR12844--MA0089.1.MAFG::NFE2L1	chr7	79392945	79392950	-	0.000	0.000	Merged-chr7-79393101-2
NR13773--MA0089.1.MAFG::NFE2L1	chr8	91275072	91275077	+	0.000	0.000	Merged-chr8-91275051-14
NR2257--MA0501.1.MAF::NFE2	chr11	23570306	23570320	-	0.000	0.000	Merged-chr11-23570355-13
NR1241--MA0089.1.MAFG::NFE2L1	chr1	191872624	191872629	+	0.000	0.000	Merged-chr1-191872609-17
NR831--MA0501.1.MAF::NFE2	chr1	151251003	151251017	-	0.000	0.000	Merged-chr1-151251056-37
NR11876--MA0591.1.Bach1::Mafk	chr6	72898914	72898928	+	0.000	0.000	Merged-chr6-72898886-5
NR4749--MA0496.2.MAFK	chr14	73472444	73472462	-	0.000	0.000	Merged-chr14-73472602-8
NR7849--MA0089.1.MAFG::NFE2L1	chr2	71843497	71843502	+	0.000	0.000	Merged-chr2-71843530-15
NR10641--MA0591.1.Bach1::Mafk	chr5	8911724	8911738	-	0.000	0.000	Merged-chr5-8911732-25
NR5315--MA0591.1.Bach1::Mafk	chr15	76908070	76908084	-	0.000	0.000	Merged-chr15-76908278-27
NR4460--MA0117.2.Mafb	chr14	31415164	31415175	-	0.000	0.000	Merged-chr14-31414970-54
NR5320--MA0495.2.MAFF	chr15	77970840	77970860	+	0.000	0.000	Merged-chr15-77970844-78
NR4646--MA0089.1.MAFG::NFE2L1	chr14	61698881	61698886	-	0.000	0.000	Merged-chr14-61698789-31
NR14094--MA0496.2.MAFK	chr9	7776015	7776033	-	0.000	0.000	Merged-chr9-7776145-26
NR639--MA0501.1.MAF::NFE2	chr1	120197405	120197419	+	0.000	0.000	Merged-chr1-120197360-57
NR7143--MA0591.1.Bach1::Mafk	chr19	3851891	3851905	-	0.000	0.000	Merged-chr19-3851775-57
NR5210--MA0659.1.MAFG	chr15	58655206	58655226	-	0.000	0.000	Merged-chr15-58655104-54
NR11013--MA0501.1.MAF::NFE2	chr5	86783379	86783393	-	0.000	0.000	Merged-chr5-86783243-43
NR2587--MA0089.1.MAFG::NFE2L1	chr11	84016436	84016441	-	0.000	0.000	Merged-chr11-84016302-8
NR1834--MA0591.1.Bach1::Mafk	chr10	90834619	90834633	+	0.000	0.000	Merged-chr10-90834699-1
NR5089--MA0117.2.Mafb	chr15	31460756	31460767	+	0.000	0.000	Merged-chr15-31460865-20
NR13080--MA0089.1.MAFG::NFE2L1	chr7	113250936	113250941	-	0.000	0.000	Merged-chr7-113250807-31
NR14873--MA0496.2.MAFK	chrX	53607940	53607958	+	0.000	0.000	Merged-chrX-53607978-28
NR4948--MA0089.1.MAFG::NFE2L1	chr14	118816736	118816741	+	0.000	0.000	Merged-chr14-118816766-15
NR6081--MA0591.1.Bach1::Mafk	chr16	95893575	95893589	+	0.000	0.000	Merged-chr16-95893684-47
NR12366--MA0089.1.MAFG::NFE2L1	chr6	134710736	134710741	-	0.000	0.000	Merged-chr6-134710635-12
NR3413--MA0089.1.MAFG::NFE2L1	chr12	112994472	112994477	+	0.000	0.000	Merged-chr12-112994371-22
NR1739--MA0501.1.MAF::NFE2	chr10	80606583	80606597	-	0.000	0.000	Merged-chr10-80606564-22
NR11596--MA0501.1.MAF::NFE2	chr6	28385242	28385256	+	0.000	0.000	Merged-chr6-28385371-21
NR12856--MA0501.1.MAF::NFE2	chr7	80680400	80680414	-	0.000	0.000	Merged-chr7-80680474-47
NR4764--MA0501.1.MAF::NFE2	chr14	75328208	75328222	-	0.000	0.000	Merged-chr14-75328241-8
NR9205--MA0591.1.Bach1::Mafk	chr3	95015675	95015689	+	0.000	0.000	Merged-chr3-95015895-108
NR11917--MA0496.2.MAFK	chr6	83428485	83428503	-	0.000	0.000	Merged-chr6-83428521-21
NR3930--MA0117.2.Mafb	chr13	75053923	75053934	+	0.000	0.000	Merged-chr13-75053881-13
NR12960--MA0659.1.MAFG	chr7	98995279	98995299	-	0.000	0.000	Merged-chr7-98995432-21
NR2398--MA0089.1.MAFG::NFE2L1	chr11	53350912	53350917	-	0.000	0.000	Merged-chr11-53350915-81
NR10986--MA0117.2.Mafb	chr5	74132971	74132982	-	0.000	0.000	Merged-chr5-74132835-25
NR8936--MA0591.1.Bach1::Mafk	chr3	52369331	52369345	+	0.000	0.000	Merged-chr3-52369347-12
NR8002--MA0501.1.MAF::NFE2	chr2	93454541	93454555	+	0.000	0.000	Merged-chr2-93454506-54
NR256--MA0501.1.MAF::NFE2	chr1	60539502	60539516	-	0.000	0.000	Merged-chr1-60539512-30
NR1516--MA0495.2.MAFF	chr10	44716058	44716078	+	0.000	0.000	Merged-chr10-44715918-29
NR7343--MA0089.1.MAFG::NFE2L1	chr19	42305982	42305987	+	0.000	0.000	Merged-chr19-42305883-1
NR14307--MA0117.2.Mafb	chr9	52349313	52349324	+	0.000	0.000	Merged-chr9-52349266-37
NR5809--MA0591.1.Bach1::Mafk	chr16	55555392	55555406	-	0.000	0.000	Merged-chr16-55555428-28
NR4653--MA0501.1.MAF::NFE2	chr14	62870561	62870575	-	0.000	0.000	Merged-chr14-62870465-48
NR13309--MA0496.2.MAFK	chr7	138886413	138886431	+	0.000	0.000	Merged-chr7-138886601-6
NR10419--MA0089.1.MAFG::NFE2L1	chr4	134714130	134714135	-	0.000	0.000	Merged-chr4-134714108-20
NR11389--MA0501.1.MAF::NFE2	chr5	140637018	140637032	-	0.000	0.000	Merged-chr5-140636895-23
NR2612--MA0117.2.Mafb	chr11	90225309	90225320	+	0.000	0.000	Merged-chr11-90225249-59
NR7874--MA0591.1.Bach1::Mafk	chr2	75823975	75823989	+	0.000	0.000	Merged-chr2-75823994-29
NR5322--MA0117.2.Mafb	chr15	77970849	77970860	-	0.000	0.000	Merged-chr15-77970844-78
NR14645--MA0496.2.MAFK	chr9	108150736	108150754	-	0.000	0.000	Merged-chr9-108150702-30
NR2642--MA0591.1.Bach1::Mafk	chr11	95777953	95777967	-	0.000	0.000	Merged-chr11-95777825-14
NR15088--MA0117.2.Mafb	chrX	166661500	166661511	-	0.000	0.000	Merged-chrX-166661565-108
NR13476--MA0501.1.MAF::NFE2	chr8	27679294	27679308	+	0.000	0.000	Merged-chr8-27679278-10
NR5573--MA0659.1.MAFG	chr16	23274635	23274655	+	0.000	0.000	Merged-chr16-23274580-84
NR12284--MA0117.2.Mafb	chr6	128805289	128805300	-	0.000	0.000	Merged-chr6-128805330-14
NR5545--MA0501.1.MAF::NFE2	chr16	20395759	20395773	+	0.000	0.000	Merged-chr16-20395593-4
NR9139--MA0089.1.MAFG::NFE2L1	chr3	89190557	89190562	-	0.000	0.000	Merged-chr3-89190624-36
NR5772--MA0496.2.MAFK	chr16	50737728	50737746	+	0.000	0.000	Merged-chr16-50737708-13
NR10943--MA0591.1.Bach1::Mafk	chr5	65950997	65951011	+	0.000	0.000	Merged-chr5-65951105-46
NR14113--MA0495.2.MAFF	chr9	14248437	14248457	+	0.000	0.000	Merged-chr9-14248366-20
NR8474--MA0501.1.MAF::NFE2	chr2	150645488	150645502	-	0.000	0.000	Merged-chr2-150645418-8
NR5546--MA0117.2.Mafb	chr16	20496838	20496849	-	0.000	0.000	Merged-chr16-20496869-26
NR12075--MA0089.1.MAFG::NFE2L1	chr6	108537159	108537164	+	0.000	0.000	Merged-chr6-108536943-79
NR8028--MA0659.1.MAFG	chr2	101678594	101678614	-	0.000	0.000	Merged-chr2-101678794-92
NR11737--MA0089.1.MAFG::NFE2L1	chr6	54162850	54162855	-	0.000	0.000	Merged-chr6-54162989-41
NR3324--MA0089.1.MAFG::NFE2L1	chr12	103995362	103995367	-	0.000	0.000	Merged-chr12-103995489-26
NR10306--MA0117.2.Mafb	chr4	119962920	119962931	-	0.000	0.000	Merged-chr4-119962727-36
NR3270--MA0496.2.MAFK	chr12	98674815	98674833	-	0.000	0.000	Merged-chr12-98674935-52
NR6303--MA0495.2.MAFF	chr17	35064968	35064988	+	0.000	0.000	Merged-chr17-35065202-25
NR12074--MA0659.1.MAFG	chr6	108477200	108477220	-	0.000	0.000	Merged-chr6-108477065-48
NR13726--MA0591.1.Bach1::Mafk	chr8	84908546	84908560	-	0.000	0.000	Merged-chr8-84908616-54
NR2396--MA0501.1.MAF::NFE2	chr11	52334080	52334094	-	0.000	0.000	Merged-chr11-52333936-11
NR11448--MA0089.1.MAFG::NFE2L1	chr5	147049418	147049423	+	0.000	0.000	Merged-chr5-147049236-7
NR13486--MA0117.2.Mafb	chr8	34216231	34216242	+	0.000	0.000	Merged-chr8-34216280-115
NR14896--MA0496.2.MAFK	chrX	71468814	71468832	+	0.000	0.000	Merged-chrX-71468864-48
NR10594--MA0089.1.MAFG::NFE2L1	chr4	154899154	154899159	+	0.000	0.000	Merged-chr4-154899180-52
NR6424--MA0495.2.MAFF	chr17	56997299	56997319	+	0.000	0.000	Merged-chr17-56997354-48
NR874--MA0501.1.MAF::NFE2	chr1	155029375	155029389	-	0.000	0.000	Merged-chr1-155029443-27
NR8298--MA0089.1.MAFG::NFE2L1	chr2	129180153	129180158	+	0.000	0.000	Merged-chr2-129180074-1
NR5975--MA0089.1.MAFG::NFE2L1	chr16	87709519	87709524	+	0.000	0.000	Merged-chr16-87709397-19
NR6326--MA0501.1.MAF::NFE2	chr17	36042869	36042883	-	0.000	0.000	Merged-chr17-36042760-57
NR10315--MA0117.2.Mafb	chr4	120815857	120815868	-	0.000	0.000	Merged-chr4-120815867-58
NR1095--MA0496.2.MAFK	chr1	181261215	181261233	-	0.000	0.000	Merged-chr1-181261225-12
NR6321--MA0495.2.MAFF	chr17	36042869	36042889	+	0.000	0.000	Merged-chr17-36042760-57
NR6916--MA0089.1.MAFG::NFE2L1	chr18	64919471	64919476	+	0.000	0.000	Merged-chr18-64919536-37
NR4385--MA0659.1.MAFG	chr14	20253559	20253579	+	0.000	0.000	Merged-chr14-20253489-29
NR4642--MA0089.1.MAFG::NFE2L1	chr14	60744650	60744655	-	0.000	0.000	Merged-chr14-60744715-28
NR5834--MA0591.1.Bach1::Mafk	chr16	58519869	58519883	+	0.000	0.000	Merged-chr16-58519695-16
NR3021--MA0591.1.Bach1::Mafk	chr12	52504106	52504120	+	0.000	0.000	Merged-chr12-52504054-125
NR2946--MA0496.2.MAFK	chr12	34562526	34562544	-	0.000	0.000	Merged-chr12-34562596-10
NR10781--MA0089.1.MAFG::NFE2L1	chr5	34822878	34822883	-	0.000	0.000	Merged-chr5-34822830-22
NR7103--MA0591.1.Bach1::Mafk	chr18	83227446	83227460	+	0.000	0.000	Merged-chr18-83227458-1
NR3928--MA0089.1.MAFG::NFE2L1	chr13	73798426	73798431	-	0.000	0.000	Merged-chr13-73798254-1
NR15040--MA0591.1.Bach1::Mafk	chrX	142792383	142792397	+	0.000	0.000	Merged-chrX-142792362-24
NR11365--MA0591.1.Bach1::Mafk	chr5	136550859	136550873	-	0.000	0.000	Merged-chr5-136550897-14
NR13998--MA0501.1.MAF::NFE2	chr8	124046011	124046025	-	0.000	0.000	Merged-chr8-124045987-6
NR11992--MA0501.1.MAF::NFE2	chr6	95712230	95712244	-	0.000	0.000	Merged-chr6-95712332-22
NR1230--MA0495.2.MAFF	chr1	191420990	191421010	-	0.000	0.000	Merged-chr1-191421132-37
NR6727--MA0089.1.MAFG::NFE2L1	chr18	25554845	25554850	+	0.000	0.000	Merged-chr18-25554898-22
NR13216--MA0089.1.MAFG::NFE2L1	chr7	128690379	128690384	-	0.000	0.000	Merged-chr7-128690319-14
NR12853--MA0089.1.MAFG::NFE2L1	chr7	80368912	80368917	-	0.000	0.000	Merged-chr7-80368780-1
NR9382--MA0117.2.Mafb	chr3	117438962	117438973	+	0.000	0.000	Merged-chr3-117438908-21
NR5873--MA0089.1.MAFG::NFE2L1	chr16	70007187	70007192	+	0.000	0.000	Merged-chr16-70007136-17
NR10454--MA0117.2.Mafb	chr4	141559526	141559537	-	0.000	0.000	Merged-chr4-141559533-121
NR8833--MA0501.1.MAF::NFE2	chr3	27209993	27210007	-	0.000	0.000	Merged-chr3-27210053-38
NR9906--MA0117.2.Mafb	chr4	47716211	47716222	+	0.000	0.000	Merged-chr4-47716164-4
NR10719--MA0089.1.MAFG::NFE2L1	chr5	21412258	21412263	+	0.000	0.000	Merged-chr5-21412205-6
NR5299--MA0591.1.Bach1::Mafk	chr15	75117650	75117664	-	0.000	0.000	Merged-chr15-75117668-42
NR299--MA0501.1.MAF::NFE2	chr1	71576224	71576238	-	0.000	0.000	Merged-chr1-71576177-1
NR4064--MA0591.1.Bach1::Mafk	chr13	99932664	99932678	-	0.000	0.000	Merged-chr13-99932700-36
NR13472--MA0591.1.Bach1::Mafk	chr8	26963559	26963573	+	0.000	0.000	Merged-chr8-26963598-35
NR11157--MA0089.1.MAFG::NFE2L1	chr5	103680516	103680521	-	0.000	0.000	Merged-chr5-103680526-14
NR11638--MA0117.2.Mafb	chr6	31219077	31219088	+	0.000	0.000	Merged-chr6-31219106-11
NR14272--MA0659.1.MAFG	chr9	45247852	45247872	-	0.000	0.000	Merged-chr9-45247703-45
NR10794--MA0089.1.MAFG::NFE2L1	chr5	36465043	36465048	+	0.000	0.000	Merged-chr5-36465079-55
NR201--MA0117.2.Mafb	chr1	51592553	51592564	+	0.000	0.000	Merged-chr1-51592630-1
NR5101--MA0501.1.MAF::NFE2	chr15	34050356	34050370	-	0.000	0.000	Merged-chr15-34050417-28
NR5093--MA0089.1.MAFG::NFE2L1	chr15	31649912	31649917	+	0.000	0.000	Merged-chr15-31649789-27
NR707--MA0089.1.MAFG::NFE2L1	chr1	131010623	131010628	-	0.000	0.000	Merged-chr1-131010715-50
NR12401--MA0117.2.Mafb	chr6	137747670	137747681	-	0.000	0.000	Merged-chr6-137747725-33
NR5609--MA0089.1.MAFG::NFE2L1	chr16	30067035	30067040	+	0.000	0.000	Merged-chr16-30066931-47
NR1232--MA0659.1.MAFG	chr1	191420990	191421010	-	0.000	0.000	Merged-chr1-191421132-37
NR8874--MA0089.1.MAFG::NFE2L1	chr3	35693043	35693048	-	0.000	0.000	Merged-chr3-35693238-43
NR7454--MA0089.1.MAFG::NFE2L1	chr2	3742814	3742819	-	0.000	0.000	Merged-chr2-3742681-34
NR4755--MA0089.1.MAFG::NFE2L1	chr14	74847773	74847778	+	0.000	0.000	Merged-chr14-74847708-53
NR2596--MA0089.1.MAFG::NFE2L1	chr11	86624530	86624535	-	0.000	0.000	Merged-chr11-86624418-56
NR14599--MA0659.1.MAFG	chr9	102587546	102587566	+	0.000	0.000	Merged-chr9-102587549-11
NR1552--MA0089.1.MAFG::NFE2L1	chr10	53344081	53344086	-	0.000	0.000	Merged-chr10-53344095-9
NR13229--MA0089.1.MAFG::NFE2L1	chr7	130774229	130774234	-	0.000	0.000	Merged-chr7-130774226-12
NR7178--MA0496.2.MAFK	chr19	8997797	8997815	+	0.000	0.000	Merged-chr19-8997882-60
NR4746--MA0501.1.MAF::NFE2	chr14	73472449	73472463	+	0.000	0.000	Merged-chr14-73472602-8
NR1120--MA0117.2.Mafb	chr1	182539627	182539638	-	0.000	0.000	Merged-chr1-182539437-37
NR3637--MA0089.1.MAFG::NFE2L1	chr13	28519961	28519966	-	0.000	0.000	Merged-chr13-28519917-5
NR1107--MA0659.1.MAFG	chr1	182224035	182224055	+	0.000	0.000	Merged-chr1-182224037-19
NR5587--MA0117.2.Mafb	chr16	24238521	24238532	-	0.000	0.000	Merged-chr16-24238458-30
NR173--MA0501.1.MAF::NFE2	chr1	43163964	43163978	-	0.000	0.000	Merged-chr1-43163775-67
NR2644--MA0501.1.MAF::NFE2	chr11	96435094	96435108	-	0.000	0.000	Merged-chr11-96435210-8
NR6672--MA0501.1.MAF::NFE2	chr18	12640698	12640712	+	0.000	0.000	Merged-chr18-12640751-40
NR12081--MA0496.2.MAFK	chr6	108895317	108895335	+	0.000	0.000	Merged-chr6-108895381-27
NR10475--MA0591.1.Bach1::Mafk	chr4	144916724	144916738	+	0.000	0.000	Merged-chr4-144916675-7
NR14601--MA0501.1.MAF::NFE2	chr9	102587552	102587566	+	0.000	0.000	Merged-chr9-102587549-11
NR8958--MA0495.2.MAFF	chr3	58470213	58470233	-	0.000	0.000	Merged-chr3-58470222-35
NR13982--MA0089.1.MAFG::NFE2L1	chr8	120890502	120890507	+	0.000	0.000	Merged-chr8-120890385-4
NR14505--MA0501.1.MAF::NFE2	chr9	88710035	88710049	-	0.000	0.000	Merged-chr9-88709854-64
NR9941--MA0591.1.Bach1::Mafk	chr4	57295324	57295338	-	0.000	0.000	Merged-chr4-57295265-18
NR14243--MA0496.2.MAFK	chr9	43785162	43785180	+	0.000	0.000	Merged-chr9-43784994-20
NR5103--MA0089.1.MAFG::NFE2L1	chr15	35465177	35465182	+	0.000	0.000	Merged-chr15-35465086-12
NR5473--MA0591.1.Bach1::Mafk	chr15	102376995	102377009	-	0.000	0.000	Merged-chr15-102377119-58
NR7564--MA0501.1.MAF::NFE2	chr2	26154263	26154277	+	0.000	0.000	Merged-chr2-26154226-16
NR5558--MA0591.1.Bach1::Mafk	chr16	22661305	22661319	+	0.000	0.000	Merged-chr16-22661270-2
NR12294--MA0501.1.MAF::NFE2	chr6	129304201	129304215	-	0.000	0.000	Merged-chr6-129304354-36
NR7278--MA0089.1.MAFG::NFE2L1	chr19	24969434	24969439	+	0.000	0.000	Merged-chr19-24969346-10
NR10515--MA0089.1.MAFG::NFE2L1	chr4	147339835	147339840	+	0.000	0.000	Merged-chr4-147339814-17
NR12582--MA0591.1.Bach1::Mafk	chr7	16314090	16314104	-	0.000	0.000	Merged-chr7-16314036-50
NR2796--MA0089.1.MAFG::NFE2L1	chr11	116012676	116012681	+	0.000	0.000	Merged-chr11-116012659-52
NR10905--MA0495.2.MAFF	chr5	58084183	58084203	+	0.000	0.000	Merged-chr5-58084122-29
NR10280--MA0659.1.MAFG	chr4	116018506	116018526	-	0.000	0.000	Merged-chr4-116018460-3
NR5576--MA0496.2.MAFK	chr16	23274636	23274654	-	0.000	0.000	Merged-chr16-23274580-84
NR11991--MA0591.1.Bach1::Mafk	chr6	95712233	95712247	-	0.000	0.000	Merged-chr6-95712332-22
NR1261--MA0089.1.MAFG::NFE2L1	chr1	192727042	192727047	+	0.000	0.000	Merged-chr1-192727187-32
NR5359--MA0117.2.Mafb	chr15	83602907	83602918	+	0.000	0.000	Merged-chr15-83602865-55
NR14358--MA0089.1.MAFG::NFE2L1	chr9	63602415	63602420	+	0.000	0.000	Merged-chr9-63602538-63
NR6554--MA0496.2.MAFK	chr17	80139918	80139936	-	0.000	0.000	Merged-chr17-80140059-47
NR3622--MA0089.1.MAFG::NFE2L1	chr13	23556211	23556216	-	0.000	0.000	Merged-chr13-23556170-26
NR3618--MA0117.2.Mafb	chr13	22043125	22043136	-	0.000	0.000	Merged-chr13-22043154-75
NR15013--MA0117.2.Mafb	chrX	135752939	135752950	+	0.000	0.000	Merged-chrX-135752954-36
NR7357--MA0501.1.MAF::NFE2	chr19	46478915	46478929	-	0.000	0.000	Merged-chr19-46479050-50
NR6279--MA0591.1.Bach1::Mafk	chr17	32067789	32067803	+	0.000	0.000	Merged-chr17-32067769-19
NR7436--MA0659.1.MAFG	chr19	58051237	58051257	+	0.000	0.000	Merged-chr19-58051277-2
NR12299--MA0089.1.MAFG::NFE2L1	chr6	129552655	129552660	-	0.000	0.000	Merged-chr6-129552660-25
NR10892--MA0089.1.MAFG::NFE2L1	chr5	57964485	57964490	-	0.000	0.000	Merged-chr5-57964492-18
NR14053--MA0117.2.Mafb	chr8	127619294	127619305	-	0.000	0.000	Merged-chr8-127619122-1
NR2842--MA0501.1.MAF::NFE2	chr12	3349532	3349546	-	0.000	0.000	Merged-chr12-3349585-15
NR14962--MA0501.1.MAF::NFE2	chrX	101128826	101128840	+	0.000	0.000	Merged-chrX-101128722-47
NR12321--MA0117.2.Mafb	chr6	130538555	130538566	-	0.000	0.000	Merged-chr6-130538609-12
NR6243--MA0501.1.MAF::NFE2	chr17	27027480	27027494	+	0.000	0.000	Merged-chr17-27027661-33
NR2719--MA0089.1.MAFG::NFE2L1	chr11	104622869	104622874	-	0.000	0.000	Merged-chr11-104622687-63
NR7324--MA0117.2.Mafb	chr19	36816157	36816168	-	0.000	0.000	Merged-chr19-36816091-29
NR4744--MA0659.1.MAFG	chr14	73472443	73472463	+	0.000	0.000	Merged-chr14-73472602-8
NR63--MA0089.1.MAFG::NFE2L1	chr1	20740624	20740629	+	0.000	0.000	Merged-chr1-20740658-39
NR3748--MA0117.2.Mafb	chr13	44819586	44819597	+	0.000	0.000	Merged-chr13-44819494-25
NR6560--MA0591.1.Bach1::Mafk	chr17	80762648	80762662	+	0.000	0.000	Merged-chr17-80762560-27
NR12839--MA0591.1.Bach1::Mafk	chr7	78383907	78383921	-	0.000	0.000	Merged-chr7-78384000-1
NR13918--MA0089.1.MAFG::NFE2L1	chr8	111956164	111956169	+	0.000	0.000	Merged-chr8-111956180-5
NR1499--MA0591.1.Bach1::Mafk	chr10	43901035	43901049	+	0.000	0.000	Merged-chr10-43901198-1
