#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Maf/WT_Th1_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/log2fc_selected/all.df.numx.c5-DKO_Th1_vs_WT_Th1.dn.bed
NR6782--MA0496.2.MAFK	chr2	65134009	65134027	+	0.000	0.000	Merged-chr2-65133825-19
NR12193--MA0496.2.MAFK	chr9	15530006	15530024	+	0.000	0.000	Merged-chr9-15530031-64
NR1570--MA0496.2.MAFK	chr10	93069518	93069536	+	0.000	0.000	Merged-chr10-93069523-27
NR4311--MA0501.1.MAF::NFE2	chr14	121313552	121313566	-	0.000	0.000	Merged-chr14-121313397-5
NR9913--MA0496.2.MAFK	chr6	4086718	4086736	-	0.000	0.000	Merged-chr6-4086905-51
NR12307--MA0501.1.MAF::NFE2	chr9	45300632	45300646	+	0.000	0.000	Merged-chr9-45300691-53
NR10381--MA0495.2.MAFF	chr6	113047264	113047284	-	0.000	0.000	Merged-chr6-113047446-32
NR11935--MA0089.1.MAFG::NFE2L1	chr8	105801795	105801800	+	0.000	0.000	Merged-chr8-105801857-10
NR11558--MA0659.1.MAFG	chr7	141072584	141072604	-	0.000	0.000	Merged-chr7-141072410-71
NR10515--MA0089.1.MAFG::NFE2L1	chr6	128032624	128032629	+	0.000	0.000	Merged-chr6-128032520-30
NR127--MA0501.1.MAF::NFE2	chr1	51509243	51509257	+	0.000	0.000	Merged-chr1-51509217-43
NR2796--MA0089.1.MAFG::NFE2L1	chr12	79441383	79441388	-	0.000	0.000	Merged-chr12-79441349-14
NR2660--MA0496.2.MAFK	chr12	31997009	31997027	+	0.000	0.000	Merged-chr12-31997107-37
NR4916--MA0496.2.MAFK	chr16	34120984	34121002	-	0.000	0.000	Merged-chr16-34121097-41
NR8919--MA0591.1.Bach1::Mafk	chr4	139208976	139208990	+	0.000	0.000	Merged-chr4-139208801-43
NR8219--MA0089.1.MAFG::NFE2L1	chr3	143777360	143777365	-	0.000	0.000	Merged-chr3-143777288-1
NR8403--MA0495.2.MAFF	chr4	7596304	7596324	+	0.000	0.000	Merged-chr4-7596402-15
NR5003--MA0496.2.MAFK	chr16	52418694	52418712	-	0.000	0.000	Merged-chr16-52418568-49
NR7292--MA0501.1.MAF::NFE2	chr2	148869546	148869560	-	0.000	0.000	Merged-chr2-148869408-9
NR6449--MA0089.1.MAFG::NFE2L1	chr2	5895397	5895402	-	0.000	0.000	Merged-chr2-5895412-60
NR8104--MA0089.1.MAFG::NFE2L1	chr3	133159667	133159672	-	0.000	0.000	Merged-chr3-133159832-24
NR5837--MA0591.1.Bach1::Mafk	chr18	43477803	43477817	-	0.000	0.000	Merged-chr18-43477812-17
NR6467--MA0659.1.MAFG	chr2	8628739	8628759	-	0.000	0.000	Merged-chr2-8628681-1
NR5971--MA0089.1.MAFG::NFE2L1	chr18	70678683	70678688	+	0.000	0.000	Merged-chr18-70678715-18
NR4924--MA0591.1.Bach1::Mafk	chr16	36071614	36071628	+	0.000	0.000	Merged-chr16-36071679-92
NR6354--MA0501.1.MAF::NFE2	chr19	53572263	53572277	-	0.000	0.000	Merged-chr19-53572212-14
NR6279--MA0591.1.Bach1::Mafk	chr19	40618013	40618027	-	0.000	0.000	Merged-chr19-40618053-6
NR441--MA0496.2.MAFK	chr1	120245347	120245365	+	0.000	0.000	Merged-chr1-120245236-2
NR8885--MA0089.1.MAFG::NFE2L1	chr4	134586975	134586980	+	0.000	0.000	Merged-chr4-134586799-2
NR8633--MA0117.2.Mafb	chr4	95194836	95194847	+	0.000	0.000	Merged-chr4-95194969-49
NR2983--MA0089.1.MAFG::NFE2L1	chr12	107145827	107145832	-	0.000	0.000	Merged-chr12-107145643-13
NR12415--MA0117.2.Mafb	chr9	71848283	71848294	+	0.000	0.000	Merged-chr9-71848464-7
NR1919--MA0501.1.MAF::NFE2	chr11	19926270	19926284	+	0.000	0.000	Merged-chr11-19926174-9
NR2452--MA0117.2.Mafb	chr11	113298050	113298061	+	0.000	0.000	Merged-chr11-113297972-35
NR4968--MA0089.1.MAFG::NFE2L1	chr16	46103339	46103344	-	0.000	0.000	Merged-chr16-46103340-16
NR7342--MA0659.1.MAFG	chr2	153350989	153351009	-	0.000	0.000	Merged-chr2-153350886-63
NR12797--MA0591.1.Bach1::Mafk	chr9	119254766	119254780	-	0.000	0.000	Merged-chr9-119254891-26
NR4410--MA0591.1.Bach1::Mafk	chr15	31239948	31239962	-	0.000	0.000	Merged-chr15-31239940-27
NR10628--MA0089.1.MAFG::NFE2L1	chr6	140819554	140819559	-	0.000	0.000	Merged-chr6-140819599-25
NR9046--MA0089.1.MAFG::NFE2L1	chr4	150001504	150001509	+	0.000	0.000	Merged-chr4-150001453-41
NR10934--MA0659.1.MAFG	chr7	35647506	35647526	+	0.000	0.000	Merged-chr7-35647371-69
NR2907--MA0501.1.MAF::NFE2	chr12	98674814	98674828	-	0.000	0.000	Merged-chr12-98674935-52
NR6001--MA0591.1.Bach1::Mafk	chr18	75353822	75353836	+	0.000	0.000	Merged-chr18-75353755-51
NR84--MA0496.2.MAFK	chr1	38657805	38657823	-	0.000	0.000	Merged-chr1-38657935-57
NR5505--MA0089.1.MAFG::NFE2L1	chr17	56990325	56990330	-	0.000	0.000	Merged-chr17-56990173-63
NR8898--MA0089.1.MAFG::NFE2L1	chr4	135801682	135801687	+	0.000	0.000	Merged-chr4-135801650-5
NR12688--MA0089.1.MAFG::NFE2L1	chr9	107771162	107771167	+	0.000	0.000	Merged-chr9-107771032-67
NR11569--MA0501.1.MAF::NFE2	chr7	142340706	142340720	+	0.000	0.000	Merged-chr7-142340765-26
NR260--MA0501.1.MAF::NFE2	chr1	74398280	74398294	+	0.000	0.000	Merged-chr1-74398237-10
NR2881--MA0089.1.MAFG::NFE2L1	chr12	93230482	93230487	+	0.000	0.000	Merged-chr12-93230592-22
NR12368--MA0591.1.Bach1::Mafk	chr9	62425370	62425384	+	0.000	0.000	Merged-chr9-62425384-15
NR9074--MA0117.2.Mafb	chr4	156033082	156033093	+	0.000	0.000	Merged-chr4-156033433-76
NR12684--MA0659.1.MAFG	chr9	107629890	107629910	-	0.000	0.000	Merged-chr9-107629977-18
NR7565--MA0089.1.MAFG::NFE2L1	chr2	181681029	181681034	-	0.000	0.000	Merged-chr2-181680994-14
NR2026--MA0089.1.MAFG::NFE2L1	chr11	52076155	52076160	+	0.000	0.000	Merged-chr11-52076354-71
NR7074--MA0089.1.MAFG::NFE2L1	chr2	119251085	119251090	-	0.000	0.000	Merged-chr2-119251076-33
NR10311--MA0089.1.MAFG::NFE2L1	chr6	99402040	99402045	-	0.000	0.000	Merged-chr6-99401904-51
NR5795--MA0089.1.MAFG::NFE2L1	chr18	32485149	32485154	+	0.000	0.000	Merged-chr18-32485174-19
NR5008--MA0496.2.MAFK	chr16	52468521	52468539	+	0.000	0.000	Merged-chr16-52468577-24
NR2592--MA0089.1.MAFG::NFE2L1	chr12	12289900	12289905	+	0.000	0.000	Merged-chr12-12289844-38
NR3331--MA0089.1.MAFG::NFE2L1	chr13	32993542	32993547	-	0.000	0.000	Merged-chr13-32993550-50
NR5807--MA0089.1.MAFG::NFE2L1	chr18	34751628	34751633	+	0.000	0.000	Merged-chr18-34751743-52
NR6728--MA0501.1.MAF::NFE2	chr2	53668775	53668789	+	0.000	0.000	Merged-chr2-53668715-25
NR11946--MA0089.1.MAFG::NFE2L1	chr8	107505352	107505357	-	0.000	0.000	Merged-chr8-107505522-28
NR10807--MA0495.2.MAFF	chr7	16057370	16057390	+	0.000	0.000	Merged-chr7-16057177-61
NR7366--MA0591.1.Bach1::Mafk	chr2	157457673	157457687	-	0.000	0.000	Merged-chr2-157457672-72
NR2134--MA0591.1.Bach1::Mafk	chr11	69332066	69332080	+	0.000	0.000	Merged-chr11-69332186-23
NR7313--MA0496.2.MAFK	chr2	150840385	150840403	+	0.000	0.000	Merged-chr2-150840392-23
NR10043--MA0117.2.Mafb	chr6	39343991	39344002	-	0.000	0.000	Merged-chr6-39344168-15
NR11594--MA0117.2.Mafb	chr8	3516333	3516344	+	0.000	0.000	Merged-chr8-3516431-100
NR8090--MA0089.1.MAFG::NFE2L1	chr3	131057554	131057559	+	0.000	0.000	Merged-chr3-131057396-52
NR629--MA0089.1.MAFG::NFE2L1	chr1	153061617	153061622	+	0.000	0.000	Merged-chr1-153061689-5
NR1588--MA0501.1.MAF::NFE2	chr10	94919750	94919764	-	0.000	0.000	Merged-chr10-94919760-32
NR11021--MA0117.2.Mafb	chr7	64122535	64122546	-	0.000	0.000	Merged-chr7-64122484-38
NR5777--MA0501.1.MAF::NFE2	chr18	24185866	24185880	+	0.000	0.000	Merged-chr18-24185730-3
NR10164--MA0117.2.Mafb	chr6	67014762	67014773	+	0.000	0.000	Merged-chr6-67014748-19
NR4780--MA0659.1.MAFG	chr15	100687225	100687245	+	0.000	0.000	Merged-chr15-100687236-65
NR7490--MA0659.1.MAFG	chr2	173431830	173431850	-	0.000	0.000	Merged-chr2-173431870-16
NR118--MA0501.1.MAF::NFE2	chr1	43558491	43558505	-	0.000	0.000	Merged-chr1-43558472-4
NR2101--MA0496.2.MAFK	chr11	61684160	61684178	+	0.000	0.000	Merged-chr11-61684230-57
NR2413--MA0591.1.Bach1::Mafk	chr11	109744081	109744095	-	0.000	0.000	Merged-chr11-109744155-21
NR5618--MA0089.1.MAFG::NFE2L1	chr17	83902679	83902684	-	0.000	0.000	Merged-chr17-83902741-24
NR1394--MA0591.1.Bach1::Mafk	chr10	68540769	68540783	+	0.000	0.000	Merged-chr10-68540864-1
NR8690--MA0495.2.MAFF	chr4	106869719	106869739	+	0.000	0.000	Merged-chr4-106869679-64
NR6136--MA0117.2.Mafb	chr19	5532736	5532747	-	0.000	0.000	Merged-chr19-5532720-31
NR12241--MA0659.1.MAFG	chr9	32539800	32539820	+	0.000	0.000	Merged-chr9-32539747-88
NR4419--MA0501.1.MAF::NFE2	chr15	34388924	34388938	-	0.000	0.000	Merged-chr15-34389092-27
NR8873--MA0496.2.MAFK	chr4	133625796	133625814	+	0.000	0.000	Merged-chr4-133625907-62
NR5064--MA0117.2.Mafb	chr16	62786674	62786685	-	0.000	0.000	Merged-chr16-62786815-64
NR3764--MA0496.2.MAFK	chr13	111265852	111265870	+	0.000	0.000	Merged-chr13-111265821-37
NR7105--MA0117.2.Mafb	chr2	125667316	125667327	-	0.000	0.000	Merged-chr2-125667396-37
NR10915--MA0089.1.MAFG::NFE2L1	chr7	30219506	30219511	+	0.000	0.000	Merged-chr7-30219688-54
NR12498--MA0501.1.MAF::NFE2	chr9	82809120	82809134	-	0.000	0.000	Merged-chr9-82809314-11
NR12174--MA0501.1.MAF::NFE2	chr9	8042822	8042836	+	0.000	0.000	Merged-chr9-8042887-59
NR2349--MA0591.1.Bach1::Mafk	chr11	100841109	100841123	-	0.000	0.000	Merged-chr11-100841075-18
NR4948--MA0496.2.MAFK	chr16	43303489	43303507	+	0.000	0.000	Merged-chr16-43303663-37
NR11798--MA0496.2.MAFK	chr8	72571104	72571122	-	0.000	0.000	Merged-chr8-72571324-95
NR1995--MA0591.1.Bach1::Mafk	chr11	46458128	46458142	-	0.000	0.000	Merged-chr11-46458055-5
NR2247--MA0659.1.MAFG	chr11	85324146	85324166	-	0.000	0.000	Merged-chr11-85324179-42
NR6703--MA0495.2.MAFF	chr2	52938453	52938473	+	0.000	0.000	Merged-chr2-52938398-15
NR12305--MA0591.1.Bach1::Mafk	chr9	45241507	45241521	+	0.000	0.000	Merged-chr9-45241570-21
NR2792--MA0089.1.MAFG::NFE2L1	chr12	78919386	78919391	-	0.000	0.000	Merged-chr12-78919443-34
NR10020--MA0089.1.MAFG::NFE2L1	chr6	31219130	31219135	+	0.000	0.000	Merged-chr6-31219106-11
NR3590--MA0495.2.MAFF	chr13	92241620	92241640	+	0.000	0.000	Merged-chr13-92241716-35
NR2628--MA0591.1.Bach1::Mafk	chr12	25155590	25155604	-	0.000	0.000	Merged-chr12-25155613-40
NR1715--MA0591.1.Bach1::Mafk	chr10	116426356	116426370	-	0.000	0.000	Merged-chr10-116426397-21
NR9366--MA0591.1.Bach1::Mafk	chr5	74470992	74471006	+	0.000	0.000	Merged-chr5-74471085-11
NR3733--MA0089.1.MAFG::NFE2L1	chr13	109776341	109776346	-	0.000	0.000	Merged-chr13-109776276-46
NR6234--MA0501.1.MAF::NFE2	chr19	29251326	29251340	-	0.000	0.000	Merged-chr19-29251639-67
NR8781--MA0089.1.MAFG::NFE2L1	chr4	120044808	120044813	-	0.000	0.000	Merged-chr4-120044912-16
NR4456--MA0591.1.Bach1::Mafk	chr15	41612395	41612409	+	0.000	0.000	Merged-chr15-41612397-47
NR12393--MA0591.1.Bach1::Mafk	chr9	69125460	69125474	+	0.000	0.000	Merged-chr9-69125560-59
NR5135--MA0501.1.MAF::NFE2	chr16	84496928	84496942	-	0.000	0.000	Merged-chr16-84496971-26
NR8775--MA0591.1.Bach1::Mafk	chr4	118179999	118180013	+	0.000	0.000	Merged-chr4-118179905-83
NR12371--MA0659.1.MAFG	chr9	62425367	62425387	-	0.000	0.000	Merged-chr9-62425384-15
NR11857--MA0089.1.MAFG::NFE2L1	chr8	84689264	84689269	-	0.000	0.000	Merged-chr8-84689283-39
NR2558--MA0496.2.MAFK	chr11	121039352	121039370	+	0.000	0.000	Merged-chr11-121039238-62
NR3948--MA0089.1.MAFG::NFE2L1	chr14	27357264	27357269	-	0.000	0.000	Merged-chr14-27357403-10
NR917--MA0495.2.MAFF	chr1	181866628	181866648	+	0.000	0.000	Merged-chr1-181866572-42
NR5112--MA0089.1.MAFG::NFE2L1	chr16	77038108	77038113	-	0.000	0.000	Merged-chr16-77038211-5
NR1566--MA0591.1.Bach1::Mafk	chr10	93069520	93069534	-	0.000	0.000	Merged-chr10-93069523-27
NR7085--MA0089.1.MAFG::NFE2L1	chr2	121442635	121442640	+	0.000	0.000	Merged-chr2-121442652-51
NR10607--MA0591.1.Bach1::Mafk	chr6	140466511	140466525	+	0.000	0.000	Merged-chr6-140466408-37
NR10386--MA0496.2.MAFK	chr6	113047639	113047657	+	0.000	0.000	Merged-chr6-113047446-32
NR9645--MA0591.1.Bach1::Mafk	chr5	115126766	115126780	+	0.000	0.000	Merged-chr5-115126925-31
NR9446--MA0089.1.MAFG::NFE2L1	chr5	91007240	91007245	+	0.000	0.000	Merged-chr5-91007103-17
NR8026--MA0089.1.MAFG::NFE2L1	chr3	123316216	123316221	-	0.000	0.000	Merged-chr3-123316213-21
NR4646--MA0117.2.Mafb	chr15	80318084	80318095	+	0.000	0.000	Merged-chr15-80318050-7
NR801--MA0089.1.MAFG::NFE2L1	chr1	170998284	170998289	+	0.000	0.000	Merged-chr1-170998408-32
NR8692--MA0117.2.Mafb	chr4	106869719	106869730	+	0.000	0.000	Merged-chr4-106869679-64
NR12141--MA0495.2.MAFF	chr8	128333587	128333607	-	0.000	0.000	Merged-chr8-128333532-18
NR1392--MA0496.2.MAFK	chr10	68240708	68240726	-	0.000	0.000	Merged-chr10-68240828-58
NR9052--MA0501.1.MAF::NFE2	chr4	150914466	150914480	+	0.000	0.000	Merged-chr4-150914484-29
NR11668--MA0089.1.MAFG::NFE2L1	chr8	27137160	27137165	-	0.000	0.000	Merged-chr8-27137178-38
NR10400--MA0495.2.MAFF	chr6	114905019	114905039	+	0.000	0.000	Merged-chr6-114905018-60
NR6732--MA0659.1.MAFG	chr2	53668848	53668868	-	0.000	0.000	Merged-chr2-53668715-25
NR10011--MA0501.1.MAF::NFE2	chr6	31100826	31100840	-	0.000	0.000	Merged-chr6-31100809-44
NR7121--MA0496.2.MAFK	chr2	128335845	128335863	-	0.000	0.000	Merged-chr2-128335870-5
NR9924--MA0591.1.Bach1::Mafk	chr6	6577514	6577528	+	0.000	0.000	Merged-chr6-6577639-1
NR6278--MA0495.2.MAFF	chr19	40618010	40618030	+	0.000	0.000	Merged-chr19-40618053-6
NR8446--MA0117.2.Mafb	chr4	24569382	24569393	-	0.000	0.000	Merged-chr4-24569297-30
NR7755--MA0591.1.Bach1::Mafk	chr3	86142721	86142735	-	0.000	0.000	Merged-chr3-86142688-69
NR7589--MA0089.1.MAFG::NFE2L1	chr3	9853200	9853205	+	0.000	0.000	Merged-chr3-9853322-69
NR5882--MA0495.2.MAFF	chr18	55107147	55107167	+	0.000	0.000	Merged-chr18-55107186-34
NR11693--MA0501.1.MAF::NFE2	chr8	34543011	34543025	+	0.000	0.000	Merged-chr8-34542916-15
NR5501--MA0089.1.MAFG::NFE2L1	chr17	56627173	56627178	+	0.000	0.000	Merged-chr17-56627075-72
NR10178--MA0117.2.Mafb	chr6	70714417	70714428	-	0.000	0.000	Merged-chr6-70714490-34
NR5010--MA0089.1.MAFG::NFE2L1	chr16	52468668	52468673	-	0.000	0.000	Merged-chr16-52468577-24
NR1572--MA0089.1.MAFG::NFE2L1	chr10	93124500	93124505	-	0.000	0.000	Merged-chr10-93124386-49
NR8793--MA0501.1.MAF::NFE2	chr4	121024175	121024189	-	0.000	0.000	Merged-chr4-121024111-11
NR4628--MA0591.1.Bach1::Mafk	chr15	77733618	77733632	-	0.000	0.000	Merged-chr15-77733561-52
NR10659--MA0501.1.MAF::NFE2	chr6	142519107	142519121	+	0.000	0.000	Merged-chr6-142519262-28
NR5884--MA0659.1.MAFG	chr18	55107147	55107167	+	0.000	0.000	Merged-chr18-55107186-34
NR8476--MA0591.1.Bach1::Mafk	chr4	33031345	33031359	+	0.000	0.000	Merged-chr4-33031419-61
NR9781--MA0501.1.MAF::NFE2	chr5	137720491	137720505	-	0.000	0.000	Merged-chr5-137720664-12
NR12031--MA0117.2.Mafb	chr8	122533260	122533271	-	0.000	0.000	Merged-chr8-122533289-14
NR4082--MA0089.1.MAFG::NFE2L1	chr14	67841941	67841946	-	0.000	0.000	Merged-chr14-67841831-15
NR10483--MA0501.1.MAF::NFE2	chr6	125541046	125541060	-	0.000	0.000	Merged-chr6-125540912-17
NR2653--MA0591.1.Bach1::Mafk	chr12	31950445	31950459	-	0.000	0.000	Merged-chr12-31950155-135
NR6394--MA0496.2.MAFK	chr19	57329137	57329155	-	0.000	0.000	Merged-chr19-57329037-3
NR10505--MA0117.2.Mafb	chr6	127219511	127219522	+	0.000	0.000	Merged-chr6-127219541-27
NR9109--MA0591.1.Bach1::Mafk	chr5	8841046	8841060	-	0.000	0.000	Merged-chr5-8841034-18
NR6580--MA0501.1.MAF::NFE2	chr2	29683795	29683809	+	0.000	0.000	Merged-chr2-29683864-12
NR10233--MA0089.1.MAFG::NFE2L1	chr6	86148813	86148818	+	0.000	0.000	Merged-chr6-86148822-10
NR8792--MA0089.1.MAFG::NFE2L1	chr4	121016847	121016852	-	0.000	0.000	Merged-chr4-121016870-126
NR4309--MA0089.1.MAFG::NFE2L1	chr14	121313562	121313567	-	0.000	0.000	Merged-chr14-121313397-5
NR2386--MA0117.2.Mafb	chr11	106716760	106716771	-	0.000	0.000	Merged-chr11-106716812-28
NR2167--MA0659.1.MAFG	chr11	73131228	73131248	-	0.000	0.000	Merged-chr11-73131233-35
NR9733--MA0089.1.MAFG::NFE2L1	chr5	124233201	124233206	-	0.000	0.000	Merged-chr5-124233258-22
NR12103--MA0089.1.MAFG::NFE2L1	chr8	126971098	126971103	-	0.000	0.000	Merged-chr8-126971027-48
NR5351--MA0591.1.Bach1::Mafk	chr17	21962761	21962775	+	0.000	0.000	Merged-chr17-21962669-83
NR12293--MA0089.1.MAFG::NFE2L1	chr9	44567923	44567928	-	0.000	0.000	Merged-chr9-44568083-63
NR13032--MA0089.1.MAFG::NFE2L1	chrX	163848715	163848720	+	0.000	0.000	Merged-chrX-163848776-29
NR1990--MA0117.2.Mafb	chr11	44581512	44581523	+	0.000	0.000	Merged-chr11-44581458-41
NR6549--MA0501.1.MAF::NFE2	chr2	19415044	19415058	-	0.000	0.000	Merged-chr2-19414957-75
NR10073--MA0496.2.MAFK	chr6	50381954	50381972	+	0.000	0.000	Merged-chr6-50381887-74
NR10372--MA0501.1.MAF::NFE2	chr6	108895322	108895336	+	0.000	0.000	Merged-chr6-108895381-27
NR5546--MA0501.1.MAF::NFE2	chr17	73263282	73263296	-	0.000	0.000	Merged-chr17-73263273-50
NR503--MA0659.1.MAFG	chr1	131108796	131108816	+	0.000	0.000	Merged-chr1-131108920-12
NR4543--MA0501.1.MAF::NFE2	chr15	62145428	62145442	-	0.000	0.000	Merged-chr15-62145292-46
NR5766--MA0495.2.MAFF	chr18	23754629	23754649	+	0.000	0.000	Merged-chr18-23754514-42
NR12999--MA0089.1.MAFG::NFE2L1	chrX	106135335	106135340	-	0.000	0.000	Merged-chrX-106135223-1
NR6630--MA0089.1.MAFG::NFE2L1	chr2	36136641	36136646	+	0.000	0.000	Merged-chr2-36136611-74
NR2546--MA0591.1.Bach1::Mafk	chr11	120353799	120353813	-	0.000	0.000	Merged-chr11-120353921-57
NR12376--MA0117.2.Mafb	chr9	63711918	63711929	-	0.000	0.000	Merged-chr9-63712041-20
NR1281--MA0089.1.MAFG::NFE2L1	chr10	39402587	39402592	-	0.000	0.000	Merged-chr10-39402648-48
NR4271--MA0501.1.MAF::NFE2	chr14	118796414	118796428	+	0.000	0.000	Merged-chr14-118796395-16
NR6341--MA0089.1.MAFG::NFE2L1	chr19	53338762	53338767	+	0.000	0.000	Merged-chr19-53338883-3
NR8693--MA0591.1.Bach1::Mafk	chr4	106869722	106869736	-	0.000	0.000	Merged-chr4-106869679-64
NR6438--MA0501.1.MAF::NFE2	chr2	3713421	3713435	+	0.000	0.000	Merged-chr2-3713630-67
NR8348--MA0117.2.Mafb	chr3	156493111	156493122	+	0.000	0.000	Merged-chr3-156493158-1
NR10261--MA0501.1.MAF::NFE2	chr6	90627657	90627671	+	0.000	0.000	Merged-chr6-90627776-24
NR12480--MA0089.1.MAFG::NFE2L1	chr9	80258514	80258519	-	0.000	0.000	Merged-chr9-80258560-14
NR9367--MA0501.1.MAF::NFE2	chr5	74470995	74471009	+	0.000	0.000	Merged-chr5-74471085-11
NR6556--MA0089.1.MAFG::NFE2L1	chr2	24409126	24409131	+	0.000	0.000	Merged-chr2-24409347-31
NR9631--MA0089.1.MAFG::NFE2L1	chr5	114773548	114773553	-	0.000	0.000	Merged-chr5-114773401-70
NR2908--MA0496.2.MAFK	chr12	98674815	98674833	+	0.000	0.000	Merged-chr12-98674935-52
NR3018--MA0495.2.MAFF	chr12	110438524	110438544	-	0.000	0.000	Merged-chr12-110438622-2
NR9326--MA0591.1.Bach1::Mafk	chr5	67404584	67404598	+	0.000	0.000	Merged-chr5-67404737-28
NR10313--MA0659.1.MAFG	chr6	99420832	99420852	+	0.000	0.000	Merged-chr6-99420809-31
NR7072--MA0591.1.Bach1::Mafk	chr2	118667988	118668002	-	0.000	0.000	Merged-chr2-118668058-11
NR8650--MA0591.1.Bach1::Mafk	chr4	97831811	97831825	+	0.000	0.000	Merged-chr4-97831633-55
NR11477--MA0089.1.MAFG::NFE2L1	chr7	132686630	132686635	-	0.000	0.000	Merged-chr7-132686748-28
NR8391--MA0495.2.MAFF	chr4	6446815	6446835	+	0.000	0.000	Merged-chr4-6446926-20
NR2279--MA0117.2.Mafb	chr11	88011753	88011764	-	0.000	0.000	Merged-chr11-88011784-26
NR6436--MA0591.1.Bach1::Mafk	chr2	3713418	3713432	+	0.000	0.000	Merged-chr2-3713630-67
NR10648--MA0089.1.MAFG::NFE2L1	chr6	141435771	141435776	-	0.000	0.000	Merged-chr6-141435632-1
NR3591--MA0591.1.Bach1::Mafk	chr13	92241623	92241637	+	0.000	0.000	Merged-chr13-92241716-35
NR3354--MA0591.1.Bach1::Mafk	chr13	41346002	41346016	-	0.000	0.000	Merged-chr13-41345949-16
NR12289--MA0591.1.Bach1::Mafk	chr9	44517480	44517494	+	0.000	0.000	Merged-chr9-44517678-51
NR11291--MA0591.1.Bach1::Mafk	chr7	109458492	109458506	-	0.000	0.000	Merged-chr7-109458509-7
NR2120--MA0089.1.MAFG::NFE2L1	chr11	67580640	67580645	+	0.000	0.000	Merged-chr11-67580687-16
NR5768--MA0117.2.Mafb	chr18	23754638	23754649	-	0.000	0.000	Merged-chr18-23754514-42
NR132--MA0089.1.MAFG::NFE2L1	chr1	52856598	52856603	+	0.000	0.000	Merged-chr1-52856467-10
NR11515--MA0659.1.MAFG	chr7	136152645	136152665	-	0.000	0.000	Merged-chr7-136152676-10
NR4295--MA0089.1.MAFG::NFE2L1	chr14	120572338	120572343	-	0.000	0.000	Merged-chr14-120572441-59
NR505--MA0501.1.MAF::NFE2	chr1	131108796	131108810	-	0.000	0.000	Merged-chr1-131108920-12
NR12246--MA0591.1.Bach1::Mafk	chr9	32730794	32730808	+	0.000	0.000	Merged-chr9-32730710-3
NR12833--MA0501.1.MAF::NFE2	chr9	122310950	122310964	+	0.000	0.000	Merged-chr9-122310830-40
NR10658--MA0659.1.MAFG	chr6	142519101	142519121	-	0.000	0.000	Merged-chr6-142519262-28
NR11929--MA0496.2.MAFK	chr8	105170475	105170493	+	0.000	0.000	Merged-chr8-105170559-11
NR6165--MA0089.1.MAFG::NFE2L1	chr19	11387401	11387406	+	0.000	0.000	Merged-chr19-11387289-24
NR2079--MA0501.1.MAF::NFE2	chr11	60353048	60353062	-	0.000	0.000	Merged-chr11-60353018-61
NR11977--MA0591.1.Bach1::Mafk	chr8	115618591	115618605	-	0.000	0.000	Merged-chr8-115618419-52
NR11638--MA0501.1.MAF::NFE2	chr8	13649302	13649316	-	0.000	0.000	Merged-chr8-13649370-68
NR6050--MA0089.1.MAFG::NFE2L1	chr18	81404874	81404879	-	0.000	0.000	Merged-chr18-81404957-28
NR12680--MA0089.1.MAFG::NFE2L1	chr9	107629336	107629341	+	0.000	0.000	Merged-chr9-107629461-7
NR8834--MA0501.1.MAF::NFE2	chr4	126110990	126111004	-	0.000	0.000	Merged-chr4-126110742-108
NR5827--MA0089.1.MAFG::NFE2L1	chr18	39835788	39835793	+	0.000	0.000	Merged-chr18-39835954-30
NR10539--MA0501.1.MAF::NFE2	chr6	130430850	130430864	+	0.000	0.000	Merged-chr6-130430787-10
NR1196--MA0496.2.MAFK	chr10	19718893	19718911	-	0.000	0.000	Merged-chr10-19718932-45
NR9691--MA0496.2.MAFK	chr5	118620496	118620514	-	0.000	0.000	Merged-chr5-118620530-42
NR6623--MA0496.2.MAFK	chr2	35445609	35445627	+	0.000	0.000	Merged-chr2-35445506-29
NR5957--MA0501.1.MAF::NFE2	chr18	67301729	67301743	+	0.000	0.000	Merged-chr18-67301646-31
NR11934--MA0591.1.Bach1::Mafk	chr8	105701180	105701194	-	0.000	0.000	Merged-chr8-105701178-128
NR1419--MA0089.1.MAFG::NFE2L1	chr10	75146211	75146216	-	0.000	0.000	Merged-chr10-75146347-53
NR7206--MA0089.1.MAFG::NFE2L1	chr2	139841571	139841576	-	0.000	0.000	Merged-chr2-139841440-80
NR4998--MA0591.1.Bach1::Mafk	chr16	52418696	52418710	+	0.000	0.000	Merged-chr16-52418568-49
NR6182--MA0591.1.Bach1::Mafk	chr19	14668744	14668758	+	0.000	0.000	Merged-chr19-14668781-26
NR10660--MA0496.2.MAFK	chr6	142519102	142519120	+	0.000	0.000	Merged-chr6-142519262-28
NR2618--MA0495.2.MAFF	chr12	21437726	21437746	-	0.000	0.000	Merged-chr12-21437615-25
NR2059--MA0089.1.MAFG::NFE2L1	chr11	55461091	55461096	+	0.000	0.000	Merged-chr11-55461087-74
