#Name (cmd = mergePeaks -d 200 -cobound 1 ./2_mpbs_Klf/WT_Tfh_mpbs.ordered.bed /Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed)	chr	start	end	strand	stat	stat2	/Volumes/Yolanda/jycATAC/JYC_DataAnalysis/4_DEseq2/pval-0.1_selected/pval-0.1_updn/all.df.numx.c5-WT_Tfh_vs_WT_Th1-pval-0.1_up.bed
NR46413--MA0741.1.KLF16	chr4	101217265	101217275	-	0.000	0.000	Merged-chr4-101217167-64
NR32611--MA0599.1.KLF5	chr18	82532270	82532279	-	0.000	0.000	Merged-chr18-82532131-16
NR36196--MA0599.1.KLF5	chr2	52542689	52542698	+	0.000	0.000	Merged-chr2-52542865-9
NR40351--MA0657.1.KLF13	chr3	9719196	9719213	-	0.000	0.000	Merged-chr3-9719164-20
NR51264--MA0599.1.KLF5	chr5	92925384	92925393	-	0.000	0.000	Merged-chr5-92925240-13
NR346--MA0599.1.KLF5	chr1	34831629	34831638	-	0.000	0.000	Merged-chr1-34831505-37
NR4239--MA0741.1.KLF16	chr1	180483486	180483496	+	0.000	0.000	Merged-chr1-180483466-4
NR17994--MA1107.1.KLF9	chr13	94567544	94567556	-	0.000	0.000	Merged-chr13-94567668-9
NR35414--MA1107.1.KLF9	chr2	26628299	26628311	-	0.000	0.000	Merged-chr2-26628456-31
NR26676--MA0740.1.KLF14	chr16	76283301	76283314	+	0.000	0.000	Merged-chr16-76283420-1
NR7868--MA0741.1.KLF16	chr10	96586770	96586780	+	0.000	0.000	Merged-chr10-96586950-48
NR57678--MA0599.1.KLF5	chr6	128143626	128143635	-	0.000	0.000	Merged-chr6-128143679-59
NR41757--MA0493.1.Klf1	chr3	89892869	89892879	-	0.000	0.000	Merged-chr3-89892725-25
NR1686--MA0741.1.KLF16	chr1	91825518	91825528	-	0.000	0.000	Merged-chr1-91825474-20
NR49208--MA0039.3.KLF4	chr5	3606218	3606228	-	0.000	0.000	Merged-chr5-3606104-9
NR67489--MA0741.1.KLF16	chr8	126699189	126699199	-	0.000	0.000	Merged-chr8-126699390-72
NR61751--MA0740.1.KLF14	chr7	101012082	101012095	-	0.000	0.000	Merged-chr7-101011923-30
NR71101--MA0599.1.KLF5	chr9	115387584	115387593	+	0.000	0.000	Merged-chr9-115387656-46
NR60639--MA0599.1.KLF5	chr7	57591064	57591073	+	0.000	0.000	Merged-chr7-57591036-32
NR65000--MA0741.1.KLF16	chr8	60505777	60505787	-	0.000	0.000	Merged-chr8-60505912-35
NR35531--MA0493.1.Klf1	chr2	29622613	29622623	-	0.000	0.000	Merged-chr2-29622559-44
NR37164--MA1107.1.KLF9	chr2	93454480	93454492	+	0.000	0.000	Merged-chr2-93454506-54
NR21119--MA0493.1.Klf1	chr14	76177400	76177410	+	0.000	0.000	Merged-chr14-76177407-12
NR48292--MA0741.1.KLF16	chr4	140833016	140833026	-	0.000	0.000	Merged-chr4-140833040-18
NR60091--MA0039.3.KLF4	chr7	35774223	35774233	+	0.000	0.000	Merged-chr7-35774249-18
NR7897--MA1107.1.KLF9	chr10	98745688	98745700	+	0.000	0.000	Merged-chr10-98745748-77
NR36813--MA0742.1.Klf12	chr2	77249873	77249887	+	0.000	0.000	Merged-chr2-77250040-39
NR47086--MA0740.1.KLF14	chr4	120287852	120287865	-	0.000	0.000	Merged-chr4-120287807-68
NR118--MA0599.1.KLF5	chr1	13427008	13427017	-	0.000	0.000	Merged-chr1-13426973-84
NR61961--MA0493.1.Klf1	chr7	107664508	107664518	+	0.000	0.000	Merged-chr7-107664561-57
NR41765--MA0039.3.KLF4	chr3	89911331	89911341	-	0.000	0.000	Merged-chr3-89911440-10
NR57528--MA0742.1.Klf12	chr6	125433842	125433856	+	0.000	0.000	Merged-chr6-125433874-28
NR5807--MA1107.1.KLF9	chr10	42849026	42849038	-	0.000	0.000	Merged-chr10-42848913-29
NR49280--MA1107.1.KLF9	chr5	5749404	5749416	+	0.000	0.000	Merged-chr5-5749564-48
NR64224--MA0599.1.KLF5	chr8	14968213	14968222	-	0.000	0.000	Merged-chr8-14968096-34
NR70022--MA0740.1.KLF14	chr9	88719820	88719833	-	0.000	0.000	Merged-chr9-88719952-88
NR40353--MA0741.1.KLF16	chr3	9719201	9719211	-	0.000	0.000	Merged-chr3-9719164-20
NR5806--MA0741.1.KLF16	chr10	42849027	42849037	-	0.000	0.000	Merged-chr10-42848913-29
NR24509--MA1107.1.KLF9	chr15	95885016	95885028	+	0.000	0.000	Merged-chr15-95885143-33
NR48792--MA0657.1.KLF13	chr4	150339122	150339139	-	0.000	0.000	Merged-chr4-150339180-18
NR39223--MA1107.1.KLF9	chr2	158673412	158673424	+	0.000	0.000	Merged-chr2-158673458-23
NR44826--MA0599.1.KLF5	chr4	33077860	33077869	+	0.000	0.000	Merged-chr4-33077761-28
NR67385--MA1107.1.KLF9	chr8	125080715	125080727	+	0.000	0.000	Merged-chr8-125080812-18
NR6466--MA0740.1.KLF14	chr10	68445694	68445707	-	0.000	0.000	Merged-chr10-68445900-93
NR46341--MA0740.1.KLF14	chr4	97996085	97996098	+	0.000	0.000	Merged-chr4-97996259-58
NR1827--MA0741.1.KLF16	chr1	96871621	96871631	-	0.000	0.000	Merged-chr1-96871649-2
NR31700--MA0741.1.KLF16	chr18	57970446	57970456	+	0.000	0.000	Merged-chr18-57970531-36
NR466--MA1107.1.KLF9	chr1	38395434	38395446	+	0.000	0.000	Merged-chr1-38395375-19
NR63062--MA0741.1.KLF16	chr7	130631891	130631901	-	0.000	0.000	Merged-chr7-130631867-47
NR63999--MA0741.1.KLF16	chr8	8661411	8661421	+	0.000	0.000	Merged-chr8-8661451-105
NR12089--MA0740.1.KLF14	chr11	99116116	99116129	+	0.000	0.000	Merged-chr11-99116157-23
NR69757--MA0039.3.KLF4	chr9	80313761	80313771	-	0.000	0.000	Merged-chr9-80313733-27
NR69472--MA0599.1.KLF5	chr9	73163268	73163277	-	0.000	0.000	Merged-chr9-73163191-23
NR2340--MA0039.3.KLF4	chr1	128713045	128713055	+	0.000	0.000	Merged-chr1-128713010-21
NR39676--MA0493.1.Klf1	chr2	167936117	167936127	-	0.000	0.000	Merged-chr2-167936072-3
NR2037--MA0742.1.Klf12	chr1	119637160	119637174	+	0.000	0.000	Merged-chr1-119636990-21
NR68248--MA0599.1.KLF5	chr9	36905624	36905633	-	0.000	0.000	Merged-chr9-36905642-9
NR23329--MA0741.1.KLF16	chr15	72859486	72859496	+	0.000	0.000	Merged-chr15-72859470-25
NR44454--MA0741.1.KLF16	chr4	5644636	5644646	-	0.000	0.000	Merged-chr4-5644345-65
NR72503--MA0039.3.KLF4	chrX	134162636	134162646	-	0.000	0.000	Merged-chrX-134162858-35
NR31451--MA0742.1.Klf12	chr18	44392721	44392735	-	0.000	0.000	Merged-chr18-44392575-22
NR54636--MA1107.1.KLF9	chr6	17382926	17382938	-	0.000	0.000	Merged-chr6-17382878-11
NR21244--MA0742.1.Klf12	chr14	84443428	84443442	+	0.000	0.000	Merged-chr14-84443299-57
NR15731--MA0599.1.KLF5	chr12	111007861	111007870	+	0.000	0.000	Merged-chr12-111007914-34
NR22328--MA0740.1.KLF14	chr15	9189984	9189997	+	0.000	0.000	Merged-chr15-9190055-23
NR1595--MA0039.3.KLF4	chr1	88279442	88279452	-	0.000	0.000	Merged-chr1-88279469-20
NR52362--MA0741.1.KLF16	chr5	118661944	118661954	+	0.000	0.000	Merged-chr5-118661904-17
NR55158--MA0493.1.Klf1	chr6	43619501	43619511	+	0.000	0.000	Merged-chr6-43619418-19
NR43852--MA0741.1.KLF16	chr3	146045218	146045228	-	0.000	0.000	Merged-chr3-146045142-29
NR5283--MA0039.3.KLF4	chr10	14097956	14097966	-	0.000	0.000	Merged-chr10-14097983-8
NR25686--MA0740.1.KLF14	chr16	29814103	29814116	+	0.000	0.000	Merged-chr16-29814134-35
NR23611--MA0740.1.KLF14	chr15	77306643	77306656	+	0.000	0.000	Merged-chr15-77306793-46
NR9745--MA0741.1.KLF16	chr11	32020366	32020376	-	0.000	0.000	Merged-chr11-32020422-50
NR50421--MA0599.1.KLF5	chr5	53605582	53605591	-	0.000	0.000	Merged-chr5-53605625-25
NR67269--MA1107.1.KLF9	chr8	122769454	122769466	-	0.000	0.000	Merged-chr8-122769435-21
NR49495--MA0039.3.KLF4	chr5	20083296	20083306	+	0.000	0.000	Merged-chr5-20083207-6
NR30695--MA1107.1.KLF9	chr17	88753265	88753277	+	0.000	0.000	Merged-chr17-88753234-51
NR52246--MA1107.1.KLF9	chr5	115693541	115693553	-	0.000	0.000	Merged-chr5-115693567-32
NR12563--MA0741.1.KLF16	chr11	109375503	109375513	-	0.000	0.000	Merged-chr11-109375589-56
NR70262--MA0657.1.KLF13	chr9	96696554	96696571	-	0.000	0.000	Merged-chr9-96696442-50
NR42787--MA0741.1.KLF16	chr3	116200273	116200283	+	0.000	0.000	Merged-chr3-116200281-40
NR38376--MA0493.1.Klf1	chr2	132379897	132379907	-	0.000	0.000	Merged-chr2-132379852-19
NR16446--MA0741.1.KLF16	chr13	28884283	28884293	-	0.000	0.000	Merged-chr13-28884388-8
NR27093--MA0741.1.KLF16	chr16	93574646	93574656	-	0.000	0.000	Merged-chr16-93574695-56
NR44999--MA0742.1.Klf12	chr4	41295618	41295632	+	0.000	0.000	Merged-chr4-41295781-15
NR22422--MA0741.1.KLF16	chr15	25269712	25269722	-	0.000	0.000	Merged-chr15-25269773-79
NR40815--MA1107.1.KLF9	chr3	37232879	37232891	-	0.000	0.000	Merged-chr3-37232872-35
NR30495--MA0742.1.Klf12	chr17	84243744	84243758	-	0.000	0.000	Merged-chr17-84243747-20
NR67763--MA0740.1.KLF14	chr9	14860111	14860124	-	0.000	0.000	Merged-chr9-14860270-32
NR8321--MA0493.1.Klf1	chr10	117104436	117104446	-	0.000	0.000	Merged-chr10-117104293-23
NR5870--MA1107.1.KLF9	chr10	44444022	44444034	-	0.000	0.000	Merged-chr10-44443949-54
NR14431--MA0599.1.KLF5	chr12	70347390	70347399	+	0.000	0.000	Merged-chr12-70347404-45
NR12596--MA0599.1.KLF5	chr11	109785473	109785482	-	0.000	0.000	Merged-chr11-109785498-8
NR45369--MA1107.1.KLF9	chr4	47011205	47011217	-	0.000	0.000	Merged-chr4-47011023-46
NR65001--MA0599.1.KLF5	chr8	60632658	60632667	-	0.000	0.000	Merged-chr8-60632762-58
NR4969--MA0493.1.Klf1	chr1	193285715	193285725	+	0.000	0.000	Merged-chr1-193285975-30
NR64990--MA0741.1.KLF16	chr8	57743796	57743806	+	0.000	0.000	Merged-chr8-57743874-24
NR23385--MA0741.1.KLF16	chr15	73716730	73716740	+	0.000	0.000	Merged-chr15-73716639-32
NR47087--MA0657.1.KLF13	chr4	120287849	120287866	-	0.000	0.000	Merged-chr4-120287807-68
NR25506--MA0493.1.Klf1	chr16	18733518	18733528	+	0.000	0.000	Merged-chr16-18733506-32
NR489--MA1107.1.KLF9	chr1	39102341	39102353	-	0.000	0.000	Merged-chr1-39102412-8
NR17132--MA0742.1.Klf12	chr13	56704042	56704056	-	0.000	0.000	Merged-chr13-56703613-154
NR34392--MA1107.1.KLF9	chr19	55260749	55260761	-	0.000	0.000	Merged-chr19-55260920-21
NR5839--MA1107.1.KLF9	chr10	43706317	43706329	-	0.000	0.000	Merged-chr10-43706280-54
NR5624--MA1107.1.KLF9	chr10	37721428	37721440	+	0.000	0.000	Merged-chr10-37721362-7
NR37332--MA0741.1.KLF16	chr2	102186182	102186192	+	0.000	0.000	Merged-chr2-102186171-70
NR2252--MA0493.1.Klf1	chr1	127322311	127322321	+	0.000	0.000	Merged-chr1-127322582-29
NR71231--MA0493.1.Klf1	chr9	118512760	118512770	+	0.000	0.000	Merged-chr9-118512920-16
NR7805--MA0599.1.KLF5	chr10	94378595	94378604	-	0.000	0.000	Merged-chr10-94378414-58
NR39535--MA0741.1.KLF16	chr2	165854760	165854770	-	0.000	0.000	Merged-chr2-165854688-17
NR34717--MA0740.1.KLF14	chr2	4559558	4559571	+	0.000	0.000	Merged-chr2-4559721-92
NR69759--MA0741.1.KLF16	chr9	80313762	80313772	-	0.000	0.000	Merged-chr9-80313733-27
NR9182--MA0741.1.KLF16	chr11	4390656	4390666	-	0.000	0.000	Merged-chr11-4390804-16
NR66757--MA1107.1.KLF9	chr8	114506082	114506094	-	0.000	0.000	Merged-chr8-114506190-31
NR40498--MA0493.1.Klf1	chr3	22115517	22115527	+	0.000	0.000	Merged-chr3-22115498-23
NR59418--MA0742.1.Klf12	chr7	24482000	24482014	-	0.000	0.000	Merged-chr7-24481860-36
NR35490--MA0741.1.KLF16	chr2	28698441	28698451	+	0.000	0.000	Merged-chr2-28698593-11
NR45836--MA0599.1.KLF5	chr4	62731466	62731475	+	0.000	0.000	Merged-chr4-62731520-17
NR39161--MA1107.1.KLF9	chr2	157119279	157119291	-	0.000	0.000	Merged-chr2-157119108-55
NR9634--MA0039.3.KLF4	chr11	24077536	24077546	-	0.000	0.000	Merged-chr11-24077473-13
NR62723--MA0741.1.KLF16	chr7	126230481	126230491	-	0.000	0.000	Merged-chr7-126230639-34
NR52245--MA0741.1.KLF16	chr5	115693542	115693552	-	0.000	0.000	Merged-chr5-115693567-32
NR63163--MA0741.1.KLF16	chr7	132317313	132317323	+	0.000	0.000	Merged-chr7-132317352-2
NR49854--MA1107.1.KLF9	chr5	30945747	30945759	-	0.000	0.000	Merged-chr5-30945613-12
NR2038--MA0599.1.KLF5	chr1	119637161	119637170	+	0.000	0.000	Merged-chr1-119636990-21
NR59415--MA0493.1.Klf1	chr7	24467977	24467987	-	0.000	0.000	Merged-chr7-24468111-23
NR46694--MA0740.1.KLF14	chr4	108310782	108310795	+	0.000	0.000	Merged-chr4-108310849-34
NR34183--MA0599.1.KLF5	chr19	47447250	47447259	+	0.000	0.000	Merged-chr19-47447149-19
NR29887--MA0039.3.KLF4	chr17	70886786	70886796	-	0.000	0.000	Merged-chr17-70886838-34
NR31577--MA0741.1.KLF16	chr18	54822921	54822931	+	0.000	0.000	Merged-chr18-54822886-30
NR21187--MA0493.1.Klf1	chr14	79236476	79236486	+	0.000	0.000	Merged-chr14-79236608-48
NR55159--MA0741.1.KLF16	chr6	43619506	43619516	+	0.000	0.000	Merged-chr6-43619418-19
NR34707--MA0599.1.KLF5	chr2	4298932	4298941	+	0.000	0.000	Merged-chr2-4299012-15
NR17136--MA0741.1.KLF16	chr13	56704045	56704055	-	0.000	0.000	Merged-chr13-56703613-154
NR27409--MA0741.1.KLF16	chr17	5138643	5138653	-	0.000	0.000	Merged-chr17-5138884-51
NR1829--MA1107.1.KLF9	chr1	96871620	96871632	-	0.000	0.000	Merged-chr1-96871649-2
NR5606--MA0039.3.KLF4	chr10	37232223	37232233	+	0.000	0.000	Merged-chr10-37232300-62
NR71281--MA0599.1.KLF5	chr9	118821830	118821839	-	0.000	0.000	Merged-chr9-118821695-53
NR16948--MA0741.1.KLF16	chr13	52008091	52008101	-	0.000	0.000	Merged-chr13-52008191-11
NR51413--MA0599.1.KLF5	chr5	98160896	98160905	+	0.000	0.000	Merged-chr5-98160972-1
NR5822--MA0740.1.KLF14	chr10	43520073	43520086	+	0.000	0.000	Merged-chr10-43520023-14
NR53694--MA0039.3.KLF4	chr5	140148963	140148973	+	0.000	0.000	Merged-chr5-140149143-22
NR22329--MA0657.1.KLF13	chr15	9189983	9190000	+	0.000	0.000	Merged-chr15-9190055-23
NR56713--MA0741.1.KLF16	chr6	100390394	100390404	+	0.000	0.000	Merged-chr6-100390476-26
NR68722--MA1107.1.KLF9	chr9	51162034	51162046	-	0.000	0.000	Merged-chr9-51161990-29
NR62640--MA0493.1.Klf1	chr7	122932283	122932293	-	0.000	0.000	Merged-chr7-122932357-26
NR16947--MA0599.1.KLF5	chr13	52008092	52008101	-	0.000	0.000	Merged-chr13-52008191-11
NR43422--MA0039.3.KLF4	chr3	133758587	133758597	+	0.000	0.000	Merged-chr3-133758511-65
NR5629--MA1107.1.KLF9	chr10	37721438	37721450	+	0.000	0.000	Merged-chr10-37721362-7
NR6626--MA0599.1.KLF5	chr10	74967331	74967340	+	0.000	0.000	Merged-chr10-74967177-57
NR6411--MA0599.1.KLF5	chr10	67891147	67891156	-	0.000	0.000	Merged-chr10-67891340-18
NR48761--MA0742.1.Klf12	chr4	149854338	149854352	-	0.000	0.000	Merged-chr4-149854542-67
NR10399--MA0741.1.KLF16	chr11	59787693	59787703	+	0.000	0.000	Merged-chr11-59787548-18
NR67619--MA1107.1.KLF9	chr8	128473781	128473793	+	0.000	0.000	Merged-chr8-128473725-2
NR14487--MA0741.1.KLF16	chr12	71030419	71030429	+	0.000	0.000	Merged-chr12-71030638-56
NR71084--MA0741.1.KLF16	chr9	115205647	115205657	+	0.000	0.000	Merged-chr9-115205642-30
NR41732--MA0599.1.KLF5	chr3	89387212	89387221	+	0.000	0.000	Merged-chr3-89387256-27
NR15629--MA0599.1.KLF5	chr12	109067991	109068000	+	0.000	0.000	Merged-chr12-109068052-48
NR28382--MA0493.1.Klf1	chr17	28643873	28643883	-	0.000	0.000	Merged-chr17-28644039-8
NR71212--MA0741.1.KLF16	chr9	118196827	118196837	-	0.000	0.000	Merged-chr9-118196833-13
NR39166--MA1107.1.KLF9	chr2	157119289	157119301	-	0.000	0.000	Merged-chr2-157119108-55
NR55776--MA1107.1.KLF9	chr6	67129046	67129058	+	0.000	0.000	Merged-chr6-67129210-17
NR23375--MA0039.3.KLF4	chr15	73627497	73627507	-	0.000	0.000	Merged-chr15-73627530-51
NR25482--MA0740.1.KLF14	chr16	18348187	18348200	-	0.000	0.000	Merged-chr16-18348236-26
NR50658--MA1107.1.KLF9	chr5	64684279	64684291	+	0.000	0.000	Merged-chr5-64684447-46
NR13466--MA1107.1.KLF9	chr12	8827556	8827568	-	0.000	0.000	Merged-chr12-8827572-4
NR1888--MA0741.1.KLF16	chr1	106032121	106032131	+	0.000	0.000	Merged-chr1-106032051-18
NR34786--MA0740.1.KLF14	chr2	7270305	7270318	-	0.000	0.000	Merged-chr2-7270224-62
NR27988--MA0741.1.KLF16	chr17	23599108	23599118	+	0.000	0.000	Merged-chr17-23599056-62
NR37546--MA1107.1.KLF9	chr2	106015086	106015098	+	0.000	0.000	Merged-chr2-106015150-10
NR60930--MA1107.1.KLF9	chr7	68205949	68205961	-	0.000	0.000	Merged-chr7-68206033-25
NR12568--MA0741.1.KLF16	chr11	109375512	109375522	-	0.000	0.000	Merged-chr11-109375589-56
NR36493--MA0599.1.KLF5	chr2	67565658	67565667	-	0.000	0.000	Merged-chr2-67565838-76
NR2279--MA1107.1.KLF9	chr1	127796457	127796469	-	0.000	0.000	Merged-chr1-127796546-56
NR60926--MA0741.1.KLF16	chr7	68205948	68205958	-	0.000	0.000	Merged-chr7-68206033-25
NR50924--MA0741.1.KLF16	chr5	74704354	74704364	-	0.000	0.000	Merged-chr5-74704453-70
NR71258--MA1107.1.KLF9	chr9	118678597	118678609	+	0.000	0.000	Merged-chr9-118678587-68
NR37658--MA1107.1.KLF9	chr2	113430865	113430877	+	0.000	0.000	Merged-chr2-113431034-10
NR9445--MA0741.1.KLF16	chr11	19926135	19926145	-	0.000	0.000	Merged-chr11-19926174-9
NR68718--MA1107.1.KLF9	chr9	51162026	51162038	-	0.000	0.000	Merged-chr9-51161990-29
NR31576--MA0493.1.Klf1	chr18	54822920	54822930	+	0.000	0.000	Merged-chr18-54822886-30
NR42920--MA0493.1.Klf1	chr3	121593348	121593358	-	0.000	0.000	Merged-chr3-121593516-30
NR6187--MA0493.1.Klf1	chr10	61233349	61233359	+	0.000	0.000	Merged-chr10-61233317-40
NR9564--MA0493.1.Klf1	chr11	22814165	22814175	-	0.000	0.000	Merged-chr11-22814136-127
NR40095--MA1107.1.KLF9	chr2	174556041	174556053	-	0.000	0.000	Merged-chr2-174555978-36
NR65032--MA1107.1.KLF9	chr8	61283204	61283216	+	0.000	0.000	Merged-chr8-61283229-50
NR35175--MA0599.1.KLF5	chr2	23006373	23006382	+	0.000	0.000	Merged-chr2-23006422-36
NR46734--MA0599.1.KLF5	chr4	109079909	109079918	+	0.000	0.000	Merged-chr4-109079913-32
NR65106--MA0741.1.KLF16	chr8	64935180	64935190	-	0.000	0.000	Merged-chr8-64935114-22
NR16919--MA0039.3.KLF4	chr13	51685363	51685373	-	0.000	0.000	Merged-chr13-51685389-6
NR39222--MA0741.1.KLF16	chr2	158673413	158673423	+	0.000	0.000	Merged-chr2-158673458-23
NR68940--MA0741.1.KLF16	chr9	58112636	58112646	-	0.000	0.000	Merged-chr9-58112486-25
NR36801--MA1107.1.KLF9	chr2	77102610	77102622	+	0.000	0.000	Merged-chr2-77102646-21
NR56517--MA1107.1.KLF9	chr6	95683063	95683075	+	0.000	0.000	Merged-chr6-95682989-10
NR186--MA0493.1.Klf1	chr1	20912783	20912793	-	0.000	0.000	Merged-chr1-20912686-65
NR30845--MA0599.1.KLF5	chr18	5819923	5819932	+	0.000	0.000	Merged-chr18-5820020-28
NR27095--MA1107.1.KLF9	chr16	93574641	93574653	-	0.000	0.000	Merged-chr16-93574695-56
NR55008--MA0741.1.KLF16	chr6	37455728	37455738	-	0.000	0.000	Merged-chr6-37455816-24
NR1087--MA0493.1.Klf1	chr1	69683246	69683256	-	0.000	0.000	Merged-chr1-69683222-14
NR28298--MA0599.1.KLF5	chr17	28193642	28193651	-	0.000	0.000	Merged-chr17-28193674-11
NR63059--MA0741.1.KLF16	chr7	130631888	130631898	-	0.000	0.000	Merged-chr7-130631867-47
NR68857--MA1107.1.KLF9	chr9	56325863	56325875	+	0.000	0.000	Merged-chr9-56325915-29
NR44276--MA0741.1.KLF16	chr3	154696697	154696707	+	0.000	0.000	Merged-chr3-154696660-9
NR57948--MA0742.1.Klf12	chr6	134451030	134451044	-	0.000	0.000	Merged-chr6-134450954-21
NR64613--MA0741.1.KLF16	chr8	34818007	34818017	-	0.000	0.000	Merged-chr8-34817852-8
NR36358--MA1107.1.KLF9	chr2	60880803	60880815	+	0.000	0.000	Merged-chr2-60880763-2
NR4973--MA0741.1.KLF16	chr1	193589280	193589290	-	0.000	0.000	Merged-chr1-193589231-21
NR45867--MA1107.1.KLF9	chr4	63486715	63486727	+	0.000	0.000	Merged-chr4-63486767-20
NR64159--MA0742.1.Klf12	chr8	13200679	13200693	-	0.000	0.000	Merged-chr8-13200567-28
NR31034--MA1107.1.KLF9	chr18	24099656	24099668	-	0.000	0.000	Merged-chr18-24099732-11
NR14432--MA0741.1.KLF16	chr12	70347390	70347400	+	0.000	0.000	Merged-chr12-70347404-45
NR28522--MA0741.1.KLF16	chr17	31693553	31693563	-	0.000	0.000	Merged-chr17-31693537-59
NR21120--MA1107.1.KLF9	chr14	76177400	76177412	+	0.000	0.000	Merged-chr14-76177407-12
NR62314--MA0741.1.KLF16	chr7	117419188	117419198	-	0.000	0.000	Merged-chr7-117419068-12
NR68199--MA1107.1.KLF9	chr9	35007371	35007383	-	0.000	0.000	Merged-chr9-35007274-11
NR9448--MA0493.1.Klf1	chr11	20035544	20035554	-	0.000	0.000	Merged-chr11-20035595-25
NR17957--MA0599.1.KLF5	chr13	93939771	93939780	-	0.000	0.000	Merged-chr13-93939742-17
NR69188--MA0741.1.KLF16	chr9	65541815	65541825	+	0.000	0.000	Merged-chr9-65541837-66
NR46454--MA0742.1.Klf12	chr4	101419672	101419686	-	0.000	0.000	Merged-chr4-101419713-70
NR68729--MA0740.1.KLF14	chr9	51168204	51168217	-	0.000	0.000	Merged-chr9-51168146-14
NR16866--MA1107.1.KLF9	chr13	48965780	48965792	+	0.000	0.000	Merged-chr13-48965826-50
NR65037--MA1107.1.KLF9	chr8	61283214	61283226	+	0.000	0.000	Merged-chr8-61283229-50
NR16473--MA0741.1.KLF16	chr13	30186556	30186566	-	0.000	0.000	Merged-chr13-30186492-12
NR2036--MA0740.1.KLF14	chr1	119637160	119637173	+	0.000	0.000	Merged-chr1-119636990-21
NR41764--MA0599.1.KLF5	chr3	89911333	89911342	-	0.000	0.000	Merged-chr3-89911440-10
NR44474--MA0599.1.KLF5	chr4	8238814	8238823	-	0.000	0.000	Merged-chr4-8238741-41
NR12091--MA0657.1.KLF13	chr11	99116115	99116132	+	0.000	0.000	Merged-chr11-99116157-23
NR24063--MA1107.1.KLF9	chr15	84372962	84372974	-	0.000	0.000	Merged-chr15-84372915-18
NR324--MA0741.1.KLF16	chr1	34011508	34011518	-	0.000	0.000	Merged-chr1-34011501-80
NR54321--MA0740.1.KLF14	chr5	149368224	149368237	-	0.000	0.000	Merged-chr5-149368318-30
NR10318--MA1107.1.KLF9	chr11	57791232	57791244	+	0.000	0.000	Merged-chr11-57791276-17
NR26682--MA0493.1.Klf1	chr16	76283301	76283311	+	0.000	0.000	Merged-chr16-76283420-1
NR21243--MA0740.1.KLF14	chr14	84443428	84443441	+	0.000	0.000	Merged-chr14-84443299-57
NR23614--MA0493.1.Klf1	chr15	77306643	77306653	+	0.000	0.000	Merged-chr15-77306793-46
NR5968--MA0741.1.KLF16	chr10	53889519	53889529	-	0.000	0.000	Merged-chr10-53889619-14
NR22890--MA0039.3.KLF4	chr15	52886981	52886991	+	0.000	0.000	Merged-chr15-52887057-9
NR6442--MA1107.1.KLF9	chr10	68136685	68136697	-	0.000	0.000	Merged-chr10-68136775-17
NR46608--MA1107.1.KLF9	chr4	106842002	106842014	-	0.000	0.000	Merged-chr4-106841993-21
NR50970--MA0657.1.KLF13	chr5	75640789	75640806	-	0.000	0.000	Merged-chr5-75640762-12
NR14137--MA0599.1.KLF5	chr12	52783216	52783225	-	0.000	0.000	Merged-chr12-52783123-49
NR27987--MA0493.1.Klf1	chr17	23599107	23599117	+	0.000	0.000	Merged-chr17-23599056-62
NR49528--MA0039.3.KLF4	chr5	20845385	20845395	+	0.000	0.000	Merged-chr5-20845245-18
NR14118--MA1107.1.KLF9	chr12	52383144	52383156	-	0.000	0.000	Merged-chr12-52383146-23
NR24490--MA0741.1.KLF16	chr15	94629116	94629126	-	0.000	0.000	Merged-chr15-94629122-22
NR2512--MA0039.3.KLF4	chr1	133801882	133801892	+	0.000	0.000	Merged-chr1-133801920-3
NR25284--MA0599.1.KLF5	chr16	11577678	11577687	+	0.000	0.000	Merged-chr16-11577786-44
NR25006--MA0493.1.Klf1	chr16	4469938	4469948	+	0.000	0.000	Merged-chr16-4469915-27
NR31805--MA0493.1.Klf1	chr18	62169254	62169264	-	0.000	0.000	Merged-chr18-62169369-48
NR40352--MA0599.1.KLF5	chr3	9719202	9719211	-	0.000	0.000	Merged-chr3-9719164-20
NR34774--MA1107.1.KLF9	chr2	6379102	6379114	+	0.000	0.000	Merged-chr2-6378947-26
NR16757--MA0741.1.KLF16	chr13	43789137	43789147	-	0.000	0.000	Merged-chr13-43789112-65
NR43944--MA0599.1.KLF5	chr3	148844366	148844375	-	0.000	0.000	Merged-chr3-148844306-23
NR40333--MA1107.1.KLF9	chr3	8667338	8667350	+	0.000	0.000	Merged-chr3-8667385-80
NR18017--MA0493.1.Klf1	chr13	95063723	95063733	-	0.000	0.000	Merged-chr13-95063599-48
NR35958--MA1107.1.KLF9	chr2	37765369	37765381	-	0.000	0.000	Merged-chr2-37765232-35
NR36820--MA0493.1.Klf1	chr2	77249879	77249889	+	0.000	0.000	Merged-chr2-77250040-39
NR44998--MA0740.1.KLF14	chr4	41295618	41295631	+	0.000	0.000	Merged-chr4-41295781-15
NR14235--MA0493.1.Klf1	chr12	55357494	55357504	-	0.000	0.000	Merged-chr12-55357452-12
NR65616--MA0599.1.KLF5	chr8	76902220	76902229	+	0.000	0.000	Merged-chr8-76902143-41
